MatchKey,Occurrence,TableNumber,Home,Away,HG,AG,HomeKey,AwayKey,WikiID,FDID,Date
aik|||malmo|||1|||1,1,9,AIK,Malmö,1,1,aik,malmo,12,,
aik|||ostersund|||1|||1,1,9,AIK,Östersund,1,1,aik,ostersund,15,,
aik|||trelleborg|||2|||0,1,9,AIK,Trelleborg,2,0,aik,trelleborg,13,,
brommapojkarna|||malmo|||0|||3,1,9,Brommapojkarna,Malmö,0,3,brommapojkarna,malmo,102,,
brommapojkarna|||ostersund|||0|||4,1,9,Brommapojkarna,Östersund,0,4,brommapojkarna,ostersund,105,,
brommapojkarna|||trelleborg|||3|||0,1,9,Brommapojkarna,Trelleborg,3,0,brommapojkarna,trelleborg,103,,
dalkurd|||malmo|||0|||1,1,9,Dalkurd,Malmö,0,1,dalkurd,malmo,42,,
dalkurd|||ostersund|||3|||0,1,9,Dalkurd,Östersund,3,0,dalkurd,ostersund,45,,
dalkurd|||trelleborg|||2|||2,1,9,Dalkurd,Trelleborg,2,2,dalkurd,trelleborg,43,,
djurgarden|||malmo|||3|||0,1,9,Djurgården,Malmö,3,0,djurgarden,malmo,57,,
djurgarden|||ostersund|||0|||2,1,9,Djurgården,Östersund,0,2,djurgarden,ostersund,60,,
djurgarden|||trelleborg|||1|||1,1,9,Djurgården,Trelleborg,1,1,djurgarden,trelleborg,58,,
elfsborg|||malmo|||1|||2,1,9,Elfsborg,Malmö,1,2,elfsborg,malmo,117,,
elfsborg|||ostersund|||0|||2,1,9,Elfsborg,Östersund,0,2,elfsborg,ostersund,120,,
elfsborg|||trelleborg|||2|||1,1,9,Elfsborg,Trelleborg,2,1,elfsborg,trelleborg,118,,
goteborg|||malmo|||0|||3,1,9,Göteborg,Malmö,0,3,goteborg,malmo,132,,
goteborg|||ostersund|||2|||1,1,9,Göteborg,Östersund,2,1,goteborg,ostersund,135,,
goteborg|||trelleborg|||2|||2,1,9,Göteborg,Trelleborg,2,2,goteborg,trelleborg,133,,
hacken|||malmo|||1|||1,1,9,Häcken,Malmö,1,1,hacken,malmo,27,,
hacken|||ostersund|||2|||0,1,9,Häcken,Östersund,2,0,hacken,ostersund,30,,
hacken|||trelleborg|||2|||1,1,9,Häcken,Trelleborg,2,1,hacken,trelleborg,28,,
hammarby|||malmo|||3|||2,1,9,Hammarby,Malmö,3,2,hammarby,malmo,87,,
hammarby|||ostersund|||1|||2,1,9,Hammarby,Östersund,1,2,hammarby,ostersund,90,,
hammarby|||trelleborg|||1|||0,1,9,Hammarby,Trelleborg,1,0,hammarby,trelleborg,88,,
kalmar|||malmo|||3|||0,1,9,Kalmar,Malmö,3,0,kalmar,malmo,177,,
kalmar|||ostersund|||1|||1,1,9,Kalmar,Östersund,1,1,kalmar,ostersund,180,,
kalmar|||trelleborg|||2|||1,1,9,Kalmar,Trelleborg,2,1,kalmar,trelleborg,178,,
malmo|||aik|||1|||1,1,9,Malmö,AIK,1,1,malmo,aik,181,,
malmo|||brommapojkarna|||3|||1,1,9,Malmö,Brommapojkarna,3,1,malmo,brommapojkarna,187,,
malmo|||dalkurd|||1|||1,1,9,Malmö,Dalkurd,1,1,malmo,dalkurd,183,,
malmo|||djurgarden|||1|||0,1,9,Malmö,Djurgården,1,0,malmo,djurgarden,184,,
malmo|||elfsborg|||2|||0,1,9,Malmö,Elfsborg,2,0,malmo,elfsborg,188,,
malmo|||goteborg|||1|||2,1,9,Malmö,Göteborg,1,2,malmo,goteborg,189,,
malmo|||hacken|||2|||0,1,9,Malmö,Häcken,2,0,malmo,hacken,182,,
malmo|||hammarby|||2|||1,1,9,Malmö,Hammarby,2,1,malmo,hammarby,186,,
malmo|||kalmar|||4|||0,1,9,Malmö,Kalmar,4,0,malmo,kalmar,192,,
malmo|||norrkoping|||2|||1,1,9,Malmö,Norrköping,2,1,malmo,norrkoping,190,,
malmo|||orebro|||4|||0,1,9,Malmö,Örebro,4,0,malmo,orebro,194,,
malmo|||ostersund|||1|||1,1,9,Malmö,Östersund,1,1,malmo,ostersund,195,,
malmo|||sirius|||5|||0,1,9,Malmö,Sirius,5,0,malmo,sirius,191,,
malmo|||sundsvall|||0|||0,1,9,Malmö,Sundsvall,0,0,malmo,sundsvall,185,,
malmo|||trelleborg|||3|||0,1,9,Malmö,Trelleborg,3,0,malmo,trelleborg,193,,
norrkoping|||malmo|||3|||1,1,9,Norrköping,Malmö,3,1,norrkoping,malmo,147,,
norrkoping|||ostersund|||4|||2,1,9,Norrköping,Östersund,4,2,norrkoping,ostersund,150,,
norrkoping|||trelleborg|||1|||2,1,9,Norrköping,Trelleborg,1,2,norrkoping,trelleborg,148,,
orebro|||malmo|||1|||2,1,9,Örebro,Malmö,1,2,orebro,malmo,223,,
orebro|||ostersund|||2|||1,1,9,Örebro,Östersund,2,1,orebro,ostersund,225,,
orebro|||trelleborg|||4|||0,1,9,Örebro,Trelleborg,4,0,orebro,trelleborg,224,,
ostersund|||aik|||1|||2,1,9,Östersund,AIK,1,2,ostersund,aik,226,,
ostersund|||brommapojkarna|||3|||1,1,9,Östersund,Brommapojkarna,3,1,ostersund,brommapojkarna,232,,
ostersund|||dalkurd|||3|||0,1,9,Östersund,Dalkurd,3,0,ostersund,dalkurd,228,,
ostersund|||djurgarden|||0|||1,1,9,Östersund,Djurgården,0,1,ostersund,djurgarden,229,,
ostersund|||elfsborg|||1|||0,1,9,Östersund,Elfsborg,1,0,ostersund,elfsborg,233,,
ostersund|||goteborg|||2|||1,1,9,Östersund,Göteborg,2,1,ostersund,goteborg,234,,
ostersund|||hacken|||2|||0,1,9,Östersund,Häcken,2,0,ostersund,hacken,227,,
ostersund|||hammarby|||3|||3,1,9,Östersund,Hammarby,3,3,ostersund,hammarby,231,,
ostersund|||kalmar|||2|||0,1,9,Östersund,Kalmar,2,0,ostersund,kalmar,237,,
ostersund|||malmo|||2|||3,1,9,Östersund,Malmö,2,3,ostersund,malmo,238,,
ostersund|||norrkoping|||0|||2,1,9,Östersund,Norrköping,0,2,ostersund,norrkoping,235,,
