MatchKey,Occurrence,TableNumber,Home,Away,HG,AG,HomeKey,AwayKey,WikiID,FDID,Date
aik|||bk hacken|||0|||1,1,10,AIK,BK Häcken,0,1,aik,bk hacken,1,,
aik|||djurgardens if|||0|||1,1,10,AIK,Djurgårdens IF,0,1,aik,djurgardens if,2,,
aik|||falkenbergs ff|||1|||1,1,10,AIK,Falkenbergs FF,1,1,aik,falkenbergs ff,3,,
aik|||helsingborgs if|||2|||0,1,10,AIK,Helsingborgs IF,2,0,aik,helsingborgs if,5,,
aik|||if elfsborg|||1|||2,1,10,AIK,IF Elfsborg,1,2,aik,if elfsborg,6,,
aik|||ifk goteborg|||2|||0,1,10,AIK,IFK Göteborg,2,0,aik,ifk goteborg,7,,
aik|||ifk norrkoping|||1|||4,1,10,AIK,IFK Norrköping,1,4,aik,ifk norrkoping,8,,
aik|||ik sirius|||1|||0,1,10,AIK,IK Sirius,1,0,aik,ik sirius,9,,
aik|||kalmar ff|||0|||1,1,10,AIK,Kalmar FF,0,1,aik,kalmar ff,10,,
aik|||mjallby aif|||1|||0,1,10,AIK,Mjällby AIF,1,0,aik,mjallby aif,12,,
aik|||orebro sk|||0|||2,1,10,AIK,Örebro SK,0,2,aik,orebro sk,14,,
aik|||ostersunds fk|||0|||1,1,10,AIK,Östersunds FK,0,1,aik,ostersunds fk,15,,
aik|||varbergs bois|||1|||0,1,10,AIK,Varbergs BoIS,1,0,aik,varbergs bois,13,,
bk hacken|||aik|||4|||0,1,10,BK Häcken,AIK,4,0,bk hacken,aik,16,,
bk hacken|||djurgardens if|||0|||2,1,10,BK Häcken,Djurgårdens IF,0,2,bk hacken,djurgardens if,17,,
bk hacken|||falkenbergs ff|||3|||0,1,10,BK Häcken,Falkenbergs FF,3,0,bk hacken,falkenbergs ff,18,,
bk hacken|||hammarby|||3|||0,1,10,BK Häcken,Hammarby,3,0,bk hacken,hammarby,19,,
bk hacken|||helsingborgs if|||1|||0,1,10,BK Häcken,Helsingborgs IF,1,0,bk hacken,helsingborgs if,20,,
bk hacken|||if elfsborg|||6|||0,1,10,BK Häcken,IF Elfsborg,6,0,bk hacken,if elfsborg,21,,
