MatchKey,Occurrence,Away,Home,TableNumber,HG,AG,FDHome,FDAway,WikiID,FDID,Date
AIK|||Brommapojkarna|||2|||1,1,IF Brommapojkarna,AIK,9,2,1,AIK,Brommapojkarna,91,155,2024-08-25
AIK|||Djurgarden|||2|||0,1,Djurgårdens IF,AIK,9,2,0,AIK,Djurgarden,31,28,2024-04-21
AIK|||Elfsborg|||2|||1,1,IF Elfsborg,AIK,9,2,1,AIK,Elfsborg,106,220,2024-10-27
AIK|||GAIS|||0|||1,1,GAIS,AIK,9,0,1,AIK,GAIS,46,130,2024-07-29
AIK|||Goteborg|||5|||2,1,IFK Göteborg,AIK,9,5,2,AIK,Goteborg,121,88,2024-05-27
AIK|||Hacken|||0|||2,1,BK Häcken,AIK,9,0,2,AIK,Hacken,16,204,2024-10-06
AIK|||Halmstad|||5|||1,1,Halmstads BK,AIK,9,5,1,AIK,Halmstad,61,233,2024-11-10
AIK|||Hammarby|||1|||0,1,Hammarby IF,AIK,9,1,0,AIK,Hammarby,76,192,2024-09-29
AIK|||Kalmar|||1|||2,1,Kalmar FF,AIK,9,1,2,AIK,Kalmar,181,101,2024-07-07
AIK|||Malmo FF|||0|||0,1,Malmö FF,AIK,9,0,0,AIK,Malmo FF,196,169,2024-09-15
AIK|||Mjallby|||1|||0,1,Mjällby AIF,AIK,9,1,0,AIK,Mjallby,211,140,2024-08-11
AIK|||Norrkoping|||6|||2,1,IFK Norrköping,AIK,9,6,2,AIK,Norrkoping,136,54,2024-05-05
AIK|||Sirius|||1|||3,1,IK Sirius,AIK,9,1,3,AIK,Sirius,166,57,2024-05-11
AIK|||Varnamo|||2|||0,1,IFK Värnamo,AIK,9,2,0,AIK,Varnamo,151,33,2024-04-24
AIK|||Vasteras SK|||1|||0,1,Västerås SK,AIK,9,1,0,AIK,Vasteras SK,226,7,2024-04-01
Brommapojkarna|||AIK|||2|||2,1,AIK,IF Brommapojkarna,9,2,2,Brommapojkarna,AIK,6,9,2024-04-06
Brommapojkarna|||Djurgarden|||0|||5,1,Djurgårdens IF,IF Brommapojkarna,9,0,5,Brommapojkarna,Djurgarden,36,69,2024-05-16
Brommapojkarna|||Elfsborg|||3|||3,1,IF Elfsborg,IF Brommapojkarna,9,3,3,Brommapojkarna,Elfsborg,112,164,2024-09-01
Brommapojkarna|||GAIS|||2|||0,1,GAIS,IF Brommapojkarna,9,2,0,Brommapojkarna,GAIS,51,203,2024-10-05
Brommapojkarna|||Goteborg|||0|||3,1,IFK Göteborg,IF Brommapojkarna,9,0,3,Brommapojkarna,Goteborg,127,45,2024-04-29
Brommapojkarna|||Hacken|||1|||3,1,BK Häcken,IF Brommapojkarna,9,1,3,Brommapojkarna,Hacken,21,148,2024-08-18
Brommapojkarna|||Halmstad|||4|||1,1,Halmstads BK,IF Brommapojkarna,9,4,1,Brommapojkarna,Halmstad,66,133,2024-08-03
Brommapojkarna|||Hammarby|||0|||2,1,Hammarby IF,IF Brommapojkarna,9,0,2,Brommapojkarna,Hammarby,81,118,2024-07-20
Brommapojkarna|||Kalmar|||1|||2,1,Kalmar FF,IF Brommapojkarna,9,1,2,Brommapojkarna,Kalmar,187,219,2024-10-26
Brommapojkarna|||Malmo FF|||2|||2,1,Malmö FF,IF Brommapojkarna,9,2,2,Brommapojkarna,Malmo FF,202,91,2024-06-01
Brommapojkarna|||Mjallby|||0|||0,1,Mjällby AIF,IF Brommapojkarna,9,0,0,Brommapojkarna,Mjallby,217,180,2024-09-21
Brommapojkarna|||Norrkoping|||2|||1,1,IFK Norrköping,IF Brommapojkarna,9,2,1,Brommapojkarna,Norrkoping,142,73,2024-05-19
Brommapojkarna|||Sirius|||1|||1,1,IK Sirius,IF Brommapojkarna,9,1,1,Brommapojkarna,Sirius,172,34,2024-04-24
Brommapojkarna|||Varnamo|||0|||1,1,IFK Värnamo,IF Brommapojkarna,9,0,1,Brommapojkarna,Varnamo,157,228,2024-11-03
Brommapojkarna|||Vasteras SK|||2|||1,1,Västerås SK,IF Brommapojkarna,9,2,1,Brommapojkarna,Vasteras SK,232,198,2024-09-30
Djurgarden|||AIK|||0|||2,1,AIK,Djurgårdens IF,9,0,2,Djurgarden,AIK,2,149,2024-08-18
Djurgarden|||Brommapojkarna|||2|||1,1,IF Brommapojkarna,Djurgårdens IF,9,2,1,Djurgarden,Brommapojkarna,93,186,2024-09-25
Djurgarden|||Elfsborg|||2|||0,1,IF Elfsborg,Djurgårdens IF,9,2,0,Djurgarden,Elfsborg,108,62,2024-05-12
Djurgarden|||GAIS|||1|||0,1,GAIS,Djurgårdens IF,9,1,0,Djurgarden,GAIS,48,43,2024-04-28
Djurgarden|||Goteborg|||1|||1,1,IFK Göteborg,Djurgårdens IF,9,1,1,Djurgarden,Goteborg,123,134,2024-08-04
Djurgarden|||Hacken|||3|||3,1,BK Häcken,Djurgårdens IF,9,3,3,Djurgarden,Hacken,17,16,2024-04-08
Djurgarden|||Halmstad|||2|||0,1,Halmstads BK,Djurgårdens IF,9,2,0,Djurgarden,Halmstad,63,77,2024-05-20
Djurgarden|||Hammarby|||0|||3,1,Hammarby IF,Djurgårdens IF,9,0,3,Djurgarden,Hammarby,78,95,2024-06-02
Djurgarden|||Kalmar|||1|||1,1,Kalmar FF,Djurgårdens IF,9,1,1,Djurgarden,Kalmar,183,205,2024-10-06
Djurgarden|||Malmo FF|||0|||1,1,Malmö FF,Djurgårdens IF,9,0,1,Djurgarden,Malmo FF,198,36,2024-04-25
Djurgarden|||Mjallby|||1|||1,1,Mjällby AIF,Djurgårdens IF,9,1,1,Djurgarden,Mjallby,213,170,2024-09-15
Djurgarden|||Norrkoping|||3|||1,1,IFK Norrköping,Djurgårdens IF,9,3,1,Djurgarden,Norrkoping,138,234,2024-11-10
