MatchKey,Occurrence,Away,Home,TableNumber,HG,AG,FDHome,FDAway,WikiID,FDID,Date
AIK|||Brommapojkarna|||2|||2,1,IF Brommapojkarna,AIK,9,2,2,AIK,Brommapojkarna,91,145,2023-08-12
AIK|||Degerfors|||2|||0,1,Degerfors IF,AIK,9,2,0,AIK,Degerfors,31,184,2023-09-18
AIK|||Djurgarden|||2|||0,1,Djurgårdens IF,AIK,9,2,0,AIK,Djurgarden,46,187,2023-09-24
AIK|||Elfsborg|||1|||2,1,IF Elfsborg,AIK,9,1,2,AIK,Elfsborg,106,95,2023-06-11
AIK|||Goteborg|||2|||2,1,IFK Göteborg,AIK,9,2,2,AIK,Goteborg,121,64,2023-05-15
AIK|||Hacken|||1|||2,1,BK Häcken,AIK,9,1,2,AIK,Hacken,16,107,2023-07-08
AIK|||Halmstad|||1|||1,1,Halmstads BK,AIK,9,1,1,AIK,Halmstad,61,222,2023-10-29
AIK|||Hammarby|||2|||0,1,Hammarby,AIK,9,2,0,AIK,Hammarby,76,19,2023-04-16
AIK|||Kalmar|||1|||1,1,Kalmar FF,AIK,9,1,1,AIK,Kalmar,181,85,2023-06-04
AIK|||Malmo FF|||0|||0,1,Malmö FF,AIK,9,0,0,AIK,Malmo FF,196,126,2023-07-23
AIK|||Mjallby|||1|||0,1,Mjällby AIF,AIK,9,1,0,AIK,Mjallby,211,201,2023-10-07
AIK|||Norrkoping|||0|||3,1,IFK Norrköping,AIK,9,0,3,AIK,Norrkoping,136,15,2023-04-10
AIK|||Sirius|||0|||0,1,IK Sirius,AIK,9,0,0,AIK,Sirius,166,33,2023-04-29
AIK|||Varberg|||3|||0,1,Varbergs BoIS,AIK,9,3,0,AIK,Varberg,226,166,2023-08-28
AIK|||Varnamo|||3|||1,1,IFK Värnamo,AIK,9,3,1,AIK,Varnamo,151,233,2023-11-12
Brommapojkarna|||AIK|||0|||2,1,AIK,IF Brommapojkarna,9,0,2,Brommapojkarna,AIK,6,99,2023-07-01
Brommapojkarna|||Degerfors|||1|||2,1,Degerfors IF,IF Brommapojkarna,9,1,2,Brommapojkarna,Degerfors,36,109,2023-07-08
Brommapojkarna|||Djurgarden|||1|||2,1,Djurgårdens IF,IF Brommapojkarna,9,1,2,Brommapojkarna,Djurgarden,51,217,2023-10-28
Brommapojkarna|||Elfsborg|||0|||3,1,IF Elfsborg,IF Brommapojkarna,9,0,3,Brommapojkarna,Elfsborg,112,204,2023-10-08
Brommapojkarna|||Goteborg|||0|||0,1,IFK Göteborg,IF Brommapojkarna,9,0,0,Brommapojkarna,Goteborg,127,51,2023-05-08
Brommapojkarna|||Hacken|||2|||1,1,BK Häcken,IF Brommapojkarna,9,2,1,Brommapojkarna,Hacken,21,234,2023-11-12
Brommapojkarna|||Halmstad|||3|||1,1,Halmstads BK,IF Brommapojkarna,9,3,1,Brommapojkarna,Halmstad,66,153,2023-08-19
Brommapojkarna|||Hammarby|||1|||0,1,Hammarby,IF Brommapojkarna,9,1,0,Brommapojkarna,Hammarby,81,123,2023-07-21
Brommapojkarna|||Kalmar|||2|||3,1,Kalmar FF,IF Brommapojkarna,9,2,3,Brommapojkarna,Kalmar,187,161,2023-08-27
Brommapojkarna|||Malmo FF|||1|||2,1,Malmö FF,IF Brommapojkarna,9,1,2,Brommapojkarna,Malmo FF,202,9,2023-04-08
Brommapojkarna|||Mjallby|||2|||0,1,Mjällby AIF,IF Brommapojkarna,9,2,0,Brommapojkarna,Mjallby,217,30,2023-04-24
Brommapojkarna|||Norrkoping|||2|||2,1,IFK Norrköping,IF Brommapojkarna,9,2,2,Brommapojkarna,Norrkoping,142,186,2023-09-23
Brommapojkarna|||Sirius|||1|||2,1,IK Sirius,IF Brommapojkarna,9,1,2,Brommapojkarna,Sirius,172,76,2023-05-27
Brommapojkarna|||Varberg|||2|||1,1,Varbergs BoIS,IF Brommapojkarna,9,2,1,Brommapojkarna,Varberg,232,66,2023-05-21
Brommapojkarna|||Varnamo|||0|||2,1,IFK Värnamo,IF Brommapojkarna,9,0,2,Brommapojkarna,Varnamo,157,139,2023-08-05
Degerfors|||AIK|||2|||1,1,AIK,Degerfors IF,9,2,1,Degerfors,AIK,2,65,2023-05-20
Degerfors|||Brommapojkarna|||2|||0,1,IF Brommapojkarna,Degerfors IF,9,2,0,Degerfors,Brommapojkarna,93,132,2023-07-29
Degerfors|||Djurgarden|||2|||1,1,Djurgårdens IF,Degerfors IF,9,2,1,Degerfors,Djurgarden,48,39,2023-04-30
Degerfors|||Elfsborg|||1|||2,1,IF Elfsborg,Degerfors IF,9,1,2,Degerfors,Elfsborg,108,26,2023-04-22
Degerfors|||Goteborg|||1|||2,1,IFK Göteborg,Degerfors IF,9,1,2,Degerfors,Goteborg,123,154,2023-08-19
Degerfors|||Hacken|||1|||0,1,BK Häcken,Degerfors IF,9,1,0,Degerfors,Hacken,17,171,2023-09-03
Degerfors|||Halmstad|||3|||1,1,Halmstads BK,Degerfors IF,9,3,1,Degerfors,Halmstad,63,10,2023-04-08
Degerfors|||Hammarby|||2|||2,1,Hammarby,Degerfors IF,9,2,2,Degerfors,Hammarby,78,74,2023-05-25
