Source,Country,Competition,CompetitionType,Tier,League,Season,Date,HomeRaw,AwayRaw,HomeGoals,AwayGoals,Score,Result,SourceURL,SourceLine,SourceText
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-03-30,Zenit,Rubin,1,3,1-3,0-1,https://www.rsssf.org/tablesr/rus08.html,92,Zenit     1-3 Rubin
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-03-30,CSKA,Saturn,1,0,1-0,1-0,https://www.rsssf.org/tablesr/rus08.html,94,CSKA      1-0 Saturn
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-03-30,Lokomotiv,Krylya S,2,0,2-0,1-0,https://www.rsssf.org/tablesr/rus08.html,96,Lokomotiv 2-0 Krylya S
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-04-04,Moskva,Khimki,2,2,2-2,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,101,Moskva    2-2 Khimki
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-04-05,Rubin,Tom,2,1,2-1,1-0,https://www.rsssf.org/tablesr/rus08.html,105,Rubin     2-1 Tom
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-04-05,Terek,CSKA,1,0,1-0,1-0,https://www.rsssf.org/tablesr/rus08.html,107,Terek     1-0 CSKA
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-04-05,Saturn,Lokomotiv,1,2,1-2,0-1,https://www.rsssf.org/tablesr/rus08.html,109,Saturn    1-2 Lokomotiv
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-04-06,Spartak M,Amkar,1,1,1-1,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,112,Spartak M 1-1 Amkar
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-04-06,Spartak N,Dinamo,0,2,0-2,0-1,https://www.rsssf.org/tablesr/rus08.html,114,Spartak N 0-2 Dinamo
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-04-06,Krylya S,Luch-Ener,2,1,2-1,1-0,https://www.rsssf.org/tablesr/rus08.html,116,Krylya S  2-1 Luch-Ener
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-04-06,Shinnik,Zenit,2,2,2-2,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,118,Shinnik   2-2 Zenit
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-04-12,Khimki,Rubin,0,4,0-4,0-1,https://www.rsssf.org/tablesr/rus08.html,124,Khimki    0-4 Rubin
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-04-12,CSKA,Spartak N,0,1,0-1,0-1,https://www.rsssf.org/tablesr/rus08.html,127,CSKA      0-1 Spartak N
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-04-12,Amkar,Moskva,2,0,2-0,1-0,https://www.rsssf.org/tablesr/rus08.html,129,Amkar     2-0 Moskva
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-04-12,Tom,Shinnik,2,1,2-1,1-0,https://www.rsssf.org/tablesr/rus08.html,131,Tom       2-1 Shinnik
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-04-13,Dinamo,Spartak M,4,3,4-3,1-0,https://www.rsssf.org/tablesr/rus08.html,134,Dinamo    4-3 Spartak M
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-04-13,Lokomotiv,Terek,2,0,2-0,1-0,https://www.rsssf.org/tablesr/rus08.html,137,Lokomotiv 2-0 Terek
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-04-13,Zenit,Krylya S,1,1,1-1,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,139,Zenit     1-1 Krylya S
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-04-13,Luch-Ener,Saturn,0,0,0-0,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,141,Luch-Ener 0-0 Saturn
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-04-18,Shinnik,Khimki,3,2,3-2,1-0,https://www.rsssf.org/tablesr/rus08.html,146,Shinnik   3-2 Khimki
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-04-19,Krylya S,Tom,3,0,3-0,1-0,https://www.rsssf.org/tablesr/rus08.html,150,Krylya S  3-0 Tom
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-04-19,Moskva,Dinamo,1,1,1-1,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,152,Moskva    1-1 Dinamo
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-04-19,Spartak N,Spartak M,1,2,1-2,0-1,https://www.rsssf.org/tablesr/rus08.html,154,Spartak N 1-2 Spartak M
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-04-19,Saturn,Zenit,1,1,1-1,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,156,Saturn    1-1 Zenit
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-04-20,Rubin,Amkar,1,0,1-0,1-0,https://www.rsssf.org/tablesr/rus08.html,159,Rubin     1-0 Amkar
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-04-20,CSKA,Lokomotiv,0,0,0-0,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,161,CSKA      0-0 Lokomotiv
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-04-20,Terek,Luch-Ener,2,1,2-1,1-0,https://www.rsssf.org/tablesr/rus08.html,163,Terek     2-1 Luch-Ener
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-04-25,Dinamo,Rubin,0,2,0-2,0-1,https://www.rsssf.org/tablesr/rus08.html,168,Dinamo    0-2 Rubin
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-04-26,Amkar,Shinnik,2,0,2-0,1-0,https://www.rsssf.org/tablesr/rus08.html,171,Amkar     2-0 Shinnik
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-04-26,Khimki,Krylya S,1,0,1-0,1-0,https://www.rsssf.org/tablesr/rus08.html,174,Khimki    1-0 Krylya S
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-04-26,Luch-Ener,CSKA,1,3,1-3,0-1,https://www.rsssf.org/tablesr/rus08.html,176,Luch-Ener 1-3 CSKA
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-04-27,Lokomotiv,Spartak N,0,0,0-0,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,180,Lokomotiv 0-0 Spartak N
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-04-27,Tom,Saturn,0,1,0-1,0-1,https://www.rsssf.org/tablesr/rus08.html,182,Tom       0-1 Saturn
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-04-27,Spartak M,Moskva,1,1,1-1,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,184,Spartak M 1-1 Moskva
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-13,Zenit,Terek,3,1,3-1,1-0,https://www.rsssf.org/tablesr/rus08.html,187,Zenit     3-1 Terek
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-13,Rubin,Spartak M,0,3,0-3,0-1,https://www.rsssf.org/tablesr/rus08.html,193,Rubin     0-3 Spartak M
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-13,Krylya S,Amkar,2,0,2-0,1-0,https://www.rsssf.org/tablesr/rus08.html,195,Krylya S  2-0 Amkar
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-13,Shinnik,Dinamo,2,0,2-0,1-0,https://www.rsssf.org/tablesr/rus08.html,197,Shinnik   2-0 Dinamo
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-13,Spartak N,Moskva,0,3,0-3,0-1,https://www.rsssf.org/tablesr/rus08.html,199,Spartak N 0-3 Moskva
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-13,Lokomotiv,Luch-Ener,2,2,2-2,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,202,Lokomotiv 2-2 Luch-Ener
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-13,Terek,Tom,1,3,1-3,0-1,https://www.rsssf.org/tablesr/rus08.html,205,Terek     1-3 Tom
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-13,Saturn,Khimki,2,2,2-2,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,208,Saturn    2-2 Khimki
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-30,CSKA,Zenit,0,0,0-0,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,211,CSKA      0-0 Zenit
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-30,Moskva,Rubin,1,2,1-2,0-1,https://www.rsssf.org/tablesr/rus08.html,216,Moskva    1-2 Rubin
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-30,Spartak M,Shinnik,4,2,4-2,1-0,https://www.rsssf.org/tablesr/rus08.html,218,Spartak M 4-2 Shinnik
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-30,Dinamo,Krylya S,2,2,2-2,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,222,Dinamo    2-2 Krylya S
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-30,Amkar,Saturn,1,0,1-0,1-0,https://www.rsssf.org/tablesr/rus08.html,225,Amkar     1-0 Saturn
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-30,Tom,CSKA,0,0,0-0,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,227,Tom       0-0 CSKA
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-30,Khimki,Terek,0,1,0-1,0-1,https://www.rsssf.org/tablesr/rus08.html,229,Khimki    0-1 Terek
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-30,Luch-Ener,Spartak N,0,2,0-2,0-1,https://www.rsssf.org/tablesr/rus08.html,231,Luch-Ener 0-2 Spartak N
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-23,Zenit,Lokomotiv,1,1,1-1,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,234,Zenit     1-1 Lokomotiv
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-23,Spartak N,Rubin,2,0,2-0,1-0,https://www.rsssf.org/tablesr/rus08.html,239,Spartak N 2-0 Rubin
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-23,Lokomotiv,Tom,2,0,2-0,1-0,https://www.rsssf.org/tablesr/rus08.html,242,Lokomotiv 2-0 Tom
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-23,Shinnik,Moskva,0,1,0-1,0-1,https://www.rsssf.org/tablesr/rus08.html,244,Shinnik   0-1 Moskva
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-23,Terek,Amkar,0,1,0-1,0-1,https://www.rsssf.org/tablesr/rus08.html,247,Terek     0-1 Amkar
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-23,Krylya S,Spartak M,1,1,1-1,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,249,Krylya S  1-1 Spartak M
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-23,Saturn,Dinamo,2,0,2-0,1-0,https://www.rsssf.org/tablesr/rus08.html,251,Saturn    2-0 Dinamo
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-23,CSKA,Khimki,4,3,4-3,1-0,https://www.rsssf.org/tablesr/rus08.html,253,CSKA      4-3 Khimki
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-16,Luch-Ener,Zenit,0,0,0-0,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,257,Luch-Ener 0-0 Zenit
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-16,Rubin,Shinnik,1,1,1-1,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,262,Rubin     1-1 Shinnik
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-16,Spartak M,Saturn,1,0,1-0,1-0,https://www.rsssf.org/tablesr/rus08.html,264,Spartak M 1-0 Saturn
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-16,Moskva,Krylya S,1,1,1-1,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,266,Moskva    1-1 Krylya S
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-16,Tom,Luch-Ener,1,1,1-1,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,268,Tom       1-1 Luch-Ener
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-16,Dinamo,Terek,2,1,2-1,1-0,https://www.rsssf.org/tablesr/rus08.html,271,Dinamo    2-1 Terek
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-16,Khimki,Lokomotiv,2,2,2-2,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,273,Khimki    2-2 Lokomotiv
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-09,Zenit,Spartak N,3,4,3-4,0-1,https://www.rsssf.org/tablesr/rus08.html,277,Zenit     3-4 Spartak N
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-16,Amkar,CSKA,3,3,3-3,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,282,Amkar     3-3 CSKA
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-05,Krylya S,Rubin,2,2,2-2,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,288,Krylya S  2-2 Rubin
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-05,Spartak N,Shinnik,2,1,2-1,1-0,https://www.rsssf.org/tablesr/rus08.html,290,Spartak N 2-1 Shinnik
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-05,Luch-Ener,Khimki,1,1,1-1,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,293,Luch-Ener 1-1 Khimki
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-06,Lokomotiv,Amkar,0,1,0-1,0-1,https://www.rsssf.org/tablesr/rus08.html,296,Lokomotiv 0-1 Amkar
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-06,Terek,Spartak M,3,1,3-1,1-0,https://www.rsssf.org/tablesr/rus08.html,298,Terek     3-1 Spartak M
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-06,CSKA,Dinamo,0,2,0-2,0-1,https://www.rsssf.org/tablesr/rus08.html,301,CSKA      0-2 Dinamo
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-06,Zenit,Tom,5,1,5-1,1-0,https://www.rsssf.org/tablesr/rus08.html,303,Zenit     5-1 Tom
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-09,Saturn,Moskva,0,0,0-0,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,307,Saturn    0-0 Moskva
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-12,Spartak M,CSKA,1,5,1-5,0-1,https://www.rsssf.org/tablesr/rus08.html,312,Spartak M 1-5 CSKA
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-12,Amkar,Luch-Ener,2,0,2-0,1-0,https://www.rsssf.org/tablesr/rus08.html,315,Amkar     2-0 Luch-Ener
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-12,Shinnik,Krylya S,0,0,0-0,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,317,Shinnik   0-0 Krylya S
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-13,Dinamo,Lokomotiv,4,2,4-2,1-0,https://www.rsssf.org/tablesr/rus08.html,320,Dinamo    4-2 Lokomotiv
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-13,Tom,Spartak N,1,0,1-0,1-0,https://www.rsssf.org/tablesr/rus08.html,323,Tom       1-0 Spartak N
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-13,Moskva,Terek,0,0,0-0,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,325,Moskva    0-0 Terek
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-13,Khimki,Zenit,1,4,1-4,0-1,https://www.rsssf.org/tablesr/rus08.html,327,Khimki    1-4 Zenit
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-16,Rubin,Saturn,0,0,0-0,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,331,Rubin     0-0 Saturn
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-19,Lokomotiv,Spartak M,2,2,2-2,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,336,Lokomotiv 2-2 Spartak M
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-19,Zenit,Amkar,2,0,2-0,1-0,https://www.rsssf.org/tablesr/rus08.html,339,Zenit     2-0 Amkar
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-19,Spartak N,Krylya S,1,1,1-1,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,341,Spartak N 1-1 Krylya S
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-19,Tom,Khimki,3,1,3-1,1-0,https://www.rsssf.org/tablesr/rus08.html,343,Tom       3-1 Khimki
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-20,Terek,Rubin,0,0,0-0,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,347,Terek     0-0 Rubin
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-20,Luch-Ener,Dinamo,1,0,1-0,1-0,https://www.rsssf.org/tablesr/rus08.html,349,Luch-Ener 1-0 Dinamo
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-20,CSKA,Moskva,0,2,0-2,0-1,https://www.rsssf.org/tablesr/rus08.html,351,CSKA      0-2 Moskva
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-23,Saturn,Shinnik,4,0,4-0,1-0,https://www.rsssf.org/tablesr/rus08.html,354,Saturn    4-0 Shinnik
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-25,Khimki,Spartak N,2,0,2-0,1-0,https://www.rsssf.org/tablesr/rus08.html,359,Khimki    2-0 Spartak N
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-26,Rubin,CSKA,0,0,0-0,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,362,Rubin     0-0 CSKA
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-26,Amkar,Tom,0,0,0-0,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,364,Amkar     0-0 Tom
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-26,Dinamo,Zenit,1,0,1-0,1-0,https://www.rsssf.org/tablesr/rus08.html,366,Dinamo    1-0 Zenit
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-27,Moskva,Lokomotiv,0,3,0-3,0-1,https://www.rsssf.org/tablesr/rus08.html,369,Moskva    0-3 Lokomotiv
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-27,Spartak M,Luch-Ener,3,0,3-0,1-0,https://www.rsssf.org/tablesr/rus08.html,371,Spartak M 3-0 Luch-Ener
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-27,Shinnik,Terek,1,1,1-1,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,374,Shinnik   1-1 Terek
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-07-30,Krylya S,Saturn,4,0,4-0,1-0,https://www.rsssf.org/tablesr/rus08.html,377,Krylya S  4-0 Saturn
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-02,Tom,Spartak M,0,1,0-1,0-1,https://www.rsssf.org/tablesr/rus08.html,383,Tom       0-1 Spartak M
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-02,Khimki,Dinamo,1,1,1-1,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,385,Khimki    1-1 Dinamo
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-02,Zenit,Moskva,2,1,2-1,1-0,https://www.rsssf.org/tablesr/rus08.html,387,Zenit     2-1 Moskva
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-03,Amkar,Spartak N,0,0,0-0,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,390,Amkar     0-0 Spartak N
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-03,CSKA,Krylya S,0,0,0-0,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,392,CSKA      0-0 Krylya S
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-03,Luch-Ener,Rubin,1,1,1-1,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,394,Luch-Ener 1-1 Rubin
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-03,Terek,Saturn,1,0,1-0,1-0,https://www.rsssf.org/tablesr/rus08.html,396,Terek     1-0 Saturn
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-10-29,Lokomotiv,Shinnik,3,0,3-0,1-0,https://www.rsssf.org/tablesr/rus08.html,399,Lokomotiv 3-0 Shinnik
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-09,Krylya S,Lokomotiv,2,0,2-0,1-0,https://www.rsssf.org/tablesr/rus08.html,404,Krylya S  2-0 Lokomotiv
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-09,Spartak M,Khimki,1,1,1-1,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,406,Spartak M 1-1 Khimki
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-09,Moskva,Tom,2,1,2-1,1-0,https://www.rsssf.org/tablesr/rus08.html,408,Moskva    2-1 Tom
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-09,Shinnik,Luch-Ener,1,2,1-2,0-1,https://www.rsssf.org/tablesr/rus08.html,410,Shinnik   1-2 Luch-Ener
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-10,Dinamo,Amkar,1,0,1-0,1-0,https://www.rsssf.org/tablesr/rus08.html,414,Dinamo    1-0 Amkar
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-10,Rubin,Zenit,4,1,4-1,1-0,https://www.rsssf.org/tablesr/rus08.html,416,Rubin     4-1 Zenit
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-10,Spartak N,Terek,2,0,2-0,1-0,https://www.rsssf.org/tablesr/rus08.html,419,Spartak N 2-0 Terek
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-10,Saturn,CSKA,0,4,0-4,0-1,https://www.rsssf.org/tablesr/rus08.html,421,Saturn    0-4 CSKA
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-15,Tom,Rubin,1,2,1-2,0-1,https://www.rsssf.org/tablesr/rus08.html,426,Tom       1-2 Rubin
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-16,Dinamo,Spartak N,1,0,1-0,1-0,https://www.rsssf.org/tablesr/rus08.html,429,Dinamo    1-0 Spartak N
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-16,Luch-Ener,Krylya S,0,0,0-0,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,431,Luch-Ener 0-0 Krylya S
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-16,Lokomotiv,Saturn,0,0,0-0,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,433,Lokomotiv 0-0 Saturn
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-17,Amkar,Spartak M,1,1,1-1,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,436,Amkar     1-1 Spartak M
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-17,CSKA,Terek,2,0,2-0,1-0,https://www.rsssf.org/tablesr/rus08.html,438,CSKA      2-0 Terek
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-17,Zenit,Shinnik,1,3,1-3,0-1,https://www.rsssf.org/tablesr/rus08.html,440,Zenit     1-3 Shinnik
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-17,Khimki,Moskva,0,2,0-2,0-1,https://www.rsssf.org/tablesr/rus08.html,443,Khimki    0-2 Moskva
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-23,Spartak M,Dinamo,1,1,1-1,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,448,Spartak M 1-1 Dinamo
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-23,Rubin,Khimki,2,0,2-0,1-0,https://www.rsssf.org/tablesr/rus08.html,450,Rubin     2-0 Khimki
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-23,Terek,Lokomotiv,2,1,2-1,1-0,https://www.rsssf.org/tablesr/rus08.html,452,Terek     2-1 Lokomotiv
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-23,Shinnik,Tom,0,1,0-1,0-1,https://www.rsssf.org/tablesr/rus08.html,454,Shinnik   0-1 Tom
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-24,Moskva,Amkar,0,1,0-1,0-1,https://www.rsssf.org/tablesr/rus08.html,457,Moskva    0-1 Amkar
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-24,Spartak N,CSKA,0,0,0-0,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,459,Spartak N 0-0 CSKA
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-24,Krylya S,Zenit,0,3,0-3,0-1,https://www.rsssf.org/tablesr/rus08.html,461,Krylya S  0-3 Zenit
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-24,Saturn,Luch-Ener,2,1,2-1,1-0,https://www.rsssf.org/tablesr/rus08.html,463,Saturn    2-1 Luch-Ener
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-29,Khimki,Shinnik,0,0,0-0,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,468,Khimki    0-0 Shinnik
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-30,Lokomotiv,CSKA,0,2,0-2,0-1,https://www.rsssf.org/tablesr/rus08.html,471,Lokomotiv 0-2 CSKA
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-31,Amkar,Rubin,1,2,1-2,0-1,https://www.rsssf.org/tablesr/rus08.html,474,Amkar     1-2 Rubin
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-31,Spartak M,Spartak N,2,1,2-1,1-0,https://www.rsssf.org/tablesr/rus08.html,476,Spartak M 2-1 Spartak N
