Source,Country,Competition,CompetitionType,Tier,League,Season,Date,HomeRaw,AwayRaw,HomeGoals,AwayGoals,Score,Result,SourceURL,SourceLine,SourceText
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-31,Dinamo,Moskva,1,1,1-1,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,478,Dinamo    1-1 Moskva
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-31,Tom,Krylya S,0,4,0-4,0-1,https://www.rsssf.org/tablesr/rus08.html,480,Tom       0-4 Krylya S
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-08-31,Luch-Ener,Terek,1,1,1-1,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,482,Luch-Ener 1-1 Terek
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-10-29,Zenit,Saturn,2,2,2-2,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,485,Zenit     2-2 Saturn
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-09-13,Moskva,Spartak M,2,1,2-1,1-0,https://www.rsssf.org/tablesr/rus08.html,490,Moskva    2-1 Spartak M
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-09-13,Terek,Zenit,1,4,1-4,0-1,https://www.rsssf.org/tablesr/rus08.html,493,Terek     1-4 Zenit
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-09-13,Saturn,Tom,2,0,2-0,1-0,https://www.rsssf.org/tablesr/rus08.html,496,Saturn    2-0 Tom
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-09-14,Rubin,Dinamo,1,0,1-0,1-0,https://www.rsssf.org/tablesr/rus08.html,499,Rubin     1-0 Dinamo
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-09-14,Shinnik,Amkar,1,2,1-2,0-1,https://www.rsssf.org/tablesr/rus08.html,501,Shinnik   1-2 Amkar
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-09-14,CSKA,Luch-Ener,4,1,4-1,1-0,https://www.rsssf.org/tablesr/rus08.html,503,CSKA      4-1 Luch-Ener
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-09-14,Krylya S,Khimki,3,0,3-0,1-0,https://www.rsssf.org/tablesr/rus08.html,506,Krylya S  3-0 Khimki
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-09-14,Spartak N,Lokomotiv,0,1,0-1,0-1,https://www.rsssf.org/tablesr/rus08.html,508,Spartak N 0-1 Lokomotiv
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-09-20,Dinamo,Shinnik,2,0,2-0,1-0,https://www.rsssf.org/tablesr/rus08.html,513,Dinamo    2-0 Shinnik
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-09-20,Amkar,Krylya S,1,0,1-0,1-0,https://www.rsssf.org/tablesr/rus08.html,515,Amkar     1-0 Krylya S
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-09-20,Luch-Ener,Lokomotiv,2,3,2-3,0-1,https://www.rsssf.org/tablesr/rus08.html,517,Luch-Ener 2-3 Lokomotiv
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-09-20,Khimki,Saturn,2,1,2-1,1-0,https://www.rsssf.org/tablesr/rus08.html,520,Khimki    2-1 Saturn
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-09-21,Spartak M,Rubin,0,1,0-1,0-1,https://www.rsssf.org/tablesr/rus08.html,523,Spartak M 0-1 Rubin
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-09-21,Zenit,CSKA,1,3,1-3,0-1,https://www.rsssf.org/tablesr/rus08.html,525,Zenit     1-3 CSKA
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-09-21,Moskva,Spartak N,1,3,1-3,0-1,https://www.rsssf.org/tablesr/rus08.html,527,Moskva    1-3 Spartak N
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-09-21,Tom,Terek,2,0,2-0,1-0,https://www.rsssf.org/tablesr/rus08.html,530,Tom       2-0 Terek
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-09-27,Krylya S,Dinamo,3,3,3-3,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,535,Krylya S  3-3 Dinamo
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-09-27,CSKA,Tom,2,1,2-1,1-0,https://www.rsssf.org/tablesr/rus08.html,538,CSKA      2-1 Tom
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-09-27,Shinnik,Spartak M,1,2,1-2,0-1,https://www.rsssf.org/tablesr/rus08.html,540,Shinnik   1-2 Spartak M
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-09-27,Lokomotiv,Zenit,0,3,0-3,0-1,https://www.rsssf.org/tablesr/rus08.html,542,Lokomotiv 0-3 Zenit
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-09-27,Spartak N,Luch-Ener,2,2,2-2,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,544,Spartak N 2-2 Luch-Ener
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-09-28,Rubin,Moskva,0,1,0-1,0-1,https://www.rsssf.org/tablesr/rus08.html,548,Rubin     0-1 Moskva
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-09-28,Saturn,Amkar,0,0,0-0,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,550,Saturn    0-0 Amkar
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-09-28,Terek,Khimki,1,0,1-0,1-0,https://www.rsssf.org/tablesr/rus08.html,552,Terek     1-0 Khimki
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-10-04,Rubin,Spartak N,3,0,3-0,1-0,https://www.rsssf.org/tablesr/rus08.html,557,Rubin     3-0 Spartak N
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-10-04,Dinamo,Saturn,2,1,2-1,1-0,https://www.rsssf.org/tablesr/rus08.html,559,Dinamo    2-1 Saturn
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-10-04,Tom,Lokomotiv,0,1,0-1,0-1,https://www.rsssf.org/tablesr/rus08.html,562,Tom       0-1 Lokomotiv
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-10-05,Khimki,CSKA,1,2,1-2,0-1,https://www.rsssf.org/tablesr/rus08.html,565,Khimki    1-2 CSKA
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-10-05,Amkar,Terek,0,0,0-0,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,568,Amkar     0-0 Terek
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-10-05,Spartak M,Krylya S,0,1,0-1,0-1,https://www.rsssf.org/tablesr/rus08.html,570,Spartak M 0-1 Krylya S
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-10-05,Zenit,Luch-Ener,8,1,8-1,1-0,https://www.rsssf.org/tablesr/rus08.html,572,Zenit     8-1 Luch-Ener
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-10-05,Moskva,Shinnik,2,1,2-1,1-0,https://www.rsssf.org/tablesr/rus08.html,576,Moskva    2-1 Shinnik
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-10-18,Shinnik,Rubin,0,2,0-2,0-1,https://www.rsssf.org/tablesr/rus08.html,581,Shinnik   0-2 Rubin
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-10-18,Spartak N,Zenit,2,2,2-2,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,583,Spartak N 2-2 Zenit
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-10-18,Saturn,Spartak M,0,0,0-0,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,586,Saturn    0-0 Spartak M
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-10-18,Luch-Ener,Tom,0,0,0-0,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,588,Luch-Ener 0-0 Tom
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-10-19,CSKA,Amkar,4,1,4-1,1-0,https://www.rsssf.org/tablesr/rus08.html,591,CSKA      4-1 Amkar
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-10-19,Terek,Dinamo,0,0,0-0,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,594,Terek     0-0 Dinamo
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-10-19,Krylya S,Moskva,1,1,1-1,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,596,Krylya S  1-1 Moskva
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-10-19,Lokomotiv,Khimki,0,2,0-2,0-1,https://www.rsssf.org/tablesr/rus08.html,598,Lokomotiv 0-2 Khimki
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-10-25,Rubin,Krylya S,3,0,3-0,1-0,https://www.rsssf.org/tablesr/rus08.html,603,Rubin     3-0 Krylya S
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-10-25,Spartak M,Terek,3,1,3-1,1-0,https://www.rsssf.org/tablesr/rus08.html,605,Spartak M 3-1 Terek
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-10-25,Shinnik,Spartak N,2,1,2-1,1-0,https://www.rsssf.org/tablesr/rus08.html,608,Shinnik   2-1 Spartak N
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-10-25,Khimki,Luch-Ener,3,1,3-1,1-0,https://www.rsssf.org/tablesr/rus08.html,610,Khimki    3-1 Luch-Ener
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-10-26,Amkar,Lokomotiv,0,0,0-0,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,614,Amkar     0-0 Lokomotiv
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-10-26,Tom,Zenit,1,1,1-1,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,616,Tom       1-1 Zenit
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-10-26,Moskva,Saturn,0,0,0-0,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,618,Moskva    0-0 Saturn
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-10-27,Dinamo,CSKA,1,3,1-3,0-1,https://www.rsssf.org/tablesr/rus08.html,621,Dinamo    1-3 CSKA
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-11-01,CSKA,Spartak M,0,1,0-1,0-1,https://www.rsssf.org/tablesr/rus08.html,627,CSKA      0-1 Spartak M
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-11-01,Zenit,Khimki,1,0,1-0,1-0,https://www.rsssf.org/tablesr/rus08.html,629,Zenit     1-0 Khimki
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-11-02,Saturn,Rubin,1,2,1-2,0-1,https://www.rsssf.org/tablesr/rus08.html,632,Saturn    1-2 Rubin
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-11-02,Luch-Ener,Amkar,0,1,0-1,0-1,https://www.rsssf.org/tablesr/rus08.html,634,Luch-Ener 0-1 Amkar
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-11-02,Terek,Moskva,1,1,1-1,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,636,Terek     1-1 Moskva
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-11-02,Spartak N,Tom,1,1,1-1,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,638,Spartak N 1-1 Tom
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-11-03,Lokomotiv,Dinamo,0,1,0-1,0-1,https://www.rsssf.org/tablesr/rus08.html,641,Lokomotiv 0-1 Dinamo
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-11-03,Krylya S,Shinnik,4,0,4-0,1-0,https://www.rsssf.org/tablesr/rus08.html,643,Krylya S  4-0 Shinnik
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-11-07,Khimki,Tom,1,1,1-1,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,648,Khimki    1-1 Tom
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-11-08,Krylya S,Spartak N,2,0,2-0,1-0,https://www.rsssf.org/tablesr/rus08.html,651,Krylya S  2-0 Spartak N
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-11-08,Shinnik,Saturn,0,1,0-1,0-1,https://www.rsssf.org/tablesr/rus08.html,653,Shinnik   0-1 Saturn
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-11-09,Rubin,Terek,1,3,1-3,0-1,https://www.rsssf.org/tablesr/rus08.html,656,Rubin     1-3 Terek
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-11-09,Dinamo,Luch-Ener,2,0,2-0,1-0,https://www.rsssf.org/tablesr/rus08.html,658,Dinamo    2-0 Luch-Ener
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-11-09,Amkar,Zenit,1,1,1-1,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,660,Amkar     1-1 Zenit
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-11-09,Spartak M,Lokomotiv,0,1,0-1,0-1,https://www.rsssf.org/tablesr/rus08.html,662,Spartak M 0-1 Lokomotiv
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-11-10,Moskva,CSKA,1,4,1-4,0-1,https://www.rsssf.org/tablesr/rus08.html,665,Moskva    1-4 CSKA
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-11-16,CSKA,Rubin,4,0,4-0,1-0,https://www.rsssf.org/tablesr/rus08.html,669,CSKA      4-0 Rubin
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-11-16,Zenit,Dinamo,1,1,1-1,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,671,Zenit     1-1 Dinamo
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-11-16,Tom,Amkar,0,1,0-1,0-1,https://www.rsssf.org/tablesr/rus08.html,673,Tom       0-1 Amkar
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-11-16,Saturn,Krylya S,0,0,0-0,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,675,Saturn    0-0 Krylya S
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-11-16,Luch-Ener,Spartak M,2,2,2-2,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,677,Luch-Ener 2-2 Spartak M
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-11-16,Lokomotiv,Moskva,3,2,3-2,1-0,https://www.rsssf.org/tablesr/rus08.html,680,Lokomotiv 3-2 Moskva
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-11-16,Terek,Shinnik,0,0,0-0,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,683,Terek     0-0 Shinnik
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-11-16,Spartak N,Khimki,1,2,1-2,0-1,https://www.rsssf.org/tablesr/rus08.html,685,Spartak N 1-2 Khimki
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-11-22,Rubin,Lokomotiv,1,2,1-2,0-1,https://www.rsssf.org/tablesr/rus08.html,689,Rubin     1-2 Lokomotiv
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-11-22,Shinnik,CSKA,1,0,1-0,1-0,https://www.rsssf.org/tablesr/rus08.html,691,Shinnik   1-0 CSKA
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-11-22,Dinamo,Tom,2,0,2-0,1-0,https://www.rsssf.org/tablesr/rus08.html,693,Dinamo    2-0 Tom
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-11-22,Amkar,Khimki,3,1,3-1,1-0,https://www.rsssf.org/tablesr/rus08.html,695,Amkar     3-1 Khimki
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-11-22,Spartak M,Zenit,1,3,1-3,0-1,https://www.rsssf.org/tablesr/rus08.html,698,Spartak M 1-3 Zenit
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-11-22,Krylya S,Terek,4,3,4-3,1-0,https://www.rsssf.org/tablesr/rus08.html,700,Krylya S  4-3 Terek
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-11-22,Moskva,Luch-Ener,3,0,3-0,1-0,https://www.rsssf.org/tablesr/rus08.html,703,Moskva    3-0 Luch-Ener
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2008,2008-11-22,Saturn,Spartak N,1,1,1-1,0.5-0.5,https://www.rsssf.org/tablesr/rus08.html,705,Saturn    1-1 Spartak N
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-03-14,Rubin,Kuban,3,0,3-0,1-0,https://www.rsssf.org/tablesr/rus09.html,34,Rubin     3-0 Kuban
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-03-14,Dinamo,Moskva,1,0,1-0,1-0,https://www.rsssf.org/tablesr/rus09.html,36,Dinamo    1-0 Moskva
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-03-14,Amkar,Rostov,0,0,0-0,0.5-0.5,https://www.rsssf.org/tablesr/rus09.html,38,Amkar     0-0 Rostov
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-03-14,Lokomotiv,Khimki,1,1,1-1,0.5-0.5,https://www.rsssf.org/tablesr/rus09.html,40,Lokomotiv 1-1 Khimki
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-03-15,Saturn,CSKA,0,3,0-3,0-1,https://www.rsssf.org/tablesr/rus09.html,43,Saturn    0-3 CSKA
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-03-15,Spartak M,Zenit,1,1,1-1,0.5-0.5,https://www.rsssf.org/tablesr/rus09.html,45,Spartak M 1-1 Zenit
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-03-15,Tom,Krylya S,0,1,0-1,0-1,https://www.rsssf.org/tablesr/rus09.html,47,Tom       0-1 Krylya S
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-03-15,Terek,Spartak N,1,0,1-0,1-0,https://www.rsssf.org/tablesr/rus09.html,49,Terek     1-0 Spartak N
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-03-21,Dinamo,Khimki,3,2,3-2,1-0,https://www.rsssf.org/tablesr/rus09.html,55,Dinamo    3-2 Khimki
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-03-21,Krylya S,Amkar,1,0,1-0,1-0,https://www.rsssf.org/tablesr/rus09.html,58,Krylya S  1-0 Amkar
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-03-21,Moskva,Terek,0,0,0-0,0.5-0.5,https://www.rsssf.org/tablesr/rus09.html,60,Moskva    0-0 Terek
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-03-21,Kuban,Spartak M,1,0,1-0,1-0,https://www.rsssf.org/tablesr/rus09.html,62,Kuban     1-0 Spartak M
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-03-22,Spartak N,Rubin,0,0,0-0,0.5-0.5,https://www.rsssf.org/tablesr/rus09.html,66,Spartak N 0-0 Rubin
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-03-22,Zenit,Saturn,2,1,2-1,1-0,https://www.rsssf.org/tablesr/rus09.html,68,Zenit     2-1 Saturn
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-03-22,Rostov,Lokomotiv,1,1,1-1,0.5-0.5,https://www.rsssf.org/tablesr/rus09.html,71,Rostov    1-1 Lokomotiv
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-03-23,CSKA,Tom,0,1,0-1,0-1,https://www.rsssf.org/tablesr/rus09.html,74,CSKA      0-1 Tom
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-04-03,Khimki,Rostov,0,1,0-1,0-1,https://www.rsssf.org/tablesr/rus09.html,79,Khimki    0-1 Rostov
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-04-04,Terek,Dinamo,1,0,1-0,1-0,https://www.rsssf.org/tablesr/rus09.html,82,Terek     1-0 Dinamo
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-04-04,Rubin,Moskva,0,0,0-0,0.5-0.5,https://www.rsssf.org/tablesr/rus09.html,84,Rubin     0-0 Moskva
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-04-04,Saturn,Kuban,2,1,2-1,1-0,https://www.rsssf.org/tablesr/rus09.html,86,Saturn    2-1 Kuban
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-04-05,Lokomotiv,Krylya S,2,1,2-1,1-0,https://www.rsssf.org/tablesr/rus09.html,89,Lokomotiv 2-1 Krylya S
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-04-05,Tom,Zenit,0,3,0-3,0-1,https://www.rsssf.org/tablesr/rus09.html,91,Tom       0-3 Zenit
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-04-05,Amkar,CSKA,0,0,0-0,0.5-0.5,https://www.rsssf.org/tablesr/rus09.html,93,Amkar     0-0 CSKA
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-04-05,Spartak M,Spartak N,2,0,2-0,1-0,https://www.rsssf.org/tablesr/rus09.html,95,Spartak M 2-0 Spartak N
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-04-10,Krylya S,Khimki,3,0,3-0,1-0,https://www.rsssf.org/tablesr/rus09.html,100,Krylya S  3-0 Khimki
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-04-11,Terek,Rubin,1,2,1-2,0-1,https://www.rsssf.org/tablesr/rus09.html,103,Terek     1-2 Rubin
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-04-11,Dinamo,Rostov,1,0,1-0,1-0,https://www.rsssf.org/tablesr/rus09.html,105,Dinamo    1-0 Rostov
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-04-11,Moskva,Spartak M,3,1,3-1,1-0,https://www.rsssf.org/tablesr/rus09.html,107,Moskva    3-1 Spartak M
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-04-11,Kuban,Tom,0,0,0-0,0.5-0.5,https://www.rsssf.org/tablesr/rus09.html,110,Kuban     0-0 Tom
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-04-12,Zenit,Amkar,0,0,0-0,0.5-0.5,https://www.rsssf.org/tablesr/rus09.html,113,Zenit     0-0 Amkar
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-04-12,CSKA,Lokomotiv,4,1,4-1,1-0,https://www.rsssf.org/tablesr/rus09.html,115,CSKA      4-1 Lokomotiv
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-04-12,Spartak N,Saturn,1,1,1-1,0.5-0.5,https://www.rsssf.org/tablesr/rus09.html,117,Spartak N 1-1 Saturn
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-04-18,Rostov,Krylya S,0,0,0-0,0.5-0.5,https://www.rsssf.org/tablesr/rus09.html,122,Rostov    0-0 Krylya S
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-04-18,Spartak M,Terek,2,0,2-0,1-0,https://www.rsssf.org/tablesr/rus09.html,124,Spartak M 2-0 Terek
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-04-18,Saturn,Moskva,0,1,0-1,0-1,https://www.rsssf.org/tablesr/rus09.html,126,Saturn    0-1 Moskva
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-04-18,Tom,Spartak N,1,0,1-0,1-0,https://www.rsssf.org/tablesr/rus09.html,128,Tom       1-0 Spartak N
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-04-19,Rubin,Dinamo,3,0,3-0,1-0,https://www.rsssf.org/tablesr/rus09.html,131,Rubin     3-0 Dinamo
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-04-19,Lokomotiv,Zenit,1,1,1-1,0.5-0.5,https://www.rsssf.org/tablesr/rus09.html,133,Lokomotiv 1-1 Zenit
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-04-19,Khimki,CSKA,0,3,0-3,0-1,https://www.rsssf.org/tablesr/rus09.html,135,Khimki    0-3 CSKA
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-04-19,Amkar,Kuban,1,0,1-0,1-0,https://www.rsssf.org/tablesr/rus09.html,137,Amkar     1-0 Kuban
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-04-25,Rubin,Spartak M,0,2,0-2,0-1,https://www.rsssf.org/tablesr/rus09.html,142,Rubin     0-2 Spartak M
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-04-25,Dinamo,Krylya S,0,1,0-1,0-1,https://www.rsssf.org/tablesr/rus09.html,144,Dinamo    0-1 Krylya S
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-04-25,Zenit,Khimki,4,2,4-2,1-0,https://www.rsssf.org/tablesr/rus09.html,146,Zenit     4-2 Khimki
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-04-25,Terek,Saturn,1,1,1-1,0.5-0.5,https://www.rsssf.org/tablesr/rus09.html,149,Terek     1-1 Saturn
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-04-26,CSKA,Rostov,1,2,1-2,0-1,https://www.rsssf.org/tablesr/rus09.html,152,CSKA      1-2 Rostov
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-04-26,Moskva,Tom,2,1,2-1,1-0,https://www.rsssf.org/tablesr/rus09.html,155,Moskva    2-1 Tom
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-04-26,Spartak N,Amkar,4,1,4-1,1-0,https://www.rsssf.org/tablesr/rus09.html,157,Spartak N 4-1 Amkar
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-04-26,Kuban,Lokomotiv,1,0,1-0,1-0,https://www.rsssf.org/tablesr/rus09.html,160,Kuban     1-0 Lokomotiv
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-04-26,Saturn,Rubin,0,5,0-5,0-1,https://www.rsssf.org/tablesr/rus09.html,165,Saturn    0-5 Rubin
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-04-26,Amkar,Moskva,0,1,0-1,0-1,https://www.rsssf.org/tablesr/rus09.html,167,Amkar     0-1 Moskva
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-04-26,Spartak M,Dinamo,0,2,0-2,0-1,https://www.rsssf.org/tablesr/rus09.html,169,Spartak M 0-2 Dinamo
rsssf,Russia,russian_premier_league,league,1,Russian Premier League,2009,2009-04-26,Tom,Terek,2,1,2-1,1-0,https://www.rsssf.org/tablesr/rus09.html,171,Tom       2-1 Terek
