PlayerID,Rating,MatchesPlayed,FramesPlayed,FirstMatchDate,LastMatchDate,EntryRating
153,2863.636995,146,1575,1986-04-19 00:00:00,1993-04-17 00:00:00,2727.718511
212,2800.667518,220,2515,1979-04-16 00:00:00,1993-04-17 00:00:00,2674.657888
20,2768.615404,185,2240,1981-04-07 00:00:00,1993-04-17 00:00:00,2664.007301
193,2751.273233,64,607,1989-08-17 00:00:00,1993-04-17 00:00:00,2698.829874
44,2745.534674,53,630,1990-10-08 00:00:00,1993-04-17 00:00:00,2687.869059
408,2742.937908,133,1433,1983-10-10 00:00:00,1993-04-17 00:00:00,2675.901531
170,2742.353387,40,396,1991-01-01 00:00:00,1993-03-13 00:00:00,2703.132689
14,2727.065296,39,378,1989-10-09 00:00:00,1993-04-17 00:00:00,2698.848721
31,2725.519899,12,113,1991-10-14 00:00:00,1993-03-13 00:00:00,2701.358359
1166,2723.530364,4,51,1992-02-17 00:00:00,1992-06-20 00:00:00,2706.004906
237,2720.731719,7,53,1992-10-12 00:00:00,1993-02-22 00:00:00,2718.445442
5,2720.607855,8,97,1992-06-20 00:00:00,1993-04-17 00:00:00,2727.414142
42,2718.655629,22,244,1991-10-14 00:00:00,1993-04-17 00:00:00,2730.083381
13,2704.039816,6,42,1993-02-22 00:00:00,1993-03-13 00:00:00,2693.214131
668,2702.476126,112,1134,1984-04-21 00:00:00,1993-04-17 00:00:00,2669.845857
63,2702.327785,3,24,1993-03-13 00:00:00,1993-03-13 00:00:00,2692.370634
1049,2700.070668,67,669,1987-02-15 00:00:00,1993-04-17 00:00:00,2661.363021
2184,2699.311693,122,1261,1977-04-18 00:00:00,1993-04-17 00:00:00,2637.315014
15,2691.77255,2,16,1992-01-01 00:00:00,1993-02-22 00:00:00,2700.482128
205,2691.739918,111,1047,1982-04-30 00:00:00,1993-03-13 00:00:00,2616.53703
2877,2691.484672,171,1816,1979-04-16 00:00:00,1993-04-17 00:00:00,2667.023553
468,2688.67361,157,1707,1976-01-26 00:00:00,1993-04-17 00:00:00,2615.052327
804,2683.479465,63,565,1987-10-17 00:00:00,1993-04-17 00:00:00,2665.004305
223,2678.662833,45,427,1988-10-10 00:00:00,1993-04-17 00:00:00,2622.123382
35,2678.216266,19,190,1992-01-14 00:00:00,1993-04-17 00:00:00,2661.360178
409,2674.99664,39,372,1986-10-18 00:00:00,1993-04-17 00:00:00,2606.772679
3242,2673.585378,47,424,1986-10-18 00:00:00,1993-03-13 00:00:00,2601.587345
3222,2672.231653,9,93,1992-01-14 00:00:00,1993-03-13 00:00:00,2664.271912
