PlayerID,Rating,MatchesPlayed,FramesPlayed,FirstMatchDate,LastMatchDate,EntryRating
153,2817.076275,180,1980,1986-04-19 00:00:00,1995-04-14 00:00:00,2727.718511
5,2784.740569,43,459,1992-06-20 00:00:00,1995-04-14 00:00:00,2727.414142
193,2775.855689,99,934,1989-08-17 00:00:00,1995-04-14 00:00:00,2698.829874
237,2767.073488,34,318,1992-10-12 00:00:00,1995-04-14 00:00:00,2718.445442
42,2763.036923,51,527,1991-10-14 00:00:00,1995-04-14 00:00:00,2730.083381
20,2761.314318,214,2581,1981-04-07 00:00:00,1995-04-14 00:00:00,2664.007301
51,2748.318176,22,320,1992-03-21 00:00:00,1995-04-14 00:00:00,2680.116293
212,2748.112706,252,2816,1979-04-16 00:00:00,1995-04-14 00:00:00,2674.657888
44,2742.52888,81,898,1990-10-08 00:00:00,1995-04-14 00:00:00,2687.869059
408,2738.733615,159,1705,1983-10-10 00:00:00,1995-04-14 00:00:00,2675.901531
14,2731.407576,61,649,1989-10-09 00:00:00,1995-04-14 00:00:00,2698.848721
15,2730.774185,13,182,1992-01-01 00:00:00,1995-04-14 00:00:00,2700.482128
31,2730.584108,37,372,1991-10-14 00:00:00,1995-04-14 00:00:00,2701.358359
170,2727.750617,65,643,1991-01-01 00:00:00,1995-04-14 00:00:00,2703.132689
1166,2725.191825,12,154,1992-02-17 00:00:00,1995-04-01 00:00:00,2706.004906
223,2720.597526,68,678,1988-10-10 00:00:00,1995-04-14 00:00:00,2622.123382
13,2706.021915,21,223,1993-02-22 00:00:00,1995-04-14 00:00:00,2693.214131
804,2697.780118,78,739,1987-10-17 00:00:00,1995-04-14 00:00:00,2665.004305
41,2696.437532,79,658,1985-10-19 00:00:00,1995-04-14 00:00:00,2646.075608
3261,2696.076786,78,667,1987-10-17 00:00:00,1995-04-01 00:00:00,2669.567459
668,2694.709602,128,1284,1984-04-21 00:00:00,1995-04-01 00:00:00,2669.845857
63,2692.083783,9,118,1993-03-13 00:00:00,1995-01-04 00:00:00,2692.370634
1426,2687.53531,14,166,1992-10-12 00:00:00,1995-04-14 00:00:00,2663.21659
