Source,Country,Competition,CompetitionType,Tier,League,Season,Date,HomeRaw,AwayRaw,HomeGoals,AwayGoals,Score,Result,SourceURL
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-02,Torpedo Moscow,FK Rostov,0,1,0-1,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-02,Zenit,Alania Vladikavkaz,2,1,2-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-02,Dyn. Moscow,FK Elista,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-01,CSKA Moscow,Yaroslavl,2,0,2-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-01,Anzhi,Lok. Moscow,0,0,0-0,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-05-13,Yaroslavl,Torpedo Moscow,2,1,2-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-05-13,Alania Vladikavkaz,Dyn. Moscow,1,2,1-2,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-05-13,Lok. Moscow,R. Volgograd,3,0,3-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-05-13,Samara,Anzhi,4,0,4-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-05-13,Saturn Ramenskoye,FC Moscow,1,3,1-3,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-05-13,Sp. Moscow,Saratov,2,1,2-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-05-08,Saturn Ramenskoye,Sp. Moscow,1,2,1-2,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-05-08,Torpedo Moscow,CSKA Moscow,2,3,2-3,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-05-08,FC Moscow,Zenit,1,2,1-2,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-05-08,Samara,Lok. Moscow,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-05-08,Alania Vladikavkaz,FK Elista,2,3,2-3,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-05-08,R. Volgograd,Anzhi,0,0,0-0,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-05-08,Saratov,Dyn. Moscow,0,1,0-1,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-05-08,Yaroslavl,FK Rostov,1,1,1-1,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-05-04,Anzhi,CSKA Moscow,2,1,2-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-05-04,FK Rostov,Lok. Moscow,2,3,2-3,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-05-04,Saturn Ramenskoye,Alania Vladikavkaz,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-05-04,R. Volgograd,Torpedo Moscow,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-05-04,Sp. Moscow,FK Elista,0,2,0-2,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-05-04,Yaroslavl,Samara,4,2,4-2,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-05-04,Zenit,Saratov,2,0,2-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-05-03,FC Moscow,Dyn. Moscow,0,2,0-2,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-04-29,CSKA Moscow,R. Volgograd,2,0,2-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-04-28,Dyn. Moscow,Zenit,0,2,0-2,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-04-28,Saratov,FC Moscow,0,0,0-0,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-04-28,FK Elista,Saturn Ramenskoye,1,2,1-2,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-04-28,Alania Vladikavkaz,Sp. Moscow,4,3,4-3,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-04-28,Samara,FK Rostov,3,2,3-2,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-04-27,Lok. Moscow,Yaroslavl,2,1,2-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-04-27,Torpedo Moscow,Anzhi,3,0,3-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-04-21,FC Moscow,Yaroslavl,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-04-21,Sp. Moscow,CSKA Moscow,0,3,0-3,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-04-20,Dyn. Moscow,Samara,0,1,0-1,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-04-20,Saturn Ramenskoye,Torpedo Moscow,0,0,0-0,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-04-20,Zenit,Lok. Moscow,1,1,1-1,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-04-20,Alania Vladikavkaz,Anzhi,1,1,1-1,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-04-20,FK Elista,R. Volgograd,2,0,2-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-04-20,Saratov,FK Rostov,1,2,1-2,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-04-13,Anzhi,FK Elista,1,1,1-1,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-04-13,FK Rostov,FC Moscow,1,1,1-1,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-04-13,R. Volgograd,Alania Vladikavkaz,2,1,2-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-04-13,Lok. Moscow,Dyn. Moscow,3,0,3-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-04-13,Samara,Zenit,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-04-13,CSKA Moscow,Saturn Ramenskoye,2,3,2-3,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-04-13,Yaroslavl,Saratov,2,1,2-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-04-12,Torpedo Moscow,Sp. Moscow,1,2,1-2,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-04-07,Dyn. Moscow,FK Rostov,5,0,5-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-04-07,Saratov,Samara,0,0,0-0,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-04-07,FK Elista,CSKA Moscow,3,3,3-3,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-04-07,Saturn Ramenskoye,Anzhi,1,1,1-1,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-04-07,FC Moscow,Lok. Moscow,0,2,0-2,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-04-07,Zenit,Yaroslavl,1,1,1-1,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-04-06,Alania Vladikavkaz,Torpedo Moscow,1,1,1-1,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-04-06,Sp. Moscow,R. Volgograd,2,0,2-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-03-31,Anzhi,Sp. Moscow,3,3,3-3,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-03-31,Torpedo Moscow,FK Elista,2,2,2-2,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-03-30,FK Rostov,Zenit,1,2,1-2,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-03-30,Lok. Moscow,Saratov,2,0,2-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-03-30,R. Volgograd,Saturn Ramenskoye,1,1,1-1,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-03-30,Samara,FC Moscow,0,0,0-0,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-03-30,CSKA Moscow,Alania Vladikavkaz,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-03-30,Yaroslavl,Dyn. Moscow,2,1,2-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-03-23,Saturn Ramenskoye,Samara,3,1,3-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-03-23,Zenit,Torpedo Moscow,2,2,2-2,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-03-23,Alania Vladikavkaz,FK Rostov,2,1,2-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-03-23,FC Moscow,R. Volgograd,0,2,0-2,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-03-23,FK Elista,Yaroslavl,1,1,1-1,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-03-23,Saratov,Anzhi,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-03-22,Sp. Moscow,Lok. Moscow,1,2,1-2,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-03-21,Dyn. Moscow,CSKA Moscow,1,2,1-2,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-03-17,Torpedo Moscow,Dyn. Moscow,2,0,2-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-03-17,R. Volgograd,Saratov,2,1,2-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-03-17,Anzhi,FC Moscow,0,0,0-0,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-03-17,CSKA Moscow,Zenit,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-03-16,Lok. Moscow,Saturn Ramenskoye,2,0,2-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-03-16,FK Rostov,FK Elista,2,0,2-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-03-16,Samara,Sp. Moscow,0,2,0-2,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-03-16,Yaroslavl,Alania Vladikavkaz,2,0,2-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-03-13,Saratov,CSKA Moscow,0,1,0-1,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-03-13,Dyn. Moscow,Anzhi,2,0,2-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-03-13,FC Moscow,Torpedo Moscow,2,1,2-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-03-13,Zenit,R. Volgograd,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-03-12,Saturn Ramenskoye,FK Rostov,2,0,2-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-03-12,Sp. Moscow,Yaroslavl,3,0,3-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-03-12,Alania Vladikavkaz,Samara,1,4,1-4,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-03-12,FK Elista,Lok. Moscow,0,0,0-0,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-03-09,Torpedo Moscow,Saratov,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-03-09,Anzhi,Zenit,2,0,2-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-03-09,CSKA Moscow,FC Moscow,4,0,4-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-03-09,R. Volgograd,Dyn. Moscow,0,0,0-0,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-03-08,Lok. Moscow,Alania Vladikavkaz,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-03-08,Sp. Moscow,FK Rostov,0,0,0-0,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-03-08,Yaroslavl,Saturn Ramenskoye,1,3,1-3,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-03-08,Samara,FK Elista,1,1,1-1,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
