Source,Country,Competition,CompetitionType,Tier,League,Season,Date,HomeRaw,AwayRaw,HomeGoals,AwayGoals,Score,Result,SourceURL
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-03-16,Zenit,Ural,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-03-16,Zhemchuzhina,FK Rostov,3,3,3-3,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-03-15,Lok. Moscow,Sp. Moscow,0,2,0-2,0-1,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-03-11,Zhemchuzhina,Dyn. Moscow,1,3,1-3,0-1,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-03-10,Baltika,Sp. Moscow,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-03-09,Chernomorets,Samara,0,1,0-1,0-1,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-03-09,CSKA Moscow,Lada Togliatti,3,1,3-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-03-09,FK Rostov,Ural,2,1,2-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-03-09,Lok. Moscow,Lokomotiv N. Novgorod,0,0,0-0,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-03-09,R. Volgograd,Tekstilshchik K.,0,0,0-0,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-03-09,Spartak Vladikavkaz,Kamaz,3,0,3-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-03-09,Zenit,Torpedo Moscow,0,0,0-0,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-03-02,Baltika,Lokomotiv N. Novgorod,1,3,1-3,0-1,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-03-02,Chernomorets,Tekstilshchik K.,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-03-02,FK Rostov,Dyn. Moscow,1,2,1-2,0-1,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-03-02,Lok. Moscow,Lada Togliatti,0,0,0-0,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-03-02,R. Volgograd,CSKA Moscow,2,0,2-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-03-02,Spartak Vladikavkaz,Samara,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-03-02,Torpedo Moscow,Ural,1,1,1-1,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-03-02,Zenit,Kamaz,2,1,2-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
