date,season,week,game_type,tournament,home_team,away_team,away_score_raw,home_score_raw,result,HomeScore,AwayScore,HomeFirstAppearance,AwayFirstAppearance,HomeGamesBefore,AwayGamesBefore,HomeRating_Before,AwayRating_Before,HomeStartRating,AwayStartRating,ExpectedHome,ExpectedAway,KHome,KAway,HomeRating_After,AwayRating_After,HomeGamesAfter,AwayGamesAfter
1999-10-10,1999,5,REG,NFL Regular Season,ARI,NYG,3,14,ARI,1,0,FALSE,FALSE,4,4,1457.06822463567,1475.66482245675,1476.20731614571,1476.20731614571,0.473262873137627,0.526737126862373,20,20,1467.60296717292,1465.13007991951,5,5
1999-10-10,1999,5,REG,NFL Regular Season,BUF,PIT,21,24,BUF,1,0,FALSE,FALSE,4,4,1495.93651340182,1475.10589102909,1476.20731614571,1476.20731614571,0.529941807227101,0.470058192772899,20,20,1505.33767725727,1465.70472717363,5,5
1999-10-10,1999,5,REG,NFL Regular Season,DET,SD,20,10,SD,0,1,FALSE,FALSE,3,3,1485.63230277473,1485.9444330551,1476.20731614571,1476.18957081654,0.499550808539178,0.500449191460822,20,20,1475.64128660394,1495.93544922589,4,4
1999-10-10,1999,5,REG,NFL Regular Season,STL,SF,20,42,STL,1,0,FALSE,FALSE,3,4,1503.96532193192,1497.30826444485,1476.20731614571,1476.20731614571,0.509579103613407,0.490420896386593,20,20,1513.77373985965,1487.49984651712,4,5
1999-10-10,1999,5,REG,NFL Regular Season,GB,TB,23,26,GB,1,0,FALSE,FALSE,3,4,1486.19076600587,1475.05769976373,1476.20731614571,1476.20731614571,0.516016288825176,0.483983711174824,20,20,1495.87044022936,1465.37802554024,4,5
1999-10-11,1999,5,REG,NFL Regular Season,NYJ,JAX,16,6,JAX,0,1,FALSE,FALSE,4,4,1456.79827771005,1495.61670445636,1476.20731614571,1476.20731614571,0.444367093795092,0.555632906204909,20,20,1447.91093583415,1504.50404633227,5,5
1999-10-17,1999,6,REG,NFL Regular Season,SF,CAR,31,29,CAR,0,1,FALSE,FALSE,5,4,1487.49984651712,1457.33232320722,1476.20731614571,1476.20731614571,0.543305778901993,0.456694221098007,20,20,1476.63373093908,1468.19843878526,6,5
1999-10-17,1999,6,REG,NFL Regular Season,JAX,CLE,7,24,JAX,1,0,FALSE,FALSE,5,5,1504.50404633227,1428.44357784358,1476.20731614571,1476.20731614571,0.607744047551113,0.392255952448887,20,20,1512.34916538124,1420.5984587946,6,6
1999-10-17,1999,6,REG,NFL Regular Season,DEN,GB,10,31,DEN,1,0,FALSE,FALSE,5,4,1447.92629468893,1495.87044022936,1476.20478109869,1476.20731614571,0.431437475978894,0.568562524021106,20,20,1459.29754516935,1484.49918974894,6,5
1999-10-17,1999,6,REG,NFL Regular Season,NYJ,IND,16,13,IND,0,1,FALSE,FALSE,5,4,1447.91093583415,1476.46943273069,1476.20731614571,1476.20731614571,0.45899333157571,0.54100666842429,20,20,1438.73106920263,1485.6492993622,6,5
1999-10-17,1999,6,REG,NFL Regular Season,NE,MIA,31,30,MIA,0,1,FALSE,FALSE,5,4,1502.86393137298,1495.91750168407,1476.20731614571,1476.20478109869,0.509995384099826,0.490004615900174,20,20,1492.66402369098,1506.11740936607,6,5
1999-10-17,1999,6,REG,NFL Regular Season,DET,MIN,23,25,DET,1,0,FALSE,FALSE,4,5,1475.64128660394,1466.21558393127,1476.20731614571,1476.20731614571,0.51356134964467,0.48643865035533,20,20,1485.37005961105,1456.48681092417,5,6
1999-10-17,1999,6,REG,NFL Regular Season,BUF,OAK,20,14,OAK,0,1,FALSE,FALSE,5,5,1505.33767725727,1465.61996518849,1476.20731614571,1476.20731614571,0.556910688968596,0.443089311031404,20,20,1494.1994634779,1476.75817896786,6,6
1999-10-17,1999,6,REG,NFL Regular Season,CHI,PHI,20,16,PHI,0,1,FALSE,FALSE,5,5,1485.96000237688,1449.25855939364,1476.20731614571,1476.20731614571,0.552622034640325,0.447377965359675,20,20,1474.90756168407,1460.31100008645,6,6
1999-10-17,1999,6,REG,NFL Regular Season,CIN,PIT,17,3,PIT,0,1,FALSE,FALSE,5,5,1447.91603773276,1465.70472717363,1476.20731614571,1476.20731614571,0.474422364186195,0.525577635813805,20,20,1438.42759044903,1475.19317445735,6,6
1999-10-17,1999,6,REG,NFL Regular Season,SD,SEA,10,13,SD,1,0,FALSE,FALSE,4,4,1495.93544922589,1497.30778856478,1476.18957081654,1476.20731614571,0.49802505520571,0.50197494479429,20,20,1505.97494812177,1487.2682896689,5,5
1999-10-17,1999,6,REG,NFL Regular Season,ATL,STL,41,13,STL,0,1,FALSE,FALSE,5,4,1448.95835186648,1513.77373985965,1476.20731614571,1476.20731614571,0.407790386449499,0.592209613550501,20,20,1440.80254413749,1521.92954758864,6,5
1999-10-17,1999,6,REG,NFL Regular Season,NO,TEN,24,21,TEN,0,1,FALSE,FALSE,4,5,1454.56515895783,1504.54756371344,1476.20731614571,1476.20731614571,0.428561687096123,0.571438312903877,20,20,1445.99392521591,1513.11879745536,5,6
1999-10-17,1999,6,REG,NFL Regular Season,ARI,WAS,24,10,WAS,0,1,FALSE,FALSE,5,4,1467.60296717292,1495.63254360031,1476.20731614571,1476.20731614571,0.459749483317853,0.540250516682148,20,20,1458.40797750656,1504.82753326667,6,5
1999-10-18,1999,6,REG,NFL Regular Season,NYG,DAL,10,13,NYG,1,0,FALSE,FALSE,5,4,1465.13007991951,1492.87063122136,1476.20731614571,1476.20731614571,0.460162756021032,0.539837243978968,20,20,1475.92682479909,1482.07388634178,6,5
1999-10-21,1999,7,REG,NFL Regular Season,BAL,KC,35,8,KC,0,1,FALSE,FALSE,5,5,1466.7738091566,1487.53570619668,1476.20731614571,1476.20731614571,0.470156742969663,0.529843257030337,20,20,1457.3706742972,1496.93884105607,6,6
1999-10-24,1999,7,REG,NFL Regular Season,SEA,BUF,16,26,SEA,1,0,FALSE,FALSE,5,6,1487.2682896689,1494.1994634779,1476.20731614571,1476.20731614571,0.490026562121565,0.509973437878435,20,20,1497.46775842647,1483.99999472033,6,7
1999-10-24,1999,7,REG,NFL Regular Season,TB,CHI,3,6,TB,1,0,FALSE,FALSE,5,6,1465.37802554024,1474.90756168407,1476.20731614571,1476.20731614571,0.486289333118937,0.513710666881063,20,20,1475.65223887786,1464.63334834645,6,7
1999-10-24,1999,7,REG,NFL Regular Season,IND,CIN,10,31,IND,1,0,FALSE,FALSE,5,6,1485.6492993622,1438.42759044903,1476.20731614571,1476.20731614571,0.567542113864908,0.432457886135092,20,20,1494.29845708491,1429.77843272633,6,7
1999-10-24,1999,7,REG,NFL Regular Season,STL,CLE,3,34,STL,1,0,FALSE,FALSE,5,6,1521.92954758864,1420.5984587946,1476.20731614571,1476.20731614571,0.64182836763473,0.35817163236527,20,20,1529.09298023595,1413.4350261473,6,7
1999-10-24,1999,7,REG,NFL Regular Season,NE,DEN,23,24,NE,1,0,FALSE,FALSE,6,6,1492.66402369098,1459.29754516935,1476.20731614571,1476.20478109869,0.547871141117251,0.45212885888275,20,20,1501.70660086864,1450.2549679917,7,7
1999-10-24,1999,7,REG,NFL Regular Season,CAR,DET,24,9,DET,0,1,FALSE,FALSE,5,5,1468.19843878526,1485.37005961105,1476.20731614571,1476.20731614571,0.475308152994862,0.524691847005138,20,20,1458.69227572537,1494.87622267095,6,6
1999-10-24,1999,7,REG,NFL Regular Season,SD,GB,31,3,GB,0,1,FALSE,FALSE,5,5,1505.97494812177,1484.49918974894,1476.18957081654,1476.20731614571,0.530866799267927,0.469133200732073,20,20,1495.35761213641,1495.1165257343,6,6
1999-10-24,1999,7,REG,NFL Regular Season,NYG,NO,3,31,NYG,1,0,FALSE,FALSE,6,5,1475.92682479909,1445.99392521591,1476.20731614571,1476.20731614571,0.542970641573895,0.457029358426105,20,20,1485.06741196761,1436.85333804739,7,6
1999-10-24,1999,7,REG,NFL Regular Season,OAK,NYJ,23,24,OAK,1,0,FALSE,FALSE,6,6,1476.75817896786,1438.73106920263,1476.20731614571,1476.20731614571,0.554507924776629,0.445492075223371,20,20,1485.66802047233,1429.82122769816,7,7
1999-10-24,1999,7,REG,NFL Regular Season,MIA,PHI,13,16,MIA,1,0,FALSE,FALSE,5,6,1506.11740936607,1460.31100008645,1476.20478109869,1476.20731614571,0.565541410745656,0.434458589254344,20,20,1514.80658115115,1451.62182830136,6,7
1999-10-24,1999,7,REG,NFL Regular Season,MIN,SF,16,40,MIN,1,0,FALSE,FALSE,6,6,1456.48681092417,1476.63373093908,1476.20731614571,1476.20731614571,0.471038705430735,0.528961294569265,20,20,1467.06603681555,1466.0545050477,7,7
1999-10-24,1999,7,REG,NFL Regular Season,DAL,WAS,20,38,DAL,1,0,FALSE,FALSE,5,5,1482.07388634178,1504.82753326667,1476.20731614571,1476.20731614571,0.467301604026529,0.532698395973471,20,20,1492.72785426125,1494.1735653472,6,6
1999-10-25,1999,7,REG,NFL Regular Season,PIT,ATL,9,13,PIT,1,0,FALSE,FALSE,6,6,1475.19317445735,1440.80254413749,1476.20731614571,1476.20731614571,0.549331087390871,0.450668912609129,20,20,1484.20655270953,1431.78916588531,7,7
1999-10-31,1999,8,REG,NFL Regular Season,BAL,BUF,13,10,BUF,0,1,FALSE,FALSE,6,7,1457.3706742972,1483.99999472033,1476.20731614571,1476.20731614571,0.461752193726425,0.538247806273575,20,20,1448.13563042267,1493.23503859486,7,8
1999-10-31,1999,8,REG,NFL Regular Season,ATL,CAR,20,27,ATL,1,0,FALSE,FALSE,7,6,1431.78916588531,1458.69227572537,1476.20731614571,1476.20731614571,0.461360508382545,0.538639491617455,20,20,1442.56195571766,1447.91948589302,8,7
1999-10-31,1999,8,REG,NFL Regular Season,WAS,CHI,22,48,WAS,1,0,FALSE,FALSE,6,7,1494.1735653472,1464.63334834645,1476.20731614571,1476.20731614571,0.542409645548502,0.457590354451498,20,20,1503.32537243623,1455.48154125742,7,8
