Date,Country,League,Tier,Season,Home,Away,Score,Result,CompetitionType,Source,SourcePage
2022-05-25,UEFA,UEFA 3rd Division,3,2021–22,Roma,Feyenoord,1-0,H,Continental,Manual final repair,UEFA verified final
2023-06-07,UEFA,UEFA 3rd Division,3,2022–23,West Ham,Fiorentina,2-1,H,Continental,Manual final repair,UEFA verified final
2024-05-29,UEFA,UEFA 3rd Division,3,2023–24,Olympiacos,Fiorentina,1-0,H,Continental,Manual final repair,UEFA verified final
2025-05-28,UEFA,UEFA 3rd Division,3,2024–25,Chelsea,Real Betis,4-1,H,Continental,Manual final repair,UEFA verified final
2026-05-27,UEFA,UEFA 3rd Division,3,2025–26,Crystal Palace,Rayo Vallecano,1-0,H,Continental,Manual final repair,UEFA verified final
