MatchID,MatchDate,DateSource,EventID,EventName,EventSeason,EventStartDate,EventEndDate,RawMatchDate,SourceFile,PlayerA_ID,PlayerA_Name,PlayerA_Nationality,PlayerB_ID,PlayerB_Name,PlayerB_Nationality,WinnerID,Winner_Name,Winner_Nationality,WinnerFromScore,WinnerFromScore_Name,WinnerFromScore_Nationality,ScoreA,ScoreB,FramesA,FramesB,TotalFrames,AFirstAppearance,BFirstAppearance,AGamesBefore,BGamesBefore,AFramesBefore,BFramesBefore,ARating_Before,BRating_Before,AStartRating,BStartRating,ABaseK,BBaseK,AKMultiplier,BKMultiplier,AEffectiveK,BEffectiveK,ExpectedA,ExpectedB,OppWeightA,OppWeightB,ActualScoreA,ActualScoreB,DeltaA,DeltaB,ARating_After,BRating_After,AGamesAfter,BGamesAfter,AFramesAfter,BFramesAfter
10210009,2026-06-10 08:27:51,MatchDate_Modern,2759,China Open Qualifiers,2026,2026-06-10 00:00:00,2026-06-14 00:00:00,2026-06-10 08:27:51,matches_2026_all.csv,680,Mateusz Baranowski,Poland,2049,Simon Blackwell,England,2049,Simon Blackwell,England,2049,Simon Blackwell,England,3,6,3,6,9,FALSE,FALSE,148,152,814,826,2733.37458377142,2718.32551153541,2665.36405378937,2659.24854414436,5,5,1,1,5,5,0.521643821775756,0.478356178224244,1,1,0.333333333333333,0.666666666666667,-8.47397197990902,8.47397197990902,2724.90061179152,2726.79948351532,149,153,823,835
10210010,2026-06-10 08:27:51,MatchDate_Modern,2759,China Open Qualifiers,2026,2026-06-10 00:00:00,2026-06-14 00:00:00,2026-06-10 08:27:51,matches_2026_all.csv,2767,Anton Kazakov,Ukraine,106,Jamie Clarke,Wales,106,Jamie Clarke,Wales,106,Jamie Clarke,Wales,4,6,4,6,10,FALSE,FALSE,110,381,622,2423,2760.17423101609,2801.55302456195,2576.55795191472,2592.48853156024,5,5,1,1,5,5,0.440731093392234,0.559268906607766,1,1,0.4,0.6,-2.0365546696117,2.0365546696117,2758.13767634647,2803.58957923156,111,382,632,2433
10210011,2026-06-10 08:27:51,MatchDate_Modern,2759,China Open Qualifiers,2026,2026-06-10 00:00:00,2026-06-14 00:00:00,2026-06-10 08:27:51,matches_2026_all.csv,146,Oliver Brown,England,2895,Nattanapong Chaikul,Thailand,146,Oliver Brown,England,146,Oliver Brown,England,6,3,6,3,9,FALSE,FALSE,336,62,1794,301,2670.29641445848,2789.53451281354,2501.60922466119,2725.26116500031,5,5,1,1,5,5,0.334836689901047,0.665163310098953,1,1,0.666666666666667,0.333333333333333,14.9323489544529,-14.9323489544529,2685.22876341293,2774.60216385909,337,63,1803,310
10210012,2026-06-10 08:27:51,MatchDate_Modern,2759,China Open Qualifiers,2026,2026-06-10 00:00:00,2026-06-14 00:00:00,2026-06-10 08:27:51,matches_2026_all.csv,3534,Artemijs Zizins,Latvia,2634,Gong Chenzhi,China,2634,Gong Chenzhi,China,2634,Gong Chenzhi,China,5,6,5,6,11,FALSE,FALSE,77,84,457,546,2785.71713594433,2743.78368986187,2730.99537699103,2723.43361934661,5,5,1,1,5,5,0.5600557503972,0.4399442496028,1,1,0.454545454545455,0.545454545454545,-5.80306627184599,5.80306627184599,2779.91406967249,2749.58675613371,78,85,468,557
10210013,2026-06-10 08:27:51,MatchDate_Modern,2759,China Open Qualifiers,2026,2026-06-10 00:00:00,2026-06-14 00:00:00,2026-06-10 08:27:51,matches_2026_all.csv,2754,Julien Leclercq,Belgium,1323,Ashley Hugill,England,2754,Julien Leclercq,Belgium,2754,Julien Leclercq,Belgium,6,4,6,4,10,FALSE,FALSE,122,379,783,2173,2810.11001763081,2828.85962887112,2697.64099136843,2640.84064149186,5,5,1,1,5,5,0.473043303983897,0.526956696016103,1,1,0.6,0.4,6.34783480080516,-6.34783480080516,2816.45785243162,2822.51179407031,123,380,793,2183
10210014,2026-06-10 08:27:51,MatchDate_Modern,2759,China Open Qualifiers,2026,2026-06-10 00:00:00,2026-06-14 00:00:00,2026-06-10 08:27:51,matches_2026_all.csv,1835,Florian Nüßle,Austria,26,Allan Taylor,England,1835,Florian Nüßle,Austria,1835,Florian Nüßle,Austria,6,2,6,2,8,FALSE,FALSE,189,419,1011,2587,2732.00138078529,2751.65231838603,2657.30923564743,2665.54727990498,5,5,1,1,5,5,0.471750145107909,0.528249854892091,1,1,0.75,0.25,11.1299941956837,-11.1299941956837,2743.13137498097,2740.52232419035,190,420,1019,2595
10210015,2026-06-10 08:27:51,MatchDate_Modern,2759,China Open Qualifiers,2026,2026-06-10 00:00:00,2026-06-14 00:00:00,2026-06-10 08:27:51,matches_2026_all.csv,724,Ashley Carty,England,128,Stuart Carrington,England,724,Ashley Carty,England,724,Ashley Carty,England,6,0,6,0,6,FALSE,FALSE,369,492,2183,3192,2782.96311590242,2794.6877246826,2638.80075116595,2693.34616467212,5,5,1,1,5,5,0.483133333736264,0.516866666263737,1,1,1,0,15.5059999879121,-15.5059999879121,2798.46911589033,2779.18172469469,370,493,2189,3198
10210016,2026-06-10 08:27:51,MatchDate_Modern,2759,China Open Qualifiers,2026,2026-06-10 00:00:00,2026-06-14 00:00:00,2026-06-10 08:27:51,matches_2026_all.csv,898,Ross Muir,Scotland,1893,Cheung Ka Wai,Hong Kong,898,Ross Muir,Scotland,898,Ross Muir,Scotland,6,3,6,3,9,FALSE,FALSE,374,150,2340,798,2756.31637881926,2782.788712625,2655.76393674704,2724.73142410324,5,5,1,1,5,5,0.461976801377822,0.538023198622178,1,1,0.666666666666667,0.333333333333333,9.21104393799803,-9.21104393799803,2765.52742275726,2773.577668687,375,151,2349,807
10210017,2026-06-10 13:15:46,MatchDate_Modern,2759,China Open Qualifiers,2026,2026-06-10 00:00:00,2026-06-14 00:00:00,2026-06-10 13:15:46,matches_2026_all.csv,3151,Liu Wenwei,China,2797,Oliver Sykes,England,2797,Oliver Sykes,England,2797,Oliver Sykes,England,1,6,1,6,7,FALSE,FALSE,39,125,230,675,2718.43755490022,2786.31030960007,2719.76336984741,2706.79587879494,5,5,1,1,5,5,0.403547120534771,0.596452879465229,1,1,0.142857142857143,0.857142857142857,-9.12414921871697,9.12414921871697,2709.3134056815,2795.43445881879,40,126,237,682
10210018,2026-06-10 13:15:46,MatchDate_Modern,2759,China Open Qualifiers,2026,2026-06-10 00:00:00,2026-06-14 00:00:00,2026-06-10 13:15:46,matches_2026_all.csv,3461,Wang Xinbo,China,48,Mark Joyce,England,48,Mark Joyce,England,48,Mark Joyce,England,3,6,3,6,9,FALSE,FALSE,36,564,249,4007,2810.75262206316,2780.25419674296,2778.70549891498,2604.16209010068,5,5,1,1,5,5,0.54377837375654,0.45622162624346,1,1,0.333333333333333,0.666666666666667,-9.4700268190443,9.4700268190443,2801.28259524412,2789.724223562,37,565,258,4016
