MatchID,MatchDate,DateSource,EventID,EventName,EventSeason,EventStartDate,EventEndDate,RawMatchDate,SourceFile,PlayerA_ID,PlayerA_Name,PlayerA_Nationality,PlayerB_ID,PlayerB_Name,PlayerB_Nationality,WinnerID,Winner_Name,Winner_Nationality,WinnerFromScore,WinnerFromScore_Name,WinnerFromScore_Nationality,ScoreA,ScoreB,FramesA,FramesB,TotalFrames,AFirstAppearance,BFirstAppearance,AGamesBefore,BGamesBefore,AFramesBefore,BFramesBefore,ARating_Before,BRating_Before,AStartRating,BStartRating,ABaseK,BBaseK,AKMultiplier,BKMultiplier,AEffectiveK,BEffectiveK,ExpectedA,ExpectedB,OppWeightA,OppWeightB,ActualScoreA,ActualScoreB,DeltaA,DeltaB,ARating_After,BRating_After,AGamesAfter,BGamesAfter,AFramesAfter,BFramesAfter
8315636,1978-11-02 00:00:00,EventStart_Pre2008Season,1653,Champion of Champions,1978,1978-11-02 00:00:00,1978-11-03 00:00:00,2023-11-24 09:03:39,matches_1978_all.csv,2875,Ray Reardon,Wales,796,Patsy Fagan,Ireland,2875,Ray Reardon,Wales,2875,Ray Reardon,Wales,6,1,6,1,7,FALSE,FALSE,16,4,206,74,2665.51143147981,2571.11347978313,2658.3751380702,2565.59775923472,5,5,1,1,5,5,0.632602592116441,0.367397407883559,1,1,0.857142857142857,0.142857142857143,7.85890927592458,-7.85890927592458,2673.37034075573,2563.2545705072,17,5,213,81
8315637,1978-11-02 00:00:00,EventStart_Pre2008Season,1653,Champion of Champions,1978,1978-11-02 00:00:00,1978-11-03 00:00:00,2023-11-24 09:03:39,matches_1978_all.csv,2878,Alex Higgins,Northern Ireland,806,Doug Mountjoy,Wales,2878,Alex Higgins,Northern Ireland,2878,Alex Higgins,Northern Ireland,6,3,6,3,9,FALSE,FALSE,10,8,107,110,2626.77849327705,2610.66035652077,2638.14940218891,2602.99703365882,5,5,1,1,5,5,0.523179237048781,0.47682076295122,1,1,0.666666666666667,0.333333333333333,6.45693433280488,-6.45693433280488,2633.23542760985,2604.20342218796,11,9,116,119
8315722,1978-11-02 00:00:00,EventStart_Pre2008Season,1653,Champion of Champions,1978,1978-11-02 00:00:00,1978-11-03 00:00:00,2023-11-24 09:04:05,matches_1978_all.csv,2875,Ray Reardon,Wales,2878,Alex Higgins,Northern Ireland,2875,Ray Reardon,Wales,2875,Ray Reardon,Wales,11,9,11,9,20,FALSE,FALSE,17,11,213,116,2673.37034075573,2633.23542760985,2658.3751380702,2638.14940218891,5,5,1,1,5,5,0.557503229936507,0.442496770063494,1,1,0.55,0.45,-0.750322993650645,0.750322993650645,2672.62001776208,2633.9857506035,18,12,233,136
8323791,1979-01-22 00:00:00,EventStart_Pre2008Season,1722,Masters,1978,1979-01-22 00:00:00,1979-01-26 00:00:00,2023-11-30 08:44:24,matches_1978_all.csv,2834,Fred Davis,England,806,Doug Mountjoy,Wales,806,Doug Mountjoy,Wales,806,Doug Mountjoy,Wales,2,5,2,5,7,FALSE,FALSE,10,9,146,119,2585.99465290761,2604.20342218796,2557.69517674309,2602.99703365882,5,5,1,1,5,5,0.473819440293151,0.526180559706849,1,1,0.285714285714286,0.714285714285714,-6.58368041026029,6.58368041026029,2579.41097249735,2610.78710259822,11,10,153,126
8323792,1979-01-22 00:00:00,EventStart_Pre2008Season,1722,Masters,1978,1979-01-22 00:00:00,1979-01-26 00:00:00,2023-11-30 08:44:24,matches_1978_all.csv,796,Patsy Fagan,Ireland,452,David Taylor,England,452,David Taylor,England,452,David Taylor,England,4,5,4,5,9,FALSE,FALSE,5,2,81,41,2563.2545705072,2577.05426207321,2565.59775923472,2598.5543835776,5,5,1,1,5,5,0.480151084068922,0.519848915931079,1,1,0.444444444444444,0.555555555555556,-1.60679878310147,1.60679878310147,2561.6477717241,2578.66106085632,6,3,90,50
8323793,1979-01-22 00:00:00,EventStart_Pre2008Season,1722,Masters,1978,1979-01-22 00:00:00,1979-01-26 00:00:00,2023-11-30 08:44:41,matches_1978_all.csv,2878,Alex Higgins,Northern Ireland,3449,Eddie Charlton,Australia,2878,Alex Higgins,Northern Ireland,2878,Alex Higgins,Northern Ireland,5,2,5,2,7,FALSE,FALSE,12,10,136,164,2633.9857506035,2631.23266805158,2638.14940218891,2613.81245615354,5,5,1,1,5,5,0.503961921354847,0.496038078645154,1,1,0.714285714285714,0.285714285714286,7.36133275258037,-7.36133275258037,2641.34708335609,2623.871335299,13,11,143,171
8323794,1979-01-22 00:00:00,EventStart_Pre2008Season,1722,Masters,1978,1979-01-22 00:00:00,1979-01-26 00:00:00,2023-11-30 08:44:41,matches_1978_all.csv,2876,John Spencer,England,806,Doug Mountjoy,Wales,806,Doug Mountjoy,Wales,806,Doug Mountjoy,Wales,0,5,0,5,5,FALSE,FALSE,13,10,167,126,2627.8520489143,2610.78710259822,2625.15096607223,2602.99703365882,5,5,1,1,5,5,0.524538702117354,0.475461297882646,1,1,0,1,-13.1134675529339,13.1134675529339,2614.73858136137,2623.90057015116,14,11,172,131
8323795,1979-01-22 00:00:00,EventStart_Pre2008Season,1722,Masters,1978,1979-01-22 00:00:00,1979-01-26 00:00:00,2023-11-30 08:44:41,matches_1978_all.csv,3728,Perrie Mans,South Africa,470,Cliff Thorburn,Canada,3728,Perrie Mans,South Africa,3728,Perrie Mans,South Africa,5,4,5,4,9,FALSE,FALSE,5,10,105,164,2625.91457456805,2637.44027758771,2602.31879228007,2622.20423494807,5,5,1,1,5,5,0.483419261893524,0.516580738106476,1,1,0.555555555555556,0.444444444444444,3.2461332147914,-3.2461332147914,2629.16070778284,2634.19414437291,6,11,114,173
8323796,1979-01-22 00:00:00,EventStart_Pre2008Season,1722,Masters,1978,1979-01-22 00:00:00,1979-01-26 00:00:00,2023-11-30 08:44:41,matches_1978_all.csv,2875,Ray Reardon,Wales,452,David Taylor,England,2875,Ray Reardon,Wales,2875,Ray Reardon,Wales,5,2,5,2,7,FALSE,FALSE,18,3,233,50,2672.62001776208,2578.66106085632,2658.3751380702,2598.5543835776,5,5,1,1,5,5,0.632015065640528,0.367984934359472,1,1,0.714285714285714,0.285714285714286,2.87947270258153,-2.87947270258153,2675.49949046466,2575.78158815373,19,4,240,57
8323797,1979-01-22 00:00:00,EventStart_Pre2008Season,1722,Masters,1978,1979-01-22 00:00:00,1979-01-26 00:00:00,2023-11-30 08:44:59,matches_1978_all.csv,2878,Alex Higgins,Northern Ireland,806,Doug Mountjoy,Wales,2878,Alex Higgins,Northern Ireland,2878,Alex Higgins,Northern Ireland,5,1,5,1,6,FALSE,FALSE,13,11,143,131,2641.34708335609,2623.90057015116,2638.14940218891,2602.99703365882,5,5,1,1,5,5,0.525086468663993,0.474913531336007,1,1,0.833333333333333,0.166666666666667,9.2474059400802,-9.2474059400802,2650.59448929617,2614.65316421108,14,12,149,137
