MatchID,MatchDate,DateSource,EventID,EventName,EventSeason,EventStartDate,EventEndDate,RawMatchDate,SourceFile,PlayerA_ID,PlayerA_Name,PlayerA_Nationality,PlayerB_ID,PlayerB_Name,PlayerB_Nationality,WinnerID,Winner_Name,Winner_Nationality,WinnerFromScore,WinnerFromScore_Name,WinnerFromScore_Nationality,ScoreA,ScoreB,FramesA,FramesB,TotalFrames,AFirstAppearance,BFirstAppearance,AGamesBefore,BGamesBefore,AFramesBefore,BFramesBefore,ARating_Before,BRating_Before,AStartRating,BStartRating,ABaseK,BBaseK,AKMultiplier,BKMultiplier,AEffectiveK,BEffectiveK,ExpectedA,ExpectedB,OppWeightA,OppWeightB,ActualScoreA,ActualScoreB,DeltaA,DeltaB,ARating_After,BRating_After,AGamesAfter,BGamesAfter,AFramesAfter,BFramesAfter
8319791,1997-09-17 00:00:00,EventStart_Pre2008Season,1669,China International,1997,1997-09-17 00:00:00,1997-09-20 00:00:00,2023-11-27 10:20:12,matches_1997_all.csv,212,Steve Davis,England,1375,Tuerxun Hasimu,China,212,Steve Davis,England,212,Steve Davis,England,4,0,4,0,4,FALSE,TRUE,283,0,3114,0,2747.22195384691,2600,2674.65788820987,2600,5,5,1,1,5,5,0.700037763012305,0.299962236987695,1,1,1,0,5.9992447397539,-5.9992447397539,2753.22119858666,2594.00075526025,284,1,3118,4
8319792,1997-09-17 00:00:00,EventStart_Pre2008Season,1669,China International,1997,1997-09-17 00:00:00,1997-09-20 00:00:00,2023-11-27 10:20:12,matches_1997_all.csv,3225,Pang Weiguo,China,951,Xu Xinjian,China,3225,Pang Weiguo,China,3225,Pang Weiguo,China,4,1,4,1,5,TRUE,TRUE,0,0,0,0,2600,2600,2600,2600,5,5,1,1,5,5,0.5,0.5,1,1,0.8,0.2,7.5,-7.5,2607.5,2592.5,1,1,5,5
8319793,1997-09-17 00:00:00,EventStart_Pre2008Season,1669,China International,1997,1997-09-17 00:00:00,1997-09-20 00:00:00,2023-11-27 10:20:12,matches_1997_all.csv,20,Jimmy White,England,3526,Gao Feng,China,20,Jimmy White,England,20,Jimmy White,England,4,3,4,3,7,FALSE,TRUE,233,0,2761,0,2716.82772182827,2600,2664.00730147513,2600,5,5,1,1,5,5,0.662065952594386,0.337934047405614,1,1,0.571428571428571,0.428571428571429,-3.1723083408035,3.1723083408035,2713.65541348747,2603.1723083408,234,1,2768,7
8319794,1997-09-17 00:00:00,EventStart_Pre2008Season,1669,China International,1997,1997-09-17 00:00:00,1997-09-20 00:00:00,2023-11-27 10:20:12,matches_1997_all.csv,2408,Guo Hua,China,963,Da Hailin,China,2408,Guo Hua,China,2408,Guo Hua,China,4,0,4,0,4,FALSE,TRUE,1,0,7,0,2598.1103885735,2600,2600,2600,5,5,1,1,5,5,0.497280657373672,0.502719342626328,1,1,1,0,10.0543868525266,-10.0543868525266,2608.16477542602,2589.94561314747,2,1,11,4
8319795,1997-09-17 00:00:00,EventStart_Pre2008Season,1669,China International,1997,1997-09-17 00:00:00,1997-09-20 00:00:00,2023-11-27 10:24:08,matches_1997_all.csv,153,Stephen Hendry,Scotland,212,Steve Davis,England,212,Steve Davis,England,212,Steve Davis,England,0,5,0,5,5,FALSE,FALSE,226,284,2502,3118,2777.39996025887,2753.22119858666,2727.71851092324,2674.65788820987,5,5,1,1,5,5,0.534739970676054,0.465260029323946,1,1,0,1,-13.3684992669013,13.3684992669013,2764.03146099197,2766.58969785356,227,285,2507,3123
8319796,1997-09-17 00:00:00,EventStart_Pre2008Season,1669,China International,1997,1997-09-17 00:00:00,1997-09-20 00:00:00,2023-11-27 10:24:08,matches_1997_all.csv,193,James Wattana,Thailand,3225,Pang Weiguo,China,193,James Wattana,Thailand,193,James Wattana,Thailand,5,4,5,4,9,FALSE,FALSE,124,1,1209,5,2736.90629746069,2607.5,2698.82987360658,2600,5,5,1,1,5,5,0.678071338524424,0.321928661475576,1,1,0.555555555555556,0.444444444444444,-5.51321023359908,5.51321023359909,2731.39308722709,2613.0132102336,125,2,1218,14
8319797,1997-09-17 00:00:00,EventStart_Pre2008Season,1669,China International,1997,1997-09-17 00:00:00,1997-09-20 00:00:00,2023-11-27 10:24:08,matches_1997_all.csv,1,Mark J Williams,Wales,20,Jimmy White,England,20,Jimmy White,England,20,Jimmy White,England,3,5,3,5,8,FALSE,FALSE,39,234,359,2768,2746.19957425082,2713.65541348747,2646.42906931203,2664.00730147513,5,5,1,1,5,5,0.546698314988142,0.453301685011858,1,1,0.375,0.625,-6.86793259952566,6.86793259952566,2739.33164165129,2720.52334608699,40,235,367,2776
8319798,1997-09-17 00:00:00,EventStart_Pre2008Season,1669,China International,1997,1997-09-17 00:00:00,1997-09-20 00:00:00,2023-11-27 10:24:08,matches_1997_all.csv,5,Ronnie O'Sullivan,England,2408,Guo Hua,China,5,Ronnie O'Sullivan,England,5,Ronnie O'Sullivan,England,5,2,5,2,7,FALSE,FALSE,77,2,828,11,2770.32774035882,2608.16477542602,2727.41414214416,2600,5,5,1,1,5,5,0.717781794265485,0.282218205734515,1,1,0.714285714285714,0.285714285714286,-0.122362799291977,0.122362799291977,2770.20537755953,2608.28713822532,78,3,835,18
8319805,1997-09-17 00:00:00,EventStart_Pre2008Season,1669,China International,1997,1997-09-17 00:00:00,1997-09-20 00:00:00,2023-11-27 10:26:48,matches_1997_all.csv,212,Steve Davis,England,20,Jimmy White,England,212,Steve Davis,England,212,Steve Davis,England,7,4,7,4,11,FALSE,FALSE,285,235,3123,2776,2766.58969785356,2720.52334608699,2674.65788820987,2664.00730147513,5,5,1,1,5,5,0.565909034100583,0.434090965899417,1,1,0.636363636363636,0.363636363636364,3.87500312446792,-3.87500312446792,2770.46470097803,2716.64834296253,286,236,3134,2787
8319806,1997-09-17 00:00:00,EventStart_Pre2008Season,1669,China International,1997,1997-09-17 00:00:00,1997-09-20 00:00:00,2023-11-27 10:24:21,matches_1997_all.csv,212,Steve Davis,England,193,James Wattana,Thailand,212,Steve Davis,England,212,Steve Davis,England,6,1,6,1,7,FALSE,FALSE,286,125,3134,1218,2770.46470097803,2731.39308722709,2674.65788820987,2698.82987360658,5,5,1,1,5,5,0.555992731481646,0.444007268518354,1,1,0.857142857142857,0.142857142857143,10.5402543981424,-10.5402543981424,2781.00495537617,2720.85283282895,287,126,3141,1225
