Season,League,Date,Home,Away,Result,Score,Source,SourceSeasonFolder,SourceFile
2006/07,National League,2006-08-18,Burton,Oxford,0-1,1-2,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-19,Dag and Red,Tamworth,1-0,4-0,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-19,Exeter,Altrincham,1-0,2-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-19,Gravesend,York,0-1,0-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-19,Halifax,Grays,0-1,0-2,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-19,Northwich,Kidderminster,0-1,0-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-19,Rushden & D,Forest Green,1-0,2-0,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-19,St. Albans,Aldershot,0-1,3-5,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-19,Stafford Rangers,Southport,1-0,1-0,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-19,Stevenage,Crawley Town,0-1,2-3,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-19,Weymouth,Cambridge,1-0,2-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-19,Woking,Morecambe,0.5-0.5,1-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-25,York,Burton,1-0,3-2,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-26,Aldershot,Dag and Red,0.5-0.5,1-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-26,Altrincham,St. Albans,1-0,2-0,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-26,Cambridge,Halifax,0-1,1-2,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-26,Crawley Town,Stafford Rangers,0-1,1-2,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-26,Forest Green,Gravesend,0-1,0-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-26,Grays,Woking,1-0,3-0,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-26,Kidderminster,Weymouth,0-1,0-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-26,Morecambe,Stevenage,0.5-0.5,3-3,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-26,Oxford,Northwich,1-0,5-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-26,Southport,Rushden & D,0-1,1-2,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-26,Tamworth,Exeter,1-0,1-0,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-28,Burton,Southport,0-1,0-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-28,Dag and Red,Cambridge,1-0,2-0,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-28,Exeter,Crawley Town,0.5-0.5,1-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-28,Gravesend,Altrincham,1-0,3-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-28,Halifax,Morecambe,0.5-0.5,1-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-28,Northwich,Grays,0-1,0-3,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-28,Rushden & D,York,0-1,0-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-28,St. Albans,Tamworth,1-0,1-0,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-28,Stafford Rangers,Aldershot,0-1,0-3,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-28,Stevenage,Forest Green,0.5-0.5,3-3,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-28,Weymouth,Oxford,0.5-0.5,1-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-28,Woking,Kidderminster,1-0,3-0,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-01,Cambridge,Exeter,0-1,1-3,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-01,Forest Green,Woking,0-1,2-3,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-01,Grays,Burton,0-1,0-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-01,Kidderminster,Rushden & D,0.5-0.5,0-0,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-01,Oxford,St. Albans,1-0,2-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-01,York,Stafford Rangers,0.5-0.5,0-0,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-02,Aldershot,Halifax,1-0,1-0,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-02,Crawley Town,Northwich,0-1,0-2,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-02,Morecambe,Weymouth,1-0,2-0,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-02,Southport,Gravesend,0.5-0.5,2-2,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-02,Tamworth,Stevenage,1-0,2-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-03,Altrincham,Dag and Red,0-1,0-5,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-09,Burton,Weymouth,0.5-0.5,1-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-09,Crawley Town,York,1-0,3-0,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-09,Exeter,Aldershot,0.5-0.5,0-0,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-09,Forest Green,Cambridge,0.5-0.5,1-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-09,Grays,Southport,1-0,4-0,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-09,Halifax,Gravesend,0.5-0.5,1-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-09,Kidderminster,Tamworth,0-1,0-2,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-09,Morecambe,Oxford,0-1,0-3,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-09,Northwich,St. Albans,0-1,0-3,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-09,Rushden & D,Altrincham,1-0,3-0,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-09,Stevenage,Stafford Rangers,1-0,6-0,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-09,Woking,Dag and Red,0.5-0.5,2-2,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-12,Aldershot,Stevenage,1-0,4-0,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-12,Altrincham,Halifax,1-0,1-0,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-12,Cambridge,Kidderminster,0.5-0.5,1-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-12,Dag and Red,Crawley Town,1-0,2-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-12,Gravesend,Grays,1-0,2-0,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-12,Oxford,Exeter,1-0,1-0,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-12,St. Albans,Woking,0-1,0-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-12,Stafford Rangers,Burton,0.5-0.5,1-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-12,Tamworth,Rushden & D,0-1,1-4,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-12,Weymouth,Forest Green,1-0,1-0,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-12,York,Morecambe,0-1,2-3,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-16,Aldershot,Northwich,0-1,1-3,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-16,Altrincham,Woking,0-1,2-3,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-16,Cambridge,Stevenage,1-0,1-0,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-16,Dag and Red,Morecambe,1-0,2-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-16,Gravesend,Exeter,0.5-0.5,2-2,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-16,Oxford,Grays,0.5-0.5,1-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-16,Southport,Crawley Town,1-0,3-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-16,St. Albans,Burton,0-1,0-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-16,Stafford Rangers,Rushden & D,0.5-0.5,1-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-16,Tamworth,Forest Green,0.5-0.5,1-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-16,Weymouth,Halifax,1-0,1-0,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-16,York,Kidderminster,1-0,1-0,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-18,Crawley Town,Oxford,0-1,0-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-19,Burton,Cambridge,1-0,2-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-19,Exeter,St. Albans,1-0,4-2,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-19,Forest Green,Altrincham,0.5-0.5,2-2,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-19,Grays,Aldershot,0-1,1-2,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-19,Halifax,Dag and Red,1-0,3-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-09-19,Kidderminster,Southport,1-0,2-0,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
