Date,Season,Country,League,Tier,CompetitionType,Home,Away,HomeScore,AwayScore,DateMatchMethod,Score,Result,FixtureSource,ResultSource,DateSource
2025-03-29,2025,Norway,Eliteserien,1,Domestic,Fredrikstad,Brann,3,0,score,3-0,H,wikipedia,wikipedia,football-data
2025-03-29,2025,Norway,Eliteserien,1,Domestic,Strømsgodset,Rosenborg,1,2,score,1-2,A,wikipedia,wikipedia,football-data
2025-03-30,2025,Norway,Eliteserien,1,Domestic,Bryne,Bodø/Glimt,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2025-03-30,2025,Norway,Eliteserien,1,Domestic,HamKam,Kristiansund,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2025-03-30,2025,Norway,Eliteserien,1,Domestic,KFUM,Sandefjord,3,1,score,3-1,H,wikipedia,wikipedia,football-data
2025-03-30,2025,Norway,Eliteserien,1,Domestic,Molde,Sarpsborg,0,2,score,0-2,A,wikipedia,wikipedia,football-data
2025-03-30,2025,Norway,Eliteserien,1,Domestic,Tromsø,Haugesund,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2025-03-30,2025,Norway,Eliteserien,1,Domestic,Vålerenga,Viking,3,1,score,3-1,H,wikipedia,wikipedia,football-data
2025-04-05,2025,Norway,Eliteserien,1,Domestic,Bodø/Glimt,HamKam,3,0,score,3-0,H,wikipedia,wikipedia,football-data
2025-04-05,2025,Norway,Eliteserien,1,Domestic,Rosenborg,Fredrikstad,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2025-04-06,2025,Norway,Eliteserien,1,Domestic,Brann,Tromsø,3,1,score,3-1,H,wikipedia,wikipedia,football-data
2025-04-06,2025,Norway,Eliteserien,1,Domestic,Haugesund,Strømsgodset,0,5,score,0-5,A,wikipedia,wikipedia,football-data
2025-04-06,2025,Norway,Eliteserien,1,Domestic,Kristiansund,Bryne,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2025-04-06,2025,Norway,Eliteserien,1,Domestic,Sandefjord,Molde,3,0,score,3-0,H,wikipedia,wikipedia,football-data
2025-04-06,2025,Norway,Eliteserien,1,Domestic,Sarpsborg,Vålerenga,1,1,score,1-1,D,wikipedia,wikipedia,football-data
