Date,Season,Country,League,Tier,CompetitionType,Home,Away,HomeScore,AwayScore,Score,Result,FixtureSource,ResultSource,DateSource
2017-04-01,2017,Norway,Eliteserien,1,Domestic,Kristiansund,Molde,0,1,0-1,A,wikipedia,wikipedia,football-data
2017-04-02,2017,Norway,Eliteserien,1,Domestic,Lillestrøm,Sandefjord,2,1,2-1,H,wikipedia,wikipedia,football-data
2017-04-02,2017,Norway,Eliteserien,1,Domestic,Rosenborg,Odd,3,0,3-0,H,wikipedia,wikipedia,football-data
2017-04-02,2017,Norway,Eliteserien,1,Domestic,Sarpsborg 08,Sogndal,3,1,3-1,H,wikipedia,wikipedia,football-data
2017-04-02,2017,Norway,Eliteserien,1,Domestic,Stabæk,Aalesund,3,1,3-1,H,wikipedia,wikipedia,football-data
2017-04-02,2017,Norway,Eliteserien,1,Domestic,Strømsgodset,Haugesund,3,1,3-1,H,wikipedia,wikipedia,football-data
2017-04-02,2017,Norway,Eliteserien,1,Domestic,Tromsø,Brann,1,1,1-1,D,wikipedia,wikipedia,football-data
2017-04-03,2017,Norway,Eliteserien,1,Domestic,Vålerenga,Viking,1,0,1-0,H,wikipedia,wikipedia,football-data
2017-04-05,2017,Norway,Eliteserien,1,Domestic,Aalesund,Sarpsborg 08,1,3,1-3,A,wikipedia,wikipedia,football-data
2017-04-05,2017,Norway,Eliteserien,1,Domestic,Molde,Lillestrøm,2,1,2-1,H,wikipedia,wikipedia,football-data
2017-04-05,2017,Norway,Eliteserien,1,Domestic,Odd,Kristiansund,2,0,2-0,H,wikipedia,wikipedia,football-data
2017-04-05,2017,Norway,Eliteserien,1,Domestic,Sandefjord,Rosenborg,0,3,0-3,A,wikipedia,wikipedia,football-data
2017-04-05,2017,Norway,Eliteserien,1,Domestic,Sogndal,Stabæk,4,1,4-1,H,wikipedia,wikipedia,football-data
2017-04-06,2017,Norway,Eliteserien,1,Domestic,Brann,Strømsgodset,3,0,3-0,H,wikipedia,wikipedia,football-data
2017-04-06,2017,Norway,Eliteserien,1,Domestic,Haugesund,Vålerenga,4,3,4-3,H,wikipedia,wikipedia,football-data
2017-04-06,2017,Norway,Eliteserien,1,Domestic,Viking,Tromsø,1,2,1-2,A,wikipedia,wikipedia,football-data
2017-04-08,2017,Norway,Eliteserien,1,Domestic,Rosenborg,Molde,2,1,2-1,H,wikipedia,wikipedia,football-data
2017-04-09,2017,Norway,Eliteserien,1,Domestic,Lillestrøm,Haugesund,0,2,0-2,A,wikipedia,wikipedia,football-data
2017-04-09,2017,Norway,Eliteserien,1,Domestic,Sarpsborg 08,Viking,3,0,3-0,H,wikipedia,wikipedia,football-data
2017-04-09,2017,Norway,Eliteserien,1,Domestic,Stabæk,Odd,2,0,2-0,H,wikipedia,wikipedia,football-data
2017-04-09,2017,Norway,Eliteserien,1,Domestic,Strømsgodset,Aalesund,1,1,1-1,D,wikipedia,wikipedia,football-data
2017-04-09,2017,Norway,Eliteserien,1,Domestic,Tromsø,Sogndal,3,0,3-0,H,wikipedia,wikipedia,football-data
2017-04-09,2017,Norway,Eliteserien,1,Domestic,Vålerenga,Sandefjord,1,2,1-2,A,wikipedia,wikipedia,football-data
2017-04-10,2017,Norway,Eliteserien,1,Domestic,Kristiansund,Brann,1,0,1-0,H,wikipedia,wikipedia,football-data
2017-04-17,2017,Norway,Eliteserien,1,Domestic,Aalesund,Lillestrøm,3,1,3-1,H,wikipedia,wikipedia,football-data
2017-04-17,2017,Norway,Eliteserien,1,Domestic,Brann,Haugesund,3,1,3-1,H,wikipedia,wikipedia,football-data
2017-04-17,2017,Norway,Eliteserien,1,Domestic,Molde,Vålerenga,4,0,4-0,H,wikipedia,wikipedia,football-data
2017-04-17,2017,Norway,Eliteserien,1,Domestic,Odd,Tromsø,1,0,1-0,H,wikipedia,wikipedia,football-data
2017-04-17,2017,Norway,Eliteserien,1,Domestic,Sandefjord,Kristiansund,2,0,2-0,H,wikipedia,wikipedia,football-data
2017-04-17,2017,Norway,Eliteserien,1,Domestic,Sogndal,Strømsgodset,1,1,1-1,D,wikipedia,wikipedia,football-data
2017-04-17,2017,Norway,Eliteserien,1,Domestic,Stabæk,Sarpsborg 08,3,0,3-0,H,wikipedia,wikipedia,football-data
2017-04-17,2017,Norway,Eliteserien,1,Domestic,Viking,Rosenborg,0,1,0-1,A,wikipedia,wikipedia,football-data
2017-04-22,2017,Norway,Eliteserien,1,Domestic,Strømsgodset,Sandefjord,1,0,1-0,H,wikipedia,wikipedia,football-data
2017-04-23,2017,Norway,Eliteserien,1,Domestic,Lillestrøm,Brann,0,2,0-2,A,wikipedia,wikipedia,football-data
2017-04-23,2017,Norway,Eliteserien,1,Domestic,Rosenborg,Aalesund,0,0,0-0,D,wikipedia,wikipedia,football-data
2017-04-23,2017,Norway,Eliteserien,1,Domestic,Sarpsborg 08,Kristiansund,5,1,5-1,H,wikipedia,wikipedia,football-data
2017-04-23,2017,Norway,Eliteserien,1,Domestic,Tromsø,Stabæk,0,3,0-3,A,wikipedia,wikipedia,football-data
