Date,Season,Country,League,Tier,CompetitionType,Home,Away,HomeScore,AwayScore,Score,Result,FixtureSource,ResultSource,DateSource
2024-03-31,2024,Norway,Eliteserien,1,Domestic,Odd,Haugesund,1,2,1-2,A,wikipedia,wikipedia,football-data
2024-04-01,2024,Norway,Eliteserien,1,Domestic,Fredrikstad,Bodø/Glimt,0,2,0-2,A,wikipedia,wikipedia,football-data
2024-04-01,2024,Norway,Eliteserien,1,Domestic,Lillestrøm,Kristiansund,2,3,2-3,A,wikipedia,wikipedia,football-data
2024-04-01,2024,Norway,Eliteserien,1,Domestic,Molde,Strømsgodset,4,0,4-0,H,wikipedia,wikipedia,football-data
2024-04-01,2024,Norway,Eliteserien,1,Domestic,Rosenborg,Sandefjord,2,0,2-0,H,wikipedia,wikipedia,football-data
2024-04-01,2024,Norway,Eliteserien,1,Domestic,Tromsø,Brann,2,4,2-4,A,wikipedia,wikipedia,football-data
2024-04-01,2024,Norway,Eliteserien,1,Domestic,Viking,Sarpsborg,1,0,1-0,H,wikipedia,wikipedia,football-data
2024-04-02,2024,Norway,Eliteserien,1,Domestic,KFUM,HamKam,1,1,1-1,D,wikipedia,wikipedia,football-data
2024-04-06,2024,Norway,Eliteserien,1,Domestic,Bodø/Glimt,Viking,1,0,1-0,H,wikipedia,wikipedia,football-data
2024-04-07,2024,Norway,Eliteserien,1,Domestic,Brann,Fredrikstad,0,2,0-2,A,wikipedia,wikipedia,football-data
2024-04-07,2024,Norway,Eliteserien,1,Domestic,HamKam,Molde,0,1,0-1,A,wikipedia,wikipedia,football-data
2024-04-07,2024,Norway,Eliteserien,1,Domestic,Haugesund,Lillestrøm,0,2,0-2,A,wikipedia,wikipedia,football-data
2024-04-07,2024,Norway,Eliteserien,1,Domestic,Kristiansund,KFUM,1,1,1-1,D,wikipedia,wikipedia,football-data
2024-04-07,2024,Norway,Eliteserien,1,Domestic,Sarpsborg,Odd,0,1,0-1,A,wikipedia,wikipedia,football-data
2024-04-07,2024,Norway,Eliteserien,1,Domestic,Strømsgodset,Rosenborg,1,0,1-0,H,wikipedia,wikipedia,football-data
2024-04-13,2024,Norway,Eliteserien,1,Domestic,Fredrikstad,Sarpsborg,2,2,2-2,D,wikipedia,wikipedia,football-data
2024-04-14,2024,Norway,Eliteserien,1,Domestic,Lillestrøm,Bodø/Glimt,0,5,0-5,A,wikipedia,wikipedia,football-data
2024-04-14,2024,Norway,Eliteserien,1,Domestic,Molde,Kristiansund,2,0,2-0,H,wikipedia,wikipedia,football-data
2024-04-14,2024,Norway,Eliteserien,1,Domestic,Odd,Sandefjord,2,2,2-2,D,wikipedia,wikipedia,football-data
2024-04-14,2024,Norway,Eliteserien,1,Domestic,Rosenborg,HamKam,1,0,1-0,H,wikipedia,wikipedia,football-data
2024-04-14,2024,Norway,Eliteserien,1,Domestic,Tromsø,Haugesund,0,1,0-1,A,wikipedia,wikipedia,football-data
2024-04-14,2024,Norway,Eliteserien,1,Domestic,Viking,Brann,1,1,1-1,D,wikipedia,wikipedia,football-data
2024-04-16,2024,Norway,Eliteserien,1,Domestic,KFUM,Strømsgodset,1,3,1-3,A,wikipedia,wikipedia,football-data
2024-04-17,2024,Norway,Eliteserien,1,Domestic,Brann,HamKam,1,0,1-0,H,wikipedia,wikipedia,football-data
2024-04-17,2024,Norway,Eliteserien,1,Domestic,Molde,Odd,1,2,1-2,A,wikipedia,wikipedia,football-data
2024-04-21,2024,Norway,Eliteserien,1,Domestic,Bodø/Glimt,Molde,1,1,1-1,D,wikipedia,wikipedia,football-data
2024-04-21,2024,Norway,Eliteserien,1,Domestic,Brann,Odd,2,0,2-0,H,wikipedia,wikipedia,football-data
2024-04-21,2024,Norway,Eliteserien,1,Domestic,HamKam,Strømsgodset,0,1,0-1,A,wikipedia,wikipedia,football-data
2024-04-21,2024,Norway,Eliteserien,1,Domestic,Haugesund,Rosenborg,1,3,1-3,A,wikipedia,wikipedia,football-data
2024-04-21,2024,Norway,Eliteserien,1,Domestic,Kristiansund,Tromsø,1,0,1-0,H,wikipedia,wikipedia,football-data
2024-04-21,2024,Norway,Eliteserien,1,Domestic,Sandefjord,Lillestrøm,0,1,0-1,A,wikipedia,wikipedia,football-data
2024-04-21,2024,Norway,Eliteserien,1,Domestic,Sarpsborg,KFUM,0,2,0-2,A,wikipedia,wikipedia,football-data
2024-04-21,2024,Norway,Eliteserien,1,Domestic,Viking,Fredrikstad,1,1,1-1,D,wikipedia,wikipedia,football-data
2024-04-27,2024,Norway,Eliteserien,1,Domestic,Rosenborg,Bodø/Glimt,1,3,1-3,A,wikipedia,wikipedia,football-data
2024-04-28,2024,Norway,Eliteserien,1,Domestic,Fredrikstad,Sandefjord,1,0,1-0,H,wikipedia,wikipedia,football-data
2024-04-28,2024,Norway,Eliteserien,1,Domestic,KFUM,Brann,0,0,0-0,D,wikipedia,wikipedia,football-data
2024-04-28,2024,Norway,Eliteserien,1,Domestic,Lillestrøm,HamKam,1,1,1-1,D,wikipedia,wikipedia,football-data
2024-04-28,2024,Norway,Eliteserien,1,Domestic,Molde,Haugesund,2,1,2-1,H,wikipedia,wikipedia,football-data
2024-04-28,2024,Norway,Eliteserien,1,Domestic,Odd,Viking,3,3,3-3,D,wikipedia,wikipedia,football-data
2024-04-28,2024,Norway,Eliteserien,1,Domestic,Strømsgodset,Kristiansund,2,2,2-2,D,wikipedia,wikipedia,football-data
2024-04-28,2024,Norway,Eliteserien,1,Domestic,Tromsø,Sarpsborg,0,3,0-3,A,wikipedia,wikipedia,football-data
2024-05-04,2024,Norway,Eliteserien,1,Domestic,Brann,Rosenborg,3,0,3-0,H,wikipedia,wikipedia,football-data
2024-05-05,2024,Norway,Eliteserien,1,Domestic,Bodø/Glimt,Strømsgodset,1,0,1-0,H,wikipedia,wikipedia,football-data
2024-05-05,2024,Norway,Eliteserien,1,Domestic,Haugesund,KFUM,0,1,0-1,A,wikipedia,wikipedia,football-data
2024-05-05,2024,Norway,Eliteserien,1,Domestic,Kristiansund,HamKam,1,1,1-1,D,wikipedia,wikipedia,football-data
2024-05-05,2024,Norway,Eliteserien,1,Domestic,Odd,Fredrikstad,0,2,0-2,A,wikipedia,wikipedia,football-data
2024-05-05,2024,Norway,Eliteserien,1,Domestic,Sandefjord,Molde,3,1,3-1,H,wikipedia,wikipedia,football-data
2024-05-05,2024,Norway,Eliteserien,1,Domestic,Sarpsborg,Lillestrøm,1,0,1-0,H,wikipedia,wikipedia,football-data
2024-05-05,2024,Norway,Eliteserien,1,Domestic,Viking,Tromsø,2,1,2-1,H,wikipedia,wikipedia,football-data
2024-05-11,2024,Norway,Eliteserien,1,Domestic,Molde,Rosenborg,2,2,2-2,D,wikipedia,wikipedia,football-data
2024-05-12,2024,Norway,Eliteserien,1,Domestic,HamKam,Haugesund,2,2,2-2,D,wikipedia,wikipedia,football-data
2024-05-12,2024,Norway,Eliteserien,1,Domestic,KFUM,Fredrikstad,1,4,1-4,A,wikipedia,wikipedia,football-data
2024-05-12,2024,Norway,Eliteserien,1,Domestic,Kristiansund,Bodø/Glimt,2,4,2-4,A,wikipedia,wikipedia,football-data
2024-05-12,2024,Norway,Eliteserien,1,Domestic,Lillestrøm,Brann,0,2,0-2,A,wikipedia,wikipedia,football-data
2024-05-12,2024,Norway,Eliteserien,1,Domestic,Sandefjord,Sarpsborg,4,1,4-1,H,wikipedia,wikipedia,football-data
2024-05-12,2024,Norway,Eliteserien,1,Domestic,Strømsgodset,Viking,0,1,0-1,A,wikipedia,wikipedia,football-data
2024-05-12,2024,Norway,Eliteserien,1,Domestic,Tromsø,Odd,4,0,4-0,H,wikipedia,wikipedia,football-data
2024-05-16,2024,Norway,Eliteserien,1,Domestic,Bodø/Glimt,Tromsø,4,0,4-0,H,wikipedia,wikipedia,football-data
2024-05-16,2024,Norway,Eliteserien,1,Domestic,Brann,Sandefjord,2,1,2-1,H,wikipedia,wikipedia,football-data
2024-05-16,2024,Norway,Eliteserien,1,Domestic,Fredrikstad,Strømsgodset,4,1,4-1,H,wikipedia,wikipedia,football-data
2024-05-16,2024,Norway,Eliteserien,1,Domestic,Haugesund,Kristiansund,1,0,1-0,H,wikipedia,wikipedia,football-data
2024-05-16,2024,Norway,Eliteserien,1,Domestic,Odd,Molde,0,4,0-4,A,wikipedia,wikipedia,football-data
2024-05-16,2024,Norway,Eliteserien,1,Domestic,Rosenborg,KFUM,1,3,1-3,A,wikipedia,wikipedia,football-data
2024-05-16,2024,Norway,Eliteserien,1,Domestic,Sarpsborg,HamKam,1,7,1-7,A,wikipedia,wikipedia,football-data
2024-05-16,2024,Norway,Eliteserien,1,Domestic,Viking,Lillestrøm,1,4,1-4,A,wikipedia,wikipedia,football-data
2024-05-20,2024,Norway,Eliteserien,1,Domestic,HamKam,Bodø/Glimt,1,0,1-0,H,wikipedia,wikipedia,football-data
2024-05-20,2024,Norway,Eliteserien,1,Domestic,KFUM,Odd,0,0,0-0,D,wikipedia,wikipedia,football-data
2024-05-20,2024,Norway,Eliteserien,1,Domestic,Kristiansund,Brann,2,2,2-2,D,wikipedia,wikipedia,football-data
2024-05-20,2024,Norway,Eliteserien,1,Domestic,Lillestrøm,Fredrikstad,0,3,0-3,A,wikipedia,wikipedia,football-data
2024-05-20,2024,Norway,Eliteserien,1,Domestic,Molde,Sarpsborg,2,4,2-4,A,wikipedia,wikipedia,football-data
2024-05-20,2024,Norway,Eliteserien,1,Domestic,Sandefjord,Viking,0,3,0-3,A,wikipedia,wikipedia,football-data
2024-05-20,2024,Norway,Eliteserien,1,Domestic,Strømsgodset,Haugesund,2,0,2-0,H,wikipedia,wikipedia,football-data
