Date,Season,Country,League,Tier,CompetitionType,Home,Away,HomeScore,AwayScore,Score,Result,FixtureSource,ResultSource,DateSource
2016-03-11,2016,Norway,Eliteserien,1,Domestic,Aalesund,Stabæk,1,0,1-0,H,wikipedia,wikipedia,football-data
2016-03-12,2016,Norway,Eliteserien,1,Domestic,Odd,Rosenborg,1,0,1-0,H,wikipedia,wikipedia,football-data
2016-03-13,2016,Norway,Eliteserien,1,Domestic,Bodø/Glimt,Sogndal,2,0,2-0,H,wikipedia,wikipedia,football-data
2016-03-13,2016,Norway,Eliteserien,1,Domestic,Molde,Tromsø,1,1,1-1,D,wikipedia,wikipedia,football-data
2016-03-13,2016,Norway,Eliteserien,1,Domestic,Sarpsborg 08,Haugesund,0,1,0-1,A,wikipedia,wikipedia,football-data
2016-03-13,2016,Norway,Eliteserien,1,Domestic,Start,Lillestrøm,1,1,1-1,D,wikipedia,wikipedia,football-data
2016-03-13,2016,Norway,Eliteserien,1,Domestic,Strømsgodset,Brann,2,2,2-2,D,wikipedia,wikipedia,football-data
2016-03-14,2016,Norway,Eliteserien,1,Domestic,Vålerenga,Viking,0,2,0-2,A,wikipedia,wikipedia,football-data
2016-03-18,2016,Norway,Eliteserien,1,Domestic,Tromsø,Start,0,0,0-0,D,wikipedia,wikipedia,football-data
2016-03-19,2016,Norway,Eliteserien,1,Domestic,Haugesund,Aalesund,3,0,3-0,H,wikipedia,wikipedia,football-data
2016-03-19,2016,Norway,Eliteserien,1,Domestic,Rosenborg,Strømsgodset,1,0,1-0,H,wikipedia,wikipedia,football-data
2016-03-20,2016,Norway,Eliteserien,1,Domestic,Brann,Odd,0,0,0-0,D,wikipedia,wikipedia,football-data
2016-03-20,2016,Norway,Eliteserien,1,Domestic,Lillestrøm,Bodø/Glimt,1,1,1-1,D,wikipedia,wikipedia,football-data
2016-03-20,2016,Norway,Eliteserien,1,Domestic,Sogndal,Vålerenga,1,0,1-0,H,wikipedia,wikipedia,football-data
2016-03-20,2016,Norway,Eliteserien,1,Domestic,Stabæk,Molde,1,2,1-2,A,wikipedia,wikipedia,football-data
2016-03-20,2016,Norway,Eliteserien,1,Domestic,Viking,Sarpsborg 08,0,0,0-0,D,wikipedia,wikipedia,football-data
2016-04-01,2016,Norway,Eliteserien,1,Domestic,Molde,Lillestrøm,4,2,4-2,H,wikipedia,wikipedia,football-data
2016-04-02,2016,Norway,Eliteserien,1,Domestic,Start,Viking,0,1,0-1,A,wikipedia,wikipedia,football-data
2016-04-02,2016,Norway,Eliteserien,1,Domestic,Vålerenga,Rosenborg,0,2,0-2,A,wikipedia,wikipedia,football-data
2016-04-03,2016,Norway,Eliteserien,1,Domestic,Aalesund,Brann,1,2,1-2,A,wikipedia,wikipedia,football-data
2016-04-03,2016,Norway,Eliteserien,1,Domestic,Bodø/Glimt,Stabæk,3,1,3-1,H,wikipedia,wikipedia,football-data
2016-04-03,2016,Norway,Eliteserien,1,Domestic,Odd,Tromsø,0,0,0-0,D,wikipedia,wikipedia,football-data
2016-04-03,2016,Norway,Eliteserien,1,Domestic,Sarpsborg 08,Sogndal,0,0,0-0,D,wikipedia,wikipedia,football-data
2016-04-03,2016,Norway,Eliteserien,1,Domestic,Strømsgodset,Haugesund,2,0,2-0,H,wikipedia,wikipedia,football-data
2016-04-08,2016,Norway,Eliteserien,1,Domestic,Sogndal,Haugesund,1,0,1-0,H,wikipedia,wikipedia,football-data
2016-04-09,2016,Norway,Eliteserien,1,Domestic,Lillestrøm,Sarpsborg 08,4,0,4-0,H,wikipedia,wikipedia,football-data
2016-04-09,2016,Norway,Eliteserien,1,Domestic,Stabæk,Vålerenga,2,1,2-1,H,wikipedia,wikipedia,football-data
2016-04-10,2016,Norway,Eliteserien,1,Domestic,Brann,Bodø/Glimt,1,0,1-0,H,wikipedia,wikipedia,football-data
2016-04-10,2016,Norway,Eliteserien,1,Domestic,Rosenborg,Aalesund,1,0,1-0,H,wikipedia,wikipedia,football-data
2016-04-10,2016,Norway,Eliteserien,1,Domestic,Start,Molde,1,1,1-1,D,wikipedia,wikipedia,football-data
2016-04-10,2016,Norway,Eliteserien,1,Domestic,Tromsø,Strømsgodset,2,0,2-0,H,wikipedia,wikipedia,football-data
2016-04-10,2016,Norway,Eliteserien,1,Domestic,Viking,Odd,0,2,0-2,A,wikipedia,wikipedia,football-data
2016-04-15,2016,Norway,Eliteserien,1,Domestic,Haugesund,Lillestrøm,2,2,2-2,D,wikipedia,wikipedia,football-data
2016-04-16,2016,Norway,Eliteserien,1,Domestic,Rosenborg,Brann,3,0,3-0,H,wikipedia,wikipedia,football-data
2016-04-16,2016,Norway,Eliteserien,1,Domestic,Strømsgodset,Sogndal,2,1,2-1,H,wikipedia,wikipedia,football-data
2016-04-17,2016,Norway,Eliteserien,1,Domestic,Aalesund,Viking,1,2,1-2,A,wikipedia,wikipedia,football-data
2016-04-17,2016,Norway,Eliteserien,1,Domestic,Bodø/Glimt,Molde,1,2,1-2,A,wikipedia,wikipedia,football-data
2016-04-17,2016,Norway,Eliteserien,1,Domestic,Odd,Start,3,0,3-0,H,wikipedia,wikipedia,football-data
2016-04-17,2016,Norway,Eliteserien,1,Domestic,Sarpsborg 08,Stabæk,1,1,1-1,D,wikipedia,wikipedia,football-data
2016-04-17,2016,Norway,Eliteserien,1,Domestic,Vålerenga,Tromsø,4,0,4-0,H,wikipedia,wikipedia,football-data
2016-04-20,2016,Norway,Eliteserien,1,Domestic,Bodø/Glimt,Haugesund,3,4,3-4,A,wikipedia,wikipedia,football-data
2016-04-20,2016,Norway,Eliteserien,1,Domestic,Sogndal,Odd,0,1,0-1,A,wikipedia,wikipedia,football-data
2016-04-20,2016,Norway,Eliteserien,1,Domestic,Stabæk,Strømsgodset,0,1,0-1,A,wikipedia,wikipedia,football-data
2016-04-20,2016,Norway,Eliteserien,1,Domestic,Viking,Brann,0,1,0-1,A,wikipedia,wikipedia,football-data
2016-04-21,2016,Norway,Eliteserien,1,Domestic,Lillestrøm,Aalesund,1,1,1-1,D,wikipedia,wikipedia,football-data
2016-04-21,2016,Norway,Eliteserien,1,Domestic,Molde,Vålerenga,4,0,4-0,H,wikipedia,wikipedia,football-data
2016-04-21,2016,Norway,Eliteserien,1,Domestic,Start,Sarpsborg 08,1,4,1-4,A,wikipedia,wikipedia,football-data
