Date,Season,Country,League,Tier,CompetitionType,Home,Away,HomeScore,AwayScore,Score,Result,FixtureSource,ResultSource,DateSource
2014-03-28,2014,Norway,Eliteserien,1,Domestic,Molde,Vålerenga,2,0,2-0,H,wikipedia,wikipedia,football-data
2014-03-29,2014,Norway,Eliteserien,1,Domestic,Haugesund,Lillestrøm,1,1,1-1,D,wikipedia,wikipedia,football-data
2014-03-29,2014,Norway,Eliteserien,1,Domestic,Rosenborg,Viking,2,2,2-2,D,wikipedia,wikipedia,football-data
2014-03-30,2014,Norway,Eliteserien,1,Domestic,Bodø/Glimt,Aalesund,1,1,1-1,D,wikipedia,wikipedia,football-data
2014-03-30,2014,Norway,Eliteserien,1,Domestic,Sandnes Ulf,Odd,1,1,1-1,D,wikipedia,wikipedia,football-data
2014-03-30,2014,Norway,Eliteserien,1,Domestic,Sarpsborg 08,Brann,3,0,3-0,H,wikipedia,wikipedia,football-data
2014-03-30,2014,Norway,Eliteserien,1,Domestic,Stabæk,Sogndal,3,0,3-0,H,wikipedia,wikipedia,football-data
2014-03-30,2014,Norway,Eliteserien,1,Domestic,Strømsgodset,Start,4,2,4-2,H,wikipedia,wikipedia,football-data
2014-04-04,2014,Norway,Eliteserien,1,Domestic,Viking,Strømsgodset,0,0,0-0,D,wikipedia,wikipedia,football-data
2014-04-05,2014,Norway,Eliteserien,1,Domestic,Aalesund,Rosenborg,1,1,1-1,D,wikipedia,wikipedia,football-data
2014-04-05,2014,Norway,Eliteserien,1,Domestic,Odd,Molde,2,1,2-1,H,wikipedia,wikipedia,football-data
2014-04-06,2014,Norway,Eliteserien,1,Domestic,Brann,Stabæk,1,2,1-2,A,wikipedia,wikipedia,football-data
2014-04-06,2014,Norway,Eliteserien,1,Domestic,Lillestrøm,Sandnes Ulf,4,1,4-1,H,wikipedia,wikipedia,football-data
2014-04-06,2014,Norway,Eliteserien,1,Domestic,Sogndal,Sarpsborg 08,1,1,1-1,D,wikipedia,wikipedia,football-data
2014-04-06,2014,Norway,Eliteserien,1,Domestic,Start,Haugesund,3,1,3-1,H,wikipedia,wikipedia,football-data
2014-04-06,2014,Norway,Eliteserien,1,Domestic,Vålerenga,Bodø/Glimt,3,1,3-1,H,wikipedia,wikipedia,football-data
2014-04-11,2014,Norway,Eliteserien,1,Domestic,Sandnes Ulf,Brann,1,1,1-1,D,wikipedia,wikipedia,football-data
2014-04-12,2014,Norway,Eliteserien,1,Domestic,Haugesund,Vålerenga,1,1,1-1,D,wikipedia,wikipedia,football-data
2014-04-12,2014,Norway,Eliteserien,1,Domestic,Lillestrøm,Viking,0,1,0-1,A,wikipedia,wikipedia,football-data
2014-04-13,2014,Norway,Eliteserien,1,Domestic,Bodø/Glimt,Sogndal,4,2,4-2,H,wikipedia,wikipedia,football-data
2014-04-13,2014,Norway,Eliteserien,1,Domestic,Rosenborg,Odd,2,0,2-0,H,wikipedia,wikipedia,football-data
