Date,Season,Country,League,Tier,CompetitionType,Home,Away,HomeScore,AwayScore,Score,Result,FixtureSource,ResultSource,DateSource
2021-05-09,2021,Norway,Eliteserien,1,Domestic,Bodø/Glimt,Tromsø,3,0,3-0,H,wikipedia,wikipedia,football-data
2021-05-09,2021,Norway,Eliteserien,1,Domestic,Molde,Kristiansund,2,0,2-0,H,wikipedia,wikipedia,football-data
2021-05-09,2021,Norway,Eliteserien,1,Domestic,Viking,Brann,3,1,3-1,H,wikipedia,wikipedia,football-data
2021-05-09,2021,Norway,Eliteserien,1,Domestic,Vålerenga,Rosenborg,1,1,1-1,D,wikipedia,wikipedia,football-data
2021-05-12,2021,Norway,Eliteserien,1,Domestic,Brann,Vålerenga,0,3,0-3,A,wikipedia,wikipedia,football-data
2021-05-12,2021,Norway,Eliteserien,1,Domestic,Kristiansund,Bodø/Glimt,0,2,0-2,A,wikipedia,wikipedia,football-data
2021-05-13,2021,Norway,Eliteserien,1,Domestic,Rosenborg,Viking,5,0,5-0,H,wikipedia,wikipedia,football-data
2021-05-13,2021,Norway,Eliteserien,1,Domestic,Tromsø,Molde,3,3,3-3,D,wikipedia,wikipedia,football-data
2021-05-16,2021,Norway,Eliteserien,1,Domestic,Bodø/Glimt,Rosenborg,2,2,2-2,D,wikipedia,wikipedia,football-data
2021-05-16,2021,Norway,Eliteserien,1,Domestic,Molde,Brann,4,0,4-0,H,wikipedia,wikipedia,football-data
2021-05-16,2021,Norway,Eliteserien,1,Domestic,Sandefjord,Mjøndalen,0,3,0-3,A,wikipedia,wikipedia,football-data
2021-05-16,2021,Norway,Eliteserien,1,Domestic,Sarpsborg 08,Haugesund,0,0,0-0,D,wikipedia,wikipedia,football-data
2021-05-16,2021,Norway,Eliteserien,1,Domestic,Strømsgodset,Lillestrøm,3,1,3-1,H,wikipedia,wikipedia,football-data
2021-05-16,2021,Norway,Eliteserien,1,Domestic,Viking,Tromsø,0,1,0-1,A,wikipedia,wikipedia,football-data
2021-05-16,2021,Norway,Eliteserien,1,Domestic,Vålerenga,Kristiansund,1,2,1-2,A,wikipedia,wikipedia,football-data
2021-05-19,2021,Norway,Eliteserien,1,Domestic,Stabæk,Odd,2,2,2-2,D,wikipedia,wikipedia,football-data
2021-05-20,2021,Norway,Eliteserien,1,Domestic,Rosenborg,Brann,3,2,3-2,H,wikipedia,wikipedia,football-data
2021-05-24,2021,Norway,Eliteserien,1,Domestic,Brann,Bodø/Glimt,1,2,1-2,A,wikipedia,wikipedia,football-data
2021-05-24,2021,Norway,Eliteserien,1,Domestic,Haugesund,Stabæk,0,0,0-0,D,wikipedia,wikipedia,football-data
2021-05-24,2021,Norway,Eliteserien,1,Domestic,Kristiansund,Strømsgodset,1,0,1-0,H,wikipedia,wikipedia,football-data
2021-05-24,2021,Norway,Eliteserien,1,Domestic,Lillestrøm,Viking,1,3,1-3,A,wikipedia,wikipedia,football-data
2021-05-24,2021,Norway,Eliteserien,1,Domestic,Mjøndalen,Vålerenga,1,1,1-1,D,wikipedia,wikipedia,football-data
2021-05-24,2021,Norway,Eliteserien,1,Domestic,Odd,Sarpsborg 08,1,1,1-1,D,wikipedia,wikipedia,football-data
2021-05-24,2021,Norway,Eliteserien,1,Domestic,Rosenborg,Molde,2,3,2-3,A,wikipedia,wikipedia,football-data
