Date,Season,Country,League,Tier,CompetitionType,Home,Away,HomeScore,AwayScore,Score,Result,FixtureSource,ResultSource,DateSource
2022-04-02,2022,Norway,Eliteserien,1,Domestic,HamKam,Lillestrøm,2,2,2-2,D,wikipedia,wikipedia,football-data
2022-04-02,2022,Norway,Eliteserien,1,Domestic,Molde,Vålerenga,1,0,1-0,H,wikipedia,wikipedia,football-data
2022-04-03,2022,Norway,Eliteserien,1,Domestic,Aalesund,Kristiansund,1,0,1-0,H,wikipedia,wikipedia,football-data
2022-04-03,2022,Norway,Eliteserien,1,Domestic,Bodø/Glimt,Rosenborg,2,2,2-2,D,wikipedia,wikipedia,football-data
2022-04-03,2022,Norway,Eliteserien,1,Domestic,Haugesund,Sandefjord,1,3,1-3,A,wikipedia,wikipedia,football-data
2022-04-03,2022,Norway,Eliteserien,1,Domestic,Jerv,Strømsgodset,1,0,1-0,H,wikipedia,wikipedia,football-data
2022-04-03,2022,Norway,Eliteserien,1,Domestic,Odd,Tromsø,2,0,2-0,H,wikipedia,wikipedia,football-data
2022-04-03,2022,Norway,Eliteserien,1,Domestic,Sarpsborg 08,Viking,0,1,0-1,A,wikipedia,wikipedia,football-data
2022-04-09,2022,Norway,Eliteserien,1,Domestic,Lillestrøm,Jerv,4,0,4-0,H,wikipedia,wikipedia,football-data
2022-04-10,2022,Norway,Eliteserien,1,Domestic,Kristiansund,Sarpsborg 08,2,3,2-3,A,wikipedia,wikipedia,football-data
2022-04-10,2022,Norway,Eliteserien,1,Domestic,Rosenborg,Odd,1,0,1-0,H,wikipedia,wikipedia,football-data
2022-04-10,2022,Norway,Eliteserien,1,Domestic,Sandefjord,Bodø/Glimt,1,2,1-2,A,wikipedia,wikipedia,football-data
2022-04-10,2022,Norway,Eliteserien,1,Domestic,Strømsgodset,Molde,1,3,1-3,A,wikipedia,wikipedia,football-data
2022-04-10,2022,Norway,Eliteserien,1,Domestic,Tromsø,HamKam,2,1,2-1,H,wikipedia,wikipedia,football-data
2022-04-10,2022,Norway,Eliteserien,1,Domestic,Viking,Aalesund,1,0,1-0,H,wikipedia,wikipedia,football-data
2022-04-10,2022,Norway,Eliteserien,1,Domestic,Vålerenga,Haugesund,2,1,2-1,H,wikipedia,wikipedia,football-data
2022-04-18,2022,Norway,Eliteserien,1,Domestic,Aalesund,Tromsø,2,2,2-2,D,wikipedia,wikipedia,football-data
2022-04-18,2022,Norway,Eliteserien,1,Domestic,Bodø/Glimt,Vålerenga,5,1,5-1,H,wikipedia,wikipedia,football-data
2022-04-18,2022,Norway,Eliteserien,1,Domestic,HamKam,Sandefjord,3,0,3-0,H,wikipedia,wikipedia,football-data
2022-04-18,2022,Norway,Eliteserien,1,Domestic,Haugesund,Strømsgodset,0,1,0-1,A,wikipedia,wikipedia,football-data
2022-04-18,2022,Norway,Eliteserien,1,Domestic,Jerv,Kristiansund,1,0,1-0,H,wikipedia,wikipedia,football-data
2022-04-18,2022,Norway,Eliteserien,1,Domestic,Molde,Lillestrøm,1,2,1-2,A,wikipedia,wikipedia,football-data
