Date,Season,Country,League,Tier,CompetitionType,Home,Away,HomeScore,AwayScore,Score,Result,FixtureSource,ResultSource,DateSource
2014-03-30,2014,Sweden,Allsvenskan,1,Domestic,Halmstads BK,Örebro SK,1,2,1-2,A,wikipedia,wikipedia,football-data
2014-03-30,2014,Sweden,Allsvenskan,1,Domestic,Helsingborgs IF,Djurgårdens IF,1,1,1-1,D,wikipedia,wikipedia,football-data
2014-03-30,2014,Sweden,Allsvenskan,1,Domestic,IF Brommapojkarna,Kalmar FF,1,2,1-2,A,wikipedia,wikipedia,football-data
2014-03-30,2014,Sweden,Allsvenskan,1,Domestic,Malmö FF,Falkenbergs FF,3,0,3-0,H,wikipedia,wikipedia,football-data
2014-03-30,2014,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,Gefle IF,2,2,2-2,D,wikipedia,wikipedia,football-data
2014-03-31,2014,Sweden,Allsvenskan,1,Domestic,AIK,IFK Göteborg,0,2,0-2,A,wikipedia,wikipedia,football-data
2014-03-31,2014,Sweden,Allsvenskan,1,Domestic,BK Häcken,IFK Norrköping,2,0,2-0,H,wikipedia,wikipedia,football-data
2014-03-31,2014,Sweden,Allsvenskan,1,Domestic,Åtvidabergs FF,IF Elfsborg,2,1,2-1,H,wikipedia,wikipedia,football-data
2014-04-04,2014,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,BK Häcken,3,1,3-1,H,wikipedia,wikipedia,football-data
2014-04-05,2014,Sweden,Allsvenskan,1,Domestic,Falkenbergs FF,IF Brommapojkarna,1,0,1-0,H,wikipedia,wikipedia,football-data
2014-04-06,2014,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,Halmstads BK,3,0,3-0,H,wikipedia,wikipedia,football-data
2014-04-06,2014,Sweden,Allsvenskan,1,Domestic,Gefle IF,AIK,1,2,1-2,A,wikipedia,wikipedia,football-data
2014-04-06,2014,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,Helsingborgs IF,2,0,2-0,H,wikipedia,wikipedia,football-data
2014-04-07,2014,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,Malmö FF,0,3,0-3,A,wikipedia,wikipedia,football-data
