Date,Season,Country,League,Tier,CompetitionType,Home,Away,HomeScore,AwayScore,Score,Result,FixtureSource,ResultSource,DateSource
2023-04-01,2023,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,IF Brommapojkarna,3,1,3-1,H,wikipedia,wikipedia,football-data
2023-04-01,2023,Sweden,Allsvenskan,1,Domestic,Malmö FF,Kalmar FF,1,0,1-0,H,wikipedia,wikipedia,football-data
2023-04-02,2023,Sweden,Allsvenskan,1,Domestic,Halmstads BK,AIK,2,1,2-1,H,wikipedia,wikipedia,football-data
2023-04-02,2023,Sweden,Allsvenskan,1,Domestic,Hammarby,Degerfors IF,3,1,3-1,H,wikipedia,wikipedia,football-data
2023-04-02,2023,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,IFK Värnamo,0,1,0-1,A,wikipedia,wikipedia,football-data
2023-04-02,2023,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,IK Sirius,1,1,1-1,D,wikipedia,wikipedia,football-data
2023-04-03,2023,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,BK Häcken,0,2,0-2,A,wikipedia,wikipedia,football-data
2023-04-03,2023,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,Varbergs BoIS,2,2,2-2,D,wikipedia,wikipedia,football-data
2023-04-08,2023,Sweden,Allsvenskan,1,Domestic,Degerfors IF,Halmstads BK,3,1,3-1,H,wikipedia,wikipedia,football-data
2023-04-08,2023,Sweden,Allsvenskan,1,Domestic,IF Brommapojkarna,Malmö FF,1,2,1-2,A,wikipedia,wikipedia,football-data
2023-04-09,2023,Sweden,Allsvenskan,1,Domestic,BK Häcken,Hammarby,3,1,3-1,H,wikipedia,wikipedia,football-data
2023-04-09,2023,Sweden,Allsvenskan,1,Domestic,IK Sirius,Djurgårdens IF,0,0,0-0,D,wikipedia,wikipedia,football-data
2023-04-09,2023,Sweden,Allsvenskan,1,Domestic,Kalmar FF,IFK Göteborg,2,0,2-0,H,wikipedia,wikipedia,football-data
2023-04-10,2023,Sweden,Allsvenskan,1,Domestic,AIK,IFK Norrköping,0,3,0-3,A,wikipedia,wikipedia,football-data
2023-04-10,2023,Sweden,Allsvenskan,1,Domestic,IFK Värnamo,Mjällby AIF,0,1,0-1,A,wikipedia,wikipedia,football-data
2023-04-10,2023,Sweden,Allsvenskan,1,Domestic,Varbergs BoIS,IF Elfsborg,0,0,0-0,D,wikipedia,wikipedia,football-data
2023-04-15,2023,Sweden,Allsvenskan,1,Domestic,BK Häcken,Kalmar FF,1,3,1-3,A,wikipedia,wikipedia,football-data
2023-04-15,2023,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,IF Brommapojkarna,5,0,5-0,H,wikipedia,wikipedia,football-data
2023-04-16,2023,Sweden,Allsvenskan,1,Domestic,AIK,Hammarby,2,0,2-0,H,wikipedia,wikipedia,football-data
2023-04-16,2023,Sweden,Allsvenskan,1,Domestic,Halmstads BK,Djurgårdens IF,2,0,2-0,H,wikipedia,wikipedia,football-data
2023-04-16,2023,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,IFK Värnamo,2,1,2-1,H,wikipedia,wikipedia,football-data
2023-04-16,2023,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,Degerfors IF,2,0,2-0,H,wikipedia,wikipedia,football-data
2023-04-17,2023,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,Malmö FF,0,1,0-1,A,wikipedia,wikipedia,football-data
2023-04-17,2023,Sweden,Allsvenskan,1,Domestic,Varbergs BoIS,IK Sirius,1,1,1-1,D,wikipedia,wikipedia,football-data
2023-04-22,2023,Sweden,Allsvenskan,1,Domestic,Degerfors IF,IF Elfsborg,1,2,1-2,A,wikipedia,wikipedia,football-data
2023-04-22,2023,Sweden,Allsvenskan,1,Domestic,Hammarby,Varbergs BoIS,2,0,2-0,H,wikipedia,wikipedia,football-data
2023-04-23,2023,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,IFK Göteborg,1,0,1-0,H,wikipedia,wikipedia,football-data
2023-04-23,2023,Sweden,Allsvenskan,1,Domestic,IK Sirius,BK Häcken,1,4,1-4,A,wikipedia,wikipedia,football-data
2023-04-23,2023,Sweden,Allsvenskan,1,Domestic,Kalmar FF,Halmstads BK,2,0,2-0,H,wikipedia,wikipedia,football-data
2023-04-24,2023,Sweden,Allsvenskan,1,Domestic,IF Brommapojkarna,Mjällby AIF,2,0,2-0,H,wikipedia,wikipedia,football-data
2023-04-24,2023,Sweden,Allsvenskan,1,Domestic,IFK Värnamo,AIK,1,0,1-0,H,wikipedia,wikipedia,football-data
2023-04-24,2023,Sweden,Allsvenskan,1,Domestic,Malmö FF,IFK Norrköping,3,0,3-0,H,wikipedia,wikipedia,football-data
2023-04-29,2023,Sweden,Allsvenskan,1,Domestic,AIK,IK Sirius,0,0,0-0,D,wikipedia,wikipedia,football-data
2023-04-29,2023,Sweden,Allsvenskan,1,Domestic,BK Häcken,IFK Värnamo,3,1,3-1,H,wikipedia,wikipedia,football-data
2023-04-29,2023,Sweden,Allsvenskan,1,Domestic,Halmstads BK,IF Brommapojkarna,0,2,0-2,A,wikipedia,wikipedia,football-data
2023-04-29,2023,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,IF Elfsborg,0,1,0-1,A,wikipedia,wikipedia,football-data
2023-04-30,2023,Sweden,Allsvenskan,1,Domestic,Degerfors IF,Djurgårdens IF,2,1,2-1,H,wikipedia,wikipedia,football-data
2023-04-30,2023,Sweden,Allsvenskan,1,Domestic,Malmö FF,Hammarby,4,2,4-2,H,wikipedia,wikipedia,football-data
2023-04-30,2023,Sweden,Allsvenskan,1,Domestic,Varbergs BoIS,Kalmar FF,0,0,0-0,D,wikipedia,wikipedia,football-data
2023-05-01,2023,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,IFK Norrköping,1,1,1-1,D,wikipedia,wikipedia,football-data
2023-05-03,2023,Sweden,Allsvenskan,1,Domestic,BK Häcken,Djurgårdens IF,4,1,4-1,H,wikipedia,wikipedia,football-data
2023-05-03,2023,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,Halmstads BK,6,1,6-1,H,wikipedia,wikipedia,football-data
2023-05-03,2023,Sweden,Allsvenskan,1,Domestic,Kalmar FF,IK Sirius,2,2,2-2,D,wikipedia,wikipedia,football-data
2023-05-03,2023,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,AIK,0,0,0-0,D,wikipedia,wikipedia,football-data
2023-05-04,2023,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,Degerfors IF,6,0,6-0,H,wikipedia,wikipedia,football-data
2023-05-04,2023,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,Hammarby,2,0,2-0,H,wikipedia,wikipedia,football-data
2023-05-04,2023,Sweden,Allsvenskan,1,Domestic,IFK Värnamo,IF Brommapojkarna,0,1,0-1,A,wikipedia,wikipedia,football-data
2023-05-04,2023,Sweden,Allsvenskan,1,Domestic,Varbergs BoIS,Malmö FF,0,6,0-6,A,wikipedia,wikipedia,football-data
2023-05-07,2023,Sweden,Allsvenskan,1,Domestic,Halmstads BK,BK Häcken,1,0,1-0,H,wikipedia,wikipedia,football-data
2023-05-07,2023,Sweden,Allsvenskan,1,Domestic,Malmö FF,AIK,3,1,3-1,H,wikipedia,wikipedia,football-data
2023-05-08,2023,Sweden,Allsvenskan,1,Domestic,Degerfors IF,IFK Norrköping,0,2,0-2,A,wikipedia,wikipedia,football-data
2023-05-08,2023,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,Kalmar FF,3,1,3-1,H,wikipedia,wikipedia,football-data
2023-05-08,2023,Sweden,Allsvenskan,1,Domestic,IF Brommapojkarna,IFK Göteborg,0,0,0-0,D,wikipedia,wikipedia,football-data
2023-05-08,2023,Sweden,Allsvenskan,1,Domestic,IK Sirius,IF Elfsborg,3,4,3-4,A,wikipedia,wikipedia,football-data
2023-05-09,2023,Sweden,Allsvenskan,1,Domestic,Hammarby,Mjällby AIF,0,0,0-0,D,wikipedia,wikipedia,football-data
2023-05-09,2023,Sweden,Allsvenskan,1,Domestic,IFK Värnamo,Varbergs BoIS,3,1,3-1,H,wikipedia,wikipedia,football-data
2023-05-13,2023,Sweden,Allsvenskan,1,Domestic,BK Häcken,Degerfors IF,6,1,6-1,H,wikipedia,wikipedia,football-data
2023-05-13,2023,Sweden,Allsvenskan,1,Domestic,Varbergs BoIS,IFK Norrköping,1,3,1-3,A,wikipedia,wikipedia,football-data
2023-05-14,2023,Sweden,Allsvenskan,1,Domestic,Halmstads BK,Malmö FF,0,1,0-1,A,wikipedia,wikipedia,football-data
2023-05-14,2023,Sweden,Allsvenskan,1,Domestic,Hammarby,Djurgårdens IF,4,3,4-3,H,wikipedia,wikipedia,football-data
2023-05-14,2023,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,IFK Värnamo,2,0,2-0,H,wikipedia,wikipedia,football-data
2023-05-14,2023,Sweden,Allsvenskan,1,Domestic,Kalmar FF,IF Brommapojkarna,1,3,1-3,A,wikipedia,wikipedia,football-data
2023-05-14,2023,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,IK Sirius,3,0,3-0,H,wikipedia,wikipedia,football-data
2023-05-15,2023,Sweden,Allsvenskan,1,Domestic,AIK,IFK Göteborg,2,2,2-2,D,wikipedia,wikipedia,football-data
2023-05-20,2023,Sweden,Allsvenskan,1,Domestic,Degerfors IF,AIK,2,1,2-1,H,wikipedia,wikipedia,football-data
2023-05-21,2023,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,Mjällby AIF,2,0,2-0,H,wikipedia,wikipedia,football-data
2023-05-21,2023,Sweden,Allsvenskan,1,Domestic,IF Brommapojkarna,Varbergs BoIS,2,1,2-1,H,wikipedia,wikipedia,football-data
2023-05-21,2023,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,Hammarby,1,1,1-1,D,wikipedia,wikipedia,football-data
2023-05-21,2023,Sweden,Allsvenskan,1,Domestic,IK Sirius,Halmstads BK,1,2,1-2,A,wikipedia,wikipedia,football-data
2023-05-21,2023,Sweden,Allsvenskan,1,Domestic,Malmö FF,BK Häcken,2,2,2-2,D,wikipedia,wikipedia,football-data
2023-05-22,2023,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,IF Elfsborg,1,2,1-2,A,wikipedia,wikipedia,football-data
2023-05-22,2023,Sweden,Allsvenskan,1,Domestic,IFK Värnamo,Kalmar FF,0,1,0-1,A,wikipedia,wikipedia,football-data
2023-05-24,2023,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,BK Häcken,1,0,1-0,H,wikipedia,wikipedia,football-data
2023-05-25,2023,Sweden,Allsvenskan,1,Domestic,Degerfors IF,Hammarby,2,2,2-2,D,wikipedia,wikipedia,football-data
2023-05-27,2023,Sweden,Allsvenskan,1,Domestic,IF Brommapojkarna,IK Sirius,1,2,1-2,A,wikipedia,wikipedia,football-data
2023-05-27,2023,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,Halmstads BK,0,2,0-2,A,wikipedia,wikipedia,football-data
2023-05-28,2023,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,AIK,1,0,1-0,H,wikipedia,wikipedia,football-data
2023-05-28,2023,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,Malmö FF,3,0,3-0,H,wikipedia,wikipedia,football-data
2023-05-28,2023,Sweden,Allsvenskan,1,Domestic,Kalmar FF,IFK Norrköping,2,1,2-1,H,wikipedia,wikipedia,football-data
