Date,Season,Country,League,Tier,CompetitionType,Home,Away,HomeScore,AwayScore,Score,Result,FixtureSource,ResultSource,DateSource
2021-04-10,2021,Sweden,Allsvenskan,1,Domestic,Malmö FF,Hammarby,3,2,3-2,H,wikipedia,wikipedia,football-data
2021-04-10,2021,Sweden,Allsvenskan,1,Domestic,Örebro SK,IFK Göteborg,0,0,0-0,D,wikipedia,wikipedia,football-data
2021-04-11,2021,Sweden,Allsvenskan,1,Domestic,Halmstads BK,BK Häcken,1,0,1-0,H,wikipedia,wikipedia,football-data
2021-04-11,2021,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,Djurgårdens IF,0,2,0-2,A,wikipedia,wikipedia,football-data
2021-04-11,2021,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,IK Sirius,1,1,1-1,D,wikipedia,wikipedia,football-data
2021-04-11,2021,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,Varbergs BoIS,0,0,0-0,D,wikipedia,wikipedia,football-data
2021-04-12,2021,Sweden,Allsvenskan,1,Domestic,AIK,Degerfors IF,2,0,2-0,H,wikipedia,wikipedia,football-data
2021-04-12,2021,Sweden,Allsvenskan,1,Domestic,Kalmar FF,Östersunds FK,0,0,0-0,D,wikipedia,wikipedia,football-data
2021-04-17,2021,Sweden,Allsvenskan,1,Domestic,Hammarby,Mjällby AIF,2,0,2-0,H,wikipedia,wikipedia,football-data
2021-04-18,2021,Sweden,Allsvenskan,1,Domestic,BK Häcken,Malmö FF,1,2,1-2,A,wikipedia,wikipedia,football-data
2021-04-18,2021,Sweden,Allsvenskan,1,Domestic,Degerfors IF,Kalmar FF,0,1,0-1,A,wikipedia,wikipedia,football-data
2021-04-18,2021,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,IFK Norrköping,1,0,1-0,H,wikipedia,wikipedia,football-data
2021-04-18,2021,Sweden,Allsvenskan,1,Domestic,IK Sirius,Halmstads BK,1,0,1-0,H,wikipedia,wikipedia,football-data
2021-04-18,2021,Sweden,Allsvenskan,1,Domestic,Östersunds FK,Örebro SK,5,0,5-0,H,wikipedia,wikipedia,football-data
2021-04-19,2021,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,AIK,2,0,2-0,H,wikipedia,wikipedia,football-data
2021-04-19,2021,Sweden,Allsvenskan,1,Domestic,Varbergs BoIS,IF Elfsborg,1,3,1-3,A,wikipedia,wikipedia,football-data
2021-04-24,2021,Sweden,Allsvenskan,1,Domestic,BK Häcken,IK Sirius,1,2,1-2,A,wikipedia,wikipedia,football-data
2021-04-25,2021,Sweden,Allsvenskan,1,Domestic,AIK,Hammarby,2,0,2-0,H,wikipedia,wikipedia,football-data
2021-04-25,2021,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,Halmstads BK,2,1,2-1,H,wikipedia,wikipedia,football-data
2021-04-25,2021,Sweden,Allsvenskan,1,Domestic,Kalmar FF,Örebro SK,1,0,1-0,H,wikipedia,wikipedia,football-data
2021-04-25,2021,Sweden,Allsvenskan,1,Domestic,Malmö FF,Östersunds FK,1,1,1-1,D,wikipedia,wikipedia,football-data
2021-04-25,2021,Sweden,Allsvenskan,1,Domestic,Varbergs BoIS,Djurgårdens IF,1,3,1-3,A,wikipedia,wikipedia,football-data
2021-04-26,2021,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,Mjällby AIF,1,0,1-0,H,wikipedia,wikipedia,football-data
2021-04-26,2021,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,Degerfors IF,2,3,2-3,A,wikipedia,wikipedia,football-data
2021-05-01,2021,Sweden,Allsvenskan,1,Domestic,Hammarby,BK Häcken,1,1,1-1,D,wikipedia,wikipedia,football-data
2021-05-01,2021,Sweden,Allsvenskan,1,Domestic,IK Sirius,Kalmar FF,1,1,1-1,D,wikipedia,wikipedia,football-data
2021-05-02,2021,Sweden,Allsvenskan,1,Domestic,AIK,IF Elfsborg,1,0,1-0,H,wikipedia,wikipedia,football-data
2021-05-02,2021,Sweden,Allsvenskan,1,Domestic,Halmstads BK,IFK Göteborg,1,1,1-1,D,wikipedia,wikipedia,football-data
2021-05-02,2021,Sweden,Allsvenskan,1,Domestic,Örebro SK,IFK Norrköping,0,3,0-3,A,wikipedia,wikipedia,football-data
2021-05-02,2021,Sweden,Allsvenskan,1,Domestic,Östersunds FK,Varbergs BoIS,1,2,1-2,A,wikipedia,wikipedia,football-data
2021-05-03,2021,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,Malmö FF,3,1,3-1,H,wikipedia,wikipedia,football-data
2021-05-03,2021,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,Degerfors IF,1,0,1-0,H,wikipedia,wikipedia,football-data
2021-05-08,2021,Sweden,Allsvenskan,1,Domestic,Hammarby,IK Sirius,3,2,3-2,H,wikipedia,wikipedia,football-data
2021-05-08,2021,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,Kalmar FF,2,2,2-2,D,wikipedia,wikipedia,football-data
2021-05-08,2021,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,BK Häcken,1,1,1-1,D,wikipedia,wikipedia,football-data
2021-05-08,2021,Sweden,Allsvenskan,1,Domestic,Örebro SK,Halmstads BK,1,0,1-0,H,wikipedia,wikipedia,football-data
2021-05-09,2021,Sweden,Allsvenskan,1,Domestic,Degerfors IF,Djurgårdens IF,2,0,2-0,H,wikipedia,wikipedia,football-data
2021-05-09,2021,Sweden,Allsvenskan,1,Domestic,Malmö FF,Varbergs BoIS,3,2,3-2,H,wikipedia,wikipedia,football-data
2021-05-09,2021,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,Östersunds FK,1,0,1-0,H,wikipedia,wikipedia,football-data
2021-05-10,2021,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,AIK,2,0,2-0,H,wikipedia,wikipedia,football-data
2021-05-12,2021,Sweden,Allsvenskan,1,Domestic,BK Häcken,Örebro SK,2,3,2-3,A,wikipedia,wikipedia,football-data
2021-05-12,2021,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,Östersunds FK,2,0,2-0,H,wikipedia,wikipedia,football-data
2021-05-12,2021,Sweden,Allsvenskan,1,Domestic,IK Sirius,IF Elfsborg,0,2,0-2,A,wikipedia,wikipedia,football-data
2021-05-12,2021,Sweden,Allsvenskan,1,Domestic,Kalmar FF,IFK Göteborg,0,0,0-0,D,wikipedia,wikipedia,football-data
2021-05-12,2021,Sweden,Allsvenskan,1,Domestic,Varbergs BoIS,Hammarby,1,3,1-3,A,wikipedia,wikipedia,football-data
2021-05-13,2021,Sweden,Allsvenskan,1,Domestic,AIK,Malmö FF,1,1,1-1,D,wikipedia,wikipedia,football-data
2021-05-13,2021,Sweden,Allsvenskan,1,Domestic,Halmstads BK,Mjällby AIF,1,1,1-1,D,wikipedia,wikipedia,football-data
2021-05-13,2021,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,Degerfors IF,1,1,1-1,D,wikipedia,wikipedia,football-data
2021-05-16,2021,Sweden,Allsvenskan,1,Domestic,Hammarby,Djurgårdens IF,2,2,2-2,D,wikipedia,wikipedia,football-data
2021-05-17,2021,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,Halmstads BK,2,3,2-3,A,wikipedia,wikipedia,football-data
2021-05-17,2021,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,IK Sirius,2,2,2-2,D,wikipedia,wikipedia,football-data
2021-05-17,2021,Sweden,Allsvenskan,1,Domestic,Malmö FF,Kalmar FF,3,1,3-1,H,wikipedia,wikipedia,football-data
2021-05-17,2021,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,BK Häcken,1,1,1-1,D,wikipedia,wikipedia,football-data
2021-05-17,2021,Sweden,Allsvenskan,1,Domestic,Varbergs BoIS,IFK Norrköping,2,1,2-1,H,wikipedia,wikipedia,football-data
2021-05-17,2021,Sweden,Allsvenskan,1,Domestic,Östersunds FK,AIK,1,2,1-2,A,wikipedia,wikipedia,football-data
2021-05-18,2021,Sweden,Allsvenskan,1,Domestic,Degerfors IF,Örebro SK,3,0,3-0,H,wikipedia,wikipedia,football-data
2021-05-20,2021,Sweden,Allsvenskan,1,Domestic,Malmö FF,IF Elfsborg,2,1,2-1,H,wikipedia,wikipedia,football-data
2021-05-22,2021,Sweden,Allsvenskan,1,Domestic,AIK,Mjällby AIF,2,2,2-2,D,wikipedia,wikipedia,football-data
2021-05-22,2021,Sweden,Allsvenskan,1,Domestic,Östersunds FK,IK Sirius,3,0,3-0,H,wikipedia,wikipedia,football-data
2021-05-23,2021,Sweden,Allsvenskan,1,Domestic,BK Häcken,Varbergs BoIS,3,1,3-1,H,wikipedia,wikipedia,football-data
2021-05-23,2021,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,IFK Göteborg,0,0,0-0,D,wikipedia,wikipedia,football-data
2021-05-23,2021,Sweden,Allsvenskan,1,Domestic,Halmstads BK,Degerfors IF,0,0,0-0,D,wikipedia,wikipedia,football-data
2021-05-23,2021,Sweden,Allsvenskan,1,Domestic,Kalmar FF,Hammarby,2,1,2-1,H,wikipedia,wikipedia,football-data
2021-05-24,2021,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,IFK Norrköping,1,0,1-0,H,wikipedia,wikipedia,football-data
2021-05-24,2021,Sweden,Allsvenskan,1,Domestic,Örebro SK,Malmö FF,1,2,1-2,A,wikipedia,wikipedia,football-data
2021-07-03,2021,Sweden,Allsvenskan,1,Domestic,Degerfors IF,Östersunds FK,3,1,3-1,H,wikipedia,wikipedia,football-data
2021-07-03,2021,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,Malmö FF,3,2,3-2,H,wikipedia,wikipedia,football-data
2021-07-04,2021,Sweden,Allsvenskan,1,Domestic,BK Häcken,AIK,2,1,2-1,H,wikipedia,wikipedia,football-data
2021-07-04,2021,Sweden,Allsvenskan,1,Domestic,Hammarby,Halmstads BK,1,1,1-1,D,wikipedia,wikipedia,football-data
2021-07-04,2021,Sweden,Allsvenskan,1,Domestic,IK Sirius,Mjällby AIF,2,1,2-1,H,wikipedia,wikipedia,football-data
2021-07-04,2021,Sweden,Allsvenskan,1,Domestic,Varbergs BoIS,Kalmar FF,1,1,1-1,D,wikipedia,wikipedia,football-data
2021-07-05,2021,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,Örebro SK,3,0,3-0,H,wikipedia,wikipedia,football-data
2021-07-05,2021,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,IF Elfsborg,0,1,0-1,A,wikipedia,wikipedia,football-data
2021-07-10,2021,Sweden,Allsvenskan,1,Domestic,AIK,Varbergs BoIS,2,1,2-1,H,wikipedia,wikipedia,football-data
2021-07-10,2021,Sweden,Allsvenskan,1,Domestic,Malmö FF,IK Sirius,4,0,4-0,H,wikipedia,wikipedia,football-data
2021-07-11,2021,Sweden,Allsvenskan,1,Domestic,Hammarby,Degerfors IF,5,1,5-1,H,wikipedia,wikipedia,football-data
2021-07-11,2021,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,Örebro SK,2,1,2-1,H,wikipedia,wikipedia,football-data
2021-07-11,2021,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,IFK Norrköping,0,1,0-1,A,wikipedia,wikipedia,football-data
2021-07-11,2021,Sweden,Allsvenskan,1,Domestic,Östersunds FK,IFK Göteborg,2,3,2-3,A,wikipedia,wikipedia,football-data
2021-07-12,2021,Sweden,Allsvenskan,1,Domestic,Halmstads BK,Djurgårdens IF,0,0,0-0,D,wikipedia,wikipedia,football-data
2021-07-12,2021,Sweden,Allsvenskan,1,Domestic,Kalmar FF,BK Häcken,2,3,2-3,A,wikipedia,wikipedia,football-data
2021-07-17,2021,Sweden,Allsvenskan,1,Domestic,Degerfors IF,Malmö FF,0,5,0-5,A,wikipedia,wikipedia,football-data
2021-07-17,2021,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,Östersunds FK,3,0,3-0,H,wikipedia,wikipedia,football-data
2021-07-18,2021,Sweden,Allsvenskan,1,Domestic,AIK,Kalmar FF,2,0,2-0,H,wikipedia,wikipedia,football-data
2021-07-18,2021,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,Mjällby AIF,3,2,3-2,H,wikipedia,wikipedia,football-data
2021-07-18,2021,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,BK Häcken,0,1,0-1,A,wikipedia,wikipedia,football-data
2021-07-18,2021,Sweden,Allsvenskan,1,Domestic,Örebro SK,Hammarby,0,2,0-2,A,wikipedia,wikipedia,football-data
2021-07-19,2021,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,IK Sirius,5,1,5-1,H,wikipedia,wikipedia,football-data
2021-07-19,2021,Sweden,Allsvenskan,1,Domestic,Halmstads BK,Varbergs BoIS,1,1,1-1,D,wikipedia,wikipedia,football-data
2021-07-24,2021,Sweden,Allsvenskan,1,Domestic,IK Sirius,Degerfors IF,2,0,2-0,H,wikipedia,wikipedia,football-data
2021-07-24,2021,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,Malmö FF,0,2,0-2,A,wikipedia,wikipedia,football-data
2021-07-25,2021,Sweden,Allsvenskan,1,Domestic,BK Häcken,IF Elfsborg,1,1,1-1,D,wikipedia,wikipedia,football-data
2021-07-25,2021,Sweden,Allsvenskan,1,Domestic,Hammarby,IFK Norrköping,2,1,2-1,H,wikipedia,wikipedia,football-data
2021-07-25,2021,Sweden,Allsvenskan,1,Domestic,Kalmar FF,Djurgårdens IF,0,1,0-1,A,wikipedia,wikipedia,football-data
2021-07-26,2021,Sweden,Allsvenskan,1,Domestic,Varbergs BoIS,IFK Göteborg,2,0,2-0,H,wikipedia,wikipedia,football-data
2021-07-26,2021,Sweden,Allsvenskan,1,Domestic,Örebro SK,AIK,1,1,1-1,D,wikipedia,wikipedia,football-data
2021-07-26,2021,Sweden,Allsvenskan,1,Domestic,Östersunds FK,Halmstads BK,0,1,0-1,A,wikipedia,wikipedia,football-data
2021-07-31,2021,Sweden,Allsvenskan,1,Domestic,Degerfors IF,Varbergs BoIS,1,1,1-1,D,wikipedia,wikipedia,football-data
2021-08-01,2021,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,BK Häcken,2,1,2-1,H,wikipedia,wikipedia,football-data
2021-08-01,2021,Sweden,Allsvenskan,1,Domestic,Kalmar FF,Mjällby AIF,1,0,1-0,H,wikipedia,wikipedia,football-data
2021-08-01,2021,Sweden,Allsvenskan,1,Domestic,Östersunds FK,Hammarby,1,1,1-1,D,wikipedia,wikipedia,football-data
2021-08-02,2021,Sweden,Allsvenskan,1,Domestic,AIK,Halmstads BK,1,0,1-0,H,wikipedia,wikipedia,football-data
