Date,Season,Country,League,Tier,CompetitionType,Home,Away,HomeScore,AwayScore,DateMatchMethod,Score,Result,FixtureSource,ResultSource,DateSource
2013-04-08,2013,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,Mjällby AIF,0,3,score,0-3,A,wikipedia,wikipedia,football-data
2013-04-08,2013,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,Gefle IF,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2013-04-08,2013,Sweden,Allsvenskan,1,Domestic,Östers IF,Helsingborgs IF,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2013-04-12,2013,Sweden,Allsvenskan,1,Domestic,IF Brommapojkarna,IFK Norrköping,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2013-04-13,2013,Sweden,Allsvenskan,1,Domestic,Syrianska FC,Östers IF,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2013-04-14,2013,Sweden,Allsvenskan,1,Domestic,BK Häcken,Djurgårdens IF,4,0,score,4-0,H,wikipedia,wikipedia,football-data
2013-04-14,2013,Sweden,Allsvenskan,1,Domestic,Gefle IF,Halmstads BK,2,0,score,2-0,H,wikipedia,wikipedia,football-data
2013-04-14,2013,Sweden,Allsvenskan,1,Domestic,Malmö FF,Kalmar FF,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2013-04-14,2013,Sweden,Allsvenskan,1,Domestic,Åtvidabergs FF,AIK,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2013-04-15,2013,Sweden,Allsvenskan,1,Domestic,Helsingborgs IF,Mjällby AIF,1,2,score,1-2,A,wikipedia,wikipedia,football-data
2013-04-15,2013,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,IFK Göteborg,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2013-04-17,2013,Sweden,Allsvenskan,1,Domestic,AIK,Malmö FF,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2013-04-17,2013,Sweden,Allsvenskan,1,Domestic,Halmstads BK,Åtvidabergs FF,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2013-04-17,2013,Sweden,Allsvenskan,1,Domestic,Östers IF,BK Häcken,2,0,score,2-0,H,wikipedia,wikipedia,football-data
2013-04-18,2013,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,IF Brommapojkarna,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2013-04-18,2013,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,Syrianska FC,2,0,score,2-0,H,wikipedia,wikipedia,football-data
2013-04-18,2013,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,Helsingborgs IF,1,4,score,1-4,A,wikipedia,wikipedia,football-data
2013-04-18,2013,Sweden,Allsvenskan,1,Domestic,Kalmar FF,IF Elfsborg,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2013-04-18,2013,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,Gefle IF,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2013-04-21,2013,Sweden,Allsvenskan,1,Domestic,BK Häcken,Mjällby AIF,2,0,score,2-0,H,wikipedia,wikipedia,football-data
2013-04-21,2013,Sweden,Allsvenskan,1,Domestic,Halmstads BK,Kalmar FF,1,2,score,1-2,A,wikipedia,wikipedia,football-data
2013-04-21,2013,Sweden,Allsvenskan,1,Domestic,IF Brommapojkarna,Helsingborgs IF,0,2,score,0-2,A,wikipedia,wikipedia,football-data
2013-04-21,2013,Sweden,Allsvenskan,1,Domestic,Åtvidabergs FF,IFK Göteborg,1,2,score,1-2,A,wikipedia,wikipedia,football-data
2013-04-22,2013,Sweden,Allsvenskan,1,Domestic,Gefle IF,AIK,1,2,score,1-2,A,wikipedia,wikipedia,football-data
2013-04-22,2013,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,Djurgårdens IF,2,0,score,2-0,H,wikipedia,wikipedia,football-data
2013-04-22,2013,Sweden,Allsvenskan,1,Domestic,Malmö FF,Östers IF,2,0,score,2-0,H,wikipedia,wikipedia,football-data
2013-04-22,2013,Sweden,Allsvenskan,1,Domestic,Syrianska FC,IFK Norrköping,3,1,score,3-1,H,wikipedia,wikipedia,football-data
2013-04-25,2013,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,Malmö FF,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2013-04-26,2013,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,BK Häcken,4,2,score,4-2,H,wikipedia,wikipedia,football-data
2013-04-27,2013,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,Syrianska FC,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2013-04-27,2013,Sweden,Allsvenskan,1,Domestic,Helsingborgs IF,Gefle IF,5,1,score,5-1,H,wikipedia,wikipedia,football-data
2013-04-27,2013,Sweden,Allsvenskan,1,Domestic,Kalmar FF,Åtvidabergs FF,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2013-04-28,2013,Sweden,Allsvenskan,1,Domestic,AIK,Halmstads BK,3,3,score,3-3,D,wikipedia,wikipedia,football-data
2013-04-28,2013,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,IF Brommapojkarna,4,2,score,4-2,H,wikipedia,wikipedia,football-data
2013-04-28,2013,Sweden,Allsvenskan,1,Domestic,Östers IF,IF Elfsborg,1,3,score,1-3,A,wikipedia,wikipedia,football-data
2013-05-03,2013,Sweden,Allsvenskan,1,Domestic,Malmö FF,IFK Norrköping,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2013-05-04,2013,Sweden,Allsvenskan,1,Domestic,Åtvidabergs FF,Djurgårdens IF,5,1,score,5-1,H,wikipedia,wikipedia,football-data
2013-05-05,2013,Sweden,Allsvenskan,1,Domestic,Halmstads BK,Östers IF,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2013-05-05,2013,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,Mjällby AIF,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2013-05-05,2013,Sweden,Allsvenskan,1,Domestic,Syrianska FC,Helsingborgs IF,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2013-05-06,2013,Sweden,Allsvenskan,1,Domestic,AIK,IFK Göteborg,3,1,score,3-1,H,wikipedia,wikipedia,football-data
2013-05-06,2013,Sweden,Allsvenskan,1,Domestic,BK Häcken,IF Brommapojkarna,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2013-05-06,2013,Sweden,Allsvenskan,1,Domestic,Gefle IF,Kalmar FF,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2013-05-10,2013,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,IF Elfsborg,1,2,score,1-2,A,wikipedia,wikipedia,football-data
2013-05-11,2013,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,Halmstads BK,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2013-05-12,2013,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,Malmö FF,3,2,score,3-2,H,wikipedia,wikipedia,football-data
2013-05-12,2013,Sweden,Allsvenskan,1,Domestic,Kalmar FF,AIK,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2013-05-12,2013,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,Syrianska FC,4,1,score,4-1,H,wikipedia,wikipedia,football-data
2013-05-13,2013,Sweden,Allsvenskan,1,Domestic,Helsingborgs IF,BK Häcken,5,0,score,5-0,H,wikipedia,wikipedia,football-data
2013-05-13,2013,Sweden,Allsvenskan,1,Domestic,IF Brommapojkarna,Gefle IF,4,1,score,4-1,H,wikipedia,wikipedia,football-data
2013-05-13,2013,Sweden,Allsvenskan,1,Domestic,Östers IF,Åtvidabergs FF,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2013-05-17,2013,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,Malmö FF,2,2,score,2-2,D,wikipedia,wikipedia,football-data
2013-05-18,2013,Sweden,Allsvenskan,1,Domestic,IF Brommapojkarna,Syrianska FC,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2013-05-19,2013,Sweden,Allsvenskan,1,Domestic,BK Häcken,Gefle IF,2,2,score,2-2,D,wikipedia,wikipedia,football-data
2013-05-19,2013,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,Halmstads BK,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2013-05-19,2013,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,Kalmar FF,2,0,score,2-0,H,wikipedia,wikipedia,football-data
2013-05-19,2013,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,Åtvidabergs FF,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2013-05-19,2013,Sweden,Allsvenskan,1,Domestic,Östers IF,AIK,2,3,score,2-3,A,wikipedia,wikipedia,football-data
2013-05-20,2013,Sweden,Allsvenskan,1,Domestic,Helsingborgs IF,IF Elfsborg,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2013-05-22,2013,Sweden,Allsvenskan,1,Domestic,AIK,Djurgårdens IF,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2013-05-22,2013,Sweden,Allsvenskan,1,Domestic,Gefle IF,IFK Göteborg,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2013-05-23,2013,Sweden,Allsvenskan,1,Domestic,Halmstads BK,IFK Norrköping,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2013-05-23,2013,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,IF Brommapojkarna,6,0,score,6-0,H,wikipedia,wikipedia,football-data
2013-05-23,2013,Sweden,Allsvenskan,1,Domestic,Kalmar FF,Östers IF,3,1,score,3-1,H,wikipedia,wikipedia,football-data
2013-05-23,2013,Sweden,Allsvenskan,1,Domestic,Syrianska FC,BK Häcken,0,3,score,0-3,A,wikipedia,wikipedia,football-data
2013-05-23,2013,Sweden,Allsvenskan,1,Domestic,Åtvidabergs FF,Mjällby AIF,3,0,score,3-0,H,wikipedia,wikipedia,football-data
2013-05-28,2013,Sweden,Allsvenskan,1,Domestic,Syrianska FC,Gefle IF,2,2,score,2-2,D,wikipedia,wikipedia,football-data
2013-05-29,2013,Sweden,Allsvenskan,1,Domestic,Malmö FF,Helsingborgs IF,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2013-05-30,2013,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,Kalmar FF,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2013-05-30,2013,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,AIK,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2013-05-31,2013,Sweden,Allsvenskan,1,Domestic,Östers IF,IFK Göteborg,2,0,score,2-0,H,wikipedia,wikipedia,football-data
2013-06-01,2013,Sweden,Allsvenskan,1,Domestic,BK Häcken,IF Elfsborg,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2013-06-01,2013,Sweden,Allsvenskan,1,Domestic,Helsingborgs IF,Åtvidabergs FF,3,0,score,3-0,H,wikipedia,wikipedia,football-data
2013-06-01,2013,Sweden,Allsvenskan,1,Domestic,IF Brommapojkarna,Malmö FF,1,3,score,1-3,A,wikipedia,wikipedia,football-data
2013-06-01,2013,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,Halmstads BK,5,1,score,5-1,H,wikipedia,wikipedia,football-data
2013-06-15,2013,Sweden,Allsvenskan,1,Domestic,Gefle IF,Östers IF,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2013-06-17,2013,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,Djurgårdens IF,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2013-06-17,2013,Sweden,Allsvenskan,1,Domestic,Kalmar FF,IFK Norrköping,2,2,score,2-2,D,wikipedia,wikipedia,football-data
2013-06-19,2013,Sweden,Allsvenskan,1,Domestic,BK Häcken,Åtvidabergs FF,0,2,score,0-2,A,wikipedia,wikipedia,football-data
2013-06-19,2013,Sweden,Allsvenskan,1,Domestic,IF Brommapojkarna,Halmstads BK,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2013-06-19,2013,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,Gefle IF,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2013-06-20,2013,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,IFK Göteborg,1,2,score,1-2,A,wikipedia,wikipedia,football-data
2013-06-20,2013,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,Kalmar FF,0,2,score,0-2,A,wikipedia,wikipedia,football-data
2013-06-20,2013,Sweden,Allsvenskan,1,Domestic,Syrianska FC,Malmö FF,2,3,score,2-3,A,wikipedia,wikipedia,football-data
2013-06-23,2013,Sweden,Allsvenskan,1,Domestic,Halmstads BK,BK Häcken,0,2,score,0-2,A,wikipedia,wikipedia,football-data
2013-06-23,2013,Sweden,Allsvenskan,1,Domestic,Kalmar FF,Helsingborgs IF,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2013-06-23,2013,Sweden,Allsvenskan,1,Domestic,Åtvidabergs FF,Syrianska FC,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2013-06-24,2013,Sweden,Allsvenskan,1,Domestic,AIK,IF Brommapojkarna,4,0,score,4-0,H,wikipedia,wikipedia,football-data
2013-06-24,2013,Sweden,Allsvenskan,1,Domestic,Gefle IF,Djurgårdens IF,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2013-06-24,2013,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,Mjällby AIF,4,2,score,4-2,H,wikipedia,wikipedia,football-data
2013-06-24,2013,Sweden,Allsvenskan,1,Domestic,Malmö FF,IF Elfsborg,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2013-06-24,2013,Sweden,Allsvenskan,1,Domestic,Östers IF,IFK Norrköping,0,2,score,0-2,A,wikipedia,wikipedia,football-data
2013-06-27,2013,Sweden,Allsvenskan,1,Domestic,Helsingborgs IF,AIK,1,2,score,1-2,A,wikipedia,wikipedia,football-data
2013-06-27,2013,Sweden,Allsvenskan,1,Domestic,Malmö FF,BK Häcken,1,3,score,1-3,A,wikipedia,wikipedia,football-data
2013-06-30,2013,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,Östers IF,2,0,score,2-0,H,wikipedia,wikipedia,football-data
2013-06-30,2013,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,Syrianska FC,5,1,score,5-1,H,wikipedia,wikipedia,football-data
2013-07-01,2013,Sweden,Allsvenskan,1,Domestic,AIK,Mjällby AIF,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2013-07-01,2013,Sweden,Allsvenskan,1,Domestic,Åtvidabergs FF,IF Brommapojkarna,4,1,score,4-1,H,wikipedia,wikipedia,football-data
2013-07-06,2013,Sweden,Allsvenskan,1,Domestic,IF Brommapojkarna,Kalmar FF,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2013-07-06,2013,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,Åtvidabergs FF,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2013-07-06,2013,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,Östers IF,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2013-07-07,2013,Sweden,Allsvenskan,1,Domestic,AIK,BK Häcken,2,0,score,2-0,H,wikipedia,wikipedia,football-data
2013-07-07,2013,Sweden,Allsvenskan,1,Domestic,Malmö FF,Gefle IF,3,1,score,3-1,H,wikipedia,wikipedia,football-data
2013-07-07,2013,Sweden,Allsvenskan,1,Domestic,Syrianska FC,Halmstads BK,1,2,score,1-2,A,wikipedia,wikipedia,football-data
2013-07-08,2013,Sweden,Allsvenskan,1,Domestic,Helsingborgs IF,IFK Göteborg,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2013-07-13,2013,Sweden,Allsvenskan,1,Domestic,BK Häcken,Kalmar FF,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2013-07-13,2013,Sweden,Allsvenskan,1,Domestic,IF Brommapojkarna,IFK Göteborg,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2013-07-13,2013,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,Halmstads BK,2,2,score,2-2,D,wikipedia,wikipedia,football-data
2013-07-14,2013,Sweden,Allsvenskan,1,Domestic,Gefle IF,IFK Norrköping,2,2,score,2-2,D,wikipedia,wikipedia,football-data
2013-07-14,2013,Sweden,Allsvenskan,1,Domestic,Malmö FF,Åtvidabergs FF,4,0,score,4-0,H,wikipedia,wikipedia,football-data
2013-07-14,2013,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,Djurgårdens IF,2,0,score,2-0,H,wikipedia,wikipedia,football-data
2013-07-14,2013,Sweden,Allsvenskan,1,Domestic,Syrianska FC,AIK,1,2,score,1-2,A,wikipedia,wikipedia,football-data
2013-07-15,2013,Sweden,Allsvenskan,1,Domestic,Helsingborgs IF,Östers IF,3,0,score,3-0,H,wikipedia,wikipedia,football-data
2013-07-21,2013,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,IFK Norrköping,1,2,score,1-2,A,wikipedia,wikipedia,football-data
2013-07-22,2013,Sweden,Allsvenskan,1,Domestic,BK Häcken,AIK,2,3,score,2-3,A,wikipedia,wikipedia,football-data
2013-07-24,2013,Sweden,Allsvenskan,1,Domestic,Halmstads BK,Helsingborgs IF,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2013-07-27,2013,Sweden,Allsvenskan,1,Domestic,Kalmar FF,IF Brommapojkarna,2,2,score,2-2,D,wikipedia,wikipedia,football-data
2013-07-27,2013,Sweden,Allsvenskan,1,Domestic,Åtvidabergs FF,IF Elfsborg,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2013-07-27,2013,Sweden,Allsvenskan,1,Domestic,Östers IF,Mjällby AIF,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2013-07-28,2013,Sweden,Allsvenskan,1,Domestic,Gefle IF,Malmö FF,2,0,score,2-0,H,wikipedia,wikipedia,football-data
2013-07-28,2013,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,Helsingborgs IF,2,4,score,2-4,A,wikipedia,wikipedia,football-data
2013-07-29,2013,Sweden,Allsvenskan,1,Domestic,Halmstads BK,Syrianska FC,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2013-08-03,2013,Sweden,Allsvenskan,1,Domestic,AIK,IF Elfsborg,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2013-08-03,2013,Sweden,Allsvenskan,1,Domestic,Kalmar FF,Syrianska FC,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2013-08-03,2013,Sweden,Allsvenskan,1,Domestic,Östers IF,IF Brommapojkarna,1,1,fixture_unique,1-1,D,wikipedia,wikipedia,football-data
2013-08-04,2013,Sweden,Allsvenskan,1,Domestic,Halmstads BK,Malmö FF,1,3,score,1-3,A,wikipedia,wikipedia,football-data
2013-08-04,2013,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,BK Häcken,3,1,score,3-1,H,wikipedia,wikipedia,football-data
2013-08-04,2013,Sweden,Allsvenskan,1,Domestic,Åtvidabergs FF,Gefle IF,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2013-08-05,2013,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,Helsingborgs IF,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2013-08-05,2013,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,Mjällby AIF,3,2,score,3-2,H,wikipedia,wikipedia,football-data
2013-08-10,2013,Sweden,Allsvenskan,1,Domestic,IF Brommapojkarna,Djurgårdens IF,3,0,score,3-0,H,wikipedia,wikipedia,football-data
2013-08-10,2013,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,Kalmar FF,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2013-08-10,2013,Sweden,Allsvenskan,1,Domestic,Åtvidabergs FF,Halmstads BK,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2013-08-11,2013,Sweden,Allsvenskan,1,Domestic,BK Häcken,Östers IF,0,2,score,0-2,A,wikipedia,wikipedia,football-data
2013-08-11,2013,Sweden,Allsvenskan,1,Domestic,Gefle IF,Mjällby AIF,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2013-08-11,2013,Sweden,Allsvenskan,1,Domestic,Helsingborgs IF,IFK Norrköping,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2013-08-11,2013,Sweden,Allsvenskan,1,Domestic,Malmö FF,AIK,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2013-08-11,2013,Sweden,Allsvenskan,1,Domestic,Syrianska FC,IFK Göteborg,0,2,score,0-2,A,wikipedia,wikipedia,football-data
2013-08-16,2013,Sweden,Allsvenskan,1,Domestic,Östers IF,Syrianska FC,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2013-08-17,2013,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,IF Elfsborg,3,1,score,3-1,H,wikipedia,wikipedia,football-data
2013-08-17,2013,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,IF Brommapojkarna,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2013-08-18,2013,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,BK Häcken,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2013-08-18,2013,Sweden,Allsvenskan,1,Domestic,Halmstads BK,Gefle IF,2,2,score,2-2,D,wikipedia,wikipedia,football-data
2013-08-18,2013,Sweden,Allsvenskan,1,Domestic,Kalmar FF,Malmö FF,1,4,score,1-4,A,wikipedia,wikipedia,football-data
2013-08-19,2013,Sweden,Allsvenskan,1,Domestic,AIK,Åtvidabergs FF,3,2,score,3-2,H,wikipedia,wikipedia,football-data
2013-08-19,2013,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,Helsingborgs IF,4,3,score,4-3,H,wikipedia,wikipedia,football-data
2013-08-22,2013,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,Djurgårdens IF,2,3,score,2-3,A,wikipedia,wikipedia,football-data
2013-08-25,2013,Sweden,Allsvenskan,1,Domestic,Gefle IF,Helsingborgs IF,1,2,score,1-2,A,wikipedia,wikipedia,football-data
2013-08-25,2013,Sweden,Allsvenskan,1,Domestic,Halmstads BK,AIK,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2013-08-25,2013,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,Östers IF,2,4,score,2-4,A,wikipedia,wikipedia,football-data
2013-08-25,2013,Sweden,Allsvenskan,1,Domestic,Malmö FF,IFK Göteborg,3,1,score,3-1,H,wikipedia,wikipedia,football-data
2013-08-26,2013,Sweden,Allsvenskan,1,Domestic,BK Häcken,IFK Norrköping,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2013-08-26,2013,Sweden,Allsvenskan,1,Domestic,IF Brommapojkarna,Mjällby AIF,2,0,score,2-0,H,wikipedia,wikipedia,football-data
2013-08-26,2013,Sweden,Allsvenskan,1,Domestic,Syrianska FC,Djurgårdens IF,1,3,score,1-3,A,wikipedia,wikipedia,football-data
2013-08-26,2013,Sweden,Allsvenskan,1,Domestic,Åtvidabergs FF,Kalmar FF,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2013-08-30,2013,Sweden,Allsvenskan,1,Domestic,Helsingborgs IF,IF Brommapojkarna,4,2,score,4-2,H,wikipedia,wikipedia,football-data
2013-08-31,2013,Sweden,Allsvenskan,1,Domestic,AIK,Gefle IF,3,0,score,3-0,H,wikipedia,wikipedia,football-data
2013-09-01,2013,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,IF Elfsborg,1,2,score,1-2,A,wikipedia,wikipedia,football-data
2013-09-01,2013,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,Åtvidabergs FF,3,0,score,3-0,H,wikipedia,wikipedia,football-data
2013-09-01,2013,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,Syrianska FC,6,1,score,6-1,H,wikipedia,wikipedia,football-data
2013-09-01,2013,Sweden,Allsvenskan,1,Domestic,Kalmar FF,Halmstads BK,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2013-09-01,2013,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,BK Häcken,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2013-09-01,2013,Sweden,Allsvenskan,1,Domestic,Östers IF,Malmö FF,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2013-09-14,2013,Sweden,Allsvenskan,1,Domestic,Gefle IF,IF Brommapojkarna,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2013-09-14,2013,Sweden,Allsvenskan,1,Domestic,Åtvidabergs FF,Östers IF,4,0,score,4-0,H,wikipedia,wikipedia,football-data
2013-09-15,2013,Sweden,Allsvenskan,1,Domestic,AIK,Kalmar FF,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2013-09-15,2013,Sweden,Allsvenskan,1,Domestic,BK Häcken,Helsingborgs IF,3,2,score,3-2,H,wikipedia,wikipedia,football-data
2013-09-15,2013,Sweden,Allsvenskan,1,Domestic,Halmstads BK,IFK Göteborg,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2013-09-15,2013,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,IFK Norrköping,4,1,score,4-1,H,wikipedia,wikipedia,football-data
2013-09-15,2013,Sweden,Allsvenskan,1,Domestic,Syrianska FC,Mjällby AIF,1,2,score,1-2,A,wikipedia,wikipedia,football-data
2013-09-16,2013,Sweden,Allsvenskan,1,Domestic,Malmö FF,Djurgårdens IF,0,2,score,0-2,A,wikipedia,wikipedia,football-data
2013-09-20,2013,Sweden,Allsvenskan,1,Domestic,Östers IF,Halmstads BK,0,1,score,0-1,A,wikipedia,wikipedia,football-data
