Date,Season,Country,League,Tier,CompetitionType,Home,Away,HomeScore,AwayScore,Score,Result,FixtureSource,ResultSource,DateSource
2025-03-29,2025,Sweden,Allsvenskan,1,Domestic,BK Häcken,IF Brommapojkarna,2,0,2-0,H,wikipedia,wikipedia,football-data
2025-03-29,2025,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,Malmö FF,0,1,0-1,A,wikipedia,wikipedia,football-data
2025-03-30,2025,Sweden,Allsvenskan,1,Domestic,Halmstads BK,Degerfors IF,0,5,0-5,A,wikipedia,wikipedia,football-data
2025-03-30,2025,Sweden,Allsvenskan,1,Domestic,Hammarby IF,IFK Göteborg,4,0,4-0,H,wikipedia,wikipedia,football-data
2025-03-30,2025,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,Mjällby AIF,2,2,2-2,D,wikipedia,wikipedia,football-data
2025-03-30,2025,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,Östers IF,4,3,4-3,H,wikipedia,wikipedia,football-data
2025-03-31,2025,Sweden,Allsvenskan,1,Domestic,GAIS,AIK,0,1,0-1,A,wikipedia,wikipedia,football-data
2025-03-31,2025,Sweden,Allsvenskan,1,Domestic,IFK Värnamo,IK Sirius,1,2,1-2,A,wikipedia,wikipedia,football-data
2025-04-05,2025,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,Halmstads BK,1,0,1-0,H,wikipedia,wikipedia,football-data
2025-04-05,2025,Sweden,Allsvenskan,1,Domestic,IK Sirius,Djurgårdens IF,0,1,0-1,A,wikipedia,wikipedia,football-data
2025-04-05,2025,Sweden,Allsvenskan,1,Domestic,Östers IF,BK Häcken,2,0,2-0,H,wikipedia,wikipedia,football-data
2025-04-06,2025,Sweden,Allsvenskan,1,Domestic,AIK,IFK Norrköping,4,3,4-3,H,wikipedia,wikipedia,football-data
2025-04-06,2025,Sweden,Allsvenskan,1,Domestic,Degerfors IF,IFK Värnamo,1,0,1-0,H,wikipedia,wikipedia,football-data
2025-04-06,2025,Sweden,Allsvenskan,1,Domestic,IF Brommapojkarna,Hammarby IF,0,2,0-2,A,wikipedia,wikipedia,football-data
2025-04-06,2025,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,GAIS,1,1,1-1,D,wikipedia,wikipedia,football-data
2025-04-07,2025,Sweden,Allsvenskan,1,Domestic,Malmö FF,IF Elfsborg,2,1,2-1,H,wikipedia,wikipedia,football-data
2025-04-12,2025,Sweden,Allsvenskan,1,Domestic,BK Häcken,Mjällby AIF,0,3,0-3,A,wikipedia,wikipedia,football-data
2025-04-12,2025,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,IFK Norrköping,2,0,2-0,H,wikipedia,wikipedia,football-data
2025-04-13,2025,Sweden,Allsvenskan,1,Domestic,GAIS,Degerfors IF,2,0,2-0,H,wikipedia,wikipedia,football-data
2025-04-13,2025,Sweden,Allsvenskan,1,Domestic,Hammarby IF,Djurgårdens IF,2,0,2-0,H,wikipedia,wikipedia,football-data
2025-04-13,2025,Sweden,Allsvenskan,1,Domestic,IFK Värnamo,IFK Göteborg,0,1,0-1,A,wikipedia,wikipedia,football-data
2025-04-13,2025,Sweden,Allsvenskan,1,Domestic,IK Sirius,IF Brommapojkarna,0,3,0-3,A,wikipedia,wikipedia,football-data
2025-04-14,2025,Sweden,Allsvenskan,1,Domestic,AIK,Malmö FF,0,0,0-0,D,wikipedia,wikipedia,football-data
2025-04-14,2025,Sweden,Allsvenskan,1,Domestic,Halmstads BK,Östers IF,1,0,1-0,H,wikipedia,wikipedia,football-data
2025-04-18,2025,Sweden,Allsvenskan,1,Domestic,Malmö FF,IK Sirius,1,1,1-1,D,wikipedia,wikipedia,football-data
2025-04-18,2025,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,Hammarby IF,3,1,3-1,H,wikipedia,wikipedia,football-data
2025-04-19,2025,Sweden,Allsvenskan,1,Domestic,Degerfors IF,IF Elfsborg,0,1,0-1,A,wikipedia,wikipedia,football-data
2025-04-19,2025,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,Halmstads BK,3,0,3-0,H,wikipedia,wikipedia,football-data
2025-04-20,2025,Sweden,Allsvenskan,1,Domestic,IF Brommapojkarna,IFK Värnamo,3,2,3-2,H,wikipedia,wikipedia,football-data
2025-04-20,2025,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,BK Häcken,2,3,2-3,A,wikipedia,wikipedia,football-data
2025-04-20,2025,Sweden,Allsvenskan,1,Domestic,Östers IF,AIK,0,1,0-1,A,wikipedia,wikipedia,football-data
2025-04-21,2025,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,GAIS,0,0,0-0,D,wikipedia,wikipedia,football-data
2025-04-23,2025,Sweden,Allsvenskan,1,Domestic,BK Häcken,Degerfors IF,3,4,3-4,A,wikipedia,wikipedia,football-data
2025-04-23,2025,Sweden,Allsvenskan,1,Domestic,Halmstads BK,Mjällby AIF,1,3,1-3,A,wikipedia,wikipedia,football-data
2025-04-23,2025,Sweden,Allsvenskan,1,Domestic,Hammarby IF,Malmö FF,2,0,2-0,H,wikipedia,wikipedia,football-data
2025-04-23,2025,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,IK Sirius,4,3,4-3,H,wikipedia,wikipedia,football-data
2025-04-24,2025,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,Östers IF,1,0,1-0,H,wikipedia,wikipedia,football-data
2025-04-24,2025,Sweden,Allsvenskan,1,Domestic,GAIS,IF Brommapojkarna,1,1,1-1,D,wikipedia,wikipedia,football-data
2025-04-24,2025,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,IFK Göteborg,2,3,2-3,A,wikipedia,wikipedia,football-data
2025-04-24,2025,Sweden,Allsvenskan,1,Domestic,IFK Värnamo,AIK,1,2,1-2,A,wikipedia,wikipedia,football-data
2025-04-27,2025,Sweden,Allsvenskan,1,Domestic,AIK,IF Elfsborg,2,0,2-0,H,wikipedia,wikipedia,football-data
2025-04-27,2025,Sweden,Allsvenskan,1,Domestic,BK Häcken,Hammarby IF,1,1,1-1,D,wikipedia,wikipedia,football-data
2025-04-27,2025,Sweden,Allsvenskan,1,Domestic,IFK Värnamo,IFK Norrköping,1,3,1-3,A,wikipedia,wikipedia,football-data
2025-04-27,2025,Sweden,Allsvenskan,1,Domestic,IK Sirius,Halmstads BK,1,1,1-1,D,wikipedia,wikipedia,football-data
2025-04-27,2025,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,Degerfors IF,4,1,4-1,H,wikipedia,wikipedia,football-data
2025-04-28,2025,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,GAIS,1,1,1-1,D,wikipedia,wikipedia,football-data
2025-04-29,2025,Sweden,Allsvenskan,1,Domestic,Malmö FF,Östers IF,2,0,2-0,H,wikipedia,wikipedia,football-data
2025-05-03,2025,Sweden,Allsvenskan,1,Domestic,Degerfors IF,IK Sirius,1,1,1-1,D,wikipedia,wikipedia,football-data
2025-05-03,2025,Sweden,Allsvenskan,1,Domestic,Halmstads BK,IFK Värnamo,4,2,4-2,H,wikipedia,wikipedia,football-data
2025-05-04,2025,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,AIK,1,1,1-1,D,wikipedia,wikipedia,football-data
2025-05-04,2025,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,BK Häcken,0,2,0-2,A,wikipedia,wikipedia,football-data
2025-05-04,2025,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,IFK Göteborg,1,0,1-0,H,wikipedia,wikipedia,football-data
2025-05-04,2025,Sweden,Allsvenskan,1,Domestic,Östers IF,Hammarby IF,0,3,0-3,A,wikipedia,wikipedia,football-data
2025-05-05,2025,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,GAIS,2,0,2-0,H,wikipedia,wikipedia,football-data
2025-05-05,2025,Sweden,Allsvenskan,1,Domestic,Malmö FF,IF Brommapojkarna,1,2,1-2,A,wikipedia,wikipedia,football-data
2025-05-10,2025,Sweden,Allsvenskan,1,Domestic,GAIS,IFK Värnamo,1,1,1-1,D,wikipedia,wikipedia,football-data
2025-05-10,2025,Sweden,Allsvenskan,1,Domestic,IF Brommapojkarna,Halmstads BK,0,1,0-1,A,wikipedia,wikipedia,football-data
2025-05-10,2025,Sweden,Allsvenskan,1,Domestic,IK Sirius,BK Häcken,2,0,2-0,H,wikipedia,wikipedia,football-data
2025-05-11,2025,Sweden,Allsvenskan,1,Domestic,AIK,Mjällby AIF,2,1,2-1,H,wikipedia,wikipedia,football-data
2025-05-11,2025,Sweden,Allsvenskan,1,Domestic,Degerfors IF,Malmö FF,1,4,1-4,A,wikipedia,wikipedia,football-data
2025-05-11,2025,Sweden,Allsvenskan,1,Domestic,Hammarby IF,IFK Norrköping,1,1,1-1,D,wikipedia,wikipedia,football-data
2025-05-11,2025,Sweden,Allsvenskan,1,Domestic,Östers IF,IF Elfsborg,0,1,0-1,A,wikipedia,wikipedia,football-data
2025-05-12,2025,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,Djurgårdens IF,1,2,1-2,A,wikipedia,wikipedia,football-data
2025-05-14,2025,Sweden,Allsvenskan,1,Domestic,BK Häcken,AIK,3,3,3-3,D,wikipedia,wikipedia,football-data
2025-05-14,2025,Sweden,Allsvenskan,1,Domestic,Halmstads BK,GAIS,1,3,1-3,A,wikipedia,wikipedia,football-data
2025-05-14,2025,Sweden,Allsvenskan,1,Domestic,Hammarby IF,IK Sirius,3,2,3-2,H,wikipedia,wikipedia,football-data
2025-05-15,2025,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,Mjällby AIF,1,3,1-3,A,wikipedia,wikipedia,football-data
2025-05-15,2025,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,IF Brommapojkarna,4,3,4-3,H,wikipedia,wikipedia,football-data
2025-05-15,2025,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,Östers IF,0,1,0-1,A,wikipedia,wikipedia,football-data
2025-05-15,2025,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,Degerfors IF,1,2,1-2,A,wikipedia,wikipedia,football-data
