Date,Season,Country,League,Tier,CompetitionType,Home,Away,HomeScore,AwayScore,Score,Result,FixtureSource,ResultSource,DateSource
2017-04-01,2017,Sweden,Allsvenskan,1,Domestic,Göteborg,Malmö,1,1,1-1,D,wikipedia,wikipedia,football-data
2017-04-01,2017,Sweden,Allsvenskan,1,Domestic,Halmstad,Östersund,1,0,1-0,H,wikipedia,wikipedia,football-data
2017-04-02,2017,Sweden,Allsvenskan,1,Domestic,AIK,Häcken,0,0,0-0,D,wikipedia,wikipedia,football-data
2017-04-02,2017,Sweden,Allsvenskan,1,Domestic,Norrköping,Hammarby,2,1,2-1,H,wikipedia,wikipedia,football-data
2017-04-02,2017,Sweden,Allsvenskan,1,Domestic,Sundsvall,Eskilstuna,3,1,3-1,H,wikipedia,wikipedia,football-data
2017-04-03,2017,Sweden,Allsvenskan,1,Domestic,Djurgården,Sirius,0,2,0-2,A,wikipedia,wikipedia,football-data
2017-04-03,2017,Sweden,Allsvenskan,1,Domestic,Kalmar,Elfsborg,1,5,1-5,A,wikipedia,wikipedia,football-data
2017-04-03,2017,Sweden,Allsvenskan,1,Domestic,Örebro,J-Södra,2,1,2-1,H,wikipedia,wikipedia,football-data
2017-04-08,2017,Sweden,Allsvenskan,1,Domestic,Eskilstuna,Örebro,2,2,2-2,D,wikipedia,wikipedia,football-data
2017-04-09,2017,Sweden,Allsvenskan,1,Domestic,Hammarby,Kalmar,1,1,1-1,D,wikipedia,wikipedia,football-data
2017-04-09,2017,Sweden,Allsvenskan,1,Domestic,Häcken,Djurgården,0,0,0-0,D,wikipedia,wikipedia,football-data
2017-04-09,2017,Sweden,Allsvenskan,1,Domestic,J-Södra,Halmstad,2,2,2-2,D,wikipedia,wikipedia,football-data
2017-04-09,2017,Sweden,Allsvenskan,1,Domestic,Sirius,Göteborg,0,2,0-2,A,wikipedia,wikipedia,football-data
2017-04-09,2017,Sweden,Allsvenskan,1,Domestic,Östersund,Norrköping,1,0,1-0,H,wikipedia,wikipedia,football-data
2017-04-10,2017,Sweden,Allsvenskan,1,Domestic,Elfsborg,AIK,1,2,1-2,A,wikipedia,wikipedia,football-data
2017-04-11,2017,Sweden,Allsvenskan,1,Domestic,Malmö,Sundsvall,2,0,2-0,H,wikipedia,wikipedia,football-data
2017-04-16,2017,Sweden,Allsvenskan,1,Domestic,Djurgården,Elfsborg,3,0,3-0,H,wikipedia,wikipedia,football-data
2017-04-16,2017,Sweden,Allsvenskan,1,Domestic,Halmstad,Malmö,0,3,0-3,A,wikipedia,wikipedia,football-data
2017-04-16,2017,Sweden,Allsvenskan,1,Domestic,Sundsvall,Häcken,1,2,1-2,A,wikipedia,wikipedia,football-data
2017-04-16,2017,Sweden,Allsvenskan,1,Domestic,Örebro,Östersund,2,1,2-1,H,wikipedia,wikipedia,football-data
2017-04-17,2017,Sweden,Allsvenskan,1,Domestic,AIK,Hammarby,1,2,1-2,A,wikipedia,wikipedia,football-data
2017-04-17,2017,Sweden,Allsvenskan,1,Domestic,Göteborg,Eskilstuna,1,1,1-1,D,wikipedia,wikipedia,football-data
2017-04-17,2017,Sweden,Allsvenskan,1,Domestic,Kalmar,J-Södra,1,3,1-3,A,wikipedia,wikipedia,football-data
2017-04-17,2017,Sweden,Allsvenskan,1,Domestic,Norrköping,Sirius,0,2,0-2,A,wikipedia,wikipedia,football-data
2017-04-20,2017,Sweden,Allsvenskan,1,Domestic,Elfsborg,Örebro,3,0,3-0,H,wikipedia,wikipedia,football-data
2017-04-22,2017,Sweden,Allsvenskan,1,Domestic,J-Södra,AIK,2,1,2-1,H,wikipedia,wikipedia,football-data
2017-04-23,2017,Sweden,Allsvenskan,1,Domestic,Eskilstuna,Halmstad,0,0,0-0,D,wikipedia,wikipedia,football-data
2017-04-23,2017,Sweden,Allsvenskan,1,Domestic,Hammarby,Sundsvall,0,0,0-0,D,wikipedia,wikipedia,football-data
2017-04-23,2017,Sweden,Allsvenskan,1,Domestic,Häcken,Norrköping,1,2,1-2,A,wikipedia,wikipedia,football-data
2017-04-23,2017,Sweden,Allsvenskan,1,Domestic,Östersund,Göteborg,1,1,1-1,D,wikipedia,wikipedia,football-data
2017-04-24,2017,Sweden,Allsvenskan,1,Domestic,Malmö,Djurgården,3,2,3-2,H,wikipedia,wikipedia,football-data
2017-04-24,2017,Sweden,Allsvenskan,1,Domestic,Sirius,Kalmar,3,0,3-0,H,wikipedia,wikipedia,football-data
2017-04-26,2017,Sweden,Allsvenskan,1,Domestic,Eskilstuna,Östersund,1,3,1-3,A,wikipedia,wikipedia,football-data
2017-04-26,2017,Sweden,Allsvenskan,1,Domestic,Göteborg,Hammarby,1,1,1-1,D,wikipedia,wikipedia,football-data
2017-04-26,2017,Sweden,Allsvenskan,1,Domestic,Sundsvall,Elfsborg,1,1,1-1,D,wikipedia,wikipedia,football-data
2017-04-26,2017,Sweden,Allsvenskan,1,Domestic,Örebro,Häcken,0,0,0-0,D,wikipedia,wikipedia,football-data
2017-04-27,2017,Sweden,Allsvenskan,1,Domestic,AIK,Sirius,1,0,1-0,H,wikipedia,wikipedia,football-data
2017-04-27,2017,Sweden,Allsvenskan,1,Domestic,Halmstad,Djurgården,0,1,0-1,A,wikipedia,wikipedia,football-data
2017-04-27,2017,Sweden,Allsvenskan,1,Domestic,Kalmar,Malmö,0,0,0-0,D,wikipedia,wikipedia,football-data
2017-04-27,2017,Sweden,Allsvenskan,1,Domestic,Norrköping,J-Södra,3,0,3-0,H,wikipedia,wikipedia,football-data
2017-04-29,2017,Sweden,Allsvenskan,1,Domestic,Hammarby,Eskilstuna,4,0,4-0,H,wikipedia,wikipedia,football-data
2017-04-30,2017,Sweden,Allsvenskan,1,Domestic,AIK,Sundsvall,0,0,0-0,D,wikipedia,wikipedia,football-data
