Date,Season,Country,League,Tier,CompetitionType,Home,Away,HomeScore,AwayScore,Score,Result,FixtureSource,ResultSource,DateSource
2018-04-01,2018,Sweden,Allsvenskan,1,Domestic,Hammarby,Sirius,3,1,3-1,H,wikipedia,wikipedia,football-data
2018-04-01,2018,Sweden,Allsvenskan,1,Domestic,Häcken,Kalmar,1,0,1-0,H,wikipedia,wikipedia,football-data
2018-04-01,2018,Sweden,Allsvenskan,1,Domestic,Trelleborg,Göteborg,1,3,1-3,A,wikipedia,wikipedia,football-data
2018-04-01,2018,Sweden,Allsvenskan,1,Domestic,Östersund,Djurgården,0,1,0-1,A,wikipedia,wikipedia,football-data
2018-04-02,2018,Sweden,Allsvenskan,1,Domestic,AIK,Dalkurd,2,0,2-0,H,wikipedia,wikipedia,football-data
2018-04-02,2018,Sweden,Allsvenskan,1,Domestic,Elfsborg,Malmö,1,2,1-2,A,wikipedia,wikipedia,football-data
2018-04-02,2018,Sweden,Allsvenskan,1,Domestic,Norrköping,Brommapojkarna,2,1,2-1,H,wikipedia,wikipedia,football-data
2018-04-02,2018,Sweden,Allsvenskan,1,Domestic,Sundsvall,Örebro,0,0,0-0,D,wikipedia,wikipedia,football-data
2018-04-07,2018,Sweden,Allsvenskan,1,Domestic,Örebro,Norrköping,1,1,1-1,D,wikipedia,wikipedia,football-data
2018-04-08,2018,Sweden,Allsvenskan,1,Domestic,Dalkurd,Östersund,3,0,3-0,H,wikipedia,wikipedia,football-data
2018-04-08,2018,Sweden,Allsvenskan,1,Domestic,Djurgården,Trelleborg,1,1,1-1,D,wikipedia,wikipedia,football-data
2018-04-08,2018,Sweden,Allsvenskan,1,Domestic,Kalmar,Elfsborg,1,0,1-0,H,wikipedia,wikipedia,football-data
2018-04-09,2018,Sweden,Allsvenskan,1,Domestic,Brommapojkarna,Häcken,2,0,2-0,H,wikipedia,wikipedia,football-data
2018-04-09,2018,Sweden,Allsvenskan,1,Domestic,Malmö,AIK,1,1,1-1,D,wikipedia,wikipedia,football-data
2018-04-10,2018,Sweden,Allsvenskan,1,Domestic,Göteborg,Hammarby,1,2,1-2,A,wikipedia,wikipedia,football-data
2018-04-13,2018,Sweden,Allsvenskan,1,Domestic,Sundsvall,Malmö,2,2,2-2,D,wikipedia,wikipedia,football-data
2018-04-13,2018,Sweden,Allsvenskan,1,Domestic,Trelleborg,Örebro,1,2,1-2,A,wikipedia,wikipedia,football-data
2018-04-14,2018,Sweden,Allsvenskan,1,Domestic,Elfsborg,Sirius,0,1,0-1,A,wikipedia,wikipedia,football-data
2018-04-14,2018,Sweden,Allsvenskan,1,Domestic,Häcken,Dalkurd,3,0,3-0,H,wikipedia,wikipedia,football-data
2018-04-15,2018,Sweden,Allsvenskan,1,Domestic,AIK,Djurgården,2,0,2-0,H,wikipedia,wikipedia,football-data
2018-04-15,2018,Sweden,Allsvenskan,1,Domestic,Norrköping,Kalmar,3,1,3-1,H,wikipedia,wikipedia,football-data
2018-04-15,2018,Sweden,Allsvenskan,1,Domestic,Östersund,Göteborg,2,1,2-1,H,wikipedia,wikipedia,football-data
2018-04-16,2018,Sweden,Allsvenskan,1,Domestic,Hammarby,Brommapojkarna,4,0,4-0,H,wikipedia,wikipedia,football-data
2018-04-17,2018,Sweden,Allsvenskan,1,Domestic,Sundsvall,Trelleborg,1,0,1-0,H,wikipedia,wikipedia,football-data
2018-04-18,2018,Sweden,Allsvenskan,1,Domestic,Djurgården,Malmö,3,0,3-0,H,wikipedia,wikipedia,football-data
2018-04-18,2018,Sweden,Allsvenskan,1,Domestic,Kalmar,Östersund,1,1,1-1,D,wikipedia,wikipedia,football-data
2018-04-18,2018,Sweden,Allsvenskan,1,Domestic,Sirius,Häcken,0,0,0-0,D,wikipedia,wikipedia,football-data
2018-04-18,2018,Sweden,Allsvenskan,1,Domestic,Örebro,AIK,1,1,1-1,D,wikipedia,wikipedia,football-data
2018-04-19,2018,Sweden,Allsvenskan,1,Domestic,Brommapojkarna,Elfsborg,0,2,0-2,A,wikipedia,wikipedia,football-data
2018-04-19,2018,Sweden,Allsvenskan,1,Domestic,Göteborg,Dalkurd,1,0,1-0,H,wikipedia,wikipedia,football-data
2018-04-19,2018,Sweden,Allsvenskan,1,Domestic,Hammarby,Norrköping,2,1,2-1,H,wikipedia,wikipedia,football-data
2018-04-21,2018,Sweden,Allsvenskan,1,Domestic,Östersund,Örebro,0,2,0-2,A,wikipedia,wikipedia,football-data
2018-04-22,2018,Sweden,Allsvenskan,1,Domestic,AIK,Göteborg,2,0,2-0,H,wikipedia,wikipedia,football-data
2018-04-22,2018,Sweden,Allsvenskan,1,Domestic,Dalkurd,Sundsvall,2,2,2-2,D,wikipedia,wikipedia,football-data
2018-04-22,2018,Sweden,Allsvenskan,1,Domestic,Häcken,Hammarby,2,2,2-2,D,wikipedia,wikipedia,football-data
2018-04-22,2018,Sweden,Allsvenskan,1,Domestic,Trelleborg,Kalmar,0,1,0-1,A,wikipedia,wikipedia,football-data
2018-04-23,2018,Sweden,Allsvenskan,1,Domestic,Elfsborg,Djurgården,2,2,2-2,D,wikipedia,wikipedia,football-data
2018-04-23,2018,Sweden,Allsvenskan,1,Domestic,Malmö,Brommapojkarna,3,1,3-1,H,wikipedia,wikipedia,football-data
2018-04-23,2018,Sweden,Allsvenskan,1,Domestic,Norrköping,Sirius,1,0,1-0,H,wikipedia,wikipedia,football-data
2018-04-27,2018,Sweden,Allsvenskan,1,Domestic,AIK,Sirius,2,0,2-0,H,wikipedia,wikipedia,football-data
2018-04-28,2018,Sweden,Allsvenskan,1,Domestic,Göteborg,Häcken,2,1,2-1,H,wikipedia,wikipedia,football-data
2018-04-29,2018,Sweden,Allsvenskan,1,Domestic,Djurgården,Hammarby,1,2,1-2,A,wikipedia,wikipedia,football-data
2018-04-29,2018,Sweden,Allsvenskan,1,Domestic,Kalmar,Malmö,3,0,3-0,H,wikipedia,wikipedia,football-data
2018-04-29,2018,Sweden,Allsvenskan,1,Domestic,Norrköping,Trelleborg,1,2,1-2,A,wikipedia,wikipedia,football-data
2018-04-29,2018,Sweden,Allsvenskan,1,Domestic,Sundsvall,Elfsborg,2,1,2-1,H,wikipedia,wikipedia,football-data
2018-04-30,2018,Sweden,Allsvenskan,1,Domestic,Brommapojkarna,Östersund,0,4,0-4,A,wikipedia,wikipedia,football-data
2018-04-30,2018,Sweden,Allsvenskan,1,Domestic,Örebro,Dalkurd,3,2,3-2,H,wikipedia,wikipedia,football-data
2018-05-02,2018,Sweden,Allsvenskan,1,Domestic,Sirius,AIK,2,3,2-3,A,wikipedia,wikipedia,football-data
2018-05-03,2018,Sweden,Allsvenskan,1,Domestic,Malmö,Djurgården,1,0,1-0,H,wikipedia,wikipedia,football-data
2018-05-05,2018,Sweden,Allsvenskan,1,Domestic,Hammarby,Sundsvall,4,3,4-3,H,wikipedia,wikipedia,football-data
2018-05-05,2018,Sweden,Allsvenskan,1,Domestic,Östersund,Norrköping,0,2,0-2,A,wikipedia,wikipedia,football-data
2018-05-06,2018,Sweden,Allsvenskan,1,Domestic,Brommapojkarna,Djurgården,1,0,1-0,H,wikipedia,wikipedia,football-data
2018-05-06,2018,Sweden,Allsvenskan,1,Domestic,Dalkurd,Kalmar,1,2,1-2,A,wikipedia,wikipedia,football-data
2018-05-06,2018,Sweden,Allsvenskan,1,Domestic,Elfsborg,AIK,0,0,0-0,D,wikipedia,wikipedia,football-data
2018-05-06,2018,Sweden,Allsvenskan,1,Domestic,Trelleborg,Häcken,0,3,0-3,A,wikipedia,wikipedia,football-data
2018-05-07,2018,Sweden,Allsvenskan,1,Domestic,Malmö,Göteborg,1,2,1-2,A,wikipedia,wikipedia,football-data
2018-05-07,2018,Sweden,Allsvenskan,1,Domestic,Sirius,Örebro,2,4,2-4,A,wikipedia,wikipedia,football-data
