"Country","Season","SeasonStartYear","Matches","Teams","FirstDate","LastDate","UniqueDates","MaxMatchesOnOneDate","MaxShareOneDatePct","TeamDoubleBookedDates","MissingDateRows","SuspiciousDates","Status"
"Germany","1995-96",1995,306,18,1995-08-11,1996-05-18,99,9,2.9,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"Germany","1996-97",1996,306,18,1996-08-16,1997-05-31,90,9,2.9,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"Germany","1997-98",1997,306,18,1997-08-01,1998-05-09,97,9,2.9,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"Germany","1998-99",1998,306,18,1998-08-14,1999-05-29,100,9,2.9,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"Germany","1999-00",1999,306,18,1999-08-13,2000-05-20,98,9,2.9,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"Germany","2000-01",2000,306,18,2000-08-11,2001-05-19,97,9,2.9,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"Germany","2001-02",2001,306,18,2001-07-28,2002-05-04,68,9,2.9,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"Germany","2002-03",2002,306,18,2002-08-09,2003-05-24,69,9,2.9,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"Germany","2003-04",2003,306,18,2003-08-01,2004-05-22,69,9,2.9,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"Germany","2004-05",2004,306,18,2004-08-06,2005-05-21,69,9,2.9,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"Germany","2005-06",2005,306,18,2005-08-05,2006-05-13,71,9,2.9,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"Germany","2006-07",2006,306,18,2006-08-11,2007-05-19,95,9,2.9,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"Germany","2007-08",2007,306,18,2007-08-10,2008-05-17,96,9,2.9,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"Germany","2008-09",2008,306,18,2008-08-15,2009-05-23,95,9,2.9,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"Germany","2009-10",2009,306,18,2009-08-07,2010-05-08,92,9,2.9,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","1932-33",1932,0,0,,,0,0,,0,0,TRUE,"MISSING"
"France","1933-34",1933,182,14,1933-07-01,1933-07-01,1,182,100,14,0,TRUE,"CHECK"
"France","1934-35",1934,240,16,1934-07-01,1934-07-01,1,240,100,16,0,TRUE,"CHECK"
"France","1935-36",1935,240,16,1935-07-01,1935-07-01,1,240,100,16,0,TRUE,"CHECK"
"France","1936-37",1936,240,16,1936-07-01,1936-07-01,1,240,100,16,0,TRUE,"CHECK"
"France","1937-38",1937,240,15,1937-07-01,1937-07-01,1,240,100,15,0,TRUE,"CHECK"
"France","1938-39",1938,240,15,1938-09-04,1939-05-07,30,8,3.3,30,0,TRUE,"CHECK"
"France","1945-46",1945,316,22,1945-08-26,1946-06-02,34,19,6,48,0,TRUE,"CHECK"
"France","1946-47",1946,330,19,1946-08-18,1947-05-18,33,10,3,33,0,TRUE,"CHECK"
"France","1947-48",1947,306,18,1947-08-24,1948-05-30,35,9,2.9,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","1948-49",1948,306,18,1948-08-22,1949-06-01,42,9,2.9,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","1949-50",1949,306,17,1949-08-21,1950-05-21,49,9,2.9,31,0,TRUE,"CHECK"
"France","1950-51",1950,306,17,1950-08-26,1951-05-27,44,9,2.9,31,0,TRUE,"CHECK"
"France","1951-52",1951,306,17,1951-08-26,1952-05-25,39,9,2.9,32,0,TRUE,"CHECK"
"France","1952-53",1952,306,17,1952-08-24,1953-05-24,40,9,2.9,33,0,TRUE,"CHECK"
"France","1953-54",1953,306,18,1953-08-23,1954-05-16,37,9,2.9,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","1954-55",1954,306,17,1954-08-22,1955-05-22,43,9,2.9,32,0,TRUE,"CHECK"
"France","1955-56",1955,306,17,1955-08-21,1956-06-03,37,9,2.9,34,0,TRUE,"CHECK"
"France","1956-57",1956,306,17,1956-08-19,1957-05-19,39,9,2.9,33,0,TRUE,"CHECK"
"France","1957-58",1957,306,17,1957-08-18,1958-05-11,44,9,2.9,33,0,TRUE,"CHECK"
"France","1958-59",1958,380,19,1958-07-21,1959-05-31,59,10,2.6,35,0,TRUE,"CHECK"
"France","1959-60",1959,380,19,1959-08-15,1960-05-29,64,10,2.6,30,0,TRUE,"CHECK"
"France","1960-61",1960,380,19,1960-08-20,1961-06-04,72,10,2.6,28,0,TRUE,"CHECK"
"France","1961-62",1961,380,19,1961-08-19,1962-05-20,69,10,2.6,29,0,TRUE,"CHECK"
"France","1962-63",1962,380,19,1962-08-18,1963-05-30,69,10,2.6,30,0,TRUE,"CHECK"
"France","1963-64",1963,306,17,1963-09-01,1964-06-07,66,9,2.9,27,0,TRUE,"CHECK"
"France","1964-65",1964,306,18,1964-08-29,1965-05-30,64,9,2.9,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","1965-66",1965,380,20,1965-08-21,1966-06-15,80,10,2.6,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","1966-67",1966,380,20,1966-08-18,1967-06-11,86,10,2.6,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","1967-68",1967,370,20,1967-08-17,1968-06-28,89,10,2.7,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","1968-69",1968,316,22,1968-07-03,1969-06-14,93,9,2.8,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","1969-70",1969,306,18,1969-08-05,1970-06-23,84,9,2.9,1,0,TRUE,"CHECK"
"France","1970-71",1970,380,20,1970-08-12,1971-06-26,78,12,3.2,4,0,TRUE,"CHECK"
"France","1971-72",1971,380,20,1971-08-11,1972-05-27,67,10,2.6,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","1972-73",1972,380,20,1972-08-09,1973-06-02,66,10,2.6,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","1973-74",1973,380,20,1973-08-07,1974-05-25,44,10,2.6,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","1974-75",1974,380,20,1974-08-02,1975-06-03,53,10,2.6,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","1975-76",1975,380,20,1975-08-07,1976-06-19,72,10,2.6,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","1976-77",1976,380,20,1976-08-06,1977-06-08,58,10,2.6,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","1977-78",1977,380,20,1977-08-03,1978-05-12,68,10,2.6,1,0,TRUE,"CHECK"
"France","1978-79",1978,380,20,1978-07-19,1979-06-01,56,10,2.6,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","1979-80",1979,380,20,1979-07-26,1980-05-27,59,10,2.6,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","1980-81",1980,380,20,1980-07-24,1981-06-02,57,10,2.6,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","1981-82",1981,380,20,1981-07-24,1982-05-07,64,10,2.6,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","1982-83",1982,380,20,1982-08-10,1983-06-03,51,10,2.6,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","1983-84",1983,380,20,1983-07-20,1984-05-02,58,10,2.6,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","1984-85",1984,380,19,1984-08-17,1985-05-28,66,10,2.6,30,0,TRUE,"CHECK"
"France","1985-86",1985,380,20,1985-07-16,1986-04-25,68,10,2.6,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","1986-87",1986,380,20,1986-08-05,1987-06-05,56,10,2.6,22,0,TRUE,"CHECK"
"France","1987-88",1987,380,20,1987-07-18,1988-06-04,57,10,2.6,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","1988-89",1988,380,20,1988-07-15,1989-05-31,61,10,2.6,12,0,TRUE,"CHECK"
"France","1989-90",1989,380,20,1989-07-21,1990-05-19,62,10,2.6,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","1990-91",1990,380,20,1990-07-21,1991-05-24,77,10,2.6,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","1991-92",1991,380,20,1991-07-20,1992-05-01,79,10,2.6,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","1992-93",1992,380,20,1992-08-08,1993-06-02,61,10,2.6,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","1993-94",1993,380,20,1993-07-23,1994-05-21,76,10,2.6,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","1994-95",1994,380,20,1994-07-28,1995-05-31,80,10,2.6,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","1995-96",1995,380,20,1995-07-19,1996-05-18,81,10,2.6,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","1996-97",1996,380,20,1996-08-11,1997-05-24,74,10,2.6,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","1997-98",1997,306,18,1997-08-01,1998-05-09,68,9,2.9,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","1998-99",1998,306,18,1998-08-07,1999-05-29,69,9,2.9,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","1999-00",1999,306,18,1999-07-30,2000-05-13,73,9,2.9,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","2000-01",2000,306,18,2000-07-28,2001-05-19,76,9,2.9,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","2001-02",2001,306,18,2001-07-27,2002-05-04,74,9,2.9,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","2002-03",2002,380,20,2002-08-02,2003-05-24,86,10,2.6,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","2003-04",2003,380,20,2003-08-01,2004-05-23,87,10,2.6,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","2004-05",2004,380,20,2004-08-06,2005-05-28,86,10,2.6,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","2005-06",2005,380,20,2005-07-29,2006-05-13,87,10,2.6,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","2006-07",2006,380,20,2006-08-04,2007-05-26,79,10,2.6,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","2007-08",2007,380,20,2007-08-04,2008-05-17,83,10,2.6,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","2008-09",2008,380,20,2008-08-09,2009-05-30,78,10,2.6,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","2009-10",2009,380,20,2009-08-08,2010-05-15,84,10,2.6,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","2010-11",2010,380,20,2010-08-07,2011-05-29,83,10,2.6,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","2011-12",2011,380,20,2011-08-06,2012-05-20,83,10,2.6,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","2012-13",2012,380,20,2012-08-10,2013-05-26,113,10,2.6,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
"France","2013-14",2013,380,20,2013-08-09,2014-05-17,112,10,2.6,0,0,FALSE,"DATE_STRUCTURE_LOOKS_PLAUSIBLE"
