Season,SeasonLabel,SeasonEndDate,Rank,PlayerID,PlayerName,Nationality,Rating,MatchesPlayed,FramesPlayed,ListedFrames,FirstMatchDate,LastMatchDate,EntryRating,Active,Listable
2022,2022/2023,2023-06-12,1,5,Ronnie O'Sullivan,England,2901.94,991,8802,8802,1992-06-20 00:00:00,2023-04-25 08:56:55,2727.41,TRUE,TRUE
2022,2022/2023,2023-06-12,2,237,John Higgins,Scotland,2901.17,1362,10579,10579,1992-10-12 00:00:00,2023-04-25 13:33:33,2718.45,TRUE,TRUE
2022,2022/2023,2023-06-12,3,97,Shaun Murphy,England,2899.08,1116,8360,8360,2001-02-04 00:00:00,2023-04-19 18:12:30,2709.44,TRUE,TRUE
2022,2022/2023,2023-06-12,4,17,Mark Selby,England,2893.24,1315,9547,9547,1999-09-08 00:00:00,2023-04-30 11:53:18,2694.53,TRUE,TRUE
2022,2022/2023,2023-06-12,5,101,Luca Brecel,Belgium,2892.62,581,3994,3994,2010-08-01 10:00:00,2023-04-30 11:53:18,2637.43,TRUE,TRUE
2022,2022/2023,2023-06-12,6,202,Mark Allen,Northern Ireland,2890.36,907,6583,6583,2005-07-20 00:00:00,2023-04-27 18:00:57,2685.54,TRUE,TRUE
2022,2022/2023,2023-06-12,7,12,Judd Trump,England,2884.22,1253,8614,8614,2005-10-31 00:00:00,2023-04-18 13:31:51,2671.03,TRUE,TRUE
2022,2022/2023,2023-06-12,8,39,Kyren Wilson,England,2883.9,864,5647,5647,2010-08-01 10:00:00,2023-04-23 08:54:47,2602.99,TRUE,TRUE
2022,2022/2023,2023-06-12,9,1260,Yan Bingtao,China,2881.68,343,2466,2466,2013-06-12 13:01:51,2022-12-01 15:03:57,2721.02,TRUE,TRUE
2022,2022/2023,2023-06-12,10,224,Ding Junhui,China,2873.34,862,6680,6680,2002-02-24 00:00:00,2023-04-16 09:00:21,2679.65,TRUE,TRUE
2022,2022/2023,2023-06-12,11,22,Anthony McGill,Scotland,2865.89,632,4389,4389,2010-08-01 10:00:00,2023-04-25 13:33:33,2731.34,TRUE,TRUE
2022,2022/2023,2023-06-12,12,1,Mark J Williams,Wales,2859.97,1295,9415,9415,1993-02-22 00:00:00,2023-04-20 12:03:53,2646.43,TRUE,TRUE
2022,2022/2023,2023-06-12,13,1982,Si Jiahui,China,2858.92,142,924,924,2015-10-20 12:58:33,2023-04-27 12:07:01,2763.12,TRUE,TRUE
2022,2022/2023,2023-06-12,14,2411,Ploychompoo Laokiatphong,Thailand,2853.46,72,241,241,2018-09-15 09:00:02,2023-05-14 15:40:10,2821.97,TRUE,TRUE
2022,2022/2023,2023-06-12,15,90,Jak Jones,Wales,2853.3,306,2106,2106,2010-08-01 10:00:00,2023-04-25 08:56:55,2562.81,TRUE,TRUE
2022,2022/2023,2023-06-12,16,1257,Pang Junxu,China,2852.45,120,768,768,2013-06-13 05:00:49,2023-04-15 09:00:18,2703.3,TRUE,TRUE
2022,2022/2023,2023-06-12,17,666,Hossein Vafaei,Iran,2850.98,263,1927,1927,2011-09-05 06:37:39,2023-04-21 13:31:52,2684.06,TRUE,TRUE
2022,2022/2023,2023-06-12,18,30,Stuart Bingham,England,2850.94,1121,7813,7813,1997-01-03 00:00:00,2023-04-20 18:07:21,2664.72,TRUE,TRUE
2022,2022/2023,2023-06-12,19,85,Jack Lisowski,England,2849.3,668,4484,4484,2010-08-01 10:00:00,2023-04-22 09:10:44,2701.43,TRUE,TRUE
2022,2022/2023,2023-06-12,20,16,Barry Hawkins,England,2848.23,1041,7245,7245,1997-01-03 00:00:00,2023-04-11 10:04:12,2665.52,TRUE,TRUE
2022,2022/2023,2023-06-12,21,154,Neil Robertson,Australia,2842.44,1114,8300,8300,1999-01-03 00:00:00,2023-04-21 08:58:33,2631.48,TRUE,TRUE
2022,2022/2023,2023-06-12,22,946,Zhao Xintong,China,2842.13,366,2367,2367,2012-06-18 09:11:07,2022-12-15 15:06:48,2746.83,TRUE,TRUE
2022,2022/2023,2023-06-12,23,158,Ali Carter,England,2840.67,1040,7107,7107,1997-01-03 00:00:00,2023-04-15 18:00:10,2654.01,TRUE,TRUE
2022,2022/2023,2023-06-12,24,81,Zhang Anda,China,2838.2,405,2879,2879,2008-03-23 00:00:00,2023-04-11 10:04:12,2636.3,TRUE,TRUE
2022,2022/2023,2023-06-12,25,200,Liang Wenbo,China,2836.82,678,4729,4729,2005-03-26 00:00:00,2022-10-10 12:02:11,2685.08,TRUE,TRUE
2022,2022/2023,2023-06-12,26,217,Thepchaiya Un-Nooh,Thailand,2836.15,481,3503,3503,2008-07-08 00:00:00,2023-04-11 10:04:12,2645.69,TRUE,TRUE
2022,2022/2023,2023-06-12,27,546,Gary Wilson,England,2828.51,534,3559,3559,2004-10-02 00:00:00,2023-04-22 22:35:36,2639.11,TRUE,TRUE
2022,2022/2023,2023-06-12,28,208,Noppon Saengkham,Thailand,2827.87,385,2730,2730,2010-07-19 00:00:00,2023-04-18 08:59:41,2594.54,TRUE,TRUE
2022,2022/2023,2023-06-12,29,68,Ryan Day,Wales,2826.33,1032,6907,6907,1999-01-03 00:00:00,2023-04-19 09:00:17,2657.72,TRUE,TRUE
2022,2022/2023,2023-06-12,30,118,David Gilbert,England,2825.02,743,5211,5211,2002-10-04 00:00:00,2023-04-15 09:00:18,2640.14,TRUE,TRUE
2022,2022/2023,2023-06-12,31,507,Cao Yupeng,China,2824.9,315,2246,2246,2009-03-30 00:00:00,2023-04-11 10:04:12,2632.13,TRUE,TRUE
2022,2022/2023,2023-06-12,32,2793,Jamie Hunter,England,2823.64,70,223,223,2021-08-10 15:00:52,2023-05-14 12:21:59,2810.26,TRUE,TRUE
2022,2022/2023,2023-06-12,33,96,Robbie Williams,England,2823.21,408,2767,2767,2010-08-01 10:00:00,2023-04-09 09:05:28,2651.32,TRUE,TRUE
2022,2022/2023,2023-06-12,34,9,Matthew Stevens,Wales,2822.65,803,6044,6044,1995-10-16 00:00:00,2023-04-12 09:50:27,2721.75,TRUE,TRUE
2022,2022/2023,2023-06-12,35,92,Robert Milkins,England,2822.58,781,5453,5453,1996-01-01 00:00:00,2023-04-22 18:15:05,2635,TRUE,TRUE
2022,2022/2023,2023-06-12,36,1044,Chris Wakelin,England,2821.26,326,2247,2247,2012-09-06 12:42:07,2023-04-11 10:04:12,2686.26,TRUE,TRUE
2022,2022/2023,2023-06-12,37,1038,Joe O'Connor,England,2821.07,246,1597,1597,2012-09-05 14:16:08,2023-04-09 12:58:56,2623.68,TRUE,TRUE
2022,2022/2023,2023-06-12,38,24,Xiao Guodong,China,2818.98,628,4156,4156,2005-03-26 00:00:00,2023-04-08 09:13:11,2639.15,TRUE,TRUE
2022,2022/2023,2023-06-12,39,1108,Yuan Sijun,China,2818.45,216,1419,1419,2012-09-24 07:23:55,2023-04-10 08:52:57,2644.65,TRUE,TRUE
2022,2022/2023,2023-06-12,40,120,Martin O'Donnell,England,2816.91,397,2590,2590,2010-08-01 10:00:00,2023-04-08 09:13:11,2641.31,TRUE,TRUE
2022,2022/2023,2023-06-12,41,47,Matthew Selt,England,2816.86,668,4391,4391,2002-10-04 00:00:00,2023-04-19 13:33:40,2633.16,TRUE,TRUE
2022,2022/2023,2023-06-12,42,236,Wendy Jans,Belgium,2814.7,64,271,271,2010-08-01 10:00:00,2023-03-02 10:55:48,2738.06,TRUE,TRUE
2022,2022/2023,2023-06-12,43,295,Li Hang,China,2814.38,376,2676,2676,2006-03-20 00:00:00,2022-11-26 19:01:07,2627.44,TRUE,TRUE
2022,2022/2023,2023-06-12,44,93,Jimmy Robertson,England,2813.72,591,4029,4029,2002-10-04 00:00:00,2023-04-16 13:08:38,2627.98,TRUE,TRUE
2022,2022/2023,2023-06-12,45,168,Joe Perry,England,2812.18,1050,7216,7216,1997-01-03 00:00:00,2023-04-18 05:27:34,2701.46,TRUE,TRUE
2022,2022/2023,2023-06-12,46,32,Daniel Wells,Wales,2811.63,428,2847,2847,2008-07-08 00:00:00,2023-04-05 13:24:45,2629.2,TRUE,TRUE
2022,2022/2023,2023-06-12,47,62,Ricky Walden,England,2810.46,957,6476,6476,2001-02-20 00:00:00,2023-04-15 13:18:01,2670.12,TRUE,TRUE
2022,2022/2023,2023-06-12,48,905,Lyu Haotian,China,2810.32,280,1877,1877,2012-02-27 06:28:25,2023-04-09 12:58:56,2666.55,TRUE,TRUE
2022,2022/2023,2023-06-12,49,1828,Baipat Siripaporn,Thailand,2809.17,61,252,252,2015-07-18 13:02:25,2023-05-14 08:22:46,2790.89,TRUE,TRUE
2022,2022/2023,2023-06-12,50,2166,Jackson Page,Wales,2807.24,185,1154,1154,2017-02-13 12:41:23,2023-04-12 09:50:27,2672.63,TRUE,TRUE
2022,2022/2023,2023-06-12,51,2,Stephen Maguire,Scotland,2806.09,968,7093,7093,1999-01-03 00:00:00,2023-04-11 10:04:12,2658.76,TRUE,TRUE
2022,2022/2023,2023-06-12,52,8,Tom Ford,England,2805.78,735,5106,5106,2001-02-20 00:00:00,2023-04-09 09:05:28,2674.83,TRUE,TRUE
2022,2022/2023,2023-06-12,53,19,Ben Woollaston,England,2805.58,648,4273,4273,2004-10-02 00:00:00,2023-04-08 09:13:11,2581.47,TRUE,TRUE
2022,2022/2023,2023-06-12,54,894,Scott Donaldson,Scotland,2805.37,448,2922,2922,2011-12-10 09:57:06,2023-04-12 09:50:27,2670.71,TRUE,TRUE
2022,2022/2023,2023-06-12,55,2469,Wu Yize,China,2804.36,76,539,539,2019-04-01 01:30:31,2023-04-15 13:18:01,2698.74,TRUE,TRUE
2022,2022/2023,2023-06-12,56,52,Graeme Dott,Scotland,2801.6,924,6781,6781,1996-01-01 00:00:00,2023-04-11 10:04:12,2677.78,TRUE,TRUE
