Season,SeasonLabel,SeasonEndDate,Rank,PlayerID,PlayerName,Nationality,Rating,MatchesPlayed,FramesPlayed,ListedFrames,FirstMatchDate,LastMatchDate,EntryRating,Active,Listable
2007,2007/2008,2008-05-14,1,5,Ronnie O'Sullivan,England,2866.1,311,3257,3257,1992-06-20 00:00:00,2008-04-19 00:00:00,2727.41,TRUE,TRUE
2007,2007/2008,2008-05-14,2,2,Stephen Maguire,Scotland,2820.26,123,1260,1260,1999-01-03 00:00:00,2008-04-19 00:00:00,2658.76,TRUE,TRUE
2007,2007/2008,2008-05-14,3,17,Mark Selby,England,2814.4,131,1218,1218,1999-09-08 00:00:00,2008-05-14 00:00:00,2694.53,TRUE,TRUE
2007,2007/2008,2008-05-14,4,97,Shaun Murphy,England,2811.95,153,1488,1488,2001-02-04 00:00:00,2008-05-14 00:00:00,2709.44,TRUE,TRUE
2007,2007/2008,2008-05-14,5,237,John Higgins,Scotland,2787.79,306,3078,3078,1992-10-12 00:00:00,2008-04-19 00:00:00,2718.45,TRUE,TRUE
2007,2007/2008,2008-05-14,6,168,Joe Perry,England,2783.33,165,1481,1481,1997-01-03 00:00:00,2008-05-14 00:00:00,2701.46,TRUE,TRUE
2007,2007/2008,2008-05-14,7,68,Ryan Day,Wales,2781.59,127,1205,1205,1999-01-03 00:00:00,2008-05-14 00:00:00,2657.72,TRUE,TRUE
2007,2007/2008,2008-05-14,8,4,Fu Marco,Hong Kong,2776.66,126,1243,1243,1998-01-02 00:00:00,2008-04-19 00:00:00,2720.96,TRUE,TRUE
2007,2007/2008,2008-05-14,9,154,Neil Robertson,Australia,2774.8,123,1120,1120,1999-01-03 00:00:00,2008-05-12 00:00:00,2631.48,TRUE,TRUE
2007,2007/2008,2008-05-14,10,153,Stephen Hendry,Scotland,2765.92,458,4815,4815,1986-04-19 00:00:00,2008-04-19 00:00:00,2727.72,TRUE,TRUE
2007,2007/2008,2008-05-14,11,158,Ali Carter,England,2763.16,170,1415,1415,1997-01-03 00:00:00,2008-05-12 00:00:00,2654.01,TRUE,TRUE
2007,2007/2008,2008-05-14,12,224,Ding Junhui,China,2756.84,98,911,911,2002-02-24 00:00:00,2008-04-19 00:00:00,2679.65,TRUE,TRUE
2007,2007/2008,2008-05-14,13,170,Ken Doherty,Ireland,2748.05,331,3163,3163,1991-01-01 00:00:00,2008-05-14 00:00:00,2703.13,TRUE,TRUE
2007,2007/2008,2008-05-14,14,42,Peter Ebdon,England,2746.42,265,2756,2756,1991-10-14 00:00:00,2008-04-19 00:00:00,2730.08,TRUE,TRUE
2007,2007/2008,2008-05-14,15,63,Fergal O'Brien,Ireland,2746.2,152,1439,1439,1993-03-13 00:00:00,2008-05-12 00:00:00,2692.37,TRUE,TRUE
2007,2007/2008,2008-05-14,16,1,Mark J Williams,Wales,2746.2,264,2625,2625,1993-02-22 00:00:00,2008-04-19 00:00:00,2646.43,TRUE,TRUE
2007,2007/2008,2008-05-14,17,28,Mark King,England,2743.14,196,1683,1683,1992-06-20 00:00:00,2008-05-14 00:00:00,2650.41,TRUE,TRUE
2007,2007/2008,2008-05-14,18,202,Mark Allen,Northern Ireland,2738.3,75,571,571,2005-07-20 00:00:00,2008-04-19 00:00:00,2685.54,TRUE,TRUE
2007,2007/2008,2008-05-14,19,9,Matthew Stevens,Wales,2736.67,176,1881,1881,1995-10-16 00:00:00,2008-04-19 00:00:00,2721.75,TRUE,TRUE
