Season,SeasonLabel,SeasonEndDate,Rank,PlayerID,PlayerName,Nationality,Rating,MatchesPlayed,FramesPlayed,ListedFrames,FirstMatchDate,LastMatchDate,EntryRating,Active,Listable
2017,2017/2018,2018-05-31,1,5,Ronnie O'Sullivan,England,2904.69,739,6724,6724,1992-06-20 00:00:00,2018-04-27 09:09:09,2727.41,TRUE,TRUE
2017,2017/2018,2018-05-31,2,237,John Higgins,Scotland,2901.74,1013,8079,8079,1992-10-12 00:00:00,2018-05-06 13:03:15,2718.45,TRUE,TRUE
2017,2017/2018,2018-05-31,3,1,Mark J Williams,Wales,2899.46,1014,7502,7502,1993-02-22 00:00:00,2018-05-06 13:03:15,2646.43,TRUE,TRUE
2017,2017/2018,2018-05-31,4,39,Kyren Wilson,England,2882.08,423,2827,2827,2010-08-01 10:00:00,2018-05-03 11:58:21,2602.99,TRUE,TRUE
2017,2017/2018,2018-05-31,5,12,Judd Trump,England,2876.07,822,5567,5567,2005-10-31 00:00:00,2018-05-01 13:27:29,2671.03,TRUE,TRUE
2017,2017/2018,2018-05-31,6,17,Mark Selby,England,2869.14,930,6836,6836,1999-09-08 00:00:00,2018-04-21 09:16:49,2694.53,TRUE,TRUE
2017,2017/2018,2018-05-31,7,16,Barry Hawkins,England,2868.58,741,5361,5361,1997-01-03 00:00:00,2018-05-03 17:52:13,2665.52,TRUE,TRUE
2017,2017/2018,2018-05-31,8,68,Ryan Day,Wales,2866.86,773,5345,5345,1999-01-03 00:00:00,2018-04-25 18:04:06,2657.72,TRUE,TRUE
2017,2017/2018,2018-05-31,9,202,Mark Allen,Northern Ireland,2859.53,650,4610,4610,2005-07-20 00:00:00,2018-05-01 09:11:08,2685.54,TRUE,TRUE
2017,2017/2018,2018-05-31,10,224,Ding Junhui,China,2859.43,649,5072,5072,2002-02-24 00:00:00,2018-05-01 09:11:08,2679.65,TRUE,TRUE
2017,2017/2018,2018-05-31,11,168,Joe Perry,England,2851.45,765,5460,5460,1997-01-03 00:00:00,2018-04-26 11:56:37,2701.46,TRUE,TRUE
2017,2017/2018,2018-05-31,12,158,Ali Carter,England,2846.15,734,5195,5195,1997-01-03 00:00:00,2018-05-01 13:27:29,2654.01,TRUE,TRUE
2017,2017/2018,2018-05-31,13,30,Stuart Bingham,England,2841.26,766,5628,5628,1997-01-03 00:00:00,2018-04-24 09:15:00,2664.72,TRUE,TRUE
2017,2017/2018,2018-05-31,14,154,Neil Robertson,Australia,2836.63,810,5944,5944,1999-01-03 00:00:00,2018-04-24 18:08:25,2631.48,TRUE,TRUE
