Season,SeasonLabel,SeasonEndDate,Rank,PlayerID,PlayerName,Nationality,Rating,MatchesPlayed,FramesPlayed,ListedFrames,FirstMatchDate,LastMatchDate,EntryRating,Active,Listable
2010,2010/2011,2011-05-28,1,237,John Higgins,Scotland,2863.65,477,4409,4409,1992-10-12 00:00:00,2011-05-01 11:00:00,2718.45,TRUE,TRUE
2010,2010/2011,2011-05-28,2,1,Mark J Williams,Wales,2853.92,442,3801,3801,1993-02-22 00:00:00,2011-04-28 11:00:00,2646.43,TRUE,TRUE
2010,2010/2011,2011-05-28,3,5,Ronnie O'Sullivan,England,2835.93,406,4072,4072,1992-06-20 00:00:00,2011-04-26 12:00:00,2727.41,TRUE,TRUE
2010,2010/2011,2011-05-28,4,17,Mark Selby,England,2823.63,302,2479,2479,1999-09-08 00:00:00,2011-04-26 12:00:00,2694.53,TRUE,TRUE
2010,2010/2011,2011-05-28,5,12,Judd Trump,England,2821.81,165,1217,1217,2005-10-31 00:00:00,2011-05-01 11:00:00,2671.03,TRUE,TRUE
2010,2010/2011,2011-05-28,6,97,Shaun Murphy,England,2805.2,308,2633,2633,2001-02-04 00:00:00,2011-04-23 09:00:00,2709.44,TRUE,TRUE
2010,2010/2011,2011-05-28,7,224,Ding Junhui,China,2804.42,222,1863,1863,2002-02-24 00:00:00,2011-04-28 09:00:00,2679.65,TRUE,TRUE
2010,2010/2011,2011-05-28,8,158,Ali Carter,England,2793.2,332,2493,2493,1997-01-03 00:00:00,2011-04-22 09:00:00,2654.01,TRUE,TRUE
2010,2010/2011,2011-05-28,9,9,Matthew Stevens,Wales,2792.15,313,2687,2687,1995-10-16 00:00:00,2011-04-16 00:00:00,2721.75,TRUE,TRUE
2010,2010/2011,2011-05-28,10,30,Stuart Bingham,England,2781.68,230,1955,1955,1997-01-03 00:00:00,2011-04-24 19:00:00,2664.72,TRUE,TRUE
2010,2010/2011,2011-05-28,11,202,Mark Allen,Northern Ireland,2773.63,222,1594,1594,2005-07-20 00:00:00,2011-04-26 09:00:00,2685.54,TRUE,TRUE
2010,2010/2011,2011-05-28,12,52,Graeme Dott,Scotland,2765.63,259,2437,2437,1996-01-01 00:00:00,2011-04-26 09:00:00,2677.78,TRUE,TRUE
2010,2010/2011,2011-05-28,13,68,Ryan Day,Wales,2764.81,226,1925,1925,1999-01-03 00:00:00,2011-04-16 00:00:00,2657.72,TRUE,TRUE
2010,2010/2011,2011-05-28,14,13,Stephen Lee,England,2764.33,319,2788,2788,1993-02-22 00:00:00,2011-04-16 00:00:00,2693.21,TRUE,TRUE
2010,2010/2011,2011-05-28,15,2,Stephen Maguire,Scotland,2761.02,241,2144,2144,1999-01-03 00:00:00,2011-04-16 00:00:00,2658.76,TRUE,TRUE
2010,2010/2011,2011-05-28,16,16,Barry Hawkins,England,2755.11,216,1760,1760,1997-01-03 00:00:00,2011-04-22 11:00:00,2665.52,TRUE,TRUE
2010,2010/2011,2011-05-28,17,218,Tian Pengfei,China,2752.15,46,306,306,2006-03-20 00:00:00,2011-05-22 08:58:29,2681.77,TRUE,TRUE
2010,2010/2011,2011-05-28,18,154,Neil Robertson,Australia,2749.35,266,2152,2152,1999-01-03 00:00:00,2011-04-16 00:00:00,2631.48,TRUE,TRUE
2010,2010/2011,2011-05-28,19,42,Peter Ebdon,England,2746.61,400,3572,3572,1991-10-14 00:00:00,2011-04-16 00:00:00,2730.08,TRUE,TRUE
2010,2010/2011,2011-05-28,20,20,Jimmy White,England,2744.68,437,4529,4529,1981-04-07 00:00:00,2011-03-03 00:00:00,2664.01,TRUE,TRUE
2010,2010/2011,2011-05-28,21,50,Rory McLeod,Jamaica,2744,115,1102,1102,1999-01-03 00:00:00,2011-04-23 19:00:00,2616.04,TRUE,TRUE
2010,2010/2011,2011-05-28,22,118,David Gilbert,England,2743.45,87,819,819,2002-10-04 00:00:00,2011-05-28 09:00:19,2640.14,TRUE,TRUE
2010,2010/2011,2011-05-28,23,200,Liang Wenbo,China,2741.68,123,885,885,2005-03-26 00:00:00,2011-03-21 00:00:00,2685.08,TRUE,TRUE
2010,2010/2011,2011-05-28,24,4,Fu Marco,Hong Kong,2740.41,267,2146,2146,1998-01-02 00:00:00,2011-04-16 00:00:00,2720.96,TRUE,TRUE
2010,2010/2011,2011-05-28,25,168,Joe Perry,England,2739.91,271,2175,2175,1997-01-03 00:00:00,2011-04-16 00:00:00,2701.46,TRUE,TRUE
2010,2010/2011,2011-05-28,26,43,Liu Chuang,China,2737.35,58,495,495,2006-03-20 00:00:00,2011-03-03 00:00:00,2660.42,TRUE,TRUE
2010,2010/2011,2011-05-28,27,33,Dominic Dale,Wales,2734.29,206,1765,1765,1992-06-20 00:00:00,2011-04-16 00:00:00,2644.86,TRUE,TRUE
