Season,SeasonLabel,SeasonEndDate,Rank,PlayerID,PlayerName,Nationality,Rating,MatchesPlayed,FramesPlayed,ListedFrames,FirstMatchDate,LastMatchDate,EntryRating,Active,Listable
2005,2005/2006,2006-04-15,1,1,Mark J Williams,Wales,2812.2,221,2296,2296,1993-02-22 00:00:00,2006-04-15 00:00:00,2646.43,TRUE,TRUE
2005,2005/2006,2006-04-15,2,237,John Higgins,Scotland,2800.94,258,2621,2621,1992-10-12 00:00:00,2006-04-15 00:00:00,2718.45,TRUE,TRUE
2005,2005/2006,2006-04-15,3,52,Graeme Dott,Scotland,2787.72,114,1270,1270,1996-01-01 00:00:00,2006-04-15 00:00:00,2677.78,TRUE,TRUE
2005,2005/2006,2006-04-15,4,170,Ken Doherty,Ireland,2778.56,265,2725,2725,1991-01-01 00:00:00,2006-04-15 00:00:00,2703.13,TRUE,TRUE
2005,2005/2006,2006-04-15,5,224,Ding Junhui,China,2777.24,49,475,475,2002-02-24 00:00:00,2006-03-20 00:00:00,2679.65,TRUE,TRUE
2005,2005/2006,2006-04-15,6,5,Ronnie O'Sullivan,England,2777.07,252,2655,2655,1992-06-20 00:00:00,2006-04-15 00:00:00,2727.41,TRUE,TRUE
2005,2005/2006,2006-04-15,7,42,Peter Ebdon,England,2774.41,221,2341,2341,1991-10-14 00:00:00,2006-04-15 00:00:00,2730.08,TRUE,TRUE
2005,2005/2006,2006-04-15,8,97,Shaun Murphy,England,2769.4,69,808,808,2001-02-04 00:00:00,2006-04-15 00:00:00,2709.44,TRUE,TRUE
2005,2005/2006,2006-04-15,9,153,Stephen Hendry,Scotland,2767.53,411,4365,4365,1986-04-19 00:00:00,2006-04-15 00:00:00,2727.72,TRUE,TRUE
2005,2005/2006,2006-04-15,10,154,Neil Robertson,Australia,2760.48,56,664,664,1999-01-03 00:00:00,2006-04-15 00:00:00,2631.48,TRUE,TRUE
2005,2005/2006,2006-04-15,11,4,Fu Marco,Hong Kong,2758.28,83,870,870,1998-01-02 00:00:00,2006-04-15 00:00:00,2720.96,TRUE,TRUE
2005,2005/2006,2006-04-15,12,17,Mark Selby,England,2755.57,54,582,582,1999-09-08 00:00:00,2006-04-15 00:00:00,2694.53,TRUE,TRUE
2005,2005/2006,2006-04-15,13,30,Stuart Bingham,England,2754.91,71,824,824,1997-01-03 00:00:00,2006-03-20 00:00:00,2664.72,TRUE,TRUE
2005,2005/2006,2006-04-15,14,158,Ali Carter,England,2754.77,74,756,756,1997-01-03 00:00:00,2006-04-15 00:00:00,2654.01,TRUE,TRUE
2005,2005/2006,2006-04-15,15,13,Stephen Lee,England,2750.07,181,1786,1786,1993-02-22 00:00:00,2006-04-15 00:00:00,2693.21,TRUE,TRUE
2005,2005/2006,2006-04-15,16,9,Matthew Stevens,Wales,2748.84,138,1580,1580,1995-10-16 00:00:00,2006-04-15 00:00:00,2721.75,TRUE,TRUE
2005,2005/2006,2006-04-15,17,68,Ryan Day,Wales,2740.49,63,720,720,1999-01-03 00:00:00,2006-04-15 00:00:00,2657.72,TRUE,TRUE
2005,2005/2006,2006-04-15,18,2,Stephen Maguire,Scotland,2736.21,66,695,695,1999-01-03 00:00:00,2006-04-15 00:00:00,2658.76,TRUE,TRUE
2005,2005/2006,2006-04-15,19,28,Mark King,England,2735.63,126,1265,1265,1992-06-20 00:00:00,2006-04-15 00:00:00,2650.41,TRUE,TRUE
2005,2005/2006,2006-04-15,20,35,Joe Swail,Northern Ireland,2727.54,145,1461,1461,1992-01-14 00:00:00,2006-04-15 00:00:00,2661.36,TRUE,TRUE
2005,2005/2006,2006-04-15,21,193,James Wattana,Thailand,2726.97,212,2030,2030,1989-08-17 00:00:00,2006-04-15 00:00:00,2698.83,TRUE,TRUE
2005,2005/2006,2006-04-15,22,16,Barry Hawkins,England,2726.45,64,663,663,1997-01-03 00:00:00,2006-04-15 00:00:00,2665.52,TRUE,TRUE
2005,2005/2006,2006-04-15,23,14,Nigel Bond,England,2726,176,1752,1752,1989-10-09 00:00:00,2006-04-15 00:00:00,2698.85,TRUE,TRUE
2005,2005/2006,2006-04-15,24,212,Steve Davis,England,2724.42,390,4119,4119,1979-04-16 00:00:00,2006-04-15 00:00:00,2674.66,TRUE,TRUE
2005,2005/2006,2006-04-15,25,125,Michael Holt,England,2722.92,70,719,719,1997-01-03 00:00:00,2006-04-15 00:00:00,2628.2,TRUE,TRUE
2005,2005/2006,2006-04-15,26,103,Ian McCulloch,England,2722.32,81,976,976,1995-01-04 00:00:00,2006-03-14 00:00:00,2646.8,TRUE,TRUE
2005,2005/2006,2006-04-15,27,38,Gerard Greene,Northern Ireland,2721.26,70,705,705,1993-10-18 00:00:00,2006-03-14 00:00:00,2650.07,TRUE,TRUE
2005,2005/2006,2006-04-15,28,62,Ricky Walden,England,2716.01,55,552,552,2001-02-20 00:00:00,2006-03-20 00:00:00,2670.12,TRUE,TRUE
2005,2005/2006,2006-04-15,29,55,Adrian Gunnell,England,2712.15,55,536,536,1997-01-03 00:00:00,2006-03-20 00:00:00,2613.09,TRUE,TRUE
2005,2005/2006,2006-04-15,30,11,Marcus Campbell,Scotland,2709.31,63,678,678,1993-10-18 00:00:00,2006-01-08 00:00:00,2640.67,TRUE,TRUE
2005,2005/2006,2006-04-15,31,115,Anthony Hamilton,England,2705.28,150,1528,1528,1992-01-01 00:00:00,2006-04-15 00:00:00,2624.04,TRUE,TRUE
2005,2005/2006,2006-04-15,32,1166,Drew Henry,Scotland,2705.19,91,1001,1001,1992-02-17 00:00:00,2006-03-20 00:00:00,2706,TRUE,TRUE
2005,2005/2006,2006-04-15,33,6,Barry Pinches,England,2702.26,81,978,978,1991-03-22 00:00:00,2006-03-14 00:00:00,2612.16,TRUE,TRUE
2005,2005/2006,2006-04-15,34,44,Alan McManus,Scotland,2701.33,240,2395,2395,1990-10-08 00:00:00,2006-04-15 00:00:00,2687.87,TRUE,TRUE
2005,2005/2006,2006-04-15,35,51,Andy Hicks,England,2699.9,109,1222,1222,1992-03-21 00:00:00,2006-04-15 00:00:00,2680.12,TRUE,TRUE
2005,2005/2006,2006-04-15,36,8,Tom Ford,England,2697.98,44,474,474,2001-02-20 00:00:00,2006-01-08 00:00:00,2674.83,TRUE,TRUE
2005,2005/2006,2006-04-15,37,3,Jamie Cope,England,2695.39,27,250,250,2002-10-04 00:00:00,2006-03-20 00:00:00,2642.34,TRUE,TRUE
2005,2005/2006,2006-04-15,38,168,Joe Perry,England,2695.3,87,944,944,1997-01-03 00:00:00,2006-04-15 00:00:00,2701.46,TRUE,TRUE
2005,2005/2006,2006-04-15,39,31,Dave Harold,England,2691.78,147,1407,1407,1991-10-14 00:00:00,2006-04-15 00:00:00,2701.36,TRUE,TRUE
2005,2005/2006,2006-04-15,40,33,Dominic Dale,Wales,2690.38,98,1010,1010,1992-06-20 00:00:00,2006-02-27 00:00:00,2644.86,TRUE,TRUE
2005,2005/2006,2006-04-15,41,2745,Quinten Hann,Australia,2688.16,75,706,706,1995-10-16 00:00:00,2005-04-16 00:00:00,2703.31,TRUE,TRUE
2005,2005/2006,2006-04-15,42,1191,Paul Hunter,England,2687.31,129,1308,1308,1996-01-01 00:00:00,2006-04-15 00:00:00,2671.06,TRUE,TRUE
2005,2005/2006,2006-04-15,43,130,David Gray,England,2687.23,83,877,877,1996-12-09 00:00:00,2006-04-15 00:00:00,2659.5,TRUE,TRUE
2005,2005/2006,2006-04-15,44,92,Robert Milkins,England,2686.81,59,662,662,1996-01-01 00:00:00,2006-03-14 00:00:00,2635,TRUE,TRUE
2005,2005/2006,2006-04-15,45,505,Scott Mackenzie,Scotland,2686.2,30,287,287,2001-02-20 00:00:00,2006-03-20 00:00:00,2618.64,TRUE,TRUE
2005,2005/2006,2006-04-15,46,63,Fergal O'Brien,Ireland,2684.26,117,1169,1169,1993-03-13 00:00:00,2006-03-14 00:00:00,2692.37,TRUE,TRUE
2005,2005/2006,2006-04-15,47,15,Mark Davis,England,2683.89,80,886,886,1992-01-01 00:00:00,2006-03-14 00:00:00,2700.48,TRUE,TRUE
2005,2005/2006,2006-04-15,48,2880,Chris Small,Scotland,2683.3,95,1005,1005,1992-03-21 00:00:00,2005-04-16 00:00:00,2645.98,TRUE,TRUE
