Season,SeasonLabel,SeasonEndDate,Rank,PlayerID,PlayerName,Nationality,Rating,MatchesPlayed,FramesPlayed,ListedFrames,FirstMatchDate,LastMatchDate,EntryRating,Active,Listable
2001,2001/2002,2002-04-20,1,5,Ronnie O'Sullivan,England,2808.97,186,1936,1936,1992-06-20 00:00:00,2002-04-20 00:00:00,2727.41,TRUE,TRUE
2001,2001/2002,2002-04-20,2,13,Stephen Lee,England,2805.22,130,1253,1253,1993-02-22 00:00:00,2002-04-20 00:00:00,2693.21,TRUE,TRUE
2001,2001/2002,2002-04-20,3,9,Matthew Stevens,Wales,2796.58,90,1010,1010,1995-10-16 00:00:00,2002-04-20 00:00:00,2721.75,TRUE,TRUE
2001,2001/2002,2002-04-20,4,42,Peter Ebdon,England,2795.1,171,1742,1742,1991-10-14 00:00:00,2002-04-20 00:00:00,2730.08,TRUE,TRUE
2001,2001/2002,2002-04-20,5,237,John Higgins,Scotland,2790.57,185,1911,1911,1992-10-12 00:00:00,2002-04-20 00:00:00,2718.45,TRUE,TRUE
2001,2001/2002,2002-04-20,6,153,Stephen Hendry,Scotland,2788.48,341,3632,3632,1986-04-19 00:00:00,2002-04-20 00:00:00,2727.72,TRUE,TRUE
2001,2001/2002,2002-04-20,7,1,Mark J Williams,Wales,2784.01,157,1622,1622,1993-02-22 00:00:00,2002-04-20 00:00:00,2646.43,TRUE,TRUE
2001,2001/2002,2002-04-20,8,170,Ken Doherty,Ireland,2761.54,204,2039,2039,1991-01-01 00:00:00,2002-04-20 00:00:00,2703.13,TRUE,TRUE
2001,2001/2002,2002-04-20,9,115,Anthony Hamilton,England,2746.37,109,1126,1126,1992-01-01 00:00:00,2002-04-20 00:00:00,2624.04,TRUE,TRUE
2001,2001/2002,2002-04-20,10,28,Mark King,England,2744.87,91,891,891,1992-06-20 00:00:00,2002-04-20 00:00:00,2650.41,TRUE,TRUE
2001,2001/2002,2002-04-20,11,1191,Paul Hunter,England,2740.56,75,717,717,1996-01-01 00:00:00,2002-04-20 00:00:00,2671.06,TRUE,TRUE
2001,2001/2002,2002-04-20,12,20,Jimmy White,England,2740.43,303,3417,3417,1981-04-07 00:00:00,2002-04-20 00:00:00,2664.01,TRUE,TRUE
