Season,SeasonLabel,SeasonEndDate,Rank,PlayerID,PlayerName,Nationality,Rating,MatchesPlayed,FramesPlayed,ListedFrames,FirstMatchDate,LastMatchDate,EntryRating,Active,Listable
1982,1982/1983,1983-04-16,1,212,Steve Davis,England,2737.46,35,486,486,1979-04-16 00:00:00,1983-04-16 00:00:00,2674.66,TRUE,TRUE
1982,1982/1983,1983-04-16,2,2875,Ray Reardon,Wales,2689.26,58,762,762,1975-01-13 00:00:00,1983-04-16 00:00:00,2658.38,TRUE,TRUE
1982,1982/1983,1983-04-16,3,20,Jimmy White,England,2670.76,15,202,202,1981-04-07 00:00:00,1983-04-16 00:00:00,2664.01,TRUE,TRUE
1982,1982/1983,1983-04-16,4,806,Doug Mountjoy,Wales,2670.5,40,510,510,1977-02-07 00:00:00,1983-04-16 00:00:00,2603,TRUE,TRUE
1982,1982/1983,1983-04-16,5,2878,Alex Higgins,Northern Ireland,2670.05,55,730,730,1975-01-13 00:00:00,1983-04-16 00:00:00,2638.15,TRUE,TRUE
1982,1982/1983,1983-04-16,6,2870,Kirk Stevens,Canada,2669.14,24,337,337,1979-04-16 00:00:00,1983-04-16 00:00:00,2605.68,TRUE,TRUE
1982,1982/1983,1983-04-16,7,2877,Terry Griffiths,Wales,2657.75,35,419,419,1979-04-16 00:00:00,1983-04-16 00:00:00,2667.02,TRUE,TRUE
1982,1982/1983,1983-04-16,8,3449,Eddie Charlton,Australia,2657,39,576,576,1975-01-13 00:00:00,1983-04-16 00:00:00,2613.81,TRUE,TRUE
1982,1982/1983,1983-04-16,9,470,Cliff Thorburn,Canada,2653.94,45,653,653,1975-01-13 00:00:00,1983-04-16 00:00:00,2622.2,TRUE,TRUE
1982,1982/1983,1983-04-16,10,3509,Bill Werbeniuk,Canada,2649.26,25,360,360,1975-01-13 00:00:00,1983-04-16 00:00:00,2597.27,TRUE,TRUE
1982,1982/1983,1983-04-16,11,468,Dennis Taylor,Northern Ireland,2634.99,32,434,434,1976-01-26 00:00:00,1983-04-16 00:00:00,2615.05,TRUE,TRUE
1982,1982/1983,1983-04-16,12,2876,John Spencer,England,2630.56,39,442,442,1975-01-13 00:00:00,1983-04-16 00:00:00,2625.15,TRUE,TRUE
1982,1982/1983,1983-04-16,13,3484,John Virgo,England,2614.48,26,328,328,1977-04-18 00:00:00,1983-04-16 00:00:00,2604.78,TRUE,TRUE
1982,1982/1983,1983-04-16,14,452,David Taylor,England,2610.91,24,310,310,1977-04-18 00:00:00,1983-04-16 00:00:00,2598.55,TRUE,TRUE
1982,1982/1983,1983-04-16,15,3728,Perrie Mans,South Africa,2601.8,20,296,296,1977-02-07 00:00:00,1983-04-16 00:00:00,2602.32,TRUE,TRUE
1982,1982/1983,1983-04-16,16,3696,Graham Miles,England,2558.29,25,298,298,1975-01-13 00:00:00,1983-04-16 00:00:00,2578.41,TRUE,TRUE
1982,1982/1983,1983-04-16,17,2834,Fred Davis,England,2532.87,20,271,271,1975-01-13 00:00:00,1982-10-11 00:00:00,2557.7,TRUE,TRUE
