Season,SeasonLabel,SeasonEndDate,Rank,PlayerID,PlayerName,Nationality,Rating,MatchesPlayed,FramesPlayed,ListedFrames,FirstMatchDate,LastMatchDate,EntryRating,Active,Listable
1986,1986/1987,1987-04-18,1,212,Steve Davis,England,2766.07,102,1340,1340,1979-04-16 00:00:00,1987-04-18 00:00:00,2674.66,TRUE,TRUE
1986,1986/1987,1987-04-18,2,469,Joe Johnson,England,2727.15,43,503,503,1982-10-11 00:00:00,1987-04-18 00:00:00,2647.32,TRUE,TRUE
1986,1986/1987,1987-04-18,3,20,Jimmy White,England,2724.23,74,967,967,1981-04-07 00:00:00,1987-04-18 00:00:00,2664.01,TRUE,TRUE
1986,1986/1987,1987-04-18,4,468,Dennis Taylor,Northern Ireland,2720.85,78,971,971,1976-01-26 00:00:00,1987-04-18 00:00:00,2615.05,TRUE,TRUE
1986,1986/1987,1987-04-18,5,668,Neal Foulds,England,2708.09,33,367,367,1984-04-21 00:00:00,1987-04-18 00:00:00,2669.85,TRUE,TRUE
1986,1986/1987,1987-04-18,6,470,Cliff Thorburn,Canada,2700.87,103,1296,1296,1975-01-13 00:00:00,1987-04-18 00:00:00,2622.2,TRUE,TRUE
1986,1986/1987,1987-04-18,7,2877,Terry Griffiths,Wales,2693.53,83,925,925,1979-04-16 00:00:00,1987-04-18 00:00:00,2667.02,TRUE,TRUE
1986,1986/1987,1987-04-18,8,2878,Alex Higgins,Northern Ireland,2683.45,95,1121,1121,1975-01-13 00:00:00,1987-04-18 00:00:00,2638.15,TRUE,TRUE
1986,1986/1987,1987-04-18,9,2184,Willie Thorne,England,2681.48,50,598,598,1977-04-18 00:00:00,1987-04-18 00:00:00,2637.32,TRUE,TRUE
1986,1986/1987,1987-04-18,10,408,John Parrott,England,2680.36,27,311,311,1983-10-10 00:00:00,1987-04-18 00:00:00,2675.9,TRUE,TRUE
1986,1986/1987,1987-04-18,11,2879,Silvino Francisco,South Africa,2673.87,42,451,451,1982-04-30 00:00:00,1987-04-18 00:00:00,2645.57,TRUE,TRUE
1986,1986/1987,1987-04-18,12,205,Mike Hallett,England,2672.96,28,298,298,1982-04-30 00:00:00,1987-04-18 00:00:00,2616.54,TRUE,TRUE
1986,1986/1987,1987-04-18,13,2874,Tony Meo,England,2663.32,56,570,570,1980-05-22 00:00:00,1987-04-18 00:00:00,2646.39,TRUE,TRUE
1986,1986/1987,1987-04-18,14,806,Doug Mountjoy,Wales,2658.81,75,874,874,1977-02-07 00:00:00,1987-04-18 00:00:00,2603,TRUE,TRUE
1986,1986/1987,1987-04-18,15,181,Tony Knowles,England,2658.11,61,713,713,1981-04-07 00:00:00,1987-04-18 00:00:00,2648.14,TRUE,TRUE
1986,1986/1987,1987-04-18,16,3449,Eddie Charlton,Australia,2652.57,67,850,850,1975-01-13 00:00:00,1987-02-15 00:00:00,2613.81,TRUE,TRUE
1986,1986/1987,1987-04-18,17,3484,John Virgo,England,2651.79,51,556,556,1977-04-18 00:00:00,1987-04-18 00:00:00,2604.78,TRUE,TRUE
1986,1986/1987,1987-04-18,18,2876,John Spencer,England,2636.21,60,628,628,1975-01-13 00:00:00,1987-02-15 00:00:00,2625.15,TRUE,TRUE
1986,1986/1987,1987-04-18,19,3324,Eugene Hughes,Ireland,2633.02,23,222,222,1982-10-11 00:00:00,1987-04-18 00:00:00,2613.37,TRUE,TRUE
1986,1986/1987,1987-04-18,20,3515,Rex Williams,England,2631.31,38,349,349,1975-01-13 00:00:00,1987-04-18 00:00:00,2595.85,TRUE,TRUE
1986,1986/1987,1987-04-18,21,2870,Kirk Stevens,Canada,2624.8,68,804,804,1979-04-16 00:00:00,1987-04-18 00:00:00,2605.68,TRUE,TRUE
1986,1986/1987,1987-04-18,22,659,Dean Reynolds,England,2616.8,26,242,242,1982-04-30 00:00:00,1987-04-18 00:00:00,2592.13,TRUE,TRUE
1986,1986/1987,1987-04-18,23,452,David Taylor,England,2615.45,47,531,531,1977-04-18 00:00:00,1987-04-18 00:00:00,2598.55,TRUE,TRUE
1986,1986/1987,1987-04-18,24,2875,Ray Reardon,Wales,2606.7,89,1117,1117,1975-01-13 00:00:00,1987-04-18 00:00:00,2658.38,TRUE,TRUE
1986,1986/1987,1987-04-18,25,3467,Cliff Wilson,Wales,2592.61,29,248,248,1980-05-22 00:00:00,1987-02-15 00:00:00,2579.39,TRUE,TRUE
1986,1986/1987,1987-04-18,26,3487,John Campbell,Australia,2588.09,23,211,211,1983-04-16 00:00:00,1987-04-18 00:00:00,2582.35,TRUE,TRUE
1986,1986/1987,1987-04-18,27,3509,Bill Werbeniuk,Canada,2582.44,44,541,541,1975-01-13 00:00:00,1987-02-15 00:00:00,2597.27,TRUE,TRUE
1986,1986/1987,1987-04-18,28,3728,Perrie Mans,South Africa,2580.49,25,339,339,1977-02-07 00:00:00,1986-04-19 00:00:00,2602.32,TRUE,TRUE
1986,1986/1987,1987-04-18,29,796,Patsy Fagan,Ireland,2580.04,16,215,215,1977-04-18 00:00:00,1986-10-18 00:00:00,2565.6,TRUE,TRUE
1986,1986/1987,1987-04-18,30,3696,Graham Miles,England,2567.85,37,390,390,1975-01-13 00:00:00,1986-10-18 00:00:00,2578.41,TRUE,TRUE
1986,1986/1987,1987-04-18,31,2834,Fred Davis,England,2519.52,24,308,308,1975-01-13 00:00:00,1986-10-18 00:00:00,2557.7,TRUE,TRUE
