Season,SeasonLabel,SeasonEndDate,Rank,PlayerID,PlayerName,Nationality,Rating,MatchesPlayed,FramesPlayed,ListedFrames,FirstMatchDate,LastMatchDate,EntryRating,Active,Listable
2026,2026/2027,2026-07-06,1,946,Zhao Xintong,China,2844.59,494,3357,3357,2012-06-18 09:11:07,2026-04-28 08:56:55,2600,TRUE,TRUE
2026,2026/2027,2026-07-06,2,2469,Wu Yize,China,2835.09,235,1729,1729,2019-04-01 01:30:31,2026-05-03 12:01:29,2600,TRUE,TRUE
2026,2026/2027,2026-07-06,3,97,Shaun Murphy,England,2831.07,1285,9638,9638,2001-02-04 00:00:00,2026-05-03 12:01:29,2600,TRUE,TRUE
2026,2026/2027,2026-07-06,4,17,Mark Selby,England,2830.31,1529,11072,11072,1999-09-08 00:00:00,2026-04-26 08:59:54,2600,TRUE,TRUE
2026,2026/2027,2026-07-06,5,12,Judd Trump,England,2829.14,1487,10459,10459,2005-10-31 00:00:00,2026-04-25 13:24:53,2600,TRUE,TRUE
2026,2026/2027,2026-07-06,6,202,Mark Allen,Northern Ireland,2819.07,1063,7851,7851,2005-07-20 00:00:00,2026-04-30 18:06:36,2600,TRUE,TRUE
2026,2026/2027,2026-07-06,7,237,John Higgins,Scotland,2812.11,1565,12170,12170,1992-10-12 00:00:00,2026-04-30 11:51:49,2600,TRUE,TRUE
2026,2026/2027,2026-07-06,8,666,Hossein Vafaei,Iran,2807.58,395,2829,2829,2011-09-05 06:37:39,2026-06-29 17:47:50,2600,TRUE,TRUE
2026,2026/2027,2026-07-06,9,5,Ronnie O'Sullivan,England,2803.65,1093,9721,9721,1992-06-20 00:00:00,2026-05-10 10:58:37,2600,TRUE,TRUE
2026,2026/2027,2026-07-06,10,39,Kyren Wilson,England,2797.79,1087,7107,7107,2010-08-01 10:00:00,2026-06-22 10:01:55,2600,TRUE,TRUE
2026,2026/2027,2026-07-06,11,16,Barry Hawkins,England,2796.93,1209,8518,8518,1997-01-03 00:00:00,2026-04-28 08:56:55,2600,TRUE,TRUE
2026,2026/2027,2026-07-06,12,1981,Chang Bingyu,China,2793.81,153,967,967,2015-10-19 05:49:29,2026-06-23 17:26:21,2600,TRUE,TRUE
2026,2026/2027,2026-07-06,13,154,Neil Robertson,Australia,2785.53,1280,9435,9435,1999-01-03 00:00:00,2026-04-28 13:24:25,2600,TRUE,TRUE
2026,2026/2027,2026-07-06,14,81,Zhang Anda,China,2779.18,567,4036,4036,2008-03-23 00:00:00,2026-06-24 18:02:12,2600,TRUE,TRUE
2026,2026/2027,2026-07-06,15,1,Mark J Williams,Wales,2777.33,1446,10590,10590,1993-02-22 00:00:00,2026-04-24 09:01:59,2600,TRUE,TRUE
2026,2026/2027,2026-07-06,16,224,Ding Junhui,China,2770.27,972,7578,7578,2002-02-24 00:00:00,2026-04-24 13:30:32,2600,TRUE,TRUE
2026,2026/2027,2026-07-06,17,2640,Jiang Jun,China,2770.21,93,653,653,2019-10-24 17:08:11,2026-06-24 18:02:12,2600,TRUE,TRUE
2026,2026/2027,2026-07-06,18,158,Ali Carter,England,2766.81,1225,8434,8434,1997-01-03 00:00:00,2026-07-04 18:56:03,2600,TRUE,TRUE
2026,2026/2027,2026-07-06,19,90,Jak Jones,Wales,2766.4,474,3078,3078,2010-08-01 10:00:00,2026-06-18 08:58:52,2600,TRUE,TRUE
2026,2026/2027,2026-07-06,20,118,David Gilbert,England,2762.34,881,6070,6070,2002-10-04 00:00:00,2026-06-25 18:08:48,2600,TRUE,TRUE
2026,2026/2027,2026-07-06,21,24,Xiao Guodong,China,2760.93,812,5364,5364,2005-03-26 00:00:00,2026-04-23 11:57:27,2600,TRUE,TRUE
2026,2026/2027,2026-07-06,22,546,Gary Wilson,England,2759.29,705,4671,4671,2004-10-02 00:00:00,2026-06-26 18:54:23,2600,TRUE,TRUE
2026,2026/2027,2026-07-06,23,1417,Fan Zhengyi,China,2758.37,234,1599,1599,2013-10-21 04:37:20,2026-06-29 17:47:50,2600,TRUE,TRUE
2026,2026/2027,2026-07-06,24,906,Zhou Yuelong,China,2758.12,564,3752,3752,2012-02-27 11:42:20,2026-06-18 15:05:38,2600,TRUE,TRUE
2026,2026/2027,2026-07-06,25,45,Liam Highfield,England,2753.15,493,3464,3464,2010-08-01 10:00:00,2026-06-15 09:00:09,2600,TRUE,TRUE
2026,2026/2027,2026-07-06,26,1044,Chris Wakelin,England,2752.26,514,3459,3459,2012-09-06 12:42:07,2026-07-01 18:21:23,2600,TRUE,TRUE
2026,2026/2027,2026-07-06,27,1257,Pang Junxu,China,2749.3,274,1775,1775,2013-06-13 05:00:49,2026-06-27 18:06:50,2600,TRUE,TRUE
2026,2026/2027,2026-07-06,28,2611,Liu Hongyu,China,2748.4,102,647,647,2019-10-24 17:04:02,2026-07-02 18:58:42,2600,TRUE,TRUE
2026,2026/2027,2026-07-06,29,2166,Jackson Page,Wales,2737.99,302,1884,1884,2017-02-13 12:41:23,2026-06-24 18:28:12,2600,TRUE,TRUE
