Season,SeasonLabel,SeasonEndDate,Rank,PlayerID,PlayerName,Nationality,Rating,MatchesPlayed,FramesPlayed,ListedFrames,FirstMatchDate,LastMatchDate,EntryRating,Active,Listable
2014,2014/2015,2015-05-25,1,5,Ronnie O'Sullivan,England,2901.36,591,5557,5557,1992-06-20 00:00:00,2015-04-28 13:18:44,2727.41,TRUE,TRUE
2014,2014/2015,2015-05-25,2,12,Judd Trump,England,2896.07,572,3898,3898,2005-10-31 00:00:00,2015-04-30 17:50:24,2671.03,TRUE,TRUE
2014,2014/2015,2015-05-25,3,30,Stuart Bingham,England,2894.88,570,4242,4242,1997-01-03 00:00:00,2015-05-03 12:46:39,2664.72,TRUE,TRUE
2014,2014/2015,2015-05-25,4,97,Shaun Murphy,England,2886.47,673,5160,5160,2001-02-04 00:00:00,2015-05-03 12:46:39,2709.44,TRUE,TRUE
2014,2014/2015,2015-05-25,5,154,Neil Robertson,Australia,2871.71,642,4761,4761,1999-01-03 00:00:00,2015-04-28 13:18:44,2631.48,TRUE,TRUE
2014,2014/2015,2015-05-25,6,17,Mark Selby,England,2852.82,673,4988,4988,1999-09-08 00:00:00,2015-04-23 11:54:00,2694.53,TRUE,TRUE
2014,2014/2015,2015-05-25,7,1,Mark J Williams,Wales,2841.98,737,5661,5661,1993-02-22 00:00:00,2015-04-21 18:03:56,2646.43,TRUE,TRUE
2014,2014/2015,2015-05-25,8,168,Joe Perry,England,2837.14,579,4153,4153,1997-01-03 00:00:00,2015-04-26 08:42:44,2701.46,TRUE,TRUE
2014,2014/2015,2015-05-25,9,224,Ding Junhui,China,2832.07,501,3767,3767,2002-02-24 00:00:00,2015-04-28 08:45:42,2679.65,TRUE,TRUE
2014,2014/2015,2015-05-25,10,237,John Higgins,Scotland,2830.07,778,6312,6312,1992-10-12 00:00:00,2015-04-23 17:48:27,2718.45,TRUE,TRUE
2014,2014/2015,2015-05-25,11,22,Anthony McGill,Scotland,2826.59,242,1641,1641,2010-08-01 10:00:00,2015-04-28 08:45:42,2731.34,TRUE,TRUE
2014,2014/2015,2015-05-25,12,2,Stephen Maguire,Scotland,2822.88,567,4252,4252,1999-01-03 00:00:00,2015-04-18 13:14:06,2658.76,TRUE,TRUE
2014,2014/2015,2015-05-25,13,15,Mark Davis,England,2820.52,544,3905,3905,1992-01-01 00:00:00,2015-04-20 13:50:52,2700.48,TRUE,TRUE
2014,2014/2015,2015-05-25,14,16,Barry Hawkins,England,2816.72,530,3884,3884,1997-01-03 00:00:00,2015-04-30 11:48:32,2665.52,TRUE,TRUE
2014,2014/2015,2015-05-25,15,62,Ricky Walden,England,2816.5,503,3632,3632,2001-02-20 00:00:00,2015-04-18 17:50:11,2670.12,TRUE,TRUE
2014,2014/2015,2015-05-25,16,27,Martin Gould,England,2815.65,365,2491,2491,2002-02-11 00:00:00,2015-04-08 08:51:09,2650.47,TRUE,TRUE
2014,2014/2015,2015-05-25,17,202,Mark Allen,Northern Ireland,2812.47,475,3294,3294,2005-07-20 00:00:00,2015-04-24 13:30:30,2685.54,TRUE,TRUE
2014,2014/2015,2015-05-25,18,158,Ali Carter,England,2808.27,561,3998,3998,1997-01-03 00:00:00,2015-04-25 13:25:54,2654.01,TRUE,TRUE
2014,2014/2015,2015-05-25,19,24,Xiao Guodong,China,2798.04,276,1936,1936,2005-03-26 00:00:00,2015-04-14 15:53:33,2639.15,TRUE,TRUE
2014,2014/2015,2015-05-25,20,4,Fu Marco,Hong Kong,2796.99,555,4077,4077,1998-01-02 00:00:00,2015-04-26 08:42:44,2720.96,TRUE,TRUE
2014,2014/2015,2015-05-25,21,47,Matthew Selt,England,2792.77,267,1928,1928,2002-10-04 00:00:00,2015-04-19 09:28:12,2633.16,TRUE,TRUE
2014,2014/2015,2015-05-25,22,52,Graeme Dott,Scotland,2791.07,509,4133,4133,1996-01-01 00:00:00,2015-04-24 08:46:18,2677.78,TRUE,TRUE
2014,2014/2015,2015-05-25,23,153,Stephen Hendry,Scotland,2790.53,602,5815,5815,1986-04-19 00:00:00,2013-10-20 20:09:19,2727.72,TRUE,TRUE
2014,2014/2015,2015-05-25,24,10,Jamie Jones,Wales,2789.42,251,1806,1806,2006-10-21 00:00:00,2015-04-19 13:11:43,2647.15,TRUE,TRUE
2014,2014/2015,2015-05-25,25,118,David Gilbert,England,2786.49,290,2191,2191,2002-10-04 00:00:00,2015-04-13 08:42:21,2640.14,TRUE,TRUE
2014,2014/2015,2015-05-25,26,45,Liam Highfield,England,2783.2,190,1331,1331,2010-08-01 10:00:00,2015-04-13 08:42:21,2674.69,TRUE,TRUE
2014,2014/2015,2015-05-25,27,42,Peter Ebdon,England,2782.45,637,5080,5080,1991-10-14 00:00:00,2015-04-12 08:48:02,2730.08,TRUE,TRUE
2014,2014/2015,2015-05-25,28,68,Ryan Day,Wales,2782.29,517,3718,3718,1999-01-03 00:00:00,2015-04-21 08:56:24,2657.72,TRUE,TRUE
