Season,SeasonLabel,SeasonEndDate,Rank,PlayerID,PlayerName,Nationality,Rating,MatchesPlayed,FramesPlayed,ListedFrames,FirstMatchDate,LastMatchDate,EntryRating,Active,Listable
1980,1980/1981,1981-04-07,1,212,Steve Davis,England,2710.15,17,255,255,1979-04-16 00:00:00,1981-04-07 00:00:00,2674.66,TRUE,TRUE
1980,1980/1981,1981-04-07,2,2877,Terry Griffiths,Wales,2680.63,19,249,249,1979-04-16 00:00:00,1981-04-07 00:00:00,2667.02,TRUE,TRUE
1980,1980/1981,1981-04-07,3,806,Doug Mountjoy,Wales,2668.93,28,375,375,1977-02-07 00:00:00,1981-04-07 00:00:00,2603,TRUE,TRUE
1980,1980/1981,1981-04-07,4,2878,Alex Higgins,Northern Ireland,2660.66,38,462,462,1975-01-13 00:00:00,1981-04-07 00:00:00,2638.15,TRUE,TRUE
1980,1980/1981,1981-04-07,5,470,Cliff Thorburn,Canada,2654.94,28,429,429,1975-01-13 00:00:00,1981-04-07 00:00:00,2622.2,TRUE,TRUE
1980,1980/1981,1981-04-07,6,2875,Ray Reardon,Wales,2630.2,36,467,467,1975-01-13 00:00:00,1981-04-07 00:00:00,2658.38,TRUE,TRUE
1980,1980/1981,1981-04-07,7,468,Dennis Taylor,Northern Ireland,2622.11,23,330,330,1976-01-26 00:00:00,1981-04-07 00:00:00,2615.05,TRUE,TRUE
1980,1980/1981,1981-04-07,8,3484,John Virgo,England,2621.44,16,227,227,1977-04-18 00:00:00,1981-04-07 00:00:00,2604.78,TRUE,TRUE
1980,1980/1981,1981-04-07,9,452,David Taylor,England,2617.6,14,209,209,1977-04-18 00:00:00,1981-04-07 00:00:00,2598.55,TRUE,TRUE
1980,1980/1981,1981-04-07,10,3449,Eddie Charlton,Australia,2612.21,20,330,330,1975-01-13 00:00:00,1981-04-07 00:00:00,2613.81,TRUE,TRUE
1980,1980/1981,1981-04-07,11,2876,John Spencer,England,2611.49,27,309,309,1975-01-13 00:00:00,1981-04-07 00:00:00,2625.15,TRUE,TRUE
1980,1980/1981,1981-04-07,12,3728,Perrie Mans,South Africa,2600.05,14,214,214,1977-02-07 00:00:00,1981-04-07 00:00:00,2602.32,TRUE,TRUE
1980,1980/1981,1981-04-07,13,3696,Graham Miles,England,2569.24,21,244,244,1975-01-13 00:00:00,1981-04-07 00:00:00,2578.41,TRUE,TRUE
1980,1980/1981,1981-04-07,14,2834,Fred Davis,England,2538.8,18,247,247,1975-01-13 00:00:00,1981-04-07 00:00:00,2557.7,TRUE,TRUE
