MatchID,EventID,EventName,EventSeason,EventStartDate,EventEndDate,PlayerA_ID,PlayerB_ID,ScoreA,ScoreB,WinnerID,MatchDate,SourceFile
8315721,1652,Champion of Champions,1980,1980-10-02,1980-10-12,806,3484,10,8,806,2023-11-24T09:37:46Z,matches_1980_event_1652.csv
8315676,1654,Champion of Champions Group A,1980,1980-10-02,1980-10-11,470,2878,4,5,2878,2023-11-24T09:35:50Z,matches_1980_event_1654.csv
8315677,1654,Champion of Champions Group A,1980,1980-10-02,1980-10-11,470,2877,1,8,2877,2023-11-24T09:35:50Z,matches_1980_event_1654.csv
8315678,1654,Champion of Champions Group A,1980,1980-10-02,1980-10-11,470,806,1,8,806,2023-11-24T09:35:50Z,matches_1980_event_1654.csv
8315679,1654,Champion of Champions Group A,1980,1980-10-02,1980-10-11,470,3696,5,4,470,2023-11-24T09:35:50Z,matches_1980_event_1654.csv
8315680,1654,Champion of Champions Group A,1980,1980-10-02,1980-10-11,2878,2877,5,4,2878,2023-11-24T09:35:50Z,matches_1980_event_1654.csv
8315681,1654,Champion of Champions Group A,1980,1980-10-02,1980-10-11,2878,806,2,7,806,2023-11-24T09:35:50Z,matches_1980_event_1654.csv
8315682,1654,Champion of Champions Group A,1980,1980-10-02,1980-10-11,2878,3696,4,5,3696,2023-11-24T09:35:50Z,matches_1980_event_1654.csv
8315683,1654,Champion of Champions Group A,1980,1980-10-02,1980-10-11,2877,806,5,4,2877,2023-11-24T09:35:50Z,matches_1980_event_1654.csv
8315684,1654,Champion of Champions Group A,1980,1980-10-02,1980-10-11,2877,3696,6,3,2877,2023-11-24T09:35:50Z,matches_1980_event_1654.csv
8315685,1654,Champion of Champions Group A,1980,1980-10-02,1980-10-11,806,3696,6,3,806,2023-11-24T09:35:50Z,matches_1980_event_1654.csv
8315710,1655,Champion of Champions Group B,1980,1980-10-02,1980-10-11,2875,468,5,4,2875,2023-11-24T09:44:15Z,matches_1980_event_1655.csv
8315711,1655,Champion of Champions Group B,1980,1980-10-02,1980-10-11,2875,2870,7,2,2875,2023-11-24T09:44:15Z,matches_1980_event_1655.csv
8315712,1655,Champion of Champions Group B,1980,1980-10-02,1980-10-11,2875,3484,4,5,3484,2023-11-24T09:44:15Z,matches_1980_event_1655.csv
8315713,1655,Champion of Champions Group B,1980,1980-10-02,1980-10-11,2875,212,4,5,212,2023-11-24T09:44:15Z,matches_1980_event_1655.csv
8315714,1655,Champion of Champions Group B,1980,1980-10-02,1980-10-11,468,2870,9,0,468,2023-11-24T09:44:15Z,matches_1980_event_1655.csv
8315715,1655,Champion of Champions Group B,1980,1980-10-02,1980-10-11,468,3484,4,5,3484,2023-11-24T09:44:15Z,matches_1980_event_1655.csv
8315716,1655,Champion of Champions Group B,1980,1980-10-02,1980-10-11,468,212,4,5,212,2023-11-24T09:44:15Z,matches_1980_event_1655.csv
8315717,1655,Champion of Champions Group B,1980,1980-10-02,1980-10-11,2870,3484,4,5,3484,2023-11-24T09:44:15Z,matches_1980_event_1655.csv
8315718,1655,Champion of Champions Group B,1980,1980-10-02,1980-10-11,2870,212,2,7,212,2023-11-24T09:44:15Z,matches_1980_event_1655.csv
