MatchID,EventID,EventName,EventSeason,EventStartDate,EventEndDate,PlayerA_ID,PlayerB_ID,ScoreA,ScoreB,WinnerID,MatchDate,SourceFile
7340071,1267,European Masters,2022,2022-08-16,2022-08-21,894,1981,0,0,894,2022-08-12T11:42:14Z,matches_2022_event_1267.csv
7340082,1267,European Masters,2022,2022-08-16,2022-08-21,4,2498,0,0,4,2022-08-12T11:49:29Z,matches_2022_event_1267.csv
7340086,1267,European Masters,2022,2022-08-16,2022-08-21,295,946,0,0,946,2022-08-12T11:49:29Z,matches_2022_event_1267.csv
7340065,1267,European Masters,2022,2022-08-16,2022-08-21,22,1982,2,5,1982,2022-08-16T09:04:53Z,matches_2022_event_1267.csv
7340066,1267,European Masters,2022,2022-08-16,2022-08-21,666,24,0,0,24,2022-08-16T09:04:53Z,matches_2022_event_1267.csv
7340073,1267,European Masters,2022,2022-08-16,2022-08-21,101,2469,1,5,2469,2022-08-16T09:04:53Z,matches_2022_event_1267.csv
7340090,1267,European Masters,2022,2022-08-16,2022-08-21,906,52,5,4,906,2022-08-16T09:04:53Z,matches_2022_event_1267.csv
7340064,1267,European Masters,2022,2022-08-16,2022-08-21,546,1082,5,2,546,2022-08-16T13:30:43Z,matches_2022_event_1267.csv
7340067,1267,European Masters,2022,2022-08-16,2022-08-21,1044,146,5,3,1044,2022-08-16T13:30:43Z,matches_2022_event_1267.csv
7340069,1267,European Masters,2022,2022-08-16,2022-08-21,51,93,2,5,93,2022-08-16T13:30:43Z,matches_2022_event_1267.csv
7340072,1267,European Masters,2022,2022-08-16,2022-08-21,68,605,5,2,68,2022-08-16T13:30:43Z,matches_2022_event_1267.csv
7340076,1267,European Masters,2022,2022-08-16,2022-08-21,87,30,1,5,30,2022-08-16T13:30:43Z,matches_2022_event_1267.csv
7340074,1267,European Masters,2022,2022-08-16,2022-08-21,2061,50,2,5,50,2022-08-16T18:00:53Z,matches_2022_event_1267.csv
7340075,1267,European Masters,2022,2022-08-16,2022-08-21,151,158,2,5,158,2022-08-16T18:00:53Z,matches_2022_event_1267.csv
7340077,1267,European Masters,2022,2022-08-16,2022-08-21,67,171,5,2,67,2022-08-16T18:00:53Z,matches_2022_event_1267.csv
7340063,1267,European Masters,2022,2022-08-16,2022-08-21,204,32,3,5,32,2022-08-17T09:01:14Z,matches_2022_event_1267.csv
7340068,1267,European Masters,2022,2022-08-16,2022-08-21,81,97,3,5,97,2022-08-17T09:01:14Z,matches_2022_event_1267.csv
7340080,1267,European Masters,2022,2022-08-16,2022-08-21,592,25,1,5,25,2022-08-17T09:01:14Z,matches_2022_event_1267.csv
7340081,1267,European Masters,2022,2022-08-16,2022-08-21,163,6,5,2,163,2022-08-17T09:01:14Z,matches_2022_event_1267.csv
7340092,1267,European Masters,2022,2022-08-16,2022-08-21,2320,1260,4,5,1260,2022-08-17T09:01:14Z,matches_2022_event_1267.csv
7340070,1267,European Masters,2022,2022-08-16,2022-08-21,905,39,1,5,39,2022-08-17T13:14:40Z,matches_2022_event_1267.csv
7340084,1267,European Masters,2022,2022-08-16,2022-08-21,2470,16,2,5,16,2022-08-17T13:14:40Z,matches_2022_event_1267.csv
7340085,1267,European Masters,2022,2022-08-16,2022-08-21,90,92,2,5,92,2022-08-17T13:14:40Z,matches_2022_event_1267.csv
7340094,1267,European Masters,2022,2022-08-16,2022-08-21,48,552,5,2,48,2022-08-17T13:14:40Z,matches_2022_event_1267.csv
7340078,1267,European Masters,2022,2022-08-16,2022-08-21,2166,1108,5,1,2166,2022-08-17T13:15:27Z,matches_2022_event_1267.csv
7340083,1267,European Masters,2022,2022-08-16,2022-08-21,128,58,5,3,128,2022-08-17T13:35:19Z,matches_2022_event_1267.csv
7340079,1267,European Masters,2022,2022-08-16,2022-08-21,12,1323,5,3,12,2022-08-17T18:00:37Z,matches_2022_event_1267.csv
