ID,EventID,Round,Number,Player1ID,Score1,Walkover1,Player2ID,Score2,Walkover2,WinnerID,Unfinished,OnBreak,Status,WorldSnookerID,LiveUrl,DetailsUrl,PointsDropped,ShowCommonNote,Estimated,Type,TableNo,VideoURL,InitDate,ModDate,StartDate,EndDate,ScheduledDate,FrameScores,Sessions,Note,ExtendedNote,HeldOver,StatsURL,EventName,EventStartDate,EventEndDate,Season
10210816,2758,2,12,1889,0,FALSE,49,0,FALSE,0,FALSE,FALSE,0,0,https://www.wst.tv/match-centre/88fb6ecb-1a23-4b01-b506-47229c6162ef,https://www.wst.tv/match-centre/88fb6ecb-1a23-4b01-b506-47229c6162ef,FALSE,FALSE,FALSE,1,0,"",2026-05-29T12:37:05Z,2026-06-05T08:15:01Z,"","",2026-06-15T13:30:00Z,"","","","",FALSE,"",Wuhan Open Qualifiers,2026-06-15,2026-06-18,2026
10210817,2758,2,13,10,0,FALSE,2379,0,FALSE,0,FALSE,FALSE,0,0,https://www.wst.tv/match-centre/b65dcb2c-0cde-46c3-a755-20583c2a9faf,https://www.wst.tv/match-centre/b65dcb2c-0cde-46c3-a755-20583c2a9faf,FALSE,FALSE,FALSE,1,0,"",2026-05-29T12:37:05Z,2026-06-05T08:15:01Z,"","",2026-06-15T13:30:00Z,"","","","",FALSE,"",Wuhan Open Qualifiers,2026-06-15,2026-06-18,2026
10210818,2758,2,14,2778,0,FALSE,2438,0,FALSE,0,FALSE,FALSE,0,0,https://www.wst.tv/match-centre/4316748e-e88d-4027-bc6e-9269d33a2f7b,https://www.wst.tv/match-centre/4316748e-e88d-4027-bc6e-9269d33a2f7b,FALSE,FALSE,FALSE,1,0,"",2026-05-29T12:37:05Z,2026-06-05T08:15:01Z,"","",2026-06-15T13:30:00Z,"","","","",FALSE,"",Wuhan Open Qualifiers,2026-06-15,2026-06-18,2026
10210819,2758,2,15,1231,0,FALSE,128,0,FALSE,0,FALSE,FALSE,0,0,https://www.wst.tv/match-centre/e86ed5e3-aee3-47fd-b75d-cb952e0299be,https://www.wst.tv/match-centre/e86ed5e3-aee3-47fd-b75d-cb952e0299be,FALSE,FALSE,FALSE,1,0,"",2026-05-29T12:37:05Z,2026-06-05T08:15:01Z,"","",2026-06-15T13:30:00Z,"","","","",FALSE,"",Wuhan Open Qualifiers,2026-06-15,2026-06-18,2026
10210820,2758,2,16,1923,0,FALSE,1323,0,FALSE,0,FALSE,FALSE,0,0,https://www.wst.tv/match-centre/b2efe642-5a96-4487-a1f7-9e96e9a64266,https://www.wst.tv/match-centre/b2efe642-5a96-4487-a1f7-9e96e9a64266,FALSE,FALSE,FALSE,1,0,"",2026-05-29T12:37:05Z,2026-06-05T08:18:24Z,"","",2026-06-15T18:00:00Z,"","","","",FALSE,"",Wuhan Open Qualifiers,2026-06-15,2026-06-18,2026
10210821,2758,2,17,67,0,FALSE,1835,0,FALSE,0,FALSE,FALSE,0,0,https://www.wst.tv/match-centre/595dd5f9-29c6-4888-a2e3-78c4d9e66d35,https://www.wst.tv/match-centre/595dd5f9-29c6-4888-a2e3-78c4d9e66d35,FALSE,FALSE,FALSE,1,0,"",2026-05-29T12:37:05Z,2026-06-05T08:18:24Z,"","",2026-06-15T18:00:00Z,"","","","",FALSE,"",Wuhan Open Qualifiers,2026-06-15,2026-06-18,2026
10210822,2758,2,18,1045,0,FALSE,2046,0,FALSE,0,FALSE,FALSE,0,0,https://www.wst.tv/match-centre/13f6b9e0-8c88-4127-9ca4-1bf6e6ce33ff,https://www.wst.tv/match-centre/13f6b9e0-8c88-4127-9ca4-1bf6e6ce33ff,FALSE,FALSE,FALSE,1,0,"",2026-05-29T12:37:05Z,2026-06-05T08:18:24Z,"","",2026-06-15T18:00:00Z,"","","","",FALSE,"",Wuhan Open Qualifiers,2026-06-15,2026-06-18,2026
10210823,2758,2,19,2640,0,FALSE,20,0,FALSE,0,FALSE,FALSE,0,0,https://www.wst.tv/match-centre/82c21ac4-5a52-4d33-8252-b419c3b7daad,https://www.wst.tv/match-centre/82c21ac4-5a52-4d33-8252-b419c3b7daad,FALSE,FALSE,FALSE,1,0,"",2026-05-29T12:37:05Z,2026-06-05T08:18:24Z,"","",2026-06-15T18:00:00Z,"","","","",FALSE,"",Wuhan Open Qualifiers,2026-06-15,2026-06-18,2026
10210824,2758,2,20,2320,0,FALSE,1485,0,FALSE,0,FALSE,FALSE,0,0,https://www.wst.tv/match-centre/dc491ce1-fc81-4412-ba67-b19d1ea2567c,https://www.wst.tv/match-centre/dc491ce1-fc81-4412-ba67-b19d1ea2567c,FALSE,FALSE,FALSE,1,0,"",2026-05-29T12:37:05Z,2026-06-05T08:18:24Z,"","",2026-06-15T18:00:00Z,"","","","",FALSE,"",Wuhan Open Qualifiers,2026-06-15,2026-06-18,2026
10210825,2758,2,21,109,0,FALSE,2754,0,FALSE,0,FALSE,FALSE,0,0,https://www.wst.tv/match-centre/50047d8c-bdb0-4e10-875d-2f4f8bbed8b1,https://www.wst.tv/match-centre/50047d8c-bdb0-4e10-875d-2f4f8bbed8b1,FALSE,FALSE,FALSE,1,0,"",2026-05-29T12:37:05Z,2026-06-05T08:18:24Z,"","",2026-06-15T18:00:00Z,"","","","",FALSE,"",Wuhan Open Qualifiers,2026-06-15,2026-06-18,2026
10210826,2758,2,22,146,0,FALSE,376,0,FALSE,0,FALSE,FALSE,0,0,"","",FALSE,FALSE,FALSE,1,0,"",2026-05-29T12:37:05Z,2026-06-15T12:37:31Z,"","",2026-06-16T09:00:00Z,"","","","",FALSE,"",Wuhan Open Qualifiers,2026-06-15,2026-06-18,2026
10210827,2758,2,23,239,0,FALSE,1149,0,FALSE,0,FALSE,FALSE,0,0,https://www.wst.tv/match-centre/06b7a958-87fe-443a-b8a8-7dd7a9aa4036,https://www.wst.tv/match-centre/06b7a958-87fe-443a-b8a8-7dd7a9aa4036,FALSE,FALSE,FALSE,1,0,"",2026-05-29T12:37:05Z,2026-06-05T08:18:24Z,"","",2026-06-15T18:00:00Z,"","","","",FALSE,"",Wuhan Open Qualifiers,2026-06-15,2026-06-18,2026
10210828,2758,2,24,2887,0,FALSE,550,0,FALSE,0,FALSE,FALSE,0,0,https://www.wst.tv/match-centre/83bb5f09-5f09-40b0-8d6b-fde81fa1fbde,https://www.wst.tv/match-centre/83bb5f09-5f09-40b0-8d6b-fde81fa1fbde,FALSE,FALSE,FALSE,1,0,"",2026-05-29T12:37:05Z,2026-06-05T08:18:24Z,"","",2026-06-15T18:00:00Z,"","","","",FALSE,"",Wuhan Open Qualifiers,2026-06-15,2026-06-18,2026
10210829,2758,2,25,2746,0,FALSE,21,0,FALSE,0,FALSE,FALSE,0,0,https://www.wst.tv/match-centre/8f6e66f3-c3a9-4593-a471-8ccd55a49030,https://www.wst.tv/match-centre/8f6e66f3-c3a9-4593-a471-8ccd55a49030,FALSE,FALSE,FALSE,1,0,"",2026-05-29T12:37:05Z,2026-06-05T08:20:52Z,"","",2026-06-16T09:00:00Z,"","","","",FALSE,"",Wuhan Open Qualifiers,2026-06-15,2026-06-18,2026
10210830,2758,2,26,898,0,FALSE,2797,0,FALSE,0,FALSE,FALSE,0,0,https://www.wst.tv/match-centre/038b33d8-ed00-427d-946b-169c79323a50,https://www.wst.tv/match-centre/038b33d8-ed00-427d-946b-169c79323a50,FALSE,FALSE,FALSE,1,0,"",2026-05-29T12:37:05Z,2026-06-05T08:20:52Z,"","",2026-06-16T09:00:00Z,"","","","",FALSE,"",Wuhan Open Qualifiers,2026-06-15,2026-06-18,2026
10210831,2758,2,27,4,0,FALSE,2767,0,FALSE,0,FALSE,FALSE,0,0,https://www.wst.tv/match-centre/bd7b58f3-9ff1-4065-836e-1e0d140e13ce,https://www.wst.tv/match-centre/bd7b58f3-9ff1-4065-836e-1e0d140e13ce,FALSE,FALSE,FALSE,1,0,"",2026-05-29T12:37:05Z,2026-06-05T08:20:52Z,"","",2026-06-16T09:00:00Z,"","","","",FALSE,"",Wuhan Open Qualifiers,2026-06-15,2026-06-18,2026
10210832,2758,2,28,680,0,FALSE,552,0,FALSE,0,FALSE,FALSE,0,0,https://www.wst.tv/match-centre/45d7c525-dd29-447b-adfe-58f4b6965bc5,https://www.wst.tv/match-centre/45d7c525-dd29-447b-adfe-58f4b6965bc5,FALSE,FALSE,FALSE,1,0,"",2026-05-29T12:37:05Z,2026-06-05T08:20:52Z,"","",2026-06-16T09:00:00Z,"","","","",FALSE,"",Wuhan Open Qualifiers,2026-06-15,2026-06-18,2026
10210833,2758,2,29,1160,0,FALSE,216,0,FALSE,0,FALSE,FALSE,0,0,https://www.wst.tv/match-centre/ef915579-1873-49fa-97b9-2ddf872fc89d,https://www.wst.tv/match-centre/ef915579-1873-49fa-97b9-2ddf872fc89d,FALSE,FALSE,FALSE,1,0,"",2026-05-29T12:37:05Z,2026-06-05T08:20:52Z,"","",2026-06-16T09:00:00Z,"","","","",FALSE,"",Wuhan Open Qualifiers,2026-06-15,2026-06-18,2026
10210834,2758,2,30,87,0,FALSE,724,0,FALSE,0,FALSE,FALSE,0,0,https://www.wst.tv/match-centre/c33c79e5-1867-44e0-ae4f-eb6f8fc2b19a,https://www.wst.tv/match-centre/c33c79e5-1867-44e0-ae4f-eb6f8fc2b19a,FALSE,FALSE,FALSE,1,0,"",2026-05-29T12:37:05Z,2026-06-05T08:20:52Z,"","",2026-06-16T09:00:00Z,"","","","",FALSE,"",Wuhan Open Qualifiers,2026-06-15,2026-06-18,2026
10210835,2758,2,31,2103,0,FALSE,3071,0,FALSE,0,FALSE,FALSE,0,0,https://www.wst.tv/match-centre/074a1715-8dd8-4ce3-aba0-315e41dabaaa,https://www.wst.tv/match-centre/074a1715-8dd8-4ce3-aba0-315e41dabaaa,FALSE,FALSE,FALSE,1,0,"",2026-05-29T12:37:05Z,2026-06-05T08:21:53Z,"","",2026-06-16T13:30:00Z,"","","","",FALSE,"",Wuhan Open Qualifiers,2026-06-15,2026-06-18,2026
