MatchID,EventID,EventName,EventSeason,EventStartDate,EventEndDate,PlayerA_ID,PlayerB_ID,ScoreA,ScoreB,WinnerID,MatchDate,SourceFile
8104215,1582,World Championship,2001,2002-04-20,2002-05-06,5,1166,10,5,5,2023-09-18T21:41:34Z,matches_2001_event_1582.csv
8104216,1582,World Championship,2001,2002-04-20,2002-05-06,63,92,8,10,92,2023-09-18T21:41:34Z,matches_2001_event_1582.csv
8104217,1582,World Championship,2001,2002-04-20,2002-05-06,1191,2745,9,10,2745,2023-09-18T21:41:34Z,matches_2001_event_1582.csv
8104218,1582,World Championship,2001,2002-04-20,2002-05-06,13,2880,10,7,13,2023-09-18T21:41:34Z,matches_2001_event_1582.csv
8104219,1582,World Championship,2001,2002-04-20,2002-05-06,153,97,10,4,153,2023-09-18T21:41:34Z,matches_2001_event_1582.csv
8104220,1582,World Championship,2001,2002-04-20,2002-05-06,44,1426,7,10,1426,2023-09-18T21:41:34Z,matches_2001_event_1582.csv
8104221,1582,World Championship,2001,2002-04-20,2002-05-06,28,130,10,5,28,2023-09-18T21:41:34Z,matches_2001_event_1582.csv
8104222,1582,World Championship,2001,2002-04-20,2002-05-06,170,30,10,8,170,2023-09-18T21:41:34Z,matches_2001_event_1582.csv
8104223,1582,World Championship,2001,2002-04-20,2002-05-06,237,193,10,1,237,2023-09-18T21:41:34Z,matches_2001_event_1582.csv
8104224,1582,World Championship,2001,2002-04-20,2002-05-06,52,549,10,6,52,2023-09-18T21:41:34Z,matches_2001_event_1582.csv
8104225,1582,World Championship,2001,2002-04-20,2002-05-06,20,33,10,2,20,2023-09-18T21:41:34Z,matches_2001_event_1582.csv
8104226,1582,World Championship,2001,2002-04-20,2002-05-06,9,54,10,6,9,2023-09-18T21:41:34Z,matches_2001_event_1582.csv
8104227,1582,World Championship,2001,2002-04-20,2002-05-06,42,204,10,4,42,2023-09-18T21:41:34Z,matches_2001_event_1582.csv
8104228,1582,World Championship,2001,2002-04-20,2002-05-06,35,168,6,10,168,2023-09-18T21:41:34Z,matches_2001_event_1582.csv
8104229,1582,World Championship,2001,2002-04-20,2002-05-06,31,115,6,10,115,2023-09-18T21:41:34Z,matches_2001_event_1582.csv
8104230,1582,World Championship,2001,2002-04-20,2002-05-06,1,408,10,7,1,2023-09-18T21:41:34Z,matches_2001_event_1582.csv
8104307,1582,World Championship,2001,2002-04-20,2002-05-06,5,92,13,2,5,2023-09-18T21:43:28Z,matches_2001_event_1582.csv
8104308,1582,World Championship,2001,2002-04-20,2002-05-06,2745,13,3,13,13,2023-09-18T21:43:28Z,matches_2001_event_1582.csv
8104309,1582,World Championship,2001,2002-04-20,2002-05-06,153,1426,13,3,153,2023-09-18T21:43:28Z,matches_2001_event_1582.csv
8104310,1582,World Championship,2001,2002-04-20,2002-05-06,28,170,12,13,170,2023-09-18T21:43:28Z,matches_2001_event_1582.csv
8104311,1582,World Championship,2001,2002-04-20,2002-05-06,237,52,13,2,237,2023-09-18T21:43:28Z,matches_2001_event_1582.csv
8104312,1582,World Championship,2001,2002-04-20,2002-05-06,20,9,3,13,9,2023-09-18T21:43:28Z,matches_2001_event_1582.csv
8104313,1582,World Championship,2001,2002-04-20,2002-05-06,42,168,13,7,42,2023-09-18T21:43:28Z,matches_2001_event_1582.csv
8104314,1582,World Championship,2001,2002-04-20,2002-05-06,115,1,13,9,115,2023-09-18T21:43:28Z,matches_2001_event_1582.csv
