MatchID,EventID,EventName,EventSeason,EventStartDate,EventEndDate,PlayerA_ID,PlayerB_ID,ScoreA,ScoreB,WinnerID,MatchDate,SourceFile
1590875,331,Asian Tour Event One,2014,2014-06-17,2014-06-21,98,1476,0,0,1476,2014-06-15T12:53:37Z,matches_2014_event_331.csv
1590915,331,Asian Tour Event One,2014,2014-06-17,2014-06-21,963,1531,0,0,1531,2014-06-15T12:53:37Z,matches_2014_event_331.csv
1581037,331,Asian Tour Event One,2014,2014-06-17,2014-06-21,1534,1511,4,3,1534,2014-06-17T04:55:28Z,matches_2014_event_331.csv
1581038,331,Asian Tour Event One,2014,2014-06-17,2014-06-21,1112,1429,4,2,1112,2014-06-17T04:55:28Z,matches_2014_event_331.csv
1581039,331,Asian Tour Event One,2014,2014-06-17,2014-06-21,1513,949,3,4,949,2014-06-17T04:55:28Z,matches_2014_event_331.csv
1581040,331,Asian Tour Event One,2014,2014-06-17,2014-06-21,1155,1535,4,2,1155,2014-06-17T04:55:28Z,matches_2014_event_331.csv
1581041,331,Asian Tour Event One,2014,2014-06-17,2014-06-21,1514,1515,4,3,1514,2014-06-17T04:55:28Z,matches_2014_event_331.csv
1581042,331,Asian Tour Event One,2014,2014-06-17,2014-06-21,1379,1516,4,3,1379,2014-06-17T04:55:28Z,matches_2014_event_331.csv
1581043,331,Asian Tour Event One,2014,2014-06-17,2014-06-21,1517,938,4,2,1517,2014-06-17T04:55:28Z,matches_2014_event_331.csv
1581044,331,Asian Tour Event One,2014,2014-06-17,2014-06-21,1536,1518,4,1,1536,2014-06-17T04:55:28Z,matches_2014_event_331.csv
1581047,331,Asian Tour Event One,2014,2014-06-17,2014-06-21,1259,1521,4,0,1259,2014-06-17T05:14:45Z,matches_2014_event_331.csv
1590876,331,Asian Tour Event One,2014,2014-06-17,2014-06-21,19,1107,4,2,19,2014-06-17T05:16:13Z,matches_2014_event_331.csv
1590881,331,Asian Tour Event One,2014,2014-06-17,2014-06-21,497,969,4,1,497,2014-06-17T05:38:00Z,matches_2014_event_331.csv
1581045,331,Asian Tour Event One,2014,2014-06-17,2014-06-21,947,1519,4,2,947,2014-06-17T05:39:08Z,matches_2014_event_331.csv
1581046,331,Asian Tour Event One,2014,2014-06-17,2014-06-21,1299,1383,4,2,1299,2014-06-17T05:39:08Z,matches_2014_event_331.csv
1581048,331,Asian Tour Event One,2014,2014-06-17,2014-06-21,956,953,4,1,956,2014-06-17T05:39:08Z,matches_2014_event_331.csv
1581049,331,Asian Tour Event One,2014,2014-06-17,2014-06-21,513,1522,4,1,513,2014-06-17T05:39:08Z,matches_2014_event_331.csv
1590882,331,Asian Tour Event One,2014,2014-06-17,2014-06-21,53,1524,4,0,53,2014-06-17T07:54:51Z,matches_2014_event_331.csv
1590884,331,Asian Tour Event One,2014,2014-06-17,2014-06-21,81,966,4,1,81,2014-06-17T07:54:51Z,matches_2014_event_331.csv
1590885,331,Asian Tour Event One,2014,2014-06-17,2014-06-21,217,1525,4,1,217,2014-06-17T07:54:51Z,matches_2014_event_331.csv
1590889,331,Asian Tour Event One,2014,2014-06-17,2014-06-21,534,1372,4,1,534,2014-06-17T07:54:51Z,matches_2014_event_331.csv
1590883,331,Asian Tour Event One,2014,2014-06-17,2014-06-21,60,945,4,1,60,2014-06-17T08:23:59Z,matches_2014_event_331.csv
1590890,331,Asian Tour Event One,2014,2014-06-17,2014-06-21,906,1159,4,2,906,2014-06-17T08:23:59Z,matches_2014_event_331.csv
1590895,331,Asian Tour Event One,2014,2014-06-17,2014-06-21,933,552,1,4,552,2014-06-17T08:23:59Z,matches_2014_event_331.csv
1590886,331,Asian Tour Event One,2014,2014-06-17,2014-06-21,131,941,4,1,131,2014-06-17T08:38:23Z,matches_2014_event_331.csv
