MatchID,EventID,EventName,EventSeason,EventStartDate,EventEndDate,PlayerA_ID,PlayerB_ID,ScoreA,ScoreB,WinnerID,MatchDate,SourceFile
9198891,1588,World Championship,1999,2000-04-15,2000-05-01,153,30,7,10,30,2023-09-19T14:06:13Z,matches_1999_event_1588.csv
9198892,1588,World Championship,1999,2000-04-15,2000-05-01,20,714,10,7,20,2023-09-19T14:06:13Z,matches_1999_event_1588.csv
9198893,1588,World Championship,1999,2000-04-15,2000-05-01,9,41,10,2,9,2023-09-19T14:06:13Z,matches_1999_event_1588.csv
9198894,1588,World Championship,1999,2000-04-15,2000-05-01,44,14,10,7,44,2023-09-19T14:06:13Z,matches_1999_event_1588.csv
9198895,1588,World Championship,1999,2000-04-15,2000-05-01,408,804,10,9,408,2023-09-19T14:06:13Z,matches_1999_event_1588.csv
9198896,1588,World Championship,1999,2000-04-15,2000-05-01,1191,35,6,10,35,2023-09-19T14:06:13Z,matches_1999_event_1588.csv
9198897,1588,World Championship,1999,2000-04-15,2000-05-01,42,33,6,10,33,2023-09-19T14:06:13Z,matches_1999_event_1588.csv
9198898,1588,World Championship,1999,2000-04-15,2000-05-01,5,130,9,10,130,2023-09-19T14:06:13Z,matches_1999_event_1588.csv
9198899,1588,World Championship,1999,2000-04-15,2000-05-01,1,3222,10,4,1,2023-09-19T14:06:13Z,matches_1999_event_1588.csv
9198900,1588,World Championship,1999,2000-04-15,2000-05-01,28,1166,8,10,1166,2023-09-19T14:06:13Z,matches_1999_event_1588.csv
9198901,1588,World Championship,1999,2000-04-15,2000-05-01,63,2880,10,8,63,2023-09-19T14:06:13Z,matches_1999_event_1588.csv
9198902,1588,World Championship,1999,2000-04-15,2000-05-01,13,1348,10,3,13,2023-09-19T14:06:13Z,matches_1999_event_1588.csv
9198903,1588,World Championship,1999,2000-04-15,2000-05-01,170,223,10,3,170,2023-09-19T14:06:13Z,matches_1999_event_1588.csv
9198904,1588,World Championship,1999,2000-04-15,2000-05-01,115,4,10,4,115,2023-09-19T14:06:13Z,matches_1999_event_1588.csv
9198905,1588,World Championship,1999,2000-04-15,2000-05-01,212,52,10,6,212,2023-09-19T14:06:13Z,matches_1999_event_1588.csv
9198906,1588,World Championship,1999,2000-04-15,2000-05-01,237,31,10,8,237,2023-09-19T14:06:13Z,matches_1999_event_1588.csv
8326685,1588,World Championship,1999,2000-04-15,2000-05-01,30,20,9,13,20,2023-09-19T14:08:54Z,matches_1999_event_1588.csv
8326686,1588,World Championship,1999,2000-04-15,2000-05-01,9,44,13,4,9,2023-09-19T14:08:54Z,matches_1999_event_1588.csv
8326687,1588,World Championship,1999,2000-04-15,2000-05-01,408,35,12,13,35,2023-09-19T14:08:54Z,matches_1999_event_1588.csv
8326688,1588,World Championship,1999,2000-04-15,2000-05-01,33,130,13,1,33,2023-09-19T14:08:54Z,matches_1999_event_1588.csv
8326689,1588,World Championship,1999,2000-04-15,2000-05-01,1,1166,13,9,1,2023-09-19T14:08:54Z,matches_1999_event_1588.csv
8326690,1588,World Championship,1999,2000-04-15,2000-05-01,63,13,13,8,63,2023-09-19T14:08:54Z,matches_1999_event_1588.csv
8326691,1588,World Championship,1999,2000-04-15,2000-05-01,170,115,12,13,115,2023-09-19T14:08:54Z,matches_1999_event_1588.csv
8326692,1588,World Championship,1999,2000-04-15,2000-05-01,212,237,11,13,237,2023-09-19T14:08:54Z,matches_1999_event_1588.csv
