MatchID,EventID,EventName,EventSeason,EventStartDate,EventEndDate,PlayerA_ID,PlayerB_ID,ScoreA,ScoreB,WinnerID,MatchDate,SourceFile
8521837,1564,World Championship,2003,2004-04-17,2004-05-03,1,33,10,7,1,2023-09-15T04:59:11Z,matches_2003_event_1564.csv
8521838,1564,World Championship,2003,2004-04-17,2004-05-03,168,92,10,7,168,2023-09-15T04:59:11Z,matches_2003_event_1564.csv
8521839,1564,World Championship,2003,2004-04-17,2004-05-03,9,193,10,7,9,2023-09-15T04:59:11Z,matches_2003_event_1564.csv
8521840,1564,World Championship,2003,2004-04-17,2004-05-03,1191,408,10,7,1191,2023-09-15T04:59:11Z,matches_2003_event_1564.csv
8521841,1564,World Championship,2003,2004-04-17,2004-05-03,13,520,7,10,520,2023-09-15T04:59:11Z,matches_2003_event_1564.csv
8521842,1564,World Championship,2003,2004-04-17,2004-05-03,130,158,10,7,130,2023-09-15T04:59:11Z,matches_2003_event_1564.csv
8521843,1564,World Championship,2003,2004-04-17,2004-05-03,52,28,10,9,52,2023-09-15T04:59:11Z,matches_2003_event_1564.csv
8521844,1564,World Championship,2003,2004-04-17,2004-05-03,237,68,10,9,237,2023-09-15T04:59:11Z,matches_2003_event_1564.csv
8521845,1564,World Championship,2003,2004-04-17,2004-05-03,5,2,10,6,5,2023-09-15T04:59:11Z,matches_2003_event_1564.csv
8521846,1564,World Championship,2003,2004-04-17,2004-05-03,2745,51,4,10,51,2023-09-15T04:59:11Z,matches_2003_event_1564.csv
8521847,1564,World Championship,2003,2004-04-17,2004-05-03,212,115,7,10,115,2023-09-15T04:59:11Z,matches_2003_event_1564.csv
8521848,1564,World Championship,2003,2004-04-17,2004-05-03,170,35,5,10,35,2023-09-15T04:59:11Z,matches_2003_event_1564.csv
8521849,1564,World Championship,2003,2004-04-17,2004-05-03,42,103,8,10,103,2023-09-15T04:59:11Z,matches_2003_event_1564.csv
8521850,1564,World Championship,2003,2004-04-17,2004-05-03,44,2880,7,1,44,2023-09-15T04:59:11Z,matches_2003_event_1564.csv
8521851,1564,World Championship,2003,2004-04-17,2004-05-03,20,6,8,10,6,2023-09-15T04:59:11Z,matches_2003_event_1564.csv
8521852,1564,World Championship,2003,2004-04-17,2004-05-03,153,179,10,2,153,2023-09-15T04:59:11Z,matches_2003_event_1564.csv
8521829,1564,World Championship,2003,2004-04-17,2004-05-03,1,168,11,13,168,2023-09-15T05:00:40Z,matches_2003_event_1564.csv
8521830,1564,World Championship,2003,2004-04-17,2004-05-03,9,1191,13,12,9,2023-09-15T05:00:40Z,matches_2003_event_1564.csv
8521831,1564,World Championship,2003,2004-04-17,2004-05-03,520,130,5,13,130,2023-09-15T05:00:40Z,matches_2003_event_1564.csv
8521832,1564,World Championship,2003,2004-04-17,2004-05-03,52,237,13,10,52,2023-09-15T05:00:40Z,matches_2003_event_1564.csv
8521833,1564,World Championship,2003,2004-04-17,2004-05-03,5,51,13,11,5,2023-09-15T05:00:40Z,matches_2003_event_1564.csv
8521834,1564,World Championship,2003,2004-04-17,2004-05-03,115,35,13,11,115,2023-09-15T05:00:40Z,matches_2003_event_1564.csv
8521835,1564,World Championship,2003,2004-04-17,2004-05-03,103,44,13,6,103,2023-09-15T05:00:40Z,matches_2003_event_1564.csv
8521836,1564,World Championship,2003,2004-04-17,2004-05-03,6,153,12,13,153,2023-09-15T05:00:40Z,matches_2003_event_1564.csv
8105516,1564,World Championship,2003,2004-04-17,2004-05-03,168,9,10,13,9,2023-09-15T05:03:30Z,matches_2003_event_1564.csv
8105517,1564,World Championship,2003,2004-04-17,2004-05-03,130,52,7,13,52,2023-09-15T05:03:30Z,matches_2003_event_1564.csv
8105518,1564,World Championship,2003,2004-04-17,2004-05-03,5,115,13,3,5,2023-09-15T05:03:30Z,matches_2003_event_1564.csv
8105519,1564,World Championship,2003,2004-04-17,2004-05-03,103,153,3,13,153,2023-09-15T05:03:30Z,matches_2003_event_1564.csv
8105520,1564,World Championship,2003,2004-04-17,2004-05-03,9,52,15,17,52,2023-09-15T05:04:11Z,matches_2003_event_1564.csv
8105521,1564,World Championship,2003,2004-04-17,2004-05-03,5,153,17,4,5,2023-09-15T05:04:11Z,matches_2003_event_1564.csv
8105439,1564,World Championship,2003,2004-04-17,2004-05-03,52,5,8,18,5,2023-09-15T05:04:52Z,matches_2003_event_1564.csv
8095472,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,8,27,10,8,8,2023-09-15T06:22:37Z,matches_2003_event_1565.csv
8095473,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,3200,3202,10,9,3200,2023-09-15T06:22:37Z,matches_2003_event_1565.csv
8095474,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,519,29,10,8,519,2023-09-15T06:22:37Z,matches_2003_event_1565.csv
8095476,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,520,205,10,6,520,2023-09-15T06:22:37Z,matches_2003_event_1565.csv
8095477,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,225,3205,10,2,225,2023-09-15T06:22:37Z,matches_2003_event_1565.csv
8095478,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,37,794,10,4,37,2023-09-15T06:22:37Z,matches_2003_event_1565.csv
8095480,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,50,1192,10,7,50,2023-09-15T06:22:37Z,matches_2003_event_1565.csv
8095481,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,2871,1653,10,6,2871,2023-09-15T06:22:37Z,matches_2003_event_1565.csv
8095483,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,154,3206,10,8,154,2023-09-15T06:22:37Z,matches_2003_event_1565.csv
8095484,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,119,3207,10,5,119,2023-09-15T06:22:37Z,matches_2003_event_1565.csv
8095485,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,46,2004,10,5,46,2023-09-15T06:22:37Z,matches_2003_event_1565.csv
8095486,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,422,3208,10,9,422,2023-09-15T06:22:37Z,matches_2003_event_1565.csv
8095487,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,2009,3209,10,9,2009,2023-09-15T06:22:37Z,matches_2003_event_1565.csv
8095490,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,1165,999,10,0,1165,2023-09-15T06:22:37Z,matches_2003_event_1565.csv
8095491,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,414,3212,10,7,414,2023-09-15T06:22:37Z,matches_2003_event_1565.csv
8095492,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,68,1659,10,7,68,2023-09-15T06:22:37Z,matches_2003_event_1565.csv
8095493,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,1355,1196,10,3,1355,2023-09-15T06:22:37Z,matches_2003_event_1565.csv
8095495,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,62,2040,10,0,62,2023-09-15T06:22:37Z,matches_2003_event_1565.csv
8095496,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,591,60,10,8,591,2023-09-15T06:22:37Z,matches_2003_event_1565.csv
8095497,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,55,580,10,5,55,2023-09-15T06:22:37Z,matches_2003_event_1565.csv
8095498,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,224,474,10,6,224,2023-09-15T06:22:37Z,matches_2003_event_1565.csv
8095499,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,173,669,10,4,173,2023-09-15T06:22:37Z,matches_2003_event_1565.csv
8095500,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,495,1167,10,8,495,2023-09-15T06:22:37Z,matches_2003_event_1565.csv
8095501,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,500,61,10,4,500,2023-09-15T06:22:37Z,matches_2003_event_1565.csv
8095502,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,1195,3,10,8,1195,2023-09-15T06:22:37Z,matches_2003_event_1565.csv
8095503,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,505,971,10,3,505,2023-09-15T06:22:37Z,matches_2003_event_1565.csv
8095465,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,3202,1168,10,9,3202,2023-09-16T20:44:56Z,matches_2003_event_1565.csv
8095466,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,475,57,10,8,475,2023-09-16T20:44:56Z,matches_2003_event_1565.csv
8095467,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,205,439,10,6,205,2023-09-16T20:44:56Z,matches_2003_event_1565.csv
8095468,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,1192,222,10,2,1192,2023-09-16T20:44:56Z,matches_2003_event_1565.csv
8095469,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,194,498,10,6,194,2023-09-16T20:44:56Z,matches_2003_event_1565.csv
8095470,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,1659,1049,10,6,1659,2023-09-16T20:44:56Z,matches_2003_event_1565.csv
8095471,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,1196,3203,10,8,1196,2023-09-16T20:44:56Z,matches_2003_event_1565.csv
8095479,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,118,124,10,6,118,2023-09-16T20:46:09Z,matches_2003_event_1565.csv
8095488,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,3210,1363,10,9,3210,2023-09-16T20:55:24Z,matches_2003_event_1565.csv
8095489,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,3211,714,10,6,3211,2023-09-16T20:55:24Z,matches_2003_event_1565.csv
8095494,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,3213,3214,10,9,3213,2023-09-16T20:55:24Z,matches_2003_event_1565.csv
8095475,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,469,475,0,9,475,2023-09-16T20:59:49Z,matches_2003_event_1565.csv
8095482,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,25,194,4,10,194,2023-09-16T20:59:49Z,matches_2003_event_1565.csv
8095584,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,8,3200,4,10,3200,2023-09-16T21:01:40Z,matches_2003_event_1565.csv
8095585,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,519,475,5,10,475,2023-09-16T21:01:40Z,matches_2003_event_1565.csv
8095586,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,520,225,10,6,520,2023-09-16T21:01:40Z,matches_2003_event_1565.csv
8095587,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,37,118,10,6,37,2023-09-16T21:01:40Z,matches_2003_event_1565.csv
8095588,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,50,2871,10,3,50,2023-09-16T21:01:40Z,matches_2003_event_1565.csv
8095589,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,194,154,2,10,154,2023-09-16T21:01:40Z,matches_2003_event_1565.csv
8095590,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,119,46,10,6,119,2023-09-16T21:01:40Z,matches_2003_event_1565.csv
8095591,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,422,2009,10,5,422,2023-09-16T21:01:40Z,matches_2003_event_1565.csv
8095592,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,3210,3211,7,10,3211,2023-09-16T21:01:40Z,matches_2003_event_1565.csv
8095593,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,1165,414,10,5,1165,2023-09-16T21:01:40Z,matches_2003_event_1565.csv
8095594,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,68,1355,10,0,68,2023-09-16T21:01:40Z,matches_2003_event_1565.csv
8095595,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,3213,62,4,10,62,2023-09-16T21:01:40Z,matches_2003_event_1565.csv
8095596,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,591,55,5,10,55,2023-09-16T21:01:40Z,matches_2003_event_1565.csv
8095597,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,224,173,10,5,224,2023-09-16T21:01:40Z,matches_2003_event_1565.csv
8095598,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,495,500,8,10,500,2023-09-16T21:01:40Z,matches_2003_event_1565.csv
8095599,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,1195,505,10,2,1195,2023-09-16T21:01:40Z,matches_2003_event_1565.csv
8095632,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,223,3200,10,8,223,2023-09-16T21:07:43Z,matches_2003_event_1565.csv
8095633,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,2505,475,10,9,2505,2023-09-16T21:07:43Z,matches_2003_event_1565.csv
8095634,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,21,520,7,10,520,2023-09-16T21:07:43Z,matches_2003_event_1565.csv
8095635,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,3204,37,4,10,37,2023-09-16T21:07:43Z,matches_2003_event_1565.csv
8095636,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,64,50,5,10,50,2023-09-16T21:07:43Z,matches_2003_event_1565.csv
8095637,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,177,154,4,10,154,2023-09-16T21:07:43Z,matches_2003_event_1565.csv
8095638,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,51,119,10,7,51,2023-09-16T21:07:43Z,matches_2003_event_1565.csv
8095639,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,1162,422,8,10,422,2023-09-16T21:07:43Z,matches_2003_event_1565.csv
8095640,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,83,3211,10,4,83,2023-09-16T21:07:43Z,matches_2003_event_1565.csv
8095641,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,922,1165,10,9,922,2023-09-16T21:07:43Z,matches_2003_event_1565.csv
8095642,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,54,68,7,10,68,2023-09-16T21:07:43Z,matches_2003_event_1565.csv
8095643,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,409,62,10,5,409,2023-09-16T21:07:43Z,matches_2003_event_1565.csv
8095644,1565,World Championship Qualifiers,2003,2004-02-10,2004-02-20,36,55,5,10,55,2023-09-16T21:07:43Z,matches_2003_event_1565.csv
