MatchID,EventID,EventName,EventSeason,EventStartDate,EventEndDate,PlayerA_ID,PlayerB_ID,ScoreA,ScoreB,WinnerID,MatchDate,SourceFile
155393,73,Players Tour Championship Event One,2011,2011-06-18,2011-06-22,593,592,2,4,592,2011-06-18T19:20:08Z,matches_2011_event_73.csv
155394,73,Players Tour Championship Event One,2011,2011-06-18,2011-06-22,480,555,4,0,480,2011-06-18T19:20:08Z,matches_2011_event_73.csv
155395,73,Players Tour Championship Event One,2011,2011-06-18,2011-06-22,90,39,3,4,39,2011-06-18T19:20:08Z,matches_2011_event_73.csv
155396,73,Players Tour Championship Event One,2011,2011-06-18,2011-06-22,545,412,1,4,412,2011-06-18T19:20:08Z,matches_2011_event_73.csv
155397,73,Players Tour Championship Event One,2011,2011-06-18,2011-06-22,169,594,4,0,169,2011-06-18T19:20:08Z,matches_2011_event_73.csv
155398,73,Players Tour Championship Event One,2011,2011-06-18,2011-06-22,595,40,3,4,40,2011-06-18T19:20:08Z,matches_2011_event_73.csv
155399,73,Players Tour Championship Event One,2011,2011-06-18,2011-06-22,156,596,4,0,156,2011-06-18T19:20:08Z,matches_2011_event_73.csv
155400,73,Players Tour Championship Event One,2011,2011-06-18,2011-06-22,548,120,1,4,120,2011-06-18T19:20:08Z,matches_2011_event_73.csv
155401,73,Players Tour Championship Event One,2011,2011-06-18,2011-06-22,597,26,0,4,26,2011-06-18T19:20:08Z,matches_2011_event_73.csv
155407,73,Players Tour Championship Event One,2011,2011-06-18,2011-06-22,211,600,4,1,211,2011-06-18T19:20:08Z,matches_2011_event_73.csv
155410,73,Players Tour Championship Event One,2011,2011-06-18,2011-06-22,196,213,0,0,213,2011-06-18T19:20:08Z,matches_2011_event_73.csv
155422,73,Players Tour Championship Event One,2011,2011-06-18,2011-06-22,606,194,0,0,606,2011-06-18T19:20:08Z,matches_2011_event_73.csv
155405,73,Players Tour Championship Event One,2011,2011-06-18,2011-06-22,269,523,4,0,269,2011-06-18T19:44:41Z,matches_2011_event_73.csv
155408,73,Players Tour Championship Event One,2011,2011-06-18,2011-06-22,601,602,3,4,602,2011-06-18T19:44:41Z,matches_2011_event_73.csv
155404,73,Players Tour Championship Event One,2011,2011-06-18,2011-06-22,419,160,4,1,419,2011-06-18T20:07:56Z,matches_2011_event_73.csv
155409,73,Players Tour Championship Event One,2011,2011-06-18,2011-06-22,197,603,4,0,197,2011-06-18T20:17:30Z,matches_2011_event_73.csv
155403,73,Players Tour Championship Event One,2011,2011-06-18,2011-06-22,598,599,2,4,599,2011-06-18T20:33:48Z,matches_2011_event_73.csv
155402,73,Players Tour Championship Event One,2011,2011-06-18,2011-06-22,527,532,4,2,527,2011-06-18T20:45:49Z,matches_2011_event_73.csv
155411,73,Players Tour Championship Event One,2011,2011-06-18,2011-06-22,420,550,4,1,420,2011-06-18T20:52:49Z,matches_2011_event_73.csv
155412,73,Players Tour Championship Event One,2011,2011-06-18,2011-06-22,70,49,0,4,49,2011-06-18T21:57:50Z,matches_2011_event_73.csv
155413,73,Players Tour Championship Event One,2011,2011-06-18,2011-06-22,140,522,4,3,140,2011-06-18T23:01:15Z,matches_2011_event_73.csv
155414,73,Players Tour Championship Event One,2011,2011-06-18,2011-06-22,422,59,3,4,59,2011-06-18T23:01:15Z,matches_2011_event_73.csv
155417,73,Players Tour Championship Event One,2011,2011-06-18,2011-06-22,66,124,0,4,124,2011-06-19T10:27:04Z,matches_2011_event_73.csv
155415,73,Players Tour Championship Event One,2011,2011-06-18,2011-06-22,539,149,4,1,539,2011-06-19T10:29:34Z,matches_2011_event_73.csv
155418,73,Players Tour Championship Event One,2011,2011-06-18,2011-06-22,81,235,4,2,81,2011-06-19T10:29:34Z,matches_2011_event_73.csv
155419,73,Players Tour Championship Event One,2011,2011-06-18,2011-06-22,605,423,0,4,423,2011-06-19T10:29:34Z,matches_2011_event_73.csv
155420,73,Players Tour Championship Event One,2011,2011-06-18,2011-06-22,416,175,2,4,175,2011-06-19T10:29:34Z,matches_2011_event_73.csv
155421,73,Players Tour Championship Event One,2011,2011-06-18,2011-06-22,82,181,4,0,82,2011-06-19T10:29:34Z,matches_2011_event_73.csv
157737,73,Players Tour Championship Event One,2011,2011-06-18,2011-06-22,56,130,0,0,130,2011-06-19T10:35:07Z,matches_2011_event_73.csv
155416,73,Players Tour Championship Event One,2011,2011-06-18,2011-06-22,123,604,4,3,123,2011-06-19T12:30:08Z,matches_2011_event_73.csv
155423,73,Players Tour Championship Event One,2011,2011-06-18,2011-06-22,607,424,0,4,424,2011-06-19T12:30:08Z,matches_2011_event_73.csv
155427,73,Players Tour Championship Event One,2011,2011-06-18,2011-06-22,205,448,4,3,205,2011-06-19T12:30:08Z,matches_2011_event_73.csv
155430,73,Players Tour Championship Event One,2011,2011-06-18,2011-06-22,610,165,0,4,165,2011-06-19T12:30:08Z,matches_2011_event_73.csv
155424,73,Players Tour Championship Event One,2011,2011-06-18,2011-06-22,142,146,4,1,142,2011-06-19T12:56:11Z,matches_2011_event_73.csv
155428,73,Players Tour Championship Event One,2011,2011-06-18,2011-06-22,148,609,4,1,148,2011-06-19T12:56:11Z,matches_2011_event_73.csv
155429,73,Players Tour Championship Event One,2011,2011-06-18,2011-06-22,89,71,2,4,71,2011-06-19T12:56:11Z,matches_2011_event_73.csv
155431,73,Players Tour Championship Event One,2011,2011-06-18,2011-06-22,551,130,0,4,130,2011-06-19T13:13:40Z,matches_2011_event_73.csv
155436,73,Players Tour Championship Event One,2011,2011-06-18,2011-06-22,204,163,0,4,163,2011-06-19T13:15:39Z,matches_2011_event_73.csv
155434,73,Players Tour Championship Event One,2011,2011-06-18,2011-06-22,546,191,4,1,546,2011-06-19T13:16:13Z,matches_2011_event_73.csv
