MatchID,EventID,EventName,EventSeason,EventStartDate,EventEndDate,PlayerA_ID,PlayerB_ID,ScoreA,ScoreB,WinnerID,MatchDate,SourceFile
1188019,243,World Championship,2006,2007-04-21,2007-05-07,52,103,7,10,103,2012-11-19T11:34:56Z,matches_2006_event_243.csv
1188020,243,World Championship,2006,2007-04-21,2007-05-07,115,4,10,3,115,2012-11-19T11:34:56Z,matches_2006_event_243.csv
1188021,243,World Championship,2006,2007-04-21,2007-05-07,2,168,10,3,2,2012-11-19T11:34:56Z,matches_2006_event_243.csv
1188022,243,World Championship,2006,2007-04-21,2007-05-07,1,35,9,10,35,2012-11-19T11:34:56Z,matches_2006_event_243.csv
1188023,243,World Championship,2006,2007-04-21,2007-05-07,237,125,10,4,237,2012-11-19T11:34:56Z,matches_2006_event_243.csv
1188024,243,World Championship,2006,2007-04-21,2007-05-07,16,63,9,10,63,2012-11-19T11:34:56Z,matches_2006_event_243.csv
1188025,243,World Championship,2006,2007-04-21,2007-05-07,154,68,10,5,154,2012-11-19T11:34:56Z,matches_2006_event_243.csv
1188026,243,World Championship,2006,2007-04-21,2007-05-07,5,224,10,2,5,2012-11-19T11:34:56Z,matches_2006_event_243.csv
1188027,243,World Championship,2006,2007-04-21,2007-05-07,170,202,7,10,202,2012-11-19T11:34:56Z,matches_2006_event_243.csv
1188028,243,World Championship,2006,2007-04-21,2007-05-07,9,194,10,2,9,2012-11-19T11:34:56Z,matches_2006_event_243.csv
1188029,243,World Championship,2006,2007-04-21,2007-05-07,212,408,9,10,408,2012-11-19T11:34:56Z,matches_2006_event_243.csv
1188030,243,World Championship,2006,2007-04-21,2007-05-07,97,12,10,6,97,2012-11-19T11:34:56Z,matches_2006_event_243.csv
1188031,243,World Championship,2006,2007-04-21,2007-05-07,42,14,10,7,42,2012-11-19T11:34:56Z,matches_2006_event_243.csv
1188032,243,World Championship,2006,2007-04-21,2007-05-07,13,17,7,10,17,2012-11-19T11:34:56Z,matches_2006_event_243.csv
1188033,243,World Championship,2006,2007-04-21,2007-05-07,158,51,10,4,158,2012-11-19T11:34:56Z,matches_2006_event_243.csv
1188034,243,World Championship,2006,2007-04-21,2007-05-07,153,118,10,7,153,2012-11-19T11:34:56Z,matches_2006_event_243.csv
2198851,243,World Championship,2006,2007-04-21,2007-05-07,103,115,8,13,115,2012-11-19T11:39:59Z,matches_2006_event_243.csv
2198852,243,World Championship,2006,2007-04-21,2007-05-07,2,35,13,8,2,2012-11-19T11:39:59Z,matches_2006_event_243.csv
2198853,243,World Championship,2006,2007-04-21,2007-05-07,237,63,13,4,237,2012-11-19T11:39:59Z,matches_2006_event_243.csv
2198854,243,World Championship,2006,2007-04-21,2007-05-07,154,5,10,13,5,2012-11-19T11:39:59Z,matches_2006_event_243.csv
2198855,243,World Championship,2006,2007-04-21,2007-05-07,202,9,9,13,9,2012-11-19T11:39:59Z,matches_2006_event_243.csv
