PlayerID,PlayerName,Nationality,GamesUsed,FramesUsed,FramesWon,FrameRate,BaselineStart,RetroStart,RetroAdjustment
2533,Panchaya Channoi,Thailand,53,206,118,0.572815533980583,2600,2725.28387854068,125.283878540682
2895,Nattanapong Chaikul,Thailand,42,200,125,0.625,2600,2725.26116500031,125.261165000314
1893,Cheung Ka Wai,Hong Kong,41,200,121,0.605,2600,2724.73142410324,124.731424103239
2132,Jessica Woods,Australia,60,201,126,0.626865671641791,2600,2723.51923033915,123.519230339154
2634,Gong Chenzhi,China,35,200,112,0.56,2600,2723.43361934661,123.43361934661
1383,He Guoqiang,China,35,202,105,0.51980198019802,2600,2722.34246130261,122.342461302612
9,Matthew Stevens,Wales,20,217,127,0.585253456221198,2600,2721.75373792231,121.753737922315
21,Alfie Burden,England,16,211,133,0.630331753554502,2600,2721.53289205193,121.532892051925
1260,Yan Bingtao,China,31,208,109,0.524038461538462,2600,2721.01635045346,121.016350453459
1485,Ng On Yee,Hong Kong,39,200,126,0.63,2600,2720.96090296426,120.960902964256
4,Fu Marco,Hong Kong,20,207,121,0.584541062801932,2600,2720.95775518301,120.957755183014
3151,Liu Wenwei,China,36,205,103,0.502439024390244,2600,2719.76336984741,119.76336984741
2640,Jiang Jun,China,33,202,94,0.465346534653465,2600,2719.58874202201,119.588742022006
237,John Higgins,Scotland,21,201,118,0.587064676616915,2600,2718.4454421435,118.445442143501
585,Pankaj Advani,India,30,204,109,0.534313725490196,2600,2712.88395110261,112.88395110261
2118,Laura Evans,Wales,52,200,123,0.615,2600,2711.50101116137,111.501011161368
97,Shaun Murphy,England,16,208,123,0.591346153846154,2600,2709.44047993629,109.440479936285
2655,Bulcsu Revesz,Hungary,44,202,115,0.569306930693069,2600,2707.98971351773,107.989713517727
959,Chen Ruifu,China,35,200,110,0.55,2600,2707.81872645062,107.818726450618
2797,Oliver Sykes,England,41,204,112,0.549019607843137,2600,2706.79587879494,106.795878794942
2630,Xing Zihao,China,35,204,89,0.436274509803922,2600,2706.73944891088,106.739448910884
520,Lee Walker,Wales,13,204,120,0.588235294117647,2600,2706.55246489042,106.552464890419
1166,Drew Henry,Scotland,15,207,120,0.579710144927536,2600,2706.00490577129,106.004905771285
2745,Quinten Hann,Australia,21,205,114,0.55609756097561,2600,2703.31308359024,103.313083590241
1257,Pang Junxu,China,32,205,95,0.463414634146342,2600,2703.30299439235,103.302994392353
170,Ken Doherty,Ireland,21,200,116,0.58,2600,2703.13268866811,103.132688668106
2103,Xu Yichen,China,29,203,89,0.438423645320197,2600,2702.95925473309,102.959254733089
168,Joe Perry,England,16,202,116,0.574257425742574,2600,2701.4596224945,101.459622494503
85,Jack Lisowski,England,37,204,114,0.558823529411765,2600,2701.43467505443,101.43467505443
31,Dave Harold,England,21,202,117,0.579207920792079,2600,2701.35835862953,101.358358629531
1189,Ehsan Heydari Nezhad,Iran,33,203,106,0.522167487684729,2600,2701.04493155123,101.044931551231
1930,Hassan Kerde,Australia,39,201,115,0.572139303482587,2600,2700.76886468101,100.768864681013
15,Mark Davis,England,15,205,120,0.585365853658537,2600,2700.48212788131,100.482127881308
1102,Hu Hao,China,36,202,108,0.534653465346535,2600,2700.13724791436,100.13724791436
2125,So Man Yan,Hong Kong,56,202,119,0.589108910891089,2600,2699.11181418403,99.1118141840257
14,Nigel Bond,England,22,207,114,0.550724637681159,2600,2698.84872106548,98.8487210654776
193,James Wattana,Thailand,24,201,112,0.557213930348259,2600,2698.82987360658,98.8298736065813
2469,Wu Yize,China,32,202,96,0.475247524752475,2600,2698.73792218145,98.7379221814499
2754,Julien Leclercq,Belgium,37,201,103,0.512437810945274,2600,2697.64099136843,97.6409913684279
74,Adam Duffy,England,36,201,112,0.557213930348259,2600,2696.52836000111,96.528360001108
2608,Ma Hailong,China,34,203,83,0.408866995073892,2600,2696.37989682003,96.3798968200322
2607,Gao Yang,China,39,202,90,0.445544554455446,2600,2696.30396613538,96.3039661353842
3196,Sebastian Milewski,Poland,49,205,121,0.590243902439024,2600,2695.54450999738,95.5445099973813
2115,Ip Wan In Jaique,Hong Kong,57,200,119,0.595,2600,2694.9399379459,94.9399379459037
296,Li Yan,China,35,203,104,0.512315270935961,2600,2694.58833045724,94.588330457239
17,Mark Selby,England,18,208,116,0.557692307692308,2600,2694.53166694155,94.5316669415474
1237,Luo Honghao,China,32,200,98,0.49,2600,2694.50003382984,94.5000338298441
448,Duane Jones,Wales,36,201,117,0.582089552238806,2600,2694.03892720751,94.0389272075108
128,Stuart Carrington,England,37,202,112,0.554455445544555,2600,2693.34616467212,93.3461646721175
13,Stephen Lee,England,20,205,118,0.575609756097561,2600,2693.21413052306,93.2141305230598
2046,Paul Norris,England,42,202,120,0.594059405940594,2600,2692.6679106897,92.6679106896972
323,Passakorn Suwannawat,Thailand,27,200,105,0.525,2600,2692.43939381292,92.4393938129174
63,Fergal O'Brien,Ireland,18,200,110,0.55,2600,2692.3706339272,92.3706339271953
