name,rating,games,last_historical_game
Kim Jisoo,3098.3134258596265,2,2020-12-20
Kim Jiu,3095.9341875460022,2,2019-09-09
Kim Jonghae,3100.512338903308,3,2009-10-21
Kim Jongjun,2897.1913358514053,52,2023-11-14
Kim Jongkwang,3101,1,1988-06-26
Kim Jongpeom,3082.9053931050207,3,1990-08-06
Kim Jongsoo,3046.565726193854,133,2025-11-06
Kim Jooah,3118.078652787855,82,2025-12-12
Kim Jooho,3290.659574724086,199,2018-01-09
Kim Joong Ki,3098.616028051683,1,1992-05-29
Kim Junghyeop,3102.559188739371,1,2010-08-07
Kim Junghyun,3365.5524489096847,170,2023-08-29
Kim Junghyun  Sr.,3473.2658605183324,81,2025-12-21
Kim Jwagi,3071.723254006289,48,2003-04-16
Kim Kangkeun,3070.549152277166,29,2010-04-27
Kim Kangmin,3083.164646029467,1,2022-08-03
Kim Kiheon,2909.330188324961,71,2024-11-04
Kim Kihoon,3106.329005676848,3,2019-12-17
Kim Kipeom,3088.214328813477,2,2016-04-15
Kim Kiweon,3097.8048724546966,32,2016-10-08
Kim Kiyeon,3118.534017544562,3,2023-09-18
Kim Kiyong,3292.6513393990203,166,2019-11-07
Kim Kwangchong,3095.6254971475323,4,2002-08-29
Kim Kwangsik,2976.915142884681,38,2012-11-13
Kim Kyeongeun,3195.998769166571,119,2025-12-13
Kim Kyeonghwan,3103.4792240385195,9,2021-03-12
Kim Kyeonghyeon,3101,1,1986-06-30
Kim Kyeongkeun,3086.496004829733,1,2016-04-26
Kim Kyeongwan,3103.94807217643,2,1979-09-03
Kim Kyutae,3099,1,1965-12-08
Kim Mansu,3097.0904844294246,84,2020-10-19
Kim Mili,3045.8049124907207,105,2025-05-27
Kim Mincheong,2982.721872368069,21,2025-05-09
Kim Minchi,3059.457679280765,4,2025-08-28
Kim Minheui,3001.328156834542,15,2008-11-03
Kim Minho,3213.8799289945055,38,2018-01-15
Kim Minseo,3113.503464788932,98,2025-12-12
Kim Minseok,3123.710100126292,18,2025-05-09
Kim Minseok  (am),3080.287923335749,1,2018-07-24
Kim Myeongeun,3100.5792311172595,1,2022-09-30
Kim Myeonghwan,3051.4263175083943,10,1964-09-11
Kim Myeongwan,3243.578202366698,88,2025-09-09
Kim Myounghoon,3486.395422213237,413,2025-12-28
Kim Nahyeon,3013.4973721250726,27,2016-08-02
Kim Namhoon,3080.1341571483717,14,2014-03-25
Kim Nokyeong,3057.4156477105876,4,2022-08-21
Kim Nuli,3119.2510460285857,32,2023-11-20
Kim Pyeonghoon,3096.210715536894,1,1990-01-07
Kim Pyeongjun  (am),3101.388068298737,1,1984-09-26
Kim Sangcheon,3156.9774019744164,27,2025-04-02
Kim Sangin,2817.92221682422,49,2025-10-16
Kim Sangjun,3078.613486553073,5,2004-08-01
Kim Sangkeun,3099,1,2000-03-11
Kim Sangyeong,3113.8320437299226,5,2025-07-27
Kim Sangyun,3089.5895887572906,5,2023-12-25
Kim Sau,3125.091895104796,1,2025-05-20
Kim Sehoon,3099,1,1978-09-25
Kim Sehyeon,3098.6172791005415,17,2025-04-10
Kim Sehyeon  (am),3092.228781436631,18,2015-07-06
Kim Semin,3097.1681473295785,2,2000-11-24
Kim Seokheung,3087.205643986093,4,2012-03-06
Kim Seolhyang,3057.59846535825,2,2008-10-15
Kim Seongchae,2983.7159266656968,15,2024-04-09
Kim Seonghan,3103.313001473571,8,1996-11-17
Kim Seonghoon,3044.830174398053,3,2002-12-27
Kim Seongjin,3195.684904850308,72,2023-08-29
Kim Seongjin  (am),3108.2540507043223,2,2017-04-17
Kim Seongku,3269.4522788110658,31,2025-08-19
Kim Seongrae,3059.383045542497,17,2024-03-22
Kim Seongryong,3307.9165013074867,147,2018-01-22
Kim Seonheui,3099.1426158858335,2,1996-07-02
Kim Seonho,3082.88863790119,3,2003-11-20
Kim Seonki,3121.98873506606,25,2024-01-23
Kim Seonmi,3066.726389740208,7,2010-10-06
Kim Seonpin,3060.156666836862,3,2023-09-17
Kim Sesil,3037.5962320255717,21,2008-03-02
Kim Setong,3264.063618109503,128,2023-01-31
Kim Seungchae,3285.6590352200737,298,2025-12-21
Kim Seungjin,3392.966440345335,82,2025-12-22
Kim Seungjun,3238.5651452716675,326,2025-04-05
Kim Seyeong,3101.389289963537,9,2001-09-21
Kim Sinyeong,3084.6564992321387,57,2025-11-20
Kim Songwon,3078.758256259354,2,2008-10-16
Kim Suchang,3040.7390194912705,410,2025-12-01
Kim Sujin,2902.575895793068,64,2025-10-16
Kim Sujun,3171.114480016971,330,2025-12-18
Kim Suyeong,2881.388279358502,28,2002-12-05
Kim Suyeong  (f),3087.4665706504757,7,2018-07-02
Kim Suyong,3149.968936183346,39,2016-10-30
Kim Taeheui,3149.227890738322,39,2016-10-30
Kim Taehyang,3086.8363564340834,10,2000-07-14
Kim Taehyeon,3039.567541397175,6,1996-10-29
Kim Taehyeon  (am),3105.8534805448835,4,2005-07-31
Kim Taetong,3088.2745025548475,3,1999-11-25
Kim Taeyong,3144.6279350290847,48,2019-07-16
Kim Tapin,3199.3916283403746,16,2025-12-21
Kim Teokkyu,3013.25940157502,24,2003-02-19
Kim Tongchan,3103.076751800134,1,2005-08-05
Kim Tongheui,3099.3529452142793,29,2024-05-26
Kim Tonghwi,3097.483511795736,1,2005-08-12
Kim Tongkeun,3097.783372793187,4,2005-10-16
Kim Tongmyeon,3028.5840884747986,102,2025-10-30
Kim Tongmyeong,2927.474234041197,33,1990-08-31
Kim Tongpyeon,3119.2435919446352,1,2000-10-20
Kim Tongseop,3099.1998783842337,10,2005-03-12
Kim Tongu,3103.8203908109585,8,2021-03-12
Kim Tongyeop,2982.1407122752935,157,2023-12-09
Kim Won,3023.7749138401578,13,2008-08-14
Kim Wonpin,3069.49540055045,13,2013-06-19
Kim Yeongsam,3134.847209368092,141,2025-12-01
Kim Yeoweon,3097.8269703761116,1,2010-08-01
Kim Yeseul,3102.2075602874875,2,2018-06-12
Kim Yongchae,3101,1,1994-05-29
Kim Yonghyu,3099,1,1978-12-02
Kim Yongki,3099.0714248460044,2,1995-08-22
Kim Yongsu,3131.7473289663512,7,2018-05-05
Kim Young,3091.8230523293487,6,1995-10-01
Kim Younghwan,3148.122050482169,140,2025-11-06
Kim Youngjoo,3096.034388888864,1,2009-03-07
Kim Youngkwang,3081.5517041167514,6,2022-06-10
Kim Youngkyu,3141.1884622477464,12,2023-05-01
Kim Youngmun,3099,1,1986-07-20
Kim Youngto,3089.813437966854,1,2018-01-03
Kim Youngweon,3099,1,1955-11-01
Kim Yuchan,3085.5031197215817,2,2021-04-09
Kim Yumi,3130.8899767549055,6,2010-11-26
Kim Yunsoo,3093.9949738824425,1,2004-12-12
Kim Yuntae,3052.837308036206,9,2023-03-15
Kim Yuntae  (2),3092.742773780738,22,2024-04-03
Kim Yunyeong,3182.2004662694167,91,2023-08-24
Kimoto Yuka,3013.917882547211,6,2025-08-27
Kimu Hyonjon,2927.985385450057,27,2023-04-17
Kimu Pyonjun,3005.2329420580995,17,2025-11-05
Kimu Pyonmin,2985.934496509046,28,2025-05-28
Kimura Hirozo,3063.2855991985125,9,1939-01-01
Kimura Kuniaki,3100.0028782234185,2,1980-10-12
Kimura Toshio,3099,1,1979-04-01
Kimura Yu,3100.0028782234185,2,2003-08-01
Kin En,2866.604201582868,38,2024-12-16
Kinebuchi Chikara,3099,1,2001-03-01
King Man Kwan,3099.02245854763,3,2013-09-04
Kinishita Nobuaki,3081.8819709619493,1,2005-03-07
Kino Kazuma,3098.230888979835,1,1990-12-01
Kinoshita Keisho,3106.694002913368,3,1993-05-01
Kinoshita Nobuaki,3063.3957658557665,14,2016-02-22
Kinoshita Tomoko,3101,1,1970-07-26
Kira Takeshi,3101,1,1970-12-01
Kirimoto Kazuo,3099.5734346567856,4,2015-02-16
Kishimoto Kazuo,3078.5613793370085,16,1994-11-10
Kishimoto Masae,3099,1,2004-11-01
Kishino Umeo,3100.0028782234185,2,2002-08-01
Kita Fumiko,3093.8597792386395,38,1924-10-29
Kitagawa Takahiro,3089.3691660667387,6,2013-03-11
Kitaguchi Mitsuru,3098.845834874854,4,1980-10-12
Kitamura Hiroshi,3057.3232083426115,14,2005-10-24
Kitamura Yoji,3086.7314943776346,1,2002-10-14
Kitani Minoru,3255.8617040525373,786,1968-12-24
Kitani Reiko,3108.8683439582323,47,1985-07-10
Kitani Toshimi,3000.0667093571296,35,2011-02-14
Kitano Ryo,3078.133628049823,41,2022-10-03
Kitashiba Masashi,3095.4260947599773,5,2021-07-25
Kitazawa Masaaki,3083.609302831133,4,2020-03-27
Kitazume Satoko,3098.616028051683,1,1921-06-01
Kiura Yoshihiko,3096.6240463931913,1,2013-02-18
Kivanc Doganay,3101,1,2006-05-28
Kiwada Kazuomi,2980.2577892645045,13,2025-06-04
Kiyohara Kiyohiko,3099,1,2005-01-01
Kiyomizu Katsuhiro,3098.616028051683,1,1982-08-01
Kiyonari Mao,3068.9563048690516,4,2024-09-19
Kiyonari Tetsuo,3098.220590617625,21,2025-10-23
Kiyonari Tetsuya,3145.979954132593,335,2024-05-09
Kizashi Ken,3099,1,2001-08-08
Klas Almrot,3098.5517252463906,3,2015-06-07
Ko Chuyeon,3016.079859850986,7,2012-09-19
Ko Geuntae,3263.9230836230295,185,2025-01-01
Ko Hyungok,3103.859667839877,2,1993-09-05
Ko Hyungyu,3099,1,1984-01-16
Ko Iso,3222.8670342047335,393,2025-10-16
Ko Iun,3145.0722369258774,10,2020-08-24
Ko Jaeheui,2933.3521203889836,37,2013-05-08
Ko Jaepong,3086.1764835974423,1,1967-05-19
Ko Kwangmyeong,3030.7701432042004,17,1992-11-03
Ko Kwangrak,3095.3205811240964,1,1985-08-30
Ko Kyuseok,3099,1,1978-08-19
Ko Miso,2863.165464413131,58,2025-10-29
Ko Mosei,2970.3498868567403,56,2019-11-04
Ko N.N.,3102.158424656901,1,2002-07-28
Ko Ponyun,3098.0028782234185,2,1999-01-06
Ko Reibun,3066.5423798249226,46,2025-06-12
Ko Seongweon,3097.0291506958956,2,1993-08-24
Ko Yuncheong,3099,1,1986-12-14
Ko Yunseo,3052.726760246323,6,2025-11-03
Kobayashi Gyosuke,3092.764932535434,2,1977-06-01
Kobayashi Hoji,3099,1,1981-11-15
Kobayashi Izumi,3083.893388962436,274,2025-12-25
Kobayashi Jizu,2996.824535818177,147,2023-12-21
Kobayashi Katsumi,3099,1,1970-02-15
Kobayashi Kazuo,3099,1,1972-03-03
Kobayashi Kenji,3056.621429371023,21,2016-12-15
Kobayashi Kentaro,3052.0228069628856,16,1926-06-24
Kobayashi Koichi,3134.350308041341,1490,2025-09-01
Kobayashi Masahiro,3099.567716116463,3,1973-04-25
Kobayashi Masao,3098.0028782234185,2,1980-10-12
Kobayashi Osamu,3101,1,1981-08-01
Kobayashi Reiko,3032.805762933902,62,1995-08-21
Kobayashi Satoru,3171.269538148398,1002,2025-10-30
Kobayashi Seiichi,3101.495964948786,3,1936-11-04
Kobayashi Seisho,3099,1,1991-08-04
Kobayashi Takaaki,3094.984926550781,2,1986-03-01
Kobayashi Toyoharu,3102.3814778297015,2,1980-10-12
Kobayashi Yukio,3099,1,1983-01-22
Kochi Masakatsoo,3097.627932454709,2,1980-10-12
Koda Akiko,2963.5678671768037,19,2023-11-30
Kodama Fujiko,3099,1,1981-08-23
Kodama Kunio,3071.9738434557917,22,1982-03-18
Kodama Sachiko,3116.713416223604,8,1972-01-01
Kofuda Katsumi,3101.8033292207833,2,1989-09-03
Koga Kiyoshi,3098.6237399131496,1,1998-08-05
Kogawa Konyu,3096.9967263155177,1,2014-12-18
Koge Tatsuya,3098.2520561469687,1,2004-11-14
Kogishi Soji,3091.933525760435,30,1922-07-28
Kohara Yuko,3099.9971217765815,2,2008-08-11
Koike Fusahiro,3094.1777566786113,1,2015-08-18
Koike Hisako,3101,1,1991-10-14
Koike Ichido,3099,1,1970-08-30
Koike Yoshihiro,3245.218580617512,154,2025-12-11
Koitabashi Satoru,3098.614502948844,1,1993-12-21
Koizumi Kanji,3104.4766001082176,3,1980-10-12
Koizumi Kiyoshi,3101.385497051156,1,1979-10-07
Koizumi Shigeo,3124.8299020770296,61,1949-06-27
Kojima Masae,3101.72926972451,1,1993-09-27
Kojima Shunichi,3027.4871756665057,111,1936-03-04
Kojima Takaho,3070.17890438841,106,2025-06-02
Kojima Takeo,3101,1,1983-10-01
Komatsu Daiki,3097.677577034627,18,2025-02-03
Komatsu Fujio,3077.8191428413616,28,2020-09-28
Komatsu Hideki,3164.287028114184,432,2025-11-27
Komatsu Hideko,2948.4097009254274,71,2022-09-12
Komatsu Hiroshi,3097.629459083171,2,1980-10-12
Komatsu Masahiko,3095.8568071379364,3,1982-09-26
Komatsu Tatsuhiro,3101.3760280516826,1,2004-12-26
Komatsu Yoshihiro,3095.019666500394,1,1965-01-01
Komiyama Kajuro,3097.5101112440916,3,1954-01-01
Komori Kazuaki,3101,1,1981-11-15
Komori Shoji,3063.048565414901,28,2006-02-20
Komuro Hironori,3102.3829988288026,2,1980-10-12
Komuro Kanji,3096.8864823458107,2,1980-10-12
Konagai Masaru,3051.916565142772,14,2022-02-17
Kondo Akio,3099.630813662519,4,1980-10-12
Kondo Heizo,3097.479935245203,1,1980-10-12
Kondo Sachiko,3117.1983344112336,15,1989-04-24
Kondo Takashi,3098.248531863572,3,1980-10-12
Kondo Tomihiko,3099,1,1998-05-01
Kondo Toshiki,3098.303454876009,21,2025-07-03
Kong Jie,3304.544939394849,776,2023-10-15
Kong Pyeongjoo,3071.80363196952,4,2003-04-23
Kong Xiangming,3170.6987803207708,122,2019-06-19
Konishi Kazuko,2942.005762964019,182,2025-11-17
Konishi Taizo,3107.5448181426596,4,1992-03-19
Konishi Yoshiakira,3125.2850374505565,32,2025-05-08
Konno Tameto,2999.6579074727865,22,2025-09-11
Kono Atsuharu,3099,1,1942-08-01
Kono Hirokazu,3098.6239719483174,1,2008-08-11
Kono Keisuke,3102.9913736613507,3,1983-07-11
Kono Masaaki,3103.2812122989076,3,1994-11-06
Kono Masaharu,3098.0028782234185,2,1980-08-03
Kono Masanaga,3099.9971217765815,2,1983-08-11
Kono Mitsuki,3145.1144771702675,59,2025-11-02
Kono Motomi,3129.219676603983,1,2015-01-25
Kono Rin,3314.2027013599773,935,2025-11-30
Kono Taizo,3099,1,1996-05-01
Kono Takashi,3126.615805046935,64,2023-02-09
Kono Teruya,3088.941406285185,7,1991-12-16
Kono Tomoko,3093.658797680149,1,1993-03-28
Kono Yoshinori,3101.383971948317,1,2000-03-01
Kono Yukio,3091.6433969003956,6,2010-11-25
Kori Toshio,2875.503605171667,46,2020-10-29
Korosue Kensaku,3100.0028782234185,2,1979-10-07
Korsak Chairasmisak,3097.494258650344,3,1989-05-24
Kosa Ariya,3091.8161409069317,3,1992-05-30
Kosaka Hiroshi,3099,1,1961-07-16
Kosakata Koji,3057.7261522189847,12,1989-06-28
Koshimura Kiyoshi,3099,1,1981-08-04
Kosugi Kiyoshi,3060.5906325885067,19,1999-01-26
Kosugi Masaru,3061.983721505505,5,1997-12-15
Kosugi Tei,2906.247708656836,105,1941-09-08
Kotto Yoshiyuki,3101.9971217765815,2,1979-10-07
Kou Yu Pang,3091.3564817740876,3,1992-05-29
Kou Zhengyan,3157.971897052617,21,2025-02-25
Koya Hideki,3083.823487411354,1,1997-08-24
Koyama Hideo,3085.7906686743654,5,1998-09-07
Koyama Kazunari,3101,1,1980-10-12
Koyama Kosho,3101.1501141281237,2,2011-08-14
Koyama Kuya,3286.4508645590195,107,2025-12-25
Koyama Mitsuaki,3098.61453450118,1,2013-08-11
Koyama Mitsumasa,3080.9207610824747,6,2014-03-03
Koyama Mitsuru,3053.219039607052,22,2002-11-07
Koyama Naoaki,3100.611076908394,3,2000-11-01
Koyama Ryugo,3026.1215973907665,19,2022-12-05
Koyama Shizuo,3065.205180003019,8,2001-08-27
Koyama Terumasa,3095.7410700626133,2,2010-11-21
Koyama Terumi,3028.159083196274,155,2025-12-25
Koyama Yasuo,3140.5728450060337,46,2000-03-29
Kozono Tatsuo,3099,1,1963-01-26
Kozuki Takeshi,3100.7436198623127,2,2000-06-17
Krit Jamkachornkiat,3081.485566790436,4,2016-04-22
Krzysztof Giedrojc,3095.945686688148,7,2013-09-03
Krzysztof Mosczynski,3098.225945752544,1,1980-11-02
Kubo Hidefumi,3102.7529780204477,2,1979-10-07
Kubo Hideo,3061.8889167409375,46,2023-12-25
Kubo Hiroshi,3101.7581152229172,1,1960-01-01
Kubo Katsuaki,3053.706783358808,115,2025-12-17
Kubo Masamitsoo,3102.372067545291,2,1979-10-07
Kubo Wataru,3089.163522484707,4,1990-08-26
Kubo Yasuko,3101.770116682806,1,1992-09-08
Kubokawa Masao,3099.2431462238433,2,1980-10-12
Kubomatsu Katsukiyo,3237.770995852531,255,1941-11-19
Kubomatsu Teruhiko,3101,1,1926-07-11
Kuboniwa Hiroshi,3100.765051093157,2,1979-10-07
Kuboniwa Takashi,3100.371572955617,2,1996-01-06
Kubota Masaru,3036.260469483295,7,2024-08-19
Kubouchi Hideaki,3107.4971269667017,3,1989-02-22
Kubouchi Shuchi,3241.672056260301,127,2007-10-24
Kubouchi Toshiaki,3162.973707638005,14,1940-05-08
Kuchida Yakayuki,3103.243335644387,1,1986-11-21
Kudo Hiroshi,3101.9971217765815,2,2003-06-01
Kudo Norio,3026.347819053013,459,2023-01-16
Kudo Toshihiro,3097.62,2,1979-10-07
Kumabe Keiko,3099.9971217765815,2,1972-08-02
Kumagi Hiroya,3075.649683725869,1,2020-11-12
Kumaki Teruya,2974.859823827914,38,2025-11-20
Kumamoto Shusei,3045.5394440202303,22,2025-04-17
Kunihiro Fumihiko,3101,1,1993-07-01
Kunimatsu So,3094.7440524593094,6,2024-04-03
Kunisaki Setsuo,3084.6833110182506,1,1928-12-03
Kunisawa Hiroto,3082.6687100247273,47,2025-12-24
Kuo Nai Fu,3093.1933274378007,2,2008-10-09
Kurahashi Kiyohide,3099.998113890383,4,1980-10-12
Kurahashi Masayuki,3171.270324056126,221,2025-11-26
Kurahashi Shozo,3072.131121795798,13,1992-11-26
Kuramoto Minoru,3061.1713997595293,9,2012-02-13
Kuranaga Takio,3099,1,1989-10-01
Kure Risa,3073.4251036923383,7,2016-03-13
Kuribayashi Hanako,3099,1,1986-03-14
Kurihara Kunitoshi,3099,1,2000-08-01
Kurita Yoshiaki,3101.3371993096557,1,2019-09-29
Kurita Yoshiki,3068.3032896245713,24,2025-10-05
Kuroda Yukio,3108.4484641826225,1,1966-01-13
Kuroda Yukio  Jr.,3098.76893714893,1,1960-12-09
Kuroda Yukio  Sr.,3089.0661258010364,52,1984-10-25
Kurosawa Tadanao,3103.8924419091377,37,2003-01-27
Kurose Hiroshi,3099,1,1989-10-24
Kurose Takayasoo,3101,1,1979-03-01
Kurotaki Masaki,3039.279200306032,22,2025-10-02
Kurotaki Masanori,3072.208987531308,40,2022-09-19
Kurt Rosenwald,3101,1,1935-07-01
Kusaka Harutake,3097.8492795586976,1,1968-01-12
Kusaka Kaneo,3028.570182426919,20,1988-02-18
Kusama Ichimatsoo,3098.2222708864024,1,1954-01-01
Kushiro Geishin,3101,1,2022-03-13
Kushiro Geishoon,3101.727345261126,1,2015-03-15
Kushiro Toshiaki,3105.259438491844,8,2003-03-08
Kusunoki Teruko,3040.780374976178,126,2018-09-06
Kuwabara Itsuki,3128.621994577928,27,2025-12-04
Kuwabara Shoon,3069.5349662116887,33,2023-05-01
Kuwabara Yoko,3061.879748978949,64,2025-11-24
Kuwahara Hironobu,3101,1,1953-06-01
Kuwahara Moriji,3098.614332908056,1,1988-05-16
Kuwahara Munehisa,3127.4691291288423,31,1972-05-31
Kuwahara Yasuta,3098.616028051683,1,1974-02-17
Kuwamoto Shinpei,3051.8964975812205,26,2019-08-29
Kuwamura Kayoko,3096.821039840496,4,1965-04-13
Kuwata Yasuaki,2992.400440887503,33,2001-12-11
Kwa Jie Hui,3097.878804951004,1,2019-06-03
Kwak Hwankeun,3094.8680271693543,1,2017-03-11
Kwak Hyunyu,3097.7536490213324,1,2018-08-11
Kwak Ungku,3099,1,1995-11-15
Kwak Wonkeun,3140.8153065900265,4,2025-04-26
Kwan Ni Yin,3094.992791415641,1,2008-10-13
Kwan Tao Li,3101,1,2024-05-19
Kwang Ho An,3105.3243229205746,3,1988-05-20
Kwang Sun Youn,3083.894322229069,1,2004-07-25
Kwo-Ping Ho,3076.447605774198,5,2008-11-02
Kwok-cheung Lam,3094.5272102895938,4,1980-03-27
Kwon Chuli,2974.427386938231,41,2023-10-02
Kwon Hansol,3101,1,1999-11-07
Kwon Hyeongjin,3082.7545696279776,10,2011-10-12
Kwon Hyochin (m=6d/f=8d),3122.4623606818195,1,2022-08-18
Kwon Hyojin,3112.601488735028,4,2020-01-17
Kwon Hyojin  (f),3044.071967482096,154,2025-12-01
Kwon Hyojin  (m),3101.63746380205,85,2025-12-21
Kwon Kapyong,3041.03187798001,19,2021-03-17
Kwon Kyeongeon,3027.676957163766,6,2002-12-20
Kwon Omin,3067.8427873619335,24,2008-06-01
Kwon Pyeonguk,3097.099087224549,1,1939-12-01
Kwong Moon Lee,3102.3646020654887,5,1992-05-30
Kyle Jones,3100.352620755688,4,1989-05-26
Kyo Kagen,3539.6737255440516,555,2025-12-25
Kyono Hideo,3104.1772550964633,3,1980-10-12
Kyung Kim,3099.2056270452435,5,1980-03-29
Kyung-wan Kim,3100.378938711379,2,1979-03-14
Lai Junfu,3457.8374426040377,408,2025-12-27
Lai Youcheng,3105.792113013621,15,2025-03-07
Lam Hinchan,3101,1,2008-11-11
Lan Jun,3102.7428785173834,2,1996-07-29
Lan Tian,3111.4081133681466,75,2011-06-22
Lan Xianda,3095.0990414263624,1,2012-06-15
Latif Siddoqi,3082.420685448182,2,2020-05-18
Laura Avram,3096.7224187661755,1,2018-04-26
Laurent Heiser,3043.835208646066,35,2016-06-08
Lazar Manojlovic,3099,1,2009-04-19
Le Mai Du,3095.8428444233336,1,2007-10-01
Lee Bailun,3080.6765365221,1,2016-09-04
Lee Bongkeun,2926.159511455804,21,2003-10-26
Lee Changho,3377.875987593987,2090,2025-12-01
Lee Changho et al,3099,1,2017-11-11
Lee Changkon,3096.634320701649,3,1988-12-24
Lee Changse,3051.507145100771,6,1964-06-25
Lee Changseok,3396.3859963586715,296,2025-12-24
Lee Cheoljoo,3087.7627845055117,2,2002-12-09
Lee Cheolsoo,3100.3887679959653,2,2018-06-18
Lee Cheongeun,3007.743495926764,12,2025-11-03
Lee Cheongheui,3097.832139267086,1,2000-08-05
Lee Cheongjoo,3095.887713097055,1,1981-06-16
Lee Cheongweon,3023.080794478655,17,2019-08-09
Lee Cheongyeol,3101.088344469272,1,1986-01-25
Lee Cheuk Leung,3078.9512999999465,2,2008-10-16
Lee Chuhyeong,3094.60324825586,8,2019-04-05
Lee Chungyu,3211.3516360112308,70,2019-12-21
Lee Chunhak,3087.092128889614,5,1986-09-24
Lee Chunki,3098.772898780967,1,2000-08-27
Lee Chuu,3099,1,1984-10-21
Lee Chuyong,2957.861325159514,41,1992-11-06
Lee Donghoon,3473.8143853734505,411,2022-04-18
Lee Eoteoktong,3128.6069819662284,19,2021-01-13
Lee Euihyeon,3103.459935155093,4,2024-02-02
Lee Fei Yue,3098.364643244929,2,2016-06-07
Lee Haepeom,3089.0880236489875,2,1988-07-31
Lee Haeweon,3098.6128735974135,1,2022-06-15
Lee Hajin,3052.983335280149,30,2013-06-06
Lee Hakyong,3099.292400281409,25,2018-05-21
Lee Hanok,3098.2260472007956,1,1998-08-29
Lee Hobeom,3224.9670882801247,76,2017-12-11
Lee Hongpok,3101.2911096929456,6,2005-08-02
Lee Hongyeol,2996.5610689500068,39,2017-10-10
Lee Hoseung,3279.88689591043,62,2023-05-24
Lee Hosuk,3023.6105712444783,11,2002-08-05
Lee Huiseong,3277.0319121745288,188,2016-01-01
Lee Hwaseop,3099.6600886532187,2,2006-10-20
Lee Hyeongro,3118.4971047242866,6,2002-11-21
Lee Hyeonjun,3148.5183008307217,24,2025-04-30
Lee Hyeonuk,3123.9953315663197,66,2025-09-13
Lee Hyuk,3130.575087734269,7,2004-07-10
Lee Hyunbok,3119.332286284373,1,2004-07-28
Lee Hyungjin,3292.1238120105095,44,2025-07-25
Lee Hyunho,3094.3022906232673,24,2023-04-20
Lee Ilhyeon,3099,1,2018-08-11
Lee Ilseon,3091.224330169742,1,1964-10-08
Lee Insang,3099,1,1959-07-16
Lee Inseong,3101,1,1978-12-02
Lee Jaecheol,3101,1,1986-11-09
Lee Jaeeok,3098.217448181953,1,1986-04-13
Lee Jaeil,3098.1316061120674,1,1995-02-05
Lee Jaeseong,3129.0896387992084,2,2019-06-05
Lee Jaesung,3253.463777497363,25,2025-12-19
Lee Jaeung,3229.540888135749,74,2013-08-08
Lee Jiaqing,3099,1,1998-12-05
Lee Jihaeng,3099.347314303923,1,1986-07-12
Lee Jihyun,3128.6732608078087,1,2016-08-28
Lee Jihyun  (f),2953.643939477356,62,2024-11-04
Lee Jihyun  (m),3497.191045176942,380,2025-12-25
Lee JongMoon,3065.244251011955,12,2005-08-12
Lee Joyeong,3101,1,1978-08-19
Lee Junghee,3079.630537466422,3,2004-08-07
Lee Jungwoo,3251.5633824721003,136,2025-08-11
Lee Kanguk,3127.8214309044447,16,2006-09-05
Lee Kipong,3094.8026151971794,4,2004-07-29
Lee Kiseop,2955.157403033584,35,2023-11-14
Lee Kwancheol,3038.7084218402933,18,2013-05-16
Lee Kyehoon,3058.4493272969694,5,1992-11-05
Lee Kyeongpo,3101.76894255544,1,1995-01-16
Lee Liao,3072.7901789379134,3,2023-07-20
Lee Lok Yi,3092.7696879202786,1,2008-10-13
Lee Minjin,3150.2867235393364,164,2025-11-06
Lee Minseok,3175.6985070342457,13,2025-08-16
Lee Minui,3098.092420636676,3,1994-10-28
Lee Munheui,3106.834046575271,3,2000-01-28
Lee Myeongkyun,3099,1,1986-11-09
Lee Myeongsoo,3096.8760406729793,2,2003-08-07
Lee Nahyeon,2985.435527726056,40,2025-11-20
Lee Nakyeong,2941.172715604427,29,2025-09-29
Lee Namkyeong,3071.868267967985,1,2023-10-09
Lee Nanmin,3085.005593614276,2,2025-11-04
Lee Peomjin,3100.9419168905715,10,2017-10-18
Lee Ren Zhou,3085.409809434965,3,1998-06-05
Lee Sangbin,3093.5610055675697,2,2017-06-04
Lee Sangcheol,3041.5838201001748,32,2012-02-09
Lee Sangheon,3097.625218908396,28,2022-04-15
Lee Sangheui,3096.306942878972,1,1990-07-29
Lee Sangho,3097.089586452281,1,2006-09-03
Lee Sanghoon  (ama),3116.573144719164,8,2008-11-11
Lee Sanghoon  Jr.,3169.2728557768332,140,2025-11-26
Lee Sanghoon  Sr.,3096.123166769885,162,2025-09-16
