Country,Competition,CompetitionType,Tier,League,Season,Date,Home,Away,Result,Score,Source
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-03-27,FC København,Aarhus GF,0-1,1-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-03-27,Odense BK,Brøndby IF,0-1,0-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-03-27,Silkeborg IF,Lyngby BK,1-0,2-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-03-31,Aalborg BK,Odense BK,0.5-0.5,2-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-03-31,Aarhus GF,Silkeborg IF,0-1,0-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-03-31,Ikast FS,FC København,0-1,0-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-03-31,Lyngby BK,Brøndby IF,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-04-04,Brøndby IF,Aarhus GF,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-04-04,FC København,Aalborg BK,0.5-0.5,3-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-04-04,Odense BK,Lyngby BK,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-04-04,Silkeborg IF,Ikast FS,0-1,0-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-04-10,Aalborg BK,Silkeborg IF,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-04-10,Aarhus GF,Lyngby BK,0-1,0-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-04-10,FC København,Odense BK,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-04-10,Ikast FS,Brøndby IF,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-04-13,Ikast FS,Odense BK,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-04-17,Brøndby IF,Aalborg BK,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-04-17,Lyngby BK,Ikast FS,0-1,1-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-04-17,Odense BK,Aarhus GF,1-0,2-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-04-17,Silkeborg IF,FC København,1-0,5-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-04-21,Aarhus GF,Aalborg BK,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-04-24,Aalborg BK,Lyngby BK,1-0,2-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-04-24,FC København,Brøndby IF,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-04-24,Ikast FS,Aarhus GF,0-1,0-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-04-24,Odense BK,Silkeborg IF,1-0,3-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-05-01,Aalborg BK,FC København,0-1,0-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-05-01,Aarhus GF,Brøndby IF,0-1,0-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-05-01,Ikast FS,Silkeborg IF,0-1,0-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-05-01,Lyngby BK,Odense BK,1-0,2-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-05-08,Brøndby IF,Lyngby BK,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-05-08,FC København,Ikast FS,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-05-08,Odense BK,Aalborg BK,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-05-08,Silkeborg IF,Aarhus GF,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-05-15,Aarhus GF,FC København,0-1,0-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-05-15,Brøndby IF,Odense BK,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-05-15,Ikast FS,Aalborg BK,0-1,1-4,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-05-15,Lyngby BK,Silkeborg IF,1-0,4-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-05-23,Aalborg BK,Aarhus GF,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-05-23,FC København,Lyngby BK,1-0,3-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-05-23,Odense BK,Ikast FS,0.5-0.5,2-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-05-23,Silkeborg IF,Brøndby IF,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-05-29,Aarhus GF,Ikast FS,0-1,2-4,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-05-29,Brøndby IF,FC København,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-05-29,Lyngby BK,Aalborg BK,0-1,0-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-05-29,Silkeborg IF,Odense BK,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-06-05,Aalborg BK,Brøndby IF,0-1,1-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-06-05,Aarhus GF,Odense BK,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-06-05,FC København,Silkeborg IF,1-0,4-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-06-05,Ikast FS,Lyngby BK,0.5-0.5,2-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-06-12,Brøndby IF,Ikast FS,0.5-0.5,2-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-06-12,Lyngby BK,Aarhus GF,1-0,4-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-06-12,Odense BK,FC København,1-0,3-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1993/94,1994-06-12,Silkeborg IF,Aalborg BK,1-0,2-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-08-06,Aalborg BK,FC København,1-0,5-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-08-06,Odense BK,Aarhus GF,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-08-06,Silkeborg IF,Lyngby BK,0.5-0.5,2-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-08-07,Brøndby IF,Ikast FS,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-08-07,FC Amager,Næstved BK,0-1,1-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-08-14,Aarhus GF,Brøndby IF,0-1,0-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-08-14,FC København,FC Amager,0-1,2-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-08-14,Ikast FS,Aalborg BK,0-1,1-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-08-14,Lyngby BK,Odense BK,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-08-14,Næstved BK,Silkeborg IF,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-08-20,Brøndby IF,Odense BK,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-08-20,Silkeborg IF,FC København,0.5-0.5,3-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-08-21,Aalborg BK,Aarhus GF,1-0,5-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-08-21,FC Amager,Ikast FS,1-0,3-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-08-21,Næstved BK,Lyngby BK,0.5-0.5,2-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-08-28,Aarhus GF,FC Amager,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-08-28,FC København,Næstved BK,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-08-28,Ikast FS,Silkeborg IF,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-08-28,Lyngby BK,Brøndby IF,0-1,0-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-08-28,Odense BK,Aalborg BK,0-1,2-4,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-08-31,Aalborg BK,Brøndby IF,1-0,4-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-08-31,FC Amager,Odense BK,0-1,0-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-08-31,FC København,Lyngby BK,0-1,0-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-08-31,Næstved BK,Ikast FS,0.5-0.5,2-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-08-31,Silkeborg IF,Aarhus GF,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-09-04,Aarhus GF,Næstved BK,0.5-0.5,2-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-09-04,Brøndby IF,FC Amager,1-0,3-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-09-04,Ikast FS,FC København,1-0,2-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-09-04,Lyngby BK,Aalborg BK,1-0,3-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-09-04,Odense BK,Silkeborg IF,1-0,3-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-09-10,FC København,Aarhus GF,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-09-10,Næstved BK,Odense BK,0-1,1-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-09-11,FC Amager,Aalborg BK,0-1,1-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-09-11,Ikast FS,Lyngby BK,0.5-0.5,2-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-09-11,Silkeborg IF,Brøndby IF,0-1,0-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-09-18,Aalborg BK,Silkeborg IF,1-0,2-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-09-18,Aarhus GF,Ikast FS,0-1,0-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-09-18,Brøndby IF,Næstved BK,1-0,2-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-09-18,Lyngby BK,FC Amager,0-1,2-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-09-18,Odense BK,FC København,1-0,4-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-09-23,FC København,Brøndby IF,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-09-24,Ikast FS,Odense BK,0-1,1-4,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-09-25,Lyngby BK,Aarhus GF,0.5-0.5,2-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-09-25,Næstved BK,Aalborg BK,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-09-25,Silkeborg IF,FC Amager,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-10-02,Aalborg BK,Odense BK,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-10-02,Brøndby IF,Lyngby BK,1-0,3-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-10-02,FC Amager,Aarhus GF,0-1,0-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-10-02,Næstved BK,FC København,0-1,2-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-10-02,Silkeborg IF,Ikast FS,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-10-07,Odense BK,Brøndby IF,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-10-08,Aarhus GF,Aalborg BK,0-1,0-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-10-09,FC København,Silkeborg IF,1-0,3-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-10-09,Ikast FS,FC Amager,1-0,4-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-10-09,Lyngby BK,Næstved BK,0.5-0.5,2-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-10-15,Odense BK,Lyngby BK,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-10-16,Aalborg BK,Ikast FS,1-0,2-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-10-16,Brøndby IF,Aarhus GF,1-0,5-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-10-16,FC Amager,FC København,1-0,3-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-10-16,Silkeborg IF,Næstved BK,0-1,0-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-10-23,Aarhus GF,Odense BK,1-0,5-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-10-23,FC København,Aalborg BK,1-0,2-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-10-23,Ikast FS,Brøndby IF,0-1,0-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-10-23,Lyngby BK,Silkeborg IF,1-0,3-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-10-23,Næstved BK,FC Amager,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-10-29,Odense BK,Ikast FS,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-10-30,Aalborg BK,Næstved BK,1-0,4-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-10-30,Aarhus GF,Lyngby BK,1-0,2-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-10-30,Brøndby IF,FC København,0-1,0-4,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-10-30,FC Amager,Silkeborg IF,0-1,1-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-11-06,FC Amager,Lyngby BK,0-1,0-5,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-11-06,FC København,Odense BK,0-1,0-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-11-06,Ikast FS,Aarhus GF,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-11-06,Næstved BK,Brøndby IF,0-1,2-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-11-06,Silkeborg IF,Aalborg BK,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-11-12,Brøndby IF,Silkeborg IF,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-11-12,Odense BK,Næstved BK,1-0,2-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-11-13,Aalborg BK,FC Amager,1-0,4-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-11-13,Aarhus GF,FC København,1-0,3-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-11-13,Lyngby BK,Ikast FS,1-0,2-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-11-19,FC Amager,Brøndby IF,0-1,1-6,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-11-19,FC København,Ikast FS,1-0,3-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-11-19,Næstved BK,Aarhus GF,1-0,4-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-11-19,Silkeborg IF,Odense BK,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-11-20,Aalborg BK,Lyngby BK,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-11-27,Aarhus GF,Silkeborg IF,0-1,0-5,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-11-27,Brøndby IF,Aalborg BK,1-0,6-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-11-27,Ikast FS,Næstved BK,0-1,1-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-11-27,Lyngby BK,FC København,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1994-11-27,Odense BK,FC Amager,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-03-19,Aalborg BK,Silkeborg IF,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-03-19,Aarhus GF,Odense BK,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-03-19,Brøndby IF,Lyngby BK,0-1,1-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-03-19,FC København,Næstved BK,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-03-24,Odense BK,Brøndby IF,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-03-25,Næstved BK,Aalborg BK,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-03-26,Lyngby BK,FC København,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-03-26,Silkeborg IF,Aarhus GF,1-0,3-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-04-02,Aalborg BK,FC København,0.5-0.5,2-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-04-02,Aarhus GF,Næstved BK,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-04-02,Brøndby IF,Silkeborg IF,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-04-02,Odense BK,Lyngby BK,1-0,3-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-04-09,FC København,Aarhus GF,0.5-0.5,2-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-04-09,Lyngby BK,Aalborg BK,0.5-0.5,2-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-04-09,Næstved BK,Brøndby IF,0.5-0.5,2-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-04-09,Silkeborg IF,Odense BK,1-0,2-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-04-17,Aarhus GF,Aalborg BK,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-04-17,Brøndby IF,FC København,0-1,2-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-04-17,Odense BK,Næstved BK,0-1,0-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-04-17,Silkeborg IF,Lyngby BK,1-0,4-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-04-21,Aalborg BK,Brøndby IF,0-1,1-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-04-21,FC København,Odense BK,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-04-22,Næstved BK,Silkeborg IF,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-04-23,Lyngby BK,Aarhus GF,1-0,2-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-04-30,Brøndby IF,Aarhus GF,1-0,4-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-04-30,Lyngby BK,Næstved BK,1-0,3-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-04-30,Odense BK,Aalborg BK,0-1,0-4,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-04-30,Silkeborg IF,FC København,1-0,4-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-05-07,Aalborg BK,Lyngby BK,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-05-07,Aarhus GF,FC København,1-0,3-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-05-07,Brøndby IF,Næstved BK,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-05-07,Odense BK,Silkeborg IF,0-1,2-4,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-05-14,FC København,Aalborg BK,0-1,0-4,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-05-14,Lyngby BK,Odense BK,0-1,1-4,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-05-14,Næstved BK,Aarhus GF,0-1,1-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-05-14,Silkeborg IF,Brøndby IF,1-0,2-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-05-21,Aalborg BK,Næstved BK,1-0,5-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-05-21,Aarhus GF,Silkeborg IF,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-05-21,Brøndby IF,Odense BK,1-0,2-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-05-21,FC København,Lyngby BK,1-0,3-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-05-28,Lyngby BK,Brøndby IF,0-1,0-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-05-28,Næstved BK,FC København,1-0,3-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-05-28,Odense BK,Aarhus GF,1-0,3-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-05-28,Silkeborg IF,Aalborg BK,0-1,0-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-06-03,Aalborg BK,Odense BK,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-06-03,Aarhus GF,Brøndby IF,1-0,3-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-06-03,FC København,Silkeborg IF,0.5-0.5,2-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-06-05,Næstved BK,Lyngby BK,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-06-11,Aarhus GF,Lyngby BK,1-0,3-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-06-11,Brøndby IF,Aalborg BK,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-06-11,Odense BK,FC København,0-1,1-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-06-11,Silkeborg IF,Næstved BK,0-1,1-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-06-18,Aalborg BK,Aarhus GF,1-0,4-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-06-18,FC København,Brøndby IF,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-06-18,Lyngby BK,Silkeborg IF,1-0,2-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1994/95,1995-06-18,Næstved BK,Odense BK,1-0,3-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1995/96,1995-07-30,Aarhus GF,Silkeborg IF,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1995/96,1995-07-30,FC København,Viborg FF,1-0,4-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1995/96,1995-07-30,Ikast FS,Aalborg BK,0-1,0-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1995/96,1995-07-30,Lyngby BK,Næstved BK,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1995/96,1995-07-30,Vejle BK,Brøndby IF,0-1,1-3,weltfussball_manual
