Country,Competition,CompetitionType,Tier,League,Season,Date,Home,Away,Result,Score,Source
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-07-28,B 1903 København,Silkeborg IF,1-0,4-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-07-28,Brøndby IF,Lyngby BK,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-07-28,Næstved BK,Aarhus GF,1-0,2-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-07-28,Odense BK,BK Frem København,0-1,2-5,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-07-28,Vejle BK,Aalborg BK,0-1,1-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-08-04,Aalborg BK,Næstved BK,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-08-04,Aarhus GF,Brøndby IF,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-08-04,BK Frem København,B 1903 København,0-1,1-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-08-04,Lyngby BK,Odense BK,1-0,3-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-08-04,Silkeborg IF,Vejle BK,0-1,1-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-08-11,Brøndby IF,Aalborg BK,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-08-11,Lyngby BK,BK Frem København,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-08-11,Næstved BK,Silkeborg IF,0-1,0-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-08-11,Odense BK,Aarhus GF,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-08-11,Vejle BK,B 1903 København,1-0,4-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-08-14,Aalborg BK,Odense BK,0.5-0.5,4-4,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-08-14,Aarhus GF,Lyngby BK,0-1,0-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-08-14,B 1903 København,Næstved BK,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-08-14,BK Frem København,Vejle BK,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-08-14,Silkeborg IF,Brøndby IF,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-08-18,Aarhus GF,BK Frem København,1-0,2-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-08-18,Brøndby IF,B 1903 København,0.5-0.5,2-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-08-18,Lyngby BK,Aalborg BK,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-08-18,Næstved BK,Vejle BK,1-0,3-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-08-18,Odense BK,Silkeborg IF,0-1,0-4,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-08-25,Aalborg BK,Aarhus GF,0-1,0-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-08-25,B 1903 København,Odense BK,1-0,3-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-08-25,BK Frem København,Næstved BK,0.5-0.5,2-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-08-25,Silkeborg IF,Lyngby BK,0-1,0-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-08-25,Vejle BK,Brøndby IF,0-1,1-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-08-31,Odense BK,Vejle BK,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-09-01,Aalborg BK,BK Frem København,1-0,3-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-09-01,Aarhus GF,Silkeborg IF,0-1,0-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-09-01,Brøndby IF,Næstved BK,1-0,3-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-09-01,Lyngby BK,B 1903 København,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-09-08,B 1903 København,Aarhus GF,1-0,3-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-09-08,BK Frem København,Brøndby IF,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-09-08,Næstved BK,Odense BK,0-1,3-6,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-09-08,Silkeborg IF,Aalborg BK,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-09-08,Vejle BK,Lyngby BK,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-09-14,Aalborg BK,B 1903 København,0-1,1-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-09-14,Aarhus GF,Vejle BK,1-0,3-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-09-14,BK Frem København,Silkeborg IF,0.5-0.5,2-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-09-14,Lyngby BK,Næstved BK,0-1,0-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-09-14,Odense BK,Brøndby IF,0-1,0-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-09-22,B 1903 København,Aalborg BK,0-1,0-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-09-22,Brøndby IF,Odense BK,1-0,2-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-09-22,Næstved BK,Lyngby BK,0-1,0-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-09-22,Silkeborg IF,BK Frem København,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-09-22,Vejle BK,Aarhus GF,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-09-28,Aalborg BK,Vejle BK,1-0,3-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-09-28,Aarhus GF,Næstved BK,1-0,3-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-09-28,BK Frem København,Odense BK,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-09-28,Lyngby BK,Brøndby IF,0-1,0-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-09-28,Silkeborg IF,B 1903 København,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-10-06,B 1903 København,BK Frem København,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-10-06,Brøndby IF,Aarhus GF,0-1,0-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-10-06,Næstved BK,Aalborg BK,0.5-0.5,2-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-10-06,Odense BK,Lyngby BK,0-1,1-5,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-10-06,Vejle BK,Silkeborg IF,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-10-13,Aalborg BK,Brøndby IF,0-1,2-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-10-13,Aarhus GF,Odense BK,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-10-13,B 1903 København,Vejle BK,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-10-13,BK Frem København,Lyngby BK,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-10-13,Silkeborg IF,Næstved BK,0-1,1-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-10-19,Brøndby IF,Silkeborg IF,1-0,3-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-10-19,Lyngby BK,Aarhus GF,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-10-19,Næstved BK,B 1903 København,0-1,1-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-10-19,Odense BK,Aalborg BK,0-1,1-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-10-19,Vejle BK,BK Frem København,0-1,1-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-10-27,Aalborg BK,Lyngby BK,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-10-27,B 1903 København,Brøndby IF,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-10-27,BK Frem København,Aarhus GF,1-0,3-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-10-27,Silkeborg IF,Odense BK,0-1,1-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-10-27,Vejle BK,Næstved BK,1-0,5-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-11-02,Aarhus GF,Aalborg BK,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-11-02,Brøndby IF,Vejle BK,0-1,0-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-11-02,Lyngby BK,Silkeborg IF,1-0,4-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-11-02,Næstved BK,BK Frem København,1-0,2-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-11-02,Odense BK,B 1903 København,1-0,3-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-11-10,B 1903 København,Lyngby BK,0.5-0.5,2-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-11-10,BK Frem København,Aalborg BK,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-11-10,Næstved BK,Brøndby IF,0.5-0.5,3-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-11-10,Silkeborg IF,Aarhus GF,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-11-10,Vejle BK,Odense BK,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-11-17,Aalborg BK,Silkeborg IF,0-1,2-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-11-17,Aarhus GF,B 1903 København,1-0,4-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-11-17,Brøndby IF,BK Frem København,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-11-17,Lyngby BK,Vejle BK,1-0,3-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1991-11-17,Odense BK,Næstved BK,0-1,0-6,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-03-22,BK Frem København,B 1903 København,1-0,2-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-03-22,Lyngby BK,Aarhus GF,0-1,0-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-03-22,Silkeborg IF,Brøndby IF,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-03-29,Aalborg BK,BK Frem København,0-1,1-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-03-29,Aarhus GF,Næstved BK,1-0,6-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-03-29,B 1903 København,Silkeborg IF,1-0,3-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-03-29,Brøndby IF,Lyngby BK,0-1,1-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-04-05,B 1903 København,Brøndby IF,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-04-05,BK Frem København,Aarhus GF,0.5-0.5,3-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-04-05,Næstved BK,Lyngby BK,0-1,0-4,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-04-05,Silkeborg IF,Aalborg BK,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-04-12,Aalborg BK,B 1903 København,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-04-12,Aarhus GF,Silkeborg IF,0-1,0-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-04-12,Brøndby IF,Næstved BK,1-0,3-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-04-12,Lyngby BK,BK Frem København,0-1,1-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-04-16,Næstved BK,Aalborg BK,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-04-20,Aalborg BK,Brøndby IF,1-0,4-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-04-20,B 1903 København,Aarhus GF,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-04-20,BK Frem København,Næstved BK,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-04-20,Silkeborg IF,Lyngby BK,1-0,2-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-04-26,Aarhus GF,Aalborg BK,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-04-26,Brøndby IF,BK Frem København,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-04-26,Lyngby BK,B 1903 København,1-0,3-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-04-26,Næstved BK,Silkeborg IF,1-0,3-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-05-03,Aalborg BK,Lyngby BK,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-05-03,B 1903 København,Næstved BK,1-0,3-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-05-03,Brøndby IF,Aarhus GF,1-0,2-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-05-03,Silkeborg IF,BK Frem København,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-05-07,Aarhus GF,Brøndby IF,1-0,3-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-05-07,BK Frem København,Silkeborg IF,1-0,3-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-05-07,Lyngby BK,Aalborg BK,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-05-07,Næstved BK,B 1903 København,0-1,0-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-05-10,Aalborg BK,Næstved BK,1-0,4-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-05-10,Aarhus GF,Lyngby BK,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-05-10,B 1903 København,BK Frem København,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-05-10,Brøndby IF,Silkeborg IF,0-1,2-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-05-17,BK Frem København,Aalborg BK,0-1,0-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-05-17,Lyngby BK,Brøndby IF,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-05-17,Næstved BK,Aarhus GF,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-05-17,Silkeborg IF,B 1903 København,0-1,1-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-05-21,Aalborg BK,Silkeborg IF,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-05-21,Aarhus GF,BK Frem København,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-05-21,Brøndby IF,B 1903 København,0-1,1-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-05-21,Lyngby BK,Næstved BK,1-0,4-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-05-24,B 1903 København,Aalborg BK,1-0,6-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-05-24,BK Frem København,Lyngby BK,0-1,0-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-05-24,Næstved BK,Brøndby IF,0-1,0-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-05-24,Silkeborg IF,Aarhus GF,1-0,3-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-05-31,Aarhus GF,B 1903 København,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-05-31,Brøndby IF,Aalborg BK,1-0,4-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-05-31,Lyngby BK,Silkeborg IF,1-0,3-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-05-31,Næstved BK,BK Frem København,0.5-0.5,2-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-06-08,Aalborg BK,Aarhus GF,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-06-08,B 1903 København,Lyngby BK,0-1,0-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-06-08,BK Frem København,Brøndby IF,1-0,3-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1991/92,1992-06-08,Silkeborg IF,Næstved BK,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-08-12,Aalborg BK,Brøndby IF,1-0,3-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-08-12,Aarhus GF,Lyngby BK,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-08-12,B 1909 Odense,Silkeborg IF,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-08-12,BK Frem København,FC København,0-1,0-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-08-12,Næstved BK,Odense BK,0-1,0-4,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-08-16,Brøndby IF,BK Frem København,0.5-0.5,3-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-08-16,FC København,B 1909 Odense,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-08-16,Lyngby BK,Aalborg BK,0-1,0-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-08-16,Odense BK,Aarhus GF,1-0,3-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-08-16,Silkeborg IF,Næstved BK,1-0,4-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-08-19,Aalborg BK,Aarhus GF,1-0,3-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-08-19,B 1909 Odense,Brøndby IF,0-1,1-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-08-19,BK Frem København,Lyngby BK,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-08-19,Næstved BK,FC København,0-1,0-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-08-19,Silkeborg IF,Odense BK,0-1,0-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-08-23,Aarhus GF,BK Frem København,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-08-23,Brøndby IF,Næstved BK,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-08-23,FC København,Silkeborg IF,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-08-23,Lyngby BK,B 1909 Odense,1-0,3-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-08-23,Odense BK,Aalborg BK,1-0,4-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-08-30,B 1909 Odense,Aarhus GF,0-1,0-4,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-08-30,BK Frem København,Aalborg BK,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-08-30,FC København,Odense BK,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-08-30,Næstved BK,Lyngby BK,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-08-30,Silkeborg IF,Brøndby IF,1-0,3-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-09-06,Aarhus GF,Næstved BK,0-1,0-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-09-06,Brøndby IF,FC København,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-09-06,Lyngby BK,Silkeborg IF,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-09-06,Odense BK,BK Frem København,1-0,5-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-09-12,B 1909 Odense,BK Frem København,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-09-12,FC København,Lyngby BK,0.5-0.5,2-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-09-12,Silkeborg IF,Aarhus GF,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-09-13,Brøndby IF,Odense BK,1-0,2-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-09-13,Næstved BK,Aalborg BK,0.5-0.5,2-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-09-16,Aalborg BK,B 1909 Odense,1-0,2-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-09-20,Aalborg BK,Silkeborg IF,0-1,1-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-09-20,Aarhus GF,FC København,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-09-20,BK Frem København,Næstved BK,1-0,3-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-09-20,Lyngby BK,Brøndby IF,0-1,0-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-09-20,Odense BK,B 1909 Odense,1-0,2-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-09-26,Brøndby IF,Aarhus GF,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-09-26,FC København,Aalborg BK,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-09-26,Odense BK,Lyngby BK,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-09-26,Silkeborg IF,BK Frem København,1-0,4-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-09-27,Næstved BK,B 1909 Odense,0.5-0.5,2-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-10-04,Aalborg BK,FC København,0-1,0-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-10-04,Aarhus GF,Brøndby IF,0-1,0-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-10-04,B 1909 Odense,Næstved BK,0.5-0.5,2-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-10-04,BK Frem København,Silkeborg IF,0.5-0.5,2-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-10-04,Lyngby BK,Odense BK,0-1,0-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-10-11,Brøndby IF,Aalborg BK,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-10-11,FC København,BK Frem København,1-0,5-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-10-11,Lyngby BK,Aarhus GF,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-10-11,Odense BK,Næstved BK,1-0,4-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,1992/93,1992-10-11,Silkeborg IF,B 1909 Odense,1-0,6-0,weltfussball_manual
