"ID","Name","StartDate","EndDate","Sponsor","Season","Type","Num","Venue","City","Country","Discipline","Main","Sex","AgeGroup","Url","Related","Stage","ValueType","ShortName","WorldSnookerId","RankingType","EventPredictionID","Team","Format","Twitter","HashTag","ConversionRate","AllRoundsAdded","PhotoURLs","NumCompetitors","NumUpcoming","NumActive","NumResults","Note","CommonNote","DefendingChampion","PreviousEdition","Tour"
1745,"6 Red World Championship","2009-07-07","2009-07-12","SangSom",2009,"Invitational",0,"Montien Riverside Hotel","Bangkok","Thailand","six-red snooker",1745,"Both","O","http://www.worldsnooker.com/page/SixRedsWorldChampionship","6red","F","","",0,"",0,FALSE,3,"","",1,TRUE,"",32,0,0,31,"There were made three maximum breaks (75) at the tournament by Michael Holt, Ryan Day, Jimmy White","",62,1746,"main"
316,"General Cup International","2009-07-13","2009-07-17","",2009,"Invitational",0,"General Snooker Club","Hong Kong","Hong Kong","snooker",316,"Both","O","","","F","GC","",0,"",0,FALSE,3,"","",1,TRUE,"",7,0,0,3,"","",0,0,"other"
317,"General Cup International, Group 1","2009-07-13","2009-07-17","",2009,"Qualifying",1,"General Snooker Club","Hong Kong","Hong Kong","snooker",316,"Both","O","","","Q","GC","",0,"",0,FALSE,2,"","",1,TRUE,"",0,0,0,3,"","",0,0,"other"
318,"General Cup International, Group 2","2009-07-13","2009-07-17","",2009,"Qualifying",2,"General Snooker Club","Hong Kong","Hong Kong","snooker",316,"Both","O","","","Q","GC","",0,"",0,FALSE,2,"","",1,TRUE,"",0,0,0,4,"","",0,0,"other"
1657,"World Games","2009-07-22","2009-07-26","",2009,"Unknown",0,"Chung Cheng Martial Arts Stadium","Kaohsiung","Taiwan","snooker",1657,"Both","O","","","F","","",0,"",0,FALSE,1,"","",1,TRUE,"",16,0,0,16,"","",38,1658,"other"
67,"Shanghai Masters Qualifiers","2009-08-03","2009-08-06","Roewe",2009,"Qualifying",0,"Pontins","Prestatyn","Wales","snooker",65,"Both","O","","shanghai","Q","SM","",0,"WR",0,FALSE,1,"","",1,TRUE,"",0,0,0,64,"","",0,0,"main"
65,"Shanghai Masters","2009-09-07","2009-09-13","Roewe",2009,"Ranking",0,"Shanghai Grand Stage","Shanghai","China","snooker",65,"Both","O","","shanghai","F","SM","",0,"WR",0,FALSE,1,"","",1,TRUE,"",103,0,0,38,"","",62,988,"main"
69,"Grand Prix Qualifiers","2009-09-21","2009-09-24","",2009,"Qualifying",0,"Pontins","Prestatyn","Wales","snooker",68,"Both","O","","gp","Q","GP","",0,"WR",0,FALSE,1,"","",1,TRUE,"",0,0,0,64,"","",0,0,"main"
68,"Grand Prix","2009-10-03","2009-10-11","",2009,"Ranking",0,"Kelvin Hall","Glasgow","Scotland","snooker",68,"Both","O","","gp","F","GP","",0,"WR",0,FALSE,1,"","",1,TRUE,"",96,0,0,31,"","",237,987,"main"
72,"UK Championship Qualifiers","2009-11-23","2009-11-30","Pukka Pies",2009,"Qualifying",0,"Pontins","Prestatyn","Wales","snooker",71,"Both","O","","uk","Q","UK","",0,"WR",0,FALSE,1,"","",1,TRUE,"",0,0,0,64,"","",0,0,"main"
71,"UK Championship","2009-12-05","2009-12-13","Pukka Pies",2009,"Ranking",0,"Telford International Centre","Telford","England","snooker",71,"Both","O","","uk","F","UK","",0,"WR",0,FALSE,1,"","",1,TRUE,"",96,0,0,31,"","",97,985,"main"
1706,"Championship League - Group 1","2010-01-04","2010-01-05","",2009,"Invitational",7,"Crondon Park Golf Club","Stock","England","snooker",1687,"Both","O","https://www.championshipleaguesnooker.co.uk/home.htm","","Q","CL","",0,"",0,FALSE,3,"","ChampionshipLeague",1,TRUE,"",0,0,0,24,"","",0,0,"main"
1704,"Championship League - Group 2","2010-01-06","2010-01-07","",2009,"Invitational",6,"Crondon Park Golf Club","Stock","England","snooker",1687,"Both","O","https://www.championshipleaguesnooker.co.uk/home.htm","","Q","CL","",0,"",0,FALSE,3,"","ChampionshipLeague",1,TRUE,"",0,0,0,24,"","",0,0,"main"
121,"Masters","2010-01-10","2010-01-17","PokerStars.com",2009,"Invitational",0,"Wembley Arena","London","England","snooker",121,"Both","O","","masters","F","","",0,"",0,FALSE,1,"","",1,TRUE,"",18,0,0,17,"","",5,984,"main"
1700,"Championship League - Group 3","2010-01-18","2010-01-19","",2009,"Invitational",5,"Crondon Park Golf Club","Stock","England","snooker",1687,"Both","O","https://www.championshipleaguesnooker.co.uk/home.htm","","Q","CL","",0,"",0,FALSE,3,"","ChampionshipLeague",1,TRUE,"",0,0,0,24,"","",0,0,"main"
118,"Welsh Open Qualifiers","2010-01-19","2010-01-22","Totesport.com",2009,"Qualifying",0,"Pontins","Prestatyn","Wales","snooker",117,"Both","O","","welsh","Q","WO","",0,"WR",0,FALSE,1,"","",1,TRUE,"",0,0,0,64,"","",0,0,"main"
