"ID","Name","StartDate","EndDate","Sponsor","Season","Type","Num","Venue","City","Country","Discipline","Main","Sex","AgeGroup","Url","Related","Stage","ValueType","ShortName","WorldSnookerId","RankingType","EventPredictionID","Team","Format","Twitter","HashTag","ConversionRate","AllRoundsAdded","PhotoURLs","NumCompetitors","NumUpcoming","NumActive","NumResults","Note","CommonNote","DefendingChampion","PreviousEdition","Tour"
2500,"Thailand Masters","1991-08-22","1991-08-25","",1991,"Invitational",0,"Unknown","Bangkok","Thailand","snooker",2500,"Both","O","","","F","","",0,"WR",0,FALSE,1,"","",1,TRUE,"",16,0,0,15,"","",153,2499,"main"
1678,"World Seniors Championship","1991-09-18","1991-09-22","Matchroom Sport",1991,"Seniors",0,"Trentham Gardens","Stoke","England","snooker",1678,"Both","S","","seniors","F","","World Seniors Championship",1055,"",0,FALSE,1,"","",1,TRUE,"",16,0,0,15,"","Watch on <a href=""http://go.sky.com/"">Sky Go</a>",0,0,"main"
2062,"Grand Prix","1991-10-14","1991-10-27","Rothmans",1991,"Ranking",0,"Hexagon Theatre","Reading","England","snooker",2062,"Both","O","","gp","F","GP","",0,"WR",0,FALSE,1,"","",1,TRUE,"",64,0,0,63,"","",153,2061,"main"
2526,"UK Championship","1991-11-23","1991-12-01","",1991,"Ranking",0,"Guild Hall","Preston","England","snooker",2526,"Both","O","","uk","F","UK","",0,"WR",0,FALSE,1,"","",1,FALSE,"",0,0,0,0,"","",153,2525,"main"
2040,"Classic","1992-01-01","1992-01-11","Mercantile Credit",1991,"Ranking",0,"Bournemouth International Centre","Bournemouth","England","snooker",2040,"Men","O","","classic","F","","",0,"WR",0,FALSE,1,"","classic",1,TRUE,"",64,0,0,63,"","",20,2039,"main"
2501,"Asian Open","1992-01-14","1992-01-19","",1991,"Ranking",0,"	Imperial Queens Park Hotel","Bangkok","Thailand","snooker",2501,"Both","O","","","F","","",0,"WR",0,FALSE,1,"","",1,TRUE,"",64,0,0,63,"","",212,2500,"main"
1636,"Masters","1992-02-02","1992-02-09","Benson & Hedges",1991,"Invitational",0,"Wembley Conference Centre","London","England","snooker",1636,"Both","O","","masters","F","Masters","",0,"",0,FALSE,1,"","",1,TRUE,"",16,0,0,15,"","",153,1637,"main"
2319,"British Open","1992-02-17","1992-02-29","Pearl Assurance",1991,"Ranking",0,"Assembly Rooms","Derby","England","snooker",2319,"Both","O","","british","F","BO","",0,"WR",0,FALSE,1,"","BritishOpen",1,TRUE,"",64,0,0,63,"","",153,2318,"main"
1605,"World Championship Qualifiers","1992-03-21","1992-03-30","",1991,"Qualifying",0,"","","","snooker",1604,"Both","O","","world","Q","WC","",0,"WR",0,FALSE,1,"","",1,TRUE,"",0,0,0,96,"","",0,0,"main"
1604,"World Championship","1992-04-18","1992-05-04","",1991,"Ranking",0,"Crucible Theatre","Sheffield","England","snooker",1604,"Both","O","","world","F","WC","",0,"WR",0,FALSE,1,"","",1,TRUE,"",129,0,0,31,"","",408,1741,"main"
