ID,Name,StartDate,EndDate,Sponsor,Season,Tour,Type,Num,Venue,City,Country,Discipline,Main,Sex,AgeGroup,WorldSnookerId,NumCompetitors,NumUpcoming,NumActive,NumResults,SeasonPulled
2863,British Open,2027-08-30,2027-09-05,"",2027,main,Ranking,0,The Centaur,Cheltenham,England,snooker,2863,Both,O,0,0,0,0,0,2027
