"ID","Name","StartDate","EndDate","Sponsor","Season","Type","Num","Venue","City","Country","Discipline","Main","Sex","AgeGroup","Url","Related","Stage","ValueType","ShortName","WorldSnookerId","RankingType","EventPredictionID","Team","Format","Twitter","HashTag","ConversionRate","AllRoundsAdded","PhotoURLs","NumCompetitors","NumUpcoming","NumActive","NumResults","Note","CommonNote","DefendingChampion","PreviousEdition","Tour"
1015,"Northern Ireland Trophy","2006-08-13","2006-08-20","",2006,"Ranking",0,"Waterfront Hall","Belfast","Northern Ireland","snooker",1015,"Both","O","","","F","","",0,"WR",0,FALSE,1,"","",1,TRUE,"",48,0,0,47,"","",0,0,"main"
1016,"Pot Black","2006-09-02","2006-09-02","",2006,"Invitational",0,"Royal Automobile Club","London","England","snooker",1016,"Both","O","","","F","","",0,"",0,FALSE,1,"","",1,TRUE,"",8,0,0,7,"","",0,0,"main"
1017,"Grand Prix","2006-10-21","2006-10-29","Royal London Watches",2006,"Ranking",0,"Aberdeen Exhibition and Conference Centre","Aberdeen","Scotland","snooker",1017,"Both","O","","gp","F","GP","",0,"WR",0,FALSE,3,"","",1,TRUE,"",47,0,0,15,"","",237,1034,"main"
1018,"Grand Prix Group A","2006-10-21","2006-10-29","",2006,"Ranking",1,"Aberdeen Exhibition and Conference Centre","Aberdeen","Scotland","snooker",1017,"Both","O","","gp","Q","GP","",0,"WR",0,FALSE,2,"","",1,TRUE,"",0,0,0,15,"","",0,0,"main"
1019,"Grand Prix Group B","2006-10-21","2006-10-29","",2006,"Ranking",2,"Aberdeen Exhibition and Conference Centre","Aberdeen","Scotland","snooker",1017,"Both","O","","gp","Q","GP","",0,"WR",0,FALSE,2,"","",1,TRUE,"",0,0,0,15,"","",0,0,"main"
1020,"Grand Prix Group C","2006-10-21","2006-10-29","",2006,"Ranking",3,"Aberdeen Exhibition and Conference Centre","Aberdeen","Scotland","snooker",1017,"Both","O","","gp","Q","GP","",0,"WR",0,FALSE,2,"","",1,TRUE,"",0,0,0,15,"","",0,0,"main"
1021,"Grand Prix Group D","2006-10-21","2006-10-29","",2006,"Ranking",4,"Aberdeen Exhibition and Conference Centre","Aberdeen","Scotland","snooker",1017,"Both","O","","gp","Q","GP","",0,"WR",0,FALSE,2,"","",1,TRUE,"",0,0,0,15,"","",0,0,"main"
1022,"Grand Prix Group E","2006-10-21","2006-10-29","",2006,"Ranking",5,"Aberdeen Exhibition and Conference Centre","Aberdeen","Scotland","snooker",1017,"Both","O","","gp","Q","GP","",0,"WR",0,FALSE,2,"","",1,TRUE,"",0,0,0,15,"","",0,0,"main"
1023,"Grand Prix Group F","2006-10-21","2006-10-29","",2006,"Ranking",6,"Aberdeen Exhibition and Conference Centre","Aberdeen","Scotland","snooker",1017,"Both","O","","gp","Q","GP","",0,"WR",0,FALSE,2,"","",1,TRUE,"",0,0,0,10,"","",0,0,"main"
1024,"Grand Prix Group G","2006-10-21","2006-10-29","",2006,"Ranking",7,"Aberdeen Exhibition and Conference Centre","Aberdeen","Scotland","snooker",1017,"Both","O","","gp","Q","GP","",0,"WR",0,FALSE,2,"","",1,TRUE,"",0,0,0,15,"","",0,0,"main"
1025,"Grand Prix Group H","2006-10-21","2006-10-29","",2006,"Ranking",8,"Aberdeen Exhibition and Conference Centre","Aberdeen","Scotland","snooker",1017,"Both","O","","gp","Q","GP","",0,"WR",0,FALSE,2,"","",1,TRUE,"",0,0,0,15,"","",0,0,"main"
1029,"UK Championship","2006-12-04","2006-12-17","Maplin Electronics",2006,"Ranking",0,"Barbican Centre","York","England","snooker",1029,"Both","O","","uk","F","UK","",0,"WR",403,FALSE,1,"","",1,TRUE,"",48,0,0,47,"","",224,1038,"main"
1035,"Masters","2007-01-14","2007-01-21","Saga Insurance",2006,"Invitational",0,"Wembley Arena","London","England","snooker",1035,"Both","O","","masters","F","Masters","",0,"Unknown",430,FALSE,1,"","",1,TRUE,"",19,0,0,18,"","",237,1039,"main"
1030,"Malta Cup","2007-01-28","2007-02-04","",2006,"Ranking",0,"Hilton Conference Centre","Portomaso","Malta","snooker",1030,"Both","O","","mc","F","MC","",0,"WR",402,FALSE,1,"","",1,TRUE,"",34,0,0,33,"","",170,1661,"main"
1036,"Welsh Open","2007-02-11","2007-02-18","",2006,"Ranking",0,"Newport Centre","Newport","Wales","snooker",1036,"Both","O","","welsh","F","WO","",0,"WR",404,FALSE,1,"","",1,TRUE,"",48,0,0,47,"","",13,0,"main"
246,"World Championship Qualifier Preliminary Rounds","2007-02-23","2007-02-23","",2006,"Qualifying",0,"Pontins","Prestatyn","Wales","snooker",243,"Both","O","","world","Q","WC","",0,"WR",0,FALSE,1,"","",1,TRUE,"",0,0,0,6,"","",0,0,"main"
245,"World Championship Qualifier Rounds 1-4","2007-02-24","2007-03-02","",2006,"Qualifying",0,"Pontins","Prestatyn","Wales","snooker",243,"Both","O","","world","Q","WC","",0,"WR",0,FALSE,1,"","",1,TRUE,"",0,0,0,52,"","",0,0,"main"
244,"World Championship Qualifier Round 5","2007-03-12","2007-03-15","",2006,"Qualifying",0,"English Institute of Sport","Sheffield","England","snooker",243,"Both","O","","world","Q","WC","",0,"WR",0,FALSE,1,"","",1,TRUE,"",0,0,0,16,"","",0,0,"main"
1032,"China Open","2007-03-25","2007-04-01","Honghe Industrial",2006,"Ranking",0,"Beijing University Students Gymnasium","Beijing","China","snooker",1032,"Both","O","","china","F","CO","",0,"WR",405,FALSE,1,"","",1,TRUE,"",40,0,0,39,"","",1,0,"main"
243,"World Championship","2007-04-21","2007-05-07","888.com",2006,"Ranking",0,"Crucible Theatre","Sheffield","England","snooker",243,"Both","O","","world","F","WC","",0,"WR",0,FALSE,1,"","",1,TRUE,"",106,0,0,31,"","",52,300,"main"
