"ID","Name","StartDate","EndDate","Sponsor","Season","Type","Num","Venue","City","Country","Discipline","Main","Sex","AgeGroup","Url","Related","Stage","ValueType","ShortName","WorldSnookerId","RankingType","EventPredictionID","Team","Format","Twitter","HashTag","ConversionRate","AllRoundsAdded","PhotoURLs","NumCompetitors","NumUpcoming","NumActive","NumResults","Note","CommonNote","DefendingChampion","PreviousEdition","Tour"
1659,"World Games","2001-08-22","2001-08-26","",2001,"Unknown",0,"Selion Plaza","Akita","Japan","snooker",1659,"Both","O","","","F","","",0,"",0,FALSE,1,"","",1,TRUE,"",16,0,0,16,"","",0,0,"other"
2329,"British Open","2001-09-29","2001-10-07","",2001,"Ranking",0,"Telewest Arena","Newcastle","England","snooker",2329,"Both","O","","british","F","BO","",0,"WR",0,FALSE,1,"","BritishOpen",1,TRUE,"",48,0,0,47,"","",42,2328,"main"
2053,"LG Cup","2001-10-12","2001-10-21","",2001,"Ranking",0,"Guild Hall","Preston","England","snooker",2053,"Both","O","","gp","F","GP","",0,"WR",0,FALSE,1,"","",1,TRUE,"",48,0,0,47,"","",1,2054,"main"
2536,"UK Championship","2001-12-03","2001-12-16","",2001,"Ranking",0,"Barbican Centre","York","England","snooker",2536,"Both","O","","uk","F","UK","",0,"WR",0,FALSE,1,"","",1,FALSE,"",0,0,0,0,"","",237,2535,"main"
1626,"Masters","2002-02-03","2002-02-10","",2001,"Invitational",0,"Wembley Conference Centre","London","England","snooker",1626,"Both","O","","masters","F","Masters","",0,"",0,FALSE,1,"","",1,TRUE,"",16,0,0,15,"","",1191,1627,"main"
1585,"World Championship Qualifiers","2002-02-11","2002-02-17","",2001,"Qualifying",0,"Telford International Centre","Telford","England","snooker",1582,"Both","O","","world","Q","WC","",0,"WR",0,FALSE,1,"","",1,TRUE,"",0,0,0,104,"","",0,0,"main"
1666,"China Open","2002-02-24","2002-03-03","",2001,"Ranking",0,"International Gymnastic Centre","Shanghai","China","snooker",1666,"Both","O","","china","F","CO","",0,"WR",0,FALSE,1,"","",1,FALSE,"",34,0,0,33,"","",5,1667,"main"
2511,"Thailand Masters","2002-03-04","2002-03-10","",2001,"Ranking",0,"Merchant Court Hotel","Bangkok","Thailand","snooker",2511,"Both","O","","","F","","",0,"WR",0,FALSE,1,"","",1,TRUE,"",32,0,0,31,"","",170,2510,"main"
1685,"Scottish Open","2002-04-06","2002-04-14","Regal",2001,"Ranking",0,"Aberdeen Exhibition and Conference Centre","Aberdeen","Scotland","snooker",1685,"Both","O","","scottish","F","","",0,"WR",0,FALSE,1,"","",1,TRUE,"",32,0,0,31,"","",42,1684,"main"
1582,"World Championship","2002-04-20","2002-05-06","Embassy",2001,"Ranking",0,"Crucible Theatre","Sheffield","England","snooker",1582,"Both","O","","world","F","WC","",0,"WR",0,FALSE,1,"","",1,TRUE,"",136,0,0,31,"","",5,1586,"main"
