"ID","Name","StartDate","EndDate","Sponsor","Season","Type","Num","Venue","City","Country","Discipline","Main","Sex","AgeGroup","Url","Related","Stage","ValueType","ShortName","WorldSnookerId","RankingType","EventPredictionID","Team","Format","Twitter","HashTag","ConversionRate","AllRoundsAdded","PhotoURLs","NumCompetitors","NumUpcoming","NumActive","NumResults","Note","CommonNote","DefendingChampion","PreviousEdition","Tour"
1299,"Championship League Stage One Group 13","2022-06-28","2022-06-28","",2022,"Ranking",24,"Morningside Arena ","Leicester","England","snooker",1285,"Both","O","","","Q","CLR","",14539,"WR",0,FALSE,2,"","",1,TRUE,"",0,0,0,6,"","<a href=""https://www.freesportsplayer.tv/"">FreeSport</a>, <a href=""https://matchroom.live/sports/snooker"">Matchroom.live</a> and <a href=""https://championshipleaguesnooker.co.uk/watch/"">more</a>",0,0,"main"
1300,"Championship League Stage One Group 24","2022-06-28","2022-06-28","",2022,"Ranking",35,"Morningside Arena ","Leicester","England","snooker",1285,"Both","O","","","Q","CLR","",14539,"WR",0,FALSE,2,"","",1,TRUE,"",0,0,0,6,"","<a href=""https://www.freesportsplayer.tv/"">FreeSport</a>, <a href=""https://matchroom.live/sports/snooker"">Matchroom.live</a> and <a href=""https://championshipleaguesnooker.co.uk/watch/"">more</a>",0,0,"main"
1285,"Championship League","2022-06-28","2022-07-29","BetVictor",2022,"Ranking",1,"Morningside Arena ","Leicester","England","snooker",1285,"Both","O","https://championshipleaguesnooker.co.uk/ranking/","","F","CLR","",14543,"WR",0,FALSE,1,"CLSnooker","ChampionshipLeagueSnooker",1,TRUE,"",127,0,0,1,"","<a href=""https://www.freesportsplayer.tv/"">FreeSport</a>, <a href=""https://matchroom.live/sports/snooker"">Matchroom.live</a> and <a href=""https://championshipleaguesnooker.co.uk/watch/"">more</a>",118,1145,"main"
1301,"Championship League Stage One Group 4","2022-06-29","2022-06-29","",2022,"Ranking",15,"Morningside Arena ","Leicester","England","snooker",1285,"Both","O","","","Q","CLR","",14539,"WR",0,FALSE,2,"","",1,TRUE,"",0,0,0,6,"","<a href=""https://www.freesportsplayer.tv/"">FreeSport</a>, <a href=""https://matchroom.live/sports/snooker"">Matchroom.live</a> and <a href=""https://championshipleaguesnooker.co.uk/watch/"">more</a>",0,0,"main"
1302,"Championship League Stage One Group 31","2022-06-29","2022-06-29","",2022,"Ranking",42,"Morningside Arena ","Leicester","England","snooker",1285,"Both","O","","","Q","CLR","",14539,"WR",0,FALSE,2,"","",1,TRUE,"",0,0,0,6,"","<a href=""https://www.freesportsplayer.tv/"">FreeSport</a>, <a href=""https://matchroom.live/sports/snooker"">Matchroom.live</a> and <a href=""https://championshipleaguesnooker.co.uk/watch/"">more</a>",0,0,"main"
1303,"Championship League Stage One Group 6","2022-06-30","2022-06-30","",2022,"Ranking",17,"Morningside Arena ","Leicester","England","snooker",1285,"Both","O","","","Q","CLR","",14539,"WR",0,FALSE,2,"","",1,TRUE,"",0,0,0,6,"","<a href=""https://www.freesportsplayer.tv/"">FreeSport</a>, <a href=""https://matchroom.live/sports/snooker"">Matchroom.live</a> and <a href=""https://championshipleaguesnooker.co.uk/watch/"">more</a>",0,0,"main"
1304,"Championship League Stage One Group 26","2022-06-30","2022-06-30","",2022,"Ranking",37,"Morningside Arena ","Leicester","England","snooker",1285,"Both","O","","","Q","CLR","",14539,"WR",0,FALSE,2,"","",1,TRUE,"",0,0,0,6,"","<a href=""https://www.freesportsplayer.tv/"">FreeSport</a>, <a href=""https://matchroom.live/sports/snooker"">Matchroom.live</a> and <a href=""https://championshipleaguesnooker.co.uk/watch/"">more</a>",0,0,"main"
1305,"Championship League Stage One Group 29","2022-07-01","2022-07-01","",2022,"Ranking",40,"Morningside Arena ","Leicester","England","snooker",1285,"Both","O","","","Q","CLR","",14539,"WR",0,FALSE,2,"","",1,TRUE,"",0,0,0,6,"","<a href=""https://www.freesportsplayer.tv/"">FreeSport</a>, <a href=""https://matchroom.live/sports/snooker"">Matchroom.live</a>, <a href=""https://www.youtube.com/watch?v=RmXUK34par4"">Youtube</a> and <a href=""https://championshipleaguesnooker.co.uk/watch/"">more</a>",0,0,"main"
1306,"Championship League Stage One Group 10","2022-07-01","2022-07-01","",2022,"Ranking",21,"Morningside Arena ","Leicester","England","snooker",1285,"Both","O","","","Q","CLR","",14539,"WR",0,FALSE,2,"","",1,TRUE,"",0,0,0,6,"","<a href=""https://www.freesportsplayer.tv/"">FreeSport</a>, <a href=""https://matchroom.live/sports/snooker"">Matchroom.live</a> and <a href=""https://championshipleaguesnooker.co.uk/watch/"">more</a>",0,0,"main"
1307,"Championship League Stage One Group 1","2022-07-04","2022-07-04","",2022,"Ranking",12,"Morningside Arena ","Leicester","England","snooker",1285,"Both","O","","","Q","CLR","",14540,"WR",0,FALSE,2,"","",1,TRUE,"",0,0,0,6,"","<a href=""https://www.freesportsplayer.tv/"">FreeSport</a>, <a href=""https://matchroom.live/sports/snooker"">Matchroom.live</a> and <a href=""https://championshipleaguesnooker.co.uk/watch/"">more</a>",0,0,"main"
