"ID","Name","StartDate","EndDate","Sponsor","Season","Type","Num","Venue","City","Country","Discipline","Main","Sex","AgeGroup","Url","Related","Stage","ValueType","ShortName","WorldSnookerId","RankingType","EventPredictionID","Team","Format","Twitter","HashTag","ConversionRate","AllRoundsAdded","PhotoURLs","NumCompetitors","NumUpcoming","NumActive","NumResults","Note","CommonNote","DefendingChampion","PreviousEdition","Tour"
34,"World Seniors Championship Qualifiers","2010-05-29","2010-05-30","",2010,"Qualifying",0,"Cue Garden","Bradford","England","snooker",35,"Both","S","","","Q","","",0,"",0,FALSE,1,"","",1,TRUE,"",0,0,0,7,"","",0,0,"main"
36,"Wuxi Classic","2010-06-03","2010-06-06","Rundili",2010,"Invitational",0,"Wuxi City Sports Park Stadium","Wuxi","China","snooker",36,"Both","O","","wuxi","F","","",0,"",0,FALSE,1,"","",1,TRUE,"",12,0,0,11,"","",0,0,"main"
1,"Players Tour Championship Event One","2010-06-24","2010-06-27","Star Xing Pai",2010,"Players Tour Championship",1,"World Snooker Academy","Sheffield","England","snooker",1,"Both","O","","ptc","F","PTC","PTC 1",0,"WR",0,FALSE,1,"","",1,TRUE,"",150,0,0,149,"","",0,0,"main"
2,"Players Tour Championship Event Two","2010-07-09","2010-07-11","Star Xing Pai",2010,"Players Tour Championship",2,"World Snooker Academy","Sheffield","England","snooker",2,"Both","O","","ptc","F","PTC","PTC 2",0,"WR",0,FALSE,1,"","",1,TRUE,"",164,0,0,163,"","",0,0,"main"
1744,"6 Red World Championship","2010-07-19","2010-07-24","SangSom",2010,"Invitational",0,"Montien Riverside Hotel","Bangkok","Thailand","six-red snooker",1744,"Both","O","http://www.worldsnooker.com/page/SixRedsWorldChampionship","6red","F","","",0,"",0,FALSE,3,"","",1,TRUE,"",32,0,0,31,"There were scored ten maximum breaks (75) at the tournament: Andrew Pagett (x2), Jimmy White (x2), Stuart Bingham, Jamie Cope, Jamie Jones, Barry Hawkins, Thepchaiya Un-Nooh, James Wattana","",20,1745,"main"
174,"Irish Classic","2010-07-24","2010-07-25","Lucan Racing",2010,"Invitational",0,"Celbridge Snooker Club","Kildare","Ireland","snooker",174,"Both","S","","","F","","",0,"",0,FALSE,1,"","",1,TRUE,"",8,0,0,7,"","",0,0,"main"
13,"Shanghai Masters Qualifiers","2010-08-02","2010-08-05","Roewe",2010,"Qualifying",0,"World Snooker Academy","Sheffield","England","snooker",19,"Both","O","","shanghai","Q","SM","",0,"WR",0,FALSE,1,"","",1,TRUE,"",0,0,0,64,"","",0,0,"main"
3,"Players Tour Championship Event Three","2010-08-06","2010-08-08","Star Xing Pai",2010,"Players Tour Championship",3,"World Snooker Academy","Sheffield","England","snooker",3,"Both","O","","ptc","F","PTC","PTC 3",0,"WR",0,FALSE,1,"","",1,TRUE,"",165,0,0,164,"The qualifying rounds were played on 24 July 2010 at the same venue.","",0,0,"main"
4,"Players Tour Championship Event Four","2010-08-14","2010-08-16","Star Xing Pai",2010,"Players Tour Championship",4,"World Snooker Academy","Sheffield","England","snooker",4,"Both","O","","ptc","F","PTC","PTC 4",0,"WR",0,FALSE,1,"","",1,TRUE,"",168,0,0,167,"The qualifying rounds were played on 25 July 2010 at the same venue.","",0,0,"main"
14,"World Open Qualifiers","2010-08-21","2010-08-24","12BET.com",2010,"Qualifying",0,"World Snooker Academy","Sheffield","England","snooker",22,"Both","O","","gp","Q","WOOP","",0,"WR",0,FALSE,1,"","",1,TRUE,"",0,0,0,96,"","",0,0,"main"
7,"Euro Players Tour Championship Event One","2010-08-26","2010-08-29","",2010,"Players Tour Championship",7,"Stadthalle","Furth","Germany","snooker",7,"Both","O","","ptc","F","EPTC","Euro PTC 1",0,"WR",0,FALSE,1,"","",1,TRUE,"",222,0,0,221,"Also known as Paul Hunter Classic (2010)","",97,0,"main"
2195,"Euro Players Tour Championship Event One","2010-08-26","2010-08-29","",2010,"Players Tour Championship",7,"Stadthalle","Furth","Germany","snooker",2195,"Both","O","","ptc","F","EPTC","Euro PTC 1",0,"WR",0,FALSE,1,"","",1,TRUE,"",0,0,0,0,"Also known as Paul Hunter Classic (2010)","",97,0,"main"
45,"Premier League Group Stage","2010-09-02","2010-11-19","Party Casino",2010,"Invitational",0,"Various","Various","England","snooker",46,"Both","O","http://www.premierleaguesnooker.com/","","Q","PL","",0,"",0,FALSE,1,"","",1,TRUE,"",0,0,0,21,"","",0,0,"main"
19,"Shanghai Masters","2010-09-06","2010-09-12","Roewe",2010,"Ranking",0,"Shanghai Grand Stage","Shanghai","China","snooker",19,"Both","O","http://www.worldsnooker.com/page/RoeweShanghaiMasters","shanghai","F","SM","",0,"WR",0,FALSE,1,"","",1,TRUE,"",104,0,0,39,"","",5,65,"main"
22,"World Open","2010-09-18","2010-09-26","12BET.com",2010,"Ranking",0,"SECC","Glasgow","Scotland","snooker",22,"Both","O","http://www.worldsnooker.com/page/12BETcomWorldOpen","gp","F","WOOP","",0,"WR",1801,FALSE,1,"","",1,TRUE,"",128,0,0,31,"","",154,68,"main"
8,"Euro Players Tour Championship Event Two","2010-09-30","2010-10-03","",2010,"Players Tour Championship",8,"Boudewijn Seapark","Bruges","Belgium","snooker",8,"Both","O","","ptc","F","EPTC","Euro PTC 2",0,"WR",0,FALSE,1,"","",1,TRUE,"",166,0,0,165,"Also known as Brugge Open (2010)","",0,0,"main"
5,"Players Tour Championship Event Five","2010-10-07","2010-10-10","Star Xing Pai",2010,"Players Tour Championship",5,"World Snooker Academy","Sheffield","England","snooker",5,"Both","O","","ptc","F","PTC","PTC 5",0,"WR",0,FALSE,1,"","",1,TRUE,"",161,0,0,160,"","",0,0,"main"
6,"Players Tour Championship Event Six","2010-10-14","2010-10-17","Star Xing Pai",2010,"Players Tour Championship",6,"World Snooker Academy","Sheffield","England","snooker",6,"Both","O","","ptc","F","PTC","PTC 6",0,"WR",0,FALSE,1,"","",1,TRUE,"",160,0,0,159,"","",0,0,"main"
9,"Euro Players Tour Championship Event Three","2010-10-22","2010-10-24","",2010,"Players Tour Championship",9,"Walter-Kobel-Sporthalle","Russelsheim","Germany","snooker",9,"Both","O","","ptc","F","EPTC","Euro PTC 3",0,"WR",0,FALSE,1,"","",1,TRUE,"",128,0,0,127,"Also known as Rhein-Main Masters (2010) and Rüsselsheim Cup (2010).","",0,0,"main"
10,"Euro Players Tour Championship Event Four","2010-10-28","2010-10-31","",2010,"Players Tour Championship",10,"South West Snooker Academy","Gloucester","England","snooker",10,"Both","O","","ptc","F","EPTC","Euro PTC 4",0,"WR",0,FALSE,1,"","",1,TRUE,"",131,0,0,130,"Also known as MIUS Cup (2010)","",0,0,"main"
39,"Power Snooker","2010-10-30","2010-10-30","",2010,"Invitational",0,"Indigo2","London","England","Power Snooker",39,"Both","O","http://www.powersnooker.com/","","F","PS","",0,"",0,FALSE,1,"","",1,TRUE,"",8,0,0,8,"Tournament was based on points, rather than frames. It had a different scoring system with power balls, double scoring, etc.","",0,0,"main"
35,"World Seniors Championship","2010-11-05","2010-11-07","Wyldecrest Park Homes",2010,"Seniors",0,"Cedar Court Hotel","Bradford","England","snooker",35,"Both","S","http://www.worldsnooker.com/page/WyldecrestWorldSeniorsChampionship","","F","","",0,"",0,FALSE,1,"","",1,TRUE,"",16,0,0,8,"","",3467,1678,"main"
11,"Euro Players Tour Championship Event Five","2010-11-12","2010-11-14","",2010,"Players Tour Championship",11,"Sparkassen Arena","Hamm","Germany","snooker",11,"Both","O","","ptc","F","EPTC","Euro PTC 5",0,"WR",0,FALSE,1,"","",1,TRUE,"",119,0,0,118,"Also known as Ruhr Championship (2010)","",0,0,"main"
12,"Euro Players Tour Championship Event Six","2010-11-19","2010-11-21","",2010,"Players Tour Championship",12,"Arena Sparta Podvinny Mlyn","Prague","Czech Republic","snooker",12,"Both","O","","ptc","F","EPTC","Euro PTC 6",0,"WR",0,FALSE,1,"","",1,TRUE,"",127,0,0,126,"Also known as Prague Classic (2010)","Watch on <a href=""http://www.liveworldsnooker.tv/"">LiveWorldSnooker.tv</a>",0,0,"main"
15,"UK Championship Qualifiers","2010-11-23","2010-12-01","12BET.com",2010,"Qualifying",0,"World Snooker Academy","Sheffield","England","snooker",23,"Both","O","","uk","Q","UK","",0,"WR",0,FALSE,1,"","",1,TRUE,"",0,0,0,64,"","",0,0,"main"
46,"Premier League","2010-11-27","2010-11-28","Party Casino",2010,"Invitational",0,"Potters Leisure Resort","Hopton-on-Sea","England","snooker",46,"Both","O","http://www.premierleaguesnooker.com/","","F","PL","",0,"",0,FALSE,1,"","",1,TRUE,"",7,0,0,3,"","",0,0,"main"
23,"UK Championship","2010-12-04","2010-12-12","12BET.com",2010,"Ranking",0,"Telford International Centre","Telford","England","snooker",23,"Both","O","http://www.worldsnooker.com/page/12BETcomUKChampionship","uk","F","UK","",359,"WR",1802,FALSE,1,"","",1,TRUE,"",96,0,0,31,"","",224,71,"main"
16,"German  Masters Qualifiers","2010-12-14","2010-12-17","",2010,"Qualifying",0,"World Snooker Academy","Sheffield","England","snooker",24,"Both","O","http://www.worldsnooker.com/page/GermanMasters","german","Q","GM","",384,"WR",0,FALSE,1,"","",1,TRUE,"",0,0,0,63,"","",0,0,"main"
48,"Championship League - Group 1","2011-01-03","2011-01-04","",2010,"Invitational",1,"Crondon Park Golf Club","Stock","England","snooker",58,"Both","O","http://www.championshipleaguesnooker.co.uk/home.htm","","Q","CL","",0,"",0,FALSE,3,"","ChampionshipLeague",1,TRUE,"",0,0,0,24,"","",0,0,"main"
52,"Championship League - Group 2","2011-01-05","2011-01-06","",2010,"Invitational",2,"Crondon Park Golf Club","Stock","England","snooker",58,"Both","O","http://www.championshipleaguesnooker.co.uk/home.htm","","Q","CL","",0,"",0,FALSE,3,"","ChampionshipLeague",1,TRUE,"",0,0,0,24,"","",0,0,"main"
29,"Masters","2011-01-09","2011-01-16","Ladbrokes Mobile",2010,"Invitational",0,"Wembley Arena","London","England","snooker",29,"Both","O","http://www.worldsnooker.com/page/theMasters","masters","F","Masters","",363,"",1830,FALSE,1,"","",1,TRUE,"",16,0,0,15,"","",17,121,"main"
53,"Championship League - Group 3","2011-01-24","2011-01-25","",2010,"Invitational",3,"Crondon Park Golf Club","Stock","England","snooker",58,"Both","O","http://www.championshipleaguesnooker.co.uk/home.htm","","Q","CL","",0,"",0,FALSE,3,"","ChampionshipLeague",1,TRUE,"",0,0,0,24,"","",0,0,"main"
54,"Championship League - Group 4","2011-01-26","2011-01-27","",2010,"Invitational",4,"Crondon Park Golf Club","Stock","England","snooker",58,"Both","O","http://www.championshipleaguesnooker.co.uk/home.htm","","Q","CL","",0,"",0,FALSE,3,"","ChampionshipLeague",1,TRUE,"",0,0,0,24,"","",0,0,"main"
31,"Snooker Shoot-Out","2011-01-28","2011-01-30","Caesarscasino.com",2010,"Invitational",0,"Tower Circus","Blackpool","England","snooker",31,"Both","O","http://www.worldsnooker.com/page/WorldSnookerShoot-Out","","F","ShootOut","",364,"",0,FALSE,1,"","",1,TRUE,"",64,0,0,63,"All matches were played over one frame.","",223,1656,"main"
24,"German Masters","2011-02-02","2011-02-06","",2010,"Ranking",0,"Tempodrom","Berlin","Germany","snooker",24,"Both","O","http://www.worldsnooker.com/page/GermanMasters","german","F","GM","",365,"WR",1803,FALSE,1,"","",1,TRUE,"",103,0,0,39,"","",408,1677,"main"
17,"Welsh Open Qualifiers","2011-02-08","2011-02-11","Wyldecrest Park Homes",2010,"Qualifying",0,"World Snooker Academy","Sheffield","England","snooker",25,"Both","O","http://www.worldsnooker.com/page/WelshOpenQ","welsh","Q","WO","",366,"WR",0,FALSE,1,"","",1,TRUE,"",0,0,0,64,"","",0,0,"main"
25,"Welsh Open","2011-02-14","2011-02-20","Wyldecrest Park Homes",2010,"Ranking",0,"Newport Centre","Newport","Wales","snooker",25,"Both","O","http://www.worldsnooker.com/page/WelshOpen","welsh","F","WO","",366,"WR",1804,FALSE,1,"","",1,TRUE,"",96,0,0,31,"","",0,0,"main"
18,"China Open Qualifiers","2011-02-24","2011-02-27","",2010,"Qualifying",0,"World Snooker Academy","Sheffield","England","snooker",27,"Both","O","http://www.worldsnooker.com/page/ChinaOpenQ","china","Q","CO","",387,"WR",0,FALSE,1,"","",1,TRUE,"",0,0,0,62,"","",0,0,"main"
55,"Championship League - Group 5","2011-02-28","2011-03-01","",2010,"Invitational",5,"Crondon Park Golf Club","Stock","England","snooker",58,"Both","O","http://www.championshipleaguesnooker.co.uk/home.htm","","Q","CL","",0,"",0,FALSE,3,"","ChampionshipLeague",1,TRUE,"",0,0,0,24,"","",0,0,"main"
56,"Championship League - Group 6","2011-03-02","2011-03-03","",2010,"Invitational",6,"Crondon Park Golf Club","Stock","England","snooker",58,"Both","O","http://www.championshipleaguesnooker.co.uk/home.htm","","Q","CL","",0,"",0,FALSE,3,"","ChampionshipLeague",1,TRUE,"",0,0,0,24,"","",0,0,"main"
26,"World Championship Qualifiers","2011-03-03","2011-03-13","Betfred.com",2010,"Qualifying",0,"World Snooker Academy","Sheffield","England","snooker",28,"Both","O","http://www.worldsnooker.com/page/BetfredcomWorldChampionshipQ","world","Q","WC","",391,"WR",2011,FALSE,1,"","",1,TRUE,"",0,0,0,77,"","",0,0,"main"
157,"Hainan Classic, A","2011-03-10","2011-03-11","Chinalife Xingpai",2010,"Qualifying",1,"Boao Conference Center","Boao","China","snooker",156,"Both","S","","","Q","","",0,"",0,FALSE,2,"","",1,TRUE,"",0,0,0,6,"","",0,0,"main"
158,"Hainan Classic, B","2011-03-10","2011-03-11","Chinalife Xingpai",2010,"Qualifying",2,"Boao Conference Center","Boao","China","snooker",156,"Both","S","","","Q","","",0,"",0,FALSE,2,"","",1,TRUE,"",0,0,0,6,"","",0,0,"main"
159,"Hainan Classic, C","2011-03-10","2011-03-11","Chinalife Xingpai",2010,"Qualifying",3,"Boao Conference Center","Boao","China","snooker",156,"Both","S","","","Q","","",0,"",0,FALSE,2,"","",1,TRUE,"",0,0,0,6,"Carter advanced as he made the highest break of the group. (Carter 88, Murphy 67 and Tian 52)","",0,0,"main"
160,"Hainan Classic, D","2011-03-10","2011-03-11","Chinalife Xingpai",2010,"Qualifying",4,"Boao Conference Center","Boao","China","snooker",156,"Both","S","","","Q","","",0,"",0,FALSE,2,"","",1,TRUE,"",0,0,0,6,"","",0,0,"main"
156,"Hainan Classic","2011-03-10","2011-03-13","Chinalife Xingpai",2010,"Invitational",0,"Boao Conference Center","Boao","China","snooker",156,"Both","S","","","F","","",0,"",0,FALSE,1,"","",1,TRUE,"",16,0,0,3,"","",0,0,"main"
32,"Players Tour Championship Finals","2011-03-16","2011-03-20","PartyCasino.com",2010,"Ranking",0,"Helix Theatre","Dublin","Ireland","snooker",32,"Both","O","http://www.worldsnooker.com/page/PTCGrandFinals","ptc","F","PTCF","PTC Finals",373,"WR",0,FALSE,1,"","",1,TRUE,"",24,0,0,23,"","",0,0,"main"
57,"Championship League - Group 7","2011-03-21","2011-03-22","",2010,"Invitational",7,"Crondon Park Golf Club","Stock","England","snooker",58,"Both","O","http://www.championshipleaguesnooker.co.uk/home.htm","","Q","CL","",0,"",0,FALSE,3,"","ChampionshipLeague",1,TRUE,"",0,0,0,24,"","",0,0,"main"
58,"Championship League - Winners Group","2011-03-23","2011-03-24","",2010,"Invitational",8,"Crondon Park Golf Club","Stock","England","snooker",58,"Both","O","http://www.championshipleaguesnooker.co.uk/home.htm","","Q","CL","",0,"",0,FALSE,3,"","",1,TRUE,"",26,0,0,24,"The winner qualified for the <a href=""/res/index.asp?event=107"">2011 Premier League</a>","",4,1687,"main"
27,"China Open","2011-03-28","2011-04-03","Bank of Beijing",2010,"Ranking",0,"Beijing University Students Gymnasium","Beijing","China","snooker",27,"Both","O","http://www.worldsnooker.com/page/ChinaOpenWorldSnooker","china","F","CO","",367,"WR",1805,FALSE,1,"","",1,TRUE,"",102,0,0,39,"","",0,0,"main"
