Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,BFECH,BFECD,BFECA,B365CH,B365CD,B365CA,ParsedDate,HomeKey,AwayKey,MatchKey,Occurrence,FDID
Romania,Superliga,2014/2015,25/07/2014,16:30,Concordia,Astra,0,2,A,7.44,4.26,1.53,7.45,4.3,1.53,6.22,3.94,1.48,,,,,,,2014-07-25,concordia,astra,concordia|||astra|||0|||2,1,1
Romania,Superliga,2014/2015,25/07/2014,19:00,U Craiova,Pandurii,1,1,D,2.94,3.16,2.71,2.94,3.25,2.84,2.62,3.03,2.63,,,,,,,2014-07-25,universitatea_craiova,pandurii,universitatea_craiova|||pandurii|||1|||1,1,2
Romania,Superliga,2014/2015,26/07/2014,16:30,Targu Mures,U. Cluj,0,0,D,2.69,3.1,2.98,2.7,3.2,2.98,2.53,2.98,2.73,,,,,,,2014-07-26,targu mures,u cluj,targu mures|||u cluj|||0|||0,1,3
Romania,Superliga,2014/2015,26/07/2014,19:00,FC Rapid Bucuresti,FCSB,1,3,A,6.57,4.34,1.55,7,4.6,1.55,5.94,4.03,1.48,,,,,,,2014-07-26,fc rapid bucuresti,fcsb,fc rapid bucuresti|||fcsb|||1|||3,1,4
Romania,Superliga,2014/2015,27/07/2014,15:00,FC Botosani,Gaz Metan Medias,0,3,A,2.11,3.32,3.92,2.16,3.5,3.92,2.03,3.21,3.5,,,,,,,2014-07-27,fc botosani,gaz metan medias,fc botosani|||gaz metan medias|||0|||3,1,5
Romania,Superliga,2014/2015,27/07/2014,17:00,CFR Cluj,Ceahlaul,4,0,H,1.53,3.98,7.74,1.56,4.3,7.74,1.52,3.75,6.09,,,,,,,2014-07-27,cfr cluj,ceahlaul,cfr cluj|||ceahlaul|||4|||0,1,6
Romania,Superliga,2014/2015,27/07/2014,19:00,FC Brasov,Petrolul,0,1,A,4.53,3.35,1.96,4.58,3.5,2.01,3.84,3.22,1.93,,,,,,,2014-07-27,brasov,petrolul,brasov|||petrolul|||0|||1,1,7
Romania,Superliga,2014/2015,28/07/2014,19:00,Din. Bucuresti,Otelul,4,0,H,1.38,5.01,9.44,1.4,5.13,10,1.36,4.5,7.8,,,,,,,2014-07-28,din bucuresti,otelul,din bucuresti|||otelul|||4|||0,1,9
Romania,Superliga,2014/2015,01/08/2014,16:30,Ceahlaul,Targu Mures,1,4,A,3.11,3.14,2.57,3.2,3.14,2.65,2.85,2.97,2.45,,,,,,,2014-08-01,ceahlaul,targu mures,ceahlaul|||targu mures|||1|||4,1,10
Romania,Superliga,2014/2015,01/08/2014,19:00,Viitorul Constanta,FC Rapid Bucuresti,1,2,A,2.09,3.45,3.82,2.2,3.45,3.83,2.07,3.22,3.39,,,,,,,2014-08-01,viitorul constanta,fc rapid bucuresti,viitorul constanta|||fc rapid bucuresti|||1|||2,1,11
Romania,Superliga,2014/2015,02/08/2014,16:30,Otelul,Concordia,1,2,A,3.05,3.15,2.6,3.1,3.2,2.75,2.79,3.06,2.47,,,,,,,2014-08-02,otelul,concordia,otelul|||concordia|||1|||2,1,12
Romania,Superliga,2014/2015,03/08/2014,15:00,Petrolul,FC Botosani,4,1,H,1.38,4.69,10.91,1.48,4.7,10.91,1.39,4.11,7.85,,,,,,,2014-08-03,petrolul,fc botosani,petrolul|||fc botosani|||4|||1,1,14
Romania,Superliga,2014/2015,03/08/2014,17:00,Astra,FC Brasov,5,0,H,1.4,4.94,8.84,1.44,5.2,9,1.36,4.54,7.51,,,,,,,2014-08-03,astra,brasov,astra|||brasov|||5|||0,1,15
Romania,Superliga,2014/2015,03/08/2014,19:00,Pandurii,CFR Cluj,0,0,D,2.55,3.28,3.02,2.55,3.4,3.12,2.39,3.11,2.86,,,,,,,2014-08-03,pandurii,cfr cluj,pandurii|||cfr cluj|||0|||0,1,16
Romania,Superliga,2014/2015,04/08/2014,19:00,U. Cluj,Din. Bucuresti,2,3,A,3.42,3.33,2.31,3.9,3.4,2.37,3.2,3.14,2.18,,,,,,,2014-08-04,u cluj,din bucuresti,u cluj|||din bucuresti|||2|||3,1,18
Romania,Superliga,2014/2015,08/08/2014,19:00,FC Rapid Bucuresti,Gaz Metan Medias,1,1,D,2.43,3.31,3.16,2.55,3.31,3.16,2.33,3.17,2.88,,,,,,,2014-08-08,fc rapid bucuresti,gaz metan medias,fc rapid bucuresti|||gaz metan medias|||1|||1,1,20
Romania,Superliga,2014/2015,09/08/2014,16:30,Pandurii,Ceahlaul,0,1,A,1.36,4.93,10.92,1.36,5.4,12,1.29,4.74,9.65,,,,,,,2014-08-09,pandurii,ceahlaul,pandurii|||ceahlaul|||0|||1,1,21
Romania,Superliga,2014/2015,09/08/2014,19:00,Din. Bucuresti,Targu Mures,1,1,D,1.51,4.54,6.86,1.57,4.54,7,1.48,4.08,5.8,,,,,,,2014-08-09,din bucuresti,targu mures,din bucuresti|||targu mures|||1|||1,1,22
Romania,Superliga,2014/2015,10/08/2014,15:00,FC Botosani,Astra,1,0,H,5.48,3.86,1.7,7.5,4.5,1.73,5.45,3.88,1.55,,,,,,,2014-08-10,fc botosani,astra,fc botosani|||astra|||1|||0,1,23
Romania,Superliga,2014/2015,10/08/2014,17:00,Poli Iasi,Petrolul,1,5,A,4.4,3.3,2,5.5,3.6,2.04,4.13,3.23,1.86,,,,,,,2014-08-10,politehnica_iasi,petrolul,politehnica_iasi|||petrolul|||1|||5,1,24
Romania,Superliga,2014/2015,11/08/2014,16:30,Concordia,U. Cluj,0,2,A,3.14,3.17,2.52,3.25,3.2,2.6,2.93,3.04,2.38,,,,,,,2014-08-11,concordia,u cluj,concordia|||u cluj|||0|||2,1,26
Romania,Superliga,2014/2015,11/08/2014,19:00,FC Brasov,Otelul,1,1,D,1.68,3.64,6.35,1.68,3.75,6.58,1.62,3.54,5.29,,,,,,,2014-08-11,brasov,otelul,brasov|||otelul|||1|||1,1,27
Romania,Superliga,2014/2015,15/08/2014,19:00,FCSB,Pandurii,6,0,H,1.65,4.09,5.56,1.65,4.2,6.76,1.57,3.88,5.22,,,,,,,2014-08-15,fcsb,pandurii,fcsb|||pandurii|||6|||0,1,29
Romania,Superliga,2014/2015,16/08/2014,16:30,Astra,Poli Iasi,2,1,H,1.38,5.05,9.48,1.4,5.3,11.35,1.33,4.69,8.36,,,,,,,2014-08-16,astra,politehnica_iasi,astra|||politehnica_iasi|||2|||1,1,30
Romania,Superliga,2014/2015,16/08/2014,19:00,Petrolul,FC Rapid Bucuresti,0,0,D,1.27,6.08,12.79,1.35,6.08,12.79,1.28,5.23,8.85,,,,,,,2014-08-16,petrolul,fc rapid bucuresti,petrolul|||fc rapid bucuresti|||0|||0,1,31
Romania,Superliga,2014/2015,17/08/2014,15:00,Targu Mures,Concordia,2,0,H,1.79,3.53,5.34,1.83,3.7,5.5,1.74,3.35,4.48,,,,,,,2014-08-17,targu mures,concordia,targu mures|||concordia|||2|||0,1,32
Romania,Superliga,2014/2015,17/08/2014,17:00,Otelul,FC Botosani,0,1,A,3.71,3.33,2.17,3.85,3.4,2.2,3.4,3.19,2.06,,,,,,,2014-08-17,otelul,fc botosani,otelul|||fc botosani|||0|||1,1,33
Romania,Superliga,2014/2015,17/08/2014,19:00,Ceahlaul,Din. Bucuresti,1,1,D,4.24,3.51,1.96,5,3.6,2.03,4.2,3.43,1.79,,,,,,,2014-08-17,ceahlaul,din bucuresti,ceahlaul|||din bucuresti|||1|||1,1,34
Romania,Superliga,2014/2015,18/08/2014,16:30,U. Cluj,FC Brasov,1,1,D,1.94,3.6,4.21,1.94,3.6,5.14,1.76,3.43,4.4,,,,,,,2014-08-18,u cluj,brasov,u cluj|||brasov|||1|||1,1,35
Romania,Superliga,2014/2015,22/08/2014,19:00,Concordia,Din. Bucuresti,0,0,D,5.74,3.8,1.68,6.25,4.1,1.68,5.23,3.69,1.59,,,,,,,2014-08-22,concordia,din bucuresti,concordia|||din bucuresti|||0|||0,1,38
Romania,Superliga,2014/2015,23/08/2014,16:30,Pandurii,Viitorul Constanta,1,1,D,1.44,4.56,8.57,1.5,4.56,8.57,1.44,4.1,6.57,,,,,,,2014-08-23,pandurii,viitorul constanta,pandurii|||viitorul constanta|||1|||1,1,39
Romania,Superliga,2014/2015,23/08/2014,19:00,FCSB,Ceahlaul,0,1,A,1.37,5.48,8.3,1.44,5.48,9,1.36,4.62,7.38,,,,,,,2014-08-23,fcsb,ceahlaul,fcsb|||ceahlaul|||0|||1,1,40
Romania,Superliga,2014/2015,24/08/2014,15:00,FC Botosani,U. Cluj,1,0,H,2.29,3.29,3.49,2.4,3.3,3.5,2.25,3.13,3.05,,,,,,,2014-08-24,fc botosani,u cluj,fc botosani|||u cluj|||1|||0,1,41
Romania,Superliga,2014/2015,24/08/2014,17:00,FC Rapid Bucuresti,Astra,0,2,A,5.49,3.79,1.72,5.49,3.79,1.75,4.58,3.55,1.7,,,,,,,2014-08-24,fc rapid bucuresti,astra,fc rapid bucuresti|||astra|||0|||2,1,42
Romania,Superliga,2014/2015,24/08/2014,19:00,U Craiova,Petrolul,0,2,A,3.7,3.34,2.19,4.4,3.6,2.26,3.69,3.28,1.97,,,,,,,2014-08-24,universitatea_craiova,petrolul,universitatea_craiova|||petrolul|||0|||2,1,43
Romania,Superliga,2014/2015,25/08/2014,16:30,Poli Iasi,Otelul,0,0,D,1.46,4.29,8.82,1.58,4.29,8.82,1.51,3.86,6.02,,,,,,,2014-08-25,politehnica_iasi,otelul,politehnica_iasi|||otelul|||0|||0,1,44
Romania,Superliga,2014/2015,29/08/2014,16:30,Gaz Metan Medias,Pandurii,0,2,A,2.83,3.19,2.74,2.83,3.2,3.1,2.51,3.05,2.75,,,,,,,2014-08-29,gaz metan medias,pandurii,gaz metan medias|||pandurii|||0|||2,1,46
Romania,Superliga,2014/2015,29/08/2014,19:00,Ceahlaul,Concordia,2,0,H,2.18,3.28,3.75,2.38,3.3,4,2.15,3.13,3.29,,,,,,,2014-08-29,ceahlaul,concordia,ceahlaul|||concordia|||2|||0,1,47
