Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,BFECH,BFECD,BFECA,B365CH,B365CD,B365CA,ParsedDate,MatchKey,Occurrence,FDID
Romania,Superliga,2021/2022,17/07/2021,19:30,Univ. Craiova,FC Arges,1,0,H,1.6,3.71,6.98,1.6,3.87,7.5,1.56,3.62,6.34,,,,,,,2021-07-17,Univ. Craiova|||FC Arges|||1|||0,1,5
Romania,Superliga,2021/2022,25/07/2021,19:30,FCSB,Univ. Craiova,4,1,H,2.3,3.24,3.44,2.38,3.36,3.45,2.25,3.11,3.22,,,,,,,2021-07-25,FCSB|||Univ. Craiova|||4|||1,1,14
Romania,Superliga,2021/2022,01/08/2021,17:15,Univ. Craiova,FC Botosani,1,2,A,1.74,3.54,5.62,1.83,3.54,5.78,1.74,3.34,5.01,,,,,,,2021-08-01,Univ. Craiova|||FC Botosani|||1|||2,1,21
Romania,Superliga,2021/2022,09/08/2021,19:30,Univ. Craiova,FC Voluntari,3,0,H,1.63,3.49,7.25,1.67,3.72,7.31,1.63,3.4,6.04,,,,,,,2021-08-09,Univ. Craiova|||FC Voluntari|||3|||0,1,32
Romania,Superliga,2021/2022,14/08/2021,19:30,UTA Arad,Univ. Craiova,1,0,H,3.34,3.03,2.48,3.5,3.2,2.5,3.17,2.97,2.34,,,,,,,2021-08-14,UTA Arad|||Univ. Craiova|||1|||0,1,36
Romania,Superliga,2021/2022,21/08/2021,16:30,Univ. Craiova,Gaz Metan Medias,1,0,H,1.44,4.28,8.87,1.54,4.55,9.1,1.43,4.12,7.72,,,,,,,2021-08-21,Univ. Craiova|||Gaz Metan Medias|||1|||0,1,43
Romania,Superliga,2021/2022,28/08/2021,19:00,FC Rapid Bucuresti,Univ. Craiova,1,2,A,3.31,3.12,2.44,3.46,3.16,2.52,3.07,3,2.39,,,,,,,2021-08-28,FC Rapid Bucuresti|||Univ. Craiova|||1|||2,1,52
Romania,Superliga,2021/2022,13/09/2021,19:00,Univ. Craiova,Sepsi Sf. Gheorghe,1,1,D,2.23,3.02,3.93,2.26,3.13,4.2,2.15,2.98,3.65,,,,,,,2021-09-13,Univ. Craiova|||Sepsi Sf. Gheorghe|||1|||1,1,64
Romania,Superliga,2021/2022,20/09/2021,19:00,CFR Cluj,Univ. Craiova,1,0,H,2.03,3.1,4.54,2.03,3.32,4.74,1.94,3.11,4.18,,,,,,,2021-09-20,CFR Cluj|||Univ. Craiova|||1|||0,1,72
Romania,Superliga,2021/2022,27/09/2021,19:00,Univ. Craiova,Din. Bucuresti,5,0,H,1.27,5.73,12.36,1.32,6,15,1.26,5.41,10.82,,,,,,,2021-09-27,Univ. Craiova|||Din. Bucuresti|||5|||0,1,80
